Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jon Scheyer,0.0,16,11,544,79,180,0.438888888889,33,97,0.340206185567,46,83,0.554,0.530555555556,30,44,0.681818181818,20,42,62,65,19,6,38,27,221
Jon Smith,22.0,46,19,1110,136,320,0.425,1,5,0.2,135,315,0.429,0.4265625,93,138,0.673913043478,93,112,205,23,21,26,47,118,366
Jonathan Blake,0.0,11,7,227,30,61,0.491803278689,4,9,0.444444444444,26,52,0.5,0.524590163934,14,25,0.56,17,26,43,4,4,7,8,24,78
Jonathan Holmes,24.0,30,20,852,139,316,0.439873417722,54,145,0.372413793103,85,171,0.497,0.525316455696,51,60,0.85,53,141,194,28,31,19,48,88,383
Jonathan Kerner,84.0,34,6,766,88,228,0.385964912281,0,0,0.0,88,228,1.109,0.385964912281,38,44,0.863636363636,50,102,152,18,32,6,36,116,214
Jonathan Moore,47.0,63,1,986,139,305,0.455737704918,1,10,0.1,138,295,0.931,0.45737704918,78,115,0.678260869565,62,127,189,52,44,22,59,94,357
Jonathan Thomas,0.0,15,9,354,46,109,0.422018348624,2,15,0.133333333333,44,94,0.874,0.43119266055,14,21,0.666666666667,26,31,57,7,5,14,21,24,108
Jonathan Wallace,0.0,50,28,1382,158,358,0.441340782123,84,201,0.417910447761,74,157,0.471,0.558659217877,86,97,0.886597938144,34,72,106,156,47,0,71,124,486
Jonathon Simmons,75.0,98,44,2841,468,933,0.501607717042,79,229,0.344978165939,389,704,1.638,0.543944265809,240,325,0.738461538462,121,304,425,258,97,41,210,267,1255
Jonny Flynn,21.0,2,2,56,5,15,0.333333333333,2,8,0.25,3,7,0.429,0.4,4,7,0.571428571429,3,3,6,21,2,0,13,3,16
Joonas Caven,66.0,72,2,792,84,276,0.304347826087,62,232,0.26724137931,22,44,1.446,0.416666666667,42,60,0.7,24,106,130,16,22,28,32,132,272
Jordan Adams,20.0,11,3,351,73,158,0.462025316456,18,47,0.382978723404,55,111,0.495,0.518987341772,35,44,0.795454545455,27,50,77,21,21,5,20,21,199
Jordan Bachynski,51.0,67,57,1681,307,544,0.564338235294,0,1,0.0,307,543,1.08,0.564338235294,148,224,0.660714285714,136,304,440,48,24,155,110,220,762
Jordan Brady,0.0,148,19,2288,314,610,0.514754098361,58,159,0.364779874214,256,451,2.832,0.562295081967,102,153,0.666666666667,161,367,528,120,72,30,108,280,788
Jordan Burris,22.0,3,0,20,1,8,0.125,1,7,0.142857142857,0,1,0.0,0.1875,0,0,0.0,1,4,5,0,0,0,0,3,3
Jordan Clarkson,22.0,5,5,180,46,92,0.5,4,18,0.222222222222,42,74,0.568,0.521739130435,17,21,0.809523809524,7,18,25,39,4,1,17,10,113
Jordan Crawford,54.0,45,25,1389,380,842,0.451306413302,118,341,0.346041055718,262,501,0.96,0.521377672209,172,197,0.873096446701,22,146,168,165,54,6,90,86,1050
Jordan Demercy,0.0,5,0,34,1,5,0.2,0,2,0.0,1,3,0.333,0.2,0,2,0.0,3,5,8,2,3,2,3,2,2
Jordan Downing,24.0,10,0,82,12,39,0.307692307692,5,17,0.294117647059,7,22,0.318,0.371794871795,0,0,0.0,0,4,4,3,0,0,2,5,29
Jordan Eglseder,0.0,2,0,20,2,7,0.285714285714,0,0,0.0,2,7,0.286,0.285714285714,0,0,0.0,0,2,2,0,0,0,0,5,4
Jordan Farmar,20.0,3,2,95,14,36,0.388888888889,2,12,0.166666666667,12,24,0.5,0.416666666667,14,14,1.0,1,7,8,17,5,1,5,4,44
Jordan Hamilton,118.0,82,46,2275,480,1067,0.449859418932,129,386,0.334196891192,351,681,2.506,0.510309278351,220,285,0.771929824561,178,443,621,281,92,72,152,224,1309
Jordan Henriquez,0.0,29,3,262,35,88,0.397727272727,0,9,0.0,35,79,0.443,0.397727272727,18,37,0.486486486486,30,41,71,13,5,25,25,51,88
Jordan Loyd,23.0,49,19,1391,253,580,0.436206896552,66,193,0.341968911917,187,387,0.483,0.493103448276,169,194,0.871134020619,51,154,205,195,46,14,84,158,741
Jordan McRae,47.0,42,42,1475,320,699,0.457796852647,78,231,0.337662337662,242,468,1.025,0.513590844063,196,251,0.780876494024,34,151,185,202,64,28,138,101,914
Jordan Mickey,43.0,35,34,1158,264,503,0.524850894632,21,52,0.403846153846,243,451,1.074,0.545725646123,101,135,0.748148148148,88,253,341,48,28,134,79,91,650
Jordan Morgan,24.0,3,0,45,3,7,0.428571428571,0,0,0.0,3,7,0.429,0.428571428571,1,2,0.5,4,10,14,5,1,0,5,8,7
Jordan Railey,47.0,34,18,638,51,103,0.495145631068,1,2,0.5,50,101,1.223,0.5,13,32,0.40625,47,90,137,32,21,29,34,105,116
Jordan Sibert,23.0,44,21,1132,217,532,0.407894736842,90,262,0.343511450382,127,270,0.47,0.492481203008,54,62,0.870967741935,13,99,112,55,55,8,67,116,578
Jordan Swing,24.0,11,0,152,15,33,0.454545454545,6,12,0.5,9,21,0.429,0.545454545455,8,12,0.666666666667,4,16,20,9,9,0,12,18,44
Jordan Vandenberg,24.0,9,0,69,3,10,0.3,0,0,0.0,3,10,0.3,0.3,2,2,1.0,8,12,20,4,2,2,3,10,8
Jordan Williams,21.0,6,6,194,23,51,0.450980392157,0,0,0.0,23,51,0.451,0.450980392157,17,32,0.53125,16,31,47,6,6,10,11,18,63
Jordon Crawford,103.0,139,30,2903,460,1095,0.420091324201,101,292,0.345890410959,359,803,1.725,0.466210045662,233,290,0.803448275862,37,204,241,361,152,5,213,259,1254
Jorge Gutierrez,102.0,122,103,3767,517,1168,0.442636986301,31,131,0.236641221374,486,1037,1.896,0.455907534247,398,523,0.760994263862,102,501,603,679,206,31,344,421,1463
Jose Barea,22.0,8,6,293,79,151,0.523178807947,21,48,0.4375,58,103,0.563,0.592715231788,39,50,0.78,10,30,40,62,10,0,25,15,218
Joseph Forte,23.0,39,6,880,194,404,0.480198019802,7,22,0.318181818182,187,382,0.49,0.488861386139,70,94,0.744680851064,36,92,128,87,47,6,58,62,465
Joseph Harris,27.0,9,0,82,7,12,0.583333333333,3,6,0.5,4,6,0.667,0.708333333333,1,2,0.5,4,5,9,1,5,0,3,5,18
Joseph Works,23.0,5,0,25,6,10,0.6,0,0,0.0,6,10,0.6,0.6,1,2,0.5,5,4,9,1,2,0,2,6,13
Josh Akognon,52.0,18,9,490,103,236,0.436440677966,47,112,0.419642857143,56,124,0.908,0.536016949153,29,33,0.878787878788,14,40,54,70,28,1,37,37,282
Josh Asselin,25.0,46,36,1329,238,452,0.526548672566,1,8,0.125,237,444,0.534,0.527654867257,187,242,0.772727272727,78,196,274,37,30,45,91,180,664
Josh Boone,57.0,9,2,142,31,57,0.543859649123,0,0,0.0,31,57,1.11,0.543859649123,7,20,0.35,26,19,45,4,6,4,8,17,69
Josh Bostic,50.0,63,24,1605,216,507,0.426035502959,60,167,0.359281437126,156,340,0.89,0.485207100592,205,250,0.82,81,190,271,141,53,11,110,166,697
Josh Childress,32.0,8,1,242,39,79,0.493670886076,4,11,0.363636363636,35,68,0.515,0.518987341772,14,20,0.7,12,40,52,13,8,5,3,17,96
Josh Davis,83.0,76,64,2329,445,918,0.484749455338,110,298,0.369127516779,335,620,1.538,0.544662309368,214,286,0.748251748252,203,393,596,141,114,47,143,228,1214
Josh Gray,23.0,50,9,1254,268,603,0.444444444444,39,109,0.357798165138,229,494,0.464,0.476782752902,96,144,0.666666666667,56,122,178,227,72,4,109,101,671
Josh Hagins,0.0,20,3,324,36,84,0.428571428571,16,43,0.372093023256,20,41,0.488,0.52380952381,12,12,1.0,7,46,53,51,11,4,20,22,100
Josh Howard,0.0,24,21,708,140,319,0.438871473354,23,83,0.277108433735,117,236,0.496,0.474921630094,50,59,0.847457627119,35,105,140,32,27,16,32,69,353
Josh Huestis,72.0,101,100,3284,461,1139,0.404741000878,200,595,0.336134453782,261,544,1.434,0.492537313433,115,199,0.577889447236,132,447,579,113,65,160,112,195,1237
Josh Lomers,0.0,5,1,51,8,13,0.615384615385,0,0,0.0,8,13,0.615,0.615384615385,3,4,0.75,5,6,11,1,0,0,2,15,19
Josh Magette,77.0,145,142,4989,641,1577,0.406467977172,279,795,0.350943396226,362,782,1.392,0.494927076728,263,323,0.814241486068,116,486,602,1227,280,10,342,431,1824
Josh McRoberts,20.0,15,2,399,46,111,0.414414414414,2,13,0.153846153846,44,98,0.449,0.423423423423,21,30,0.7,25,71,96,38,9,14,31,24,115
Josh Owens,0.0,42,23,752,95,204,0.46568627451,0,0,0.0,95,204,0.466,0.46568627451,35,56,0.625,73,119,192,18,19,21,43,55,225
Josh Powell,23.0,3,2,89,22,31,0.709677419355,0,0,0.0,22,31,0.71,0.709677419355,9,11,0.818181818182,10,11,21,1,2,2,6,7,53
Josh Richardson,22.0,4,4,153,35,74,0.472972972973,11,28,0.392857142857,24,46,0.522,0.547297297297,12,17,0.705882352941,6,12,18,15,10,5,8,11,93
Josh Selby,104.0,54,20,1561,306,751,0.407456724368,66,214,0.308411214953,240,537,2.327,0.451398135819,173,225,0.768888888889,44,222,266,215,55,7,122,81,851
Josh Simmons,0.0,5,1,62,7,17,0.411764705882,0,2,0.0,7,15,0.467,0.411764705882,5,12,0.416666666667,2,5,7,3,1,1,6,8,19
Josh Tarver,0.0,17,11,379,35,89,0.393258426966,11,44,0.25,24,45,0.533,0.455056179775,13,22,0.590909090909,8,46,54,54,18,5,25,43,94
Josh Warren,26.0,9,0,42,3,6,0.5,0,0,0.0,3,6,0.5,0.5,0,0,0.0,4,4,8,0,2,0,1,8,6
Joshua Gross,141.0,110,53,3026,521,1090,0.477981651376,99,271,0.365313653137,422,819,3.165,0.523394495413,305,382,0.798429319372,137,333,470,116,74,40,190,233,1446
Joshua Smith,47.0,86,42,1334,297,477,0.622641509434,0,3,0.0,297,474,1.254,0.622641509434,135,201,0.671641791045,203,208,411,94,53,43,116,242,729
Josiah Turner,43.0,73,18,1567,265,530,0.5,9,35,0.257142857143,256,495,1.023,0.508490566038,143,214,0.668224299065,62,144,206,286,95,24,133,132,682
Jovan Harris,0.0,118,5,2016,265,597,0.443886097152,59,152,0.388157894737,206,445,1.78,0.493299832496,108,121,0.892561983471,25,145,170,207,37,18,124,156,697
Juan Hernangomez,21.0,1,0,26,6,14,0.428571428571,1,5,0.2,5,9,0.556,0.464285714286,4,7,0.571428571429,3,8,11,1,0,2,4,5,17
Juan Pattillo,0.0,49,8,1258,276,525,0.525714285714,0,6,0.0,276,519,0.532,0.525714285714,157,214,0.733644859813,111,243,354,81,64,42,106,102,709
Julian Allen,0.0,1,0,19,2,8,0.25,0,0,0.0,2,8,0.25,0.25,3,4,0.75,3,0,3,1,0,1,1,0,7
Julian Jacobs,22.0,34,0,591,76,165,0.460606060606,18,52,0.346153846154,58,113,0.513,0.515151515152,35,48,0.729166666667,18,72,90,89,24,5,68,45,205
Julian Sensley,0.0,107,56,2761,476,1024,0.46484375,119,315,0.377777777778,357,709,4.05,0.52294921875,141,214,0.658878504673,152,409,561,205,87,73,156,265,1212
Julian Terrell,22.0,20,0,277,35,60,0.583333333333,0,0,0.0,35,60,0.583,0.583333333333,19,34,0.558823529412,14,43,57,15,6,6,22,48,89
Julian Washburn,24.0,48,15,906,76,182,0.417582417582,37,93,0.397849462366,39,89,0.438,0.519230769231,17,28,0.607142857143,15,133,148,30,18,11,30,77,206
Julian Wright,24.0,16,14,450,109,173,0.630057803468,1,5,0.2,108,168,0.643,0.632947976879,23,40,0.575,52,76,128,30,18,13,21,44,242
Julien Lewis,24.0,14,0,192,22,60,0.366666666667,14,40,0.35,8,20,0.4,0.483333333333,6,6,1.0,4,21,25,11,9,3,4,20,64
Julien Mills,0.0,2,0,4,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Julius Hodge,138.0,71,39,2254,478,913,0.523548740416,9,25,0.36,469,888,3.28,0.52847754655,297,421,0.705463182898,153,314,467,447,60,34,270,189,1262
Julyan Stone,75.0,42,34,1315,103,266,0.387218045113,42,122,0.344262295082,61,144,1.07,0.466165413534,56,82,0.682926829268,29,208,237,323,52,36,108,106,304
Junie Sanders,61.0,93,34,2252,445,1001,0.444555444555,43,136,0.316176470588,402,865,0.925,0.466033966034,243,307,0.791530944625,131,169,300,179,69,12,190,192,1176
Justin Anderson,22.0,7,7,268,63,137,0.459854014599,16,48,0.333333333333,47,89,0.528,0.518248175182,19,24,0.791666666667,4,28,32,24,3,4,13,15,161
Justin Bowen,125.0,172,71,4252,750,1519,0.493745885451,32,115,0.278260869565,718,1404,2.523,0.504279131007,249,373,0.667560321716,333,554,887,220,141,82,210,374,1781
Justin Brownlee,0.0,96,50,2428,404,840,0.480952380952,98,284,0.345070422535,306,556,1.095,0.539285714286,132,178,0.741573033708,98,411,509,179,110,47,121,208,1038
Justin Cage,0.0,43,24,1317,178,295,0.603389830508,12,24,0.5,166,271,0.613,0.623728813559,149,187,0.79679144385,135,119,254,79,36,39,55,103,517
Justin Dentmon,161.0,187,170,6850,1316,2958,0.444895199459,453,1154,0.392547660312,863,1804,2.78,0.521467207573,918,1093,0.83989021043,159,546,705,822,263,17,595,533,4003
Justin Graham,0.0,5,0,89,12,20,0.6,0,0,0.0,12,20,0.6,0.6,2,3,0.666666666667,3,7,10,13,6,1,11,14,26
Justin Hamilton,23.0,51,41,1612,308,635,0.485039370079,33,96,0.34375,275,539,1.021,0.511023622047,161,202,0.79702970297,140,248,388,82,48,79,104,105,810
Justin Harper,76.0,135,91,3795,717,1569,0.456978967495,240,627,0.382775119617,477,942,1.537,0.533460803059,270,341,0.791788856305,271,583,854,177,80,72,168,363,1944
Justin Hawkins,102.0,119,87,3633,604,1404,0.430199430199,119,387,0.307493540052,485,1017,1.905,0.472578347578,394,479,0.82254697286,121,405,526,238,110,29,228,319,1721
Justin Holiday,48.0,48,43,1665,299,709,0.421720733427,82,198,0.414141414141,217,511,0.868,0.479548660085,158,195,0.810256410256,58,196,254,122,115,57,97,98,838
Justin Hurtt,0.0,43,28,1126,184,461,0.399132321041,60,174,0.344827586207,124,287,0.432,0.46420824295,99,123,0.80487804878,18,92,110,56,34,9,55,72,527
Justin Jackson,24.0,38,13,626,105,171,0.614035087719,0,2,0.0,105,169,0.621,0.614035087719,40,85,0.470588235294,76,96,172,22,32,72,48,122,250
Justin Johnson,244.0,239,24,4774,746,1696,0.439858490566,90,250,0.36,656,1446,4.179,0.466391509434,363,434,0.836405529954,94,499,593,511,123,13,368,394,1945
Justin Manns,78.0,70,6,702,70,138,0.507246376812,0,0,0.0,70,138,1.541,0.507246376812,28,60,0.466666666667,88,78,166,16,18,30,52,124,168
Justin Martin,25.0,12,1,170,19,50,0.38,10,24,0.416666666667,9,26,0.346,0.48,9,16,0.5625,10,27,37,5,5,4,8,28,57
Justin Neuhaus,0.0,7,1,93,10,20,0.5,0,0,0.0,10,20,0.5,0.5,2,5,0.4,12,10,22,2,2,4,5,13,22
Justin Reed,105.0,88,65,2995,541,1257,0.430389817025,16,56,0.285714285714,525,1201,1.751,0.436754176611,298,401,0.743142144638,181,431,612,199,69,36,174,259,1396
Justin Reynolds,27.0,14,0,169,25,62,0.403225806452,1,11,0.0909090909091,24,51,0.471,0.411290322581,7,14,0.5,15,23,38,4,6,1,11,27,58
Justin Rowe,25.0,4,1,65,3,9,0.333333333333,0,0,0.0,3,9,0.333,0.333333333333,0,0,0.0,8,10,18,1,0,0,0,8,6
Justin Williams,49.0,13,12,386,62,113,0.548672566372,0,1,0.0,62,112,0.554,0.548672566372,27,47,0.574468085106,62,92,154,8,8,40,20,44,151
Juvonte Reddic,23.0,43,22,932,153,284,0.538732394366,1,2,0.5,152,282,0.539,0.540492957746,79,118,0.669491525424,90,139,229,33,15,17,56,98,386
Juwan Staten,69.0,56,36,1506,174,382,0.455497382199,8,24,0.333333333333,166,358,1.391,0.465968586387,78,108,0.722222222222,14,104,118,220,52,0,94,102,434
K.C. Rivers,0.0,45,19,1374,260,586,0.443686006826,86,245,0.351020408163,174,341,0.51,0.517064846416,101,120,0.841666666667,39,145,184,97,56,4,71,99,707
KJ McDaniels,22.0,16,15,577,92,196,0.469387755102,30,85,0.352941176471,62,111,0.559,0.545918367347,32,41,0.780487804878,38,95,133,48,15,32,47,54,246
Kadeem Batts,23.0,43,33,996,166,379,0.437994722955,1,2,0.5,165,377,0.438,0.439313984169,82,118,0.694915254237,84,154,238,23,16,19,42,112,415
Kadeem Jack,141.0,150,20,2080,476,906,0.525386313466,38,120,0.316666666667,438,786,3.583,0.546357615894,268,388,0.690721649485,192,372,564,40,56,80,124,310,1258
Kaleb Tarczewski,23.0,43,1,1097,152,242,0.628099173554,0,0,0.0,152,242,0.628,0.628099173554,125,172,0.726744186047,105,208,313,23,12,30,54,110,429
Kalin Lucas,130.0,160,103,5129,1010,2263,0.446310207689,241,610,0.395081967213,769,1653,2.3,0.499558108705,587,689,0.851959361393,96,512,608,792,172,8,356,292,2848
Kam Taylor,0.0,9,4,155,18,52,0.346153846154,9,27,0.333333333333,9,25,0.36,0.432692307692,11,12,0.916666666667,0,9,9,20,8,0,17,8,56
Kameron Woods,45.0,99,43,2343,175,401,0.436408977556,42,141,0.297872340426,133,260,1.025,0.488778054863,68,103,0.660194174757,79,406,485,120,66,64,107,120,460
Kammeon Holsey,49.0,92,19,1719,260,495,0.525252525253,0,7,0.0,260,488,1.061,0.525252525253,104,150,0.693333333333,170,214,384,62,35,22,110,254,624
Kaniel Dickens,125.0,118,48,2527,429,997,0.430290872618,149,399,0.37343358396,280,598,2.185,0.505015045135,268,369,0.726287262873,111,308,419,83,70,53,185,323,1275
Kareem Poole,55.0,64,44,1358,92,247,0.372469635628,1,2,0.5,91,245,0.933,0.374493927126,51,77,0.662337662338,129,305,434,34,21,72,52,146,236
Kareem Reid,58.0,91,52,3003,410,912,0.449561403509,25,99,0.252525252525,385,813,0.95,0.46326754386,298,371,0.803234501348,65,182,247,681,123,3,220,204,1143
Kareem Rush,64.0,19,9,436,58,145,0.4,26,65,0.4,32,80,0.766,0.489655172414,18,26,0.692307692308,17,39,56,29,21,7,22,48,160
Karim Shabazz,49.0,65,57,1761,152,282,0.539007092199,0,0,0.0,152,282,1.062,0.539007092199,100,155,0.645161290323,158,308,466,54,55,130,82,226,404
Karl Cochran,23.0,17,0,198,27,59,0.457627118644,10,33,0.30303030303,17,26,0.654,0.542372881356,5,6,0.833333333333,4,16,20,10,13,7,9,20,69
Karrington Ward,45.0,28,1,134,12,38,0.315789473684,7,24,0.291666666667,5,14,0.733,0.407894736842,2,4,0.5,1,19,20,2,1,2,2,19,33
Kasib Powell,53.0,60,53,2196,491,979,0.501532175689,81,213,0.380281690141,410,766,1.077,0.542900919305,196,283,0.6925795053,70,250,320,201,85,35,127,179,1259
Kay Felder,21.0,11,11,396,119,255,0.466666666667,20,55,0.363636363636,99,200,0.495,0.505882352941,71,86,0.825581395349,8,29,37,66,17,4,46,33,329
Keanau Post,23.0,36,10,413,46,79,0.582278481013,0,0,0.0,46,79,0.582,0.582278481013,8,13,0.615384615385,33,54,87,6,3,12,29,59,100
Keaton Grant,0.0,50,34,1422,185,422,0.438388625592,49,127,0.385826771654,136,295,0.461,0.49644549763,46,64,0.71875,47,198,245,80,59,11,60,122,465
Kedrick Brown,53.0,91,84,3407,548,1208,0.453642384106,95,317,0.299684542587,453,891,1.017,0.492963576159,295,382,0.772251308901,164,404,568,198,125,44,175,252,1486
Keifer Sykes,22.0,50,37,1549,239,536,0.445895522388,29,92,0.315217391304,210,444,0.473,0.472947761194,114,145,0.786206896552,19,162,181,157,38,5,100,138,621
Keil Zepernick,0.0,2,0,8,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,1,0,1,0,0,0,2,4,0
Keith Appling,89.0,111,76,2983,502,1159,0.433132010354,47,178,0.26404494382,455,981,1.853,0.45340811044,415,522,0.795019157088,40,337,377,472,130,15,227,315,1466
Keith Benson,102.0,143,110,3911,915,1634,0.559975520196,4,15,0.266666666667,911,1619,2.147,0.561199510404,409,552,0.740942028986,387,822,1209,107,83,258,253,489,2243
Keith Bogans,35.0,7,0,106,3,12,0.25,2,7,0.285714285714,1,5,0.2,0.333333333333,1,2,0.5,5,12,17,2,3,0,6,11,9
Keith Brumbaugh,0.0,109,53,2803,497,1052,0.472433460076,118,320,0.36875,379,732,2.074,0.528517110266,246,307,0.801302931596,145,372,517,188,121,46,275,354,1358
Keith Chamberlain,27.0,5,2,76,4,7,0.571428571429,0,1,0.0,4,6,0.667,0.571428571429,4,8,0.5,5,9,14,3,5,0,4,14,12
Keith Clark,0.0,128,41,2658,381,755,0.504635761589,30,114,0.263157894737,351,641,3.666,0.524503311258,163,272,0.599264705882,179,440,619,129,83,76,156,384,955
Keith Closs,31.0,49,11,914,120,200,0.6,1,3,0.333333333333,119,197,0.604,0.6025,61,89,0.685393258427,65,150,215,32,17,133,50,77,302
Keith Gayden,0.0,3,0,12,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,0,0,0,1,0,0,1,0,2
Keith Hornsby,25.0,37,1,452,66,137,0.481751824818,11,32,0.34375,55,105,0.524,0.521897810219,25,33,0.757575757576,19,56,75,38,16,4,13,25,168
Keith Langford,46.0,71,27,2135,416,822,0.506082725061,55,138,0.398550724638,361,684,1.062,0.539537712895,254,371,0.684636118598,72,211,283,204,80,21,130,161,1141
Keith McLeod,155.0,130,118,4333,637,1615,0.394427244582,173,503,0.34393638171,464,1112,2.083,0.447987616099,601,787,0.763659466328,56,321,377,638,193,44,336,367,2048
Keith Steffeck,27.0,1,0,15,2,5,0.4,2,4,0.5,0,1,0.0,0.6,0,0,0.0,1,0,1,2,2,0,2,4,6
Keith Wright,130.0,163,72,3318,415,784,0.529336734694,3,18,0.166666666667,412,766,2.532,0.53125,118,194,0.60824742268,393,513,906,145,113,121,151,376,951
Kelenna Azubuike,73.0,60,29,1643,323,638,0.506269592476,65,151,0.430463576159,258,487,1.477,0.557210031348,162,208,0.778846153846,61,188,249,103,45,18,106,114,873
Kellen Dunham,23.0,35,16,598,60,144,0.416666666667,30,83,0.361445783133,30,61,0.492,0.520833333333,20,21,0.952380952381,11,59,70,21,17,6,30,28,170
Kellen Thornton,0.0,25,7,354,82,150,0.546666666667,1,1,1.0,81,149,0.544,0.55,31,43,0.720930232558,44,79,123,5,9,6,17,40,196
Kelsey Barlow,47.0,92,59,2484,333,811,0.410604192355,128,355,0.360563380282,205,456,0.893,0.489519112207,116,142,0.816901408451,39,304,343,174,91,19,104,233,910
Kelvin Lewis,0.0,148,78,3440,472,1199,0.393661384487,223,625,0.3568,249,574,1.562,0.486655546289,198,256,0.7734375,78,251,329,211,141,6,188,300,1365
Kelvin Price,0.0,47,37,1270,132,325,0.406153846154,1,2,0.5,131,323,0.406,0.407692307692,133,215,0.618604651163,125,211,336,43,43,32,85,168,398
Ken Johnson,52.0,66,43,1821,235,473,0.496828752643,0,1,0.0,235,472,1.0,0.496828752643,143,183,0.781420765027,94,262,356,52,11,157,123,205,613
Kendall Dartez,108.0,55,23,1239,162,348,0.465517241379,3,6,0.5,159,342,1.387,0.469827586207,89,131,0.679389312977,105,144,249,42,28,59,88,163,416
Kendall Marshall,68.0,37,34,1302,194,465,0.417204301075,44,127,0.346456692913,150,338,1.242,0.464516129032,107,133,0.804511278195,20,120,140,325,50,2,128,71,539
Kendrick Perry,22.0,9,3,189,24,51,0.470588235294,12,24,0.5,12,27,0.444,0.588235294118,1,1,1.0,2,16,18,10,7,1,7,26,61
Kenneth Smith,47.0,78,6,1471,135,410,0.329268292683,42,159,0.264150943396,93,251,0.727,0.380487804878,83,114,0.728070175439,37,163,200,261,84,5,122,120,395
Kenny Adeleke,0.0,31,14,526,62,117,0.529914529915,0,0,0.0,62,117,0.53,0.529914529915,34,48,0.708333333333,94,117,211,8,12,11,47,83,158
Kenny Dawkins,0.0,8,0,85,7,30,0.233333333333,0,2,0.0,7,28,0.25,0.233333333333,9,10,0.9,2,13,15,8,3,0,14,4,23
Kenny Gregory,23.0,24,1,298,48,115,0.417391304348,0,6,0.0,48,109,0.44,0.417391304348,16,31,0.516129032258,23,27,50,19,7,4,17,24,112
Kenny Hall,72.0,88,2,1526,240,426,0.56338028169,2,6,0.333333333333,238,420,1.662,0.565727699531,120,180,0.666666666667,142,256,398,40,56,44,140,236,602
Kenny Hasbrouck,0.0,10,9,325,64,127,0.503937007874,16,42,0.380952380952,48,85,0.565,0.566929133858,25,31,0.806451612903,4,20,24,29,16,0,19,29,169
Kenny Hayes,0.0,87,36,2271,376,867,0.433679354095,56,155,0.361290322581,320,712,0.889,0.465974625144,256,295,0.867796610169,33,219,252,327,58,11,152,79,1064
Kenny Kadji,0.0,19,2,274,41,109,0.376146788991,12,53,0.22641509434,29,56,0.518,0.43119266055,29,39,0.74358974359,18,51,69,13,8,14,24,35,123
Kenny Lawson,0.0,17,5,267,38,87,0.436781609195,4,18,0.222222222222,34,69,0.493,0.459770114943,23,36,0.638888888889,24,32,56,5,3,13,12,41,103
Kenny Satterfield,22.0,18,17,692,111,293,0.378839590444,29,78,0.371794871795,82,215,0.381,0.428327645051,83,107,0.775700934579,23,55,78,124,36,1,76,53,334
Kenny Taylor,0.0,105,12,2210,314,840,0.37380952381,209,559,0.373881932021,105,281,1.439,0.498214285714,71,85,0.835294117647,56,185,241,148,63,7,80,130,908
Kent Bazemore,47.0,7,7,235,51,118,0.432203389831,14,46,0.304347826087,37,72,0.993,0.491525423729,30,37,0.810810810811,8,38,46,21,26,7,20,22,146
Kent Williams,22.0,46,1,661,80,190,0.421052631579,45,100,0.45,35,90,0.389,0.539473684211,56,72,0.777777777778,8,34,42,59,24,3,31,47,261
Kenton Paulino,0.0,34,3,494,60,141,0.425531914894,31,84,0.369047619048,29,57,0.509,0.535460992908,38,46,0.826086956522,7,32,39,34,21,1,22,39,189
Kentrell Gransberry,77.0,70,8,1023,133,242,0.54958677686,0,6,0.0,133,236,1.118,0.54958677686,66,157,0.420382165605,135,181,316,65,31,29,72,171,332
