Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_PCT,2P_PCT,3P_PCT,FT_PCT,eFG_PCT,FG_PER_36,FGA_PER_36,2P_PER_36,2PA_PER_36,3P_PER_36,3PA_PER_36,FT_PER_36,FTA_PER_36,ORB_PER_36,DRB_PER_36,TRB_PER_36,AST_PER_36,STL_PER_36,BLK_PER_36,TOV_PER_36,PF_PER_36,PTS_PER_36,TS_PCT,3PAr,FTr
Jeffery Taylor,23,CHA,NBA,2012-13,77,29,1507,172,399,119,245,53,154,75,103,51,99,150,63,47,15,48,136,472,0.431077694,0.485714286,0.344155844,0.72815534,0.497493734,4.108825481,9.531519575,2.842733908,5.852687459,1.266091573,3.678832117,1.791639018,2.460517585,1.218314532,2.364963504,3.583278036,1.504976775,1.122760451,0.358327804,1.146648971,3.248838752,11.27538155,53.11487216,0.385964912,0.258145363
Jerami Grant,20,PHI,NBA,2014-15,65,11,1377,124,352,75,196,49,156,114,193,49,149,198,79,40,68,85,144,411,0.352272727,0.382653061,0.314102564,0.590673575,0.421875,3.241830065,9.202614379,1.960784314,5.124183007,1.281045752,4.078431373,2.980392157,5.045751634,1.281045752,3.895424837,5.176470588,2.065359477,1.045751634,1.777777778,2.222222222,3.764705882,10.74509804,47.03378193,0.443181818,0.548295455
Jeremy Evans,23,UTA,NBA,2010-11,49,3,463,76,115,76,114,0,1,26,37,36,61,97,24,17,17,19,50,178,0.660869565,0.666666667,0,0.702702703,0.660869565,5.909287257,8.941684665,5.909287257,8.863930886,0,0.07775378,2.021598272,2.876889849,2.799136069,4.742980562,7.542116631,1.866090713,1.321814255,1.321814255,1.477321814,3.887688985,13.84017279,67.79402803,0.008695652,0.32173913
Jeremy Lamb,20,OKC,NBA,2012-13,23,0,147,24,68,15,38,9,30,14,14,5,13,18,5,2,2,6,13,71,0.352941176,0.394736842,0.3,1,0.419117647,5.87755102,16.65306122,3.673469388,9.306122449,2.204081633,7.346938776,3.428571429,3.428571429,1.224489796,3.183673469,4.408163265,1.224489796,0.489795918,0.489795918,1.469387755,3.183673469,17.3877551,47.86947141,0.441176471,0.205882353
Jeremy Lin,22,GSW,NBA,2010-11,29,0,285,28,72,27,67,1,5,19,25,12,22,34,42,33,9,18,31,76,0.388888889,0.402985075,0.2,0.76,0.395833333,3.536842105,9.094736842,3.410526316,8.463157895,0.126315789,0.631578947,2.4,3.157894737,1.515789474,2.778947368,4.294736842,5.305263158,4.168421053,1.136842105,2.273684211,3.915789474,9.6,45.78313253,0.069444444,0.347222222
Jerian Grant,23,NYK,NBA,2015-16,76,6,1265,154,391,132,291,22,100,96,123,23,120,143,177,50,10,87,97,426,0.393861893,0.453608247,0.22,0.780487805,0.421994885,4.382608696,11.12727273,3.756521739,8.281422925,0.626086957,2.845849802,2.73201581,3.500395257,0.654545455,3.415019763,4.069565217,5.03715415,1.422924901,0.28458498,2.475889328,2.760474308,12.12332016,47.85226456,0.255754476,0.314578005
Jermareo Davidson,23,CHA,NBA,2007-08,38,2,322,51,125,51,125,0,0,18,28,21,41,62,13,7,15,17,46,120,0.408,0.408,0,0.642857143,0.408,5.701863354,13.97515528,5.701863354,13.97515528,0,0,2.01242236,3.130434783,2.347826087,4.583850932,6.931677019,1.453416149,0.782608696,1.677018634,1.900621118,5.142857143,13.41614907,43.69356248,0,0.224
Jerome Dyson,24,NOH,NBA,2011-12,9,1,180,19,48,18,40,1,8,28,36,2,17,19,18,11,2,20,19,67,0.395833333,0.45,0.125,0.777777778,0.40625,3.8,9.6,3.6,8,0.2,1.6,5.6,7.2,0.4,3.4,3.8,3.6,2.2,0.4,4,3.8,13.4,52.47493734,0.166666667,0.75
Jerome Jordan,25,NYK,NBA,2011-12,21,0,108,17,33,17,33,0,0,8,10,14,13,27,4,1,6,2,15,42,0.515151515,0.515151515,0,0.8,0.515151515,5.666666667,11,5.666666667,11,0,0,2.666666667,3.333333333,4.666666667,4.333333333,9,1.333333333,0.333333333,2,0.666666667,5,14,56.14973262,0,0.303030303
Jerome Moiso,22,BOS,NBA,2000-01,24,0,135,12,30,12,29,0,1,11,26,12,30,42,3,3,4,18,29,35,0.4,0.413793103,0,0.423076923,0.4,3.2,8,3.2,7.733333333,0,0.266666667,2.933333333,6.933333333,3.2,8,11.2,0.8,0.8,1.066666667,4.8,7.733333333,9.333333333,42.22972973,0.033333333,0.866666667
Jerrelle Benimon,23,UTA,NBA,2014-15,2,0,3,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,24,36,0,0,0,12,0,0,,,
Jerry Smith,24,NJN,NBA,2011-12,5,0,46,3,14,2,8,1,6,0,0,2,5,7,4,5,0,0,5,7,0.214285714,0.25,0.166666667,0,0.25,2.347826087,10.95652174,1.565217391,6.260869565,0.782608696,4.695652174,0,0,1.565217391,3.913043478,5.47826087,3.130434783,3.913043478,0,0,3.913043478,5.47826087,25,0.428571429,0
Jerryd Bayless,20,POR,NBA,2008-09,53,0,655,69,189,62,162,7,27,83,103,8,49,57,78,16,2,56,81,228,0.365079365,0.382716049,0.259259259,0.805825243,0.383597884,3.792366412,10.38778626,3.407633588,8.903816794,0.384732824,1.483969466,4.561832061,5.661068702,0.439694656,2.693129771,3.132824427,4.287022901,0.879389313,0.109923664,3.077862595,4.451908397,12.53129771,48.65141687,0.142857143,0.544973545
Jeryl Sasser,22,ORL,NBA,2001-02,7,0,36,3,14,3,14,0,0,4,5,3,4,7,2,3,0,2,3,10,0.214285714,0.214285714,0,0.8,0.214285714,3,14,3,14,0,0,4,5,3,4,7,2,3,0,2,3,10,30.86419753,0,0.357142857
Jimmer Fredette,22,SAC,NBA,2011-12,61,7,1135,172,446,94,230,78,216,40,48,17,56,73,108,30,3,67,73,462,0.385650224,0.408695652,0.361111111,0.833333333,0.47309417,5.455506608,14.14625551,2.981497797,7.295154185,2.474008811,6.851101322,1.268722467,1.52246696,0.539207048,1.776211454,2.315418502,3.425550661,0.95154185,0.095154185,2.125110132,2.315418502,14.65374449,49.45196095,0.484304933,0.107623318
Jimmy Butler,22,CHI,NBA,2011-12,42,0,359,32,79,30,68,2,11,43,56,23,33,56,14,11,5,14,20,109,0.405063291,0.441176471,0.181818182,0.767857143,0.417721519,3.208913649,7.922005571,3.008356546,6.818941504,0.200557103,1.103064067,4.311977716,5.615598886,2.306406685,3.309192201,5.615598886,1.403899721,1.103064067,0.501392758,1.403899721,2.005571031,10.93036212,52.58587418,0.139240506,0.708860759
Joakim Noah,22,CHI,NBA,2007-08,74,31,1534,177,367,177,366,0,1,134,194,174,242,416,84,68,64,89,173,488,0.482288828,0.483606557,0,0.690721649,0.482288828,4.153846154,8.612777053,4.153846154,8.589308996,0,0.023468057,3.144719687,4.552803129,4.083441982,5.679269883,9.762711864,1.971316819,1.595827901,1.501955671,2.088657106,4.059973924,11.45241199,53.93934035,0.002724796,0.528610354
Joe Alexander,22,MIL,NBA,2008-09,59,0,716,102,245,86,199,16,46,58,83,44,71,115,42,15,29,52,107,278,0.416326531,0.432160804,0.347826087,0.698795181,0.448979592,5.12849162,12.31843575,4.324022346,10.00558659,0.804469274,2.312849162,2.916201117,4.173184358,2.212290503,3.569832402,5.782122905,2.111731844,0.754189944,1.458100559,2.61452514,5.379888268,13.97765363,49.37482239,0.187755102,0.33877551
Joe Crawford,22,NYK,NBA,2008-09,2,0,23,3,10,2,6,1,4,2,2,1,3,4,1,1,0,0,2,9,0.3,0.333333333,0.25,1,0.35,4.695652174,15.65217391,3.130434783,9.391304348,1.565217391,6.260869565,3.130434783,3.130434783,1.565217391,4.695652174,6.260869565,1.565217391,1.565217391,0,0,3.130434783,14.08695652,41.36029412,0.4,0.2
Joe Crispin,22,TOT,NBA,2001-02,21,0,156,26,68,11,29,15,39,12,13,2,9,11,26,5,0,10,10,79,0.382352941,0.379310345,0.384615385,0.923076923,0.492647059,6,15.69230769,2.538461538,6.692307692,3.461538462,9,2.769230769,3,0.461538462,2.076923077,2.538461538,6,1.153846154,0,2.307692308,2.307692308,18.23076923,53.58111774,0.573529412,0.191176471
Joe Harris,23,CLE,NBA,2014-15,51,1,493,48,120,17,36,31,84,9,15,7,34,41,26,7,2,27,62,136,0.4,0.472222222,0.369047619,0.6,0.529166667,3.505070994,8.762677485,1.24137931,2.628803245,2.263691684,6.133874239,0.657200811,1.095334686,0.511156187,2.482758621,2.993914807,1.898580122,0.511156187,0.146044625,1.971602434,4.527383367,9.931034483,53.71248025,0.7,0.125
Joe Johnson,20,TOT,NBA,2001-02,77,60,1916,251,584,213,454,38,130,41,53,75,182,257,179,59,20,71,114,581,0.429794521,0.469162996,0.292307692,0.773584906,0.462328767,4.716075157,10.97286013,4.002087683,8.530271399,0.713987474,2.442588727,0.770354906,0.995824635,1.409185804,3.419624217,4.828810021,3.363256785,1.108559499,0.375782881,1.334029228,2.141962422,10.91649269,47.83310281,0.22260274,0.090753425
Joel Anthony,25,MIA,NBA,2007-08,24,1,498,28,60,28,60,0,0,29,49,38,55,93,3,9,31,17,55,85,0.466666667,0.466666667,0,0.591836735,0.466666667,2.024096386,4.337349398,2.024096386,4.337349398,0,0,2.096385542,3.542168675,2.746987952,3.975903614,6.722891566,0.21686747,0.65060241,2.240963855,1.228915663,3.975903614,6.144578313,52.1088769,0,0.816666667
Joel Bolomboy,23,UTA,NBA,2016-17,12,0,53,9,16,8,12,1,4,3,6,4,13,17,2,1,2,2,1,22,0.5625,0.666666667,0.25,0.5,0.59375,6.113207547,10.86792453,5.433962264,8.150943396,0.679245283,2.716981132,2.037735849,4.075471698,2.716981132,8.830188679,11.54716981,1.358490566,0.679245283,1.358490566,1.358490566,0.679245283,14.94339623,59.01287554,0.25,0.375
Joel Embiid,22,PHI,NBA,2016-17,31,31,786,200,429,164,331,36,98,191,244,61,182,243,66,27,76,117,112,627,0.466200466,0.495468278,0.367346939,0.782786885,0.508158508,9.160305344,19.64885496,7.511450382,15.16030534,1.648854962,4.488549618,8.748091603,11.17557252,2.79389313,8.335877863,11.12977099,3.022900763,1.236641221,3.480916031,5.358778626,5.129770992,28.71755725,58.44954881,0.228438228,0.568764569
Joel Przybilla,21,MIL,NBA,2000-01,33,13,270,12,35,12,35,0,0,3,11,29,42,71,2,3,30,13,56,27,0.342857143,0.342857143,0,0.272727273,0.342857143,1.6,4.666666667,1.6,4.666666667,0,0,0.4,1.466666667,3.866666667,5.6,9.466666667,0.266666667,0.4,4,1.733333333,7.466666667,3.6,33.88554217,0,0.314285714
Joey Dorsey,25,HOU,NBA,2008-09,3,0,6,1,2,1,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0.5,0.5,0,0,0.5,6,12,6,12,0,0,0,0,0,6,6,6,0,0,0,0,12,50,0,0
Joey Graham,23,TOR,NBA,2005-06,80,24,1581,198,414,169,327,29,87,108,133,57,187,244,60,37,13,92,228,533,0.47826087,0.516819572,0.333333333,0.812030075,0.513285024,4.508538899,9.426944972,3.848197343,7.445920304,0.660341556,1.981024668,2.459203036,3.028462998,1.297912713,4.258064516,5.55597723,1.366223909,0.842504744,0.29601518,2.09487666,5.191650854,12.13662239,56.39972911,0.210144928,0.321256039
John Edwards,23,IND,NBA,2004-05,25,1,139,11,30,11,30,0,0,7,14,8,11,19,3,3,4,8,12,29,0.366666667,0.366666667,0,0.5,0.366666667,2.848920863,7.769784173,2.848920863,7.769784173,0,0,1.81294964,3.625899281,2.071942446,2.848920863,4.920863309,0.776978417,0.776978417,1.035971223,2.071942446,3.107913669,7.510791367,40.09955752,0,0.466666667
John Henson,22,MIL,NBA,2012-13,63,9,827,162,336,162,333,0,3,56,105,116,181,297,31,19,42,47,83,380,0.482142857,0.486486486,0,0.533333333,0.482142857,7.051995163,14.62636034,7.051995163,14.49576784,0,0.130592503,2.437726723,4.570737606,5.049576784,7.879081016,12.9286578,1.349455865,0.827085852,1.828295042,2.045949214,3.61305925,16.54171705,49.71219257,0.008928571,0.3125
John Jenkins,21,ATL,NBA,2012-13,61,2,902,131,294,78,156,53,138,59,70,17,77,94,56,12,10,40,37,374,0.445578231,0.5,0.384057971,0.842857143,0.535714286,5.228381375,11.73392461,3.11308204,6.22616408,2.115299335,5.507760532,2.354767184,2.793791574,0.678492239,3.073170732,3.751662971,2.235033259,0.478935698,0.399113082,1.596452328,1.476718404,14.92682927,57.57389163,0.469387755,0.238095238
John Lucas III,23,HOU,NBA,2005-06,13,0,107,14,36,12,27,2,9,0,0,2,3,5,12,5,0,7,6,30,0.388888889,0.444444444,0.222222222,0,0.416666667,4.710280374,12.11214953,4.037383178,9.08411215,0.672897196,3.028037383,0,0,0.672897196,1.009345794,1.682242991,4.037383178,1.682242991,0,2.355140187,2.018691589,10.09345794,41.66666667,0.25,0
John Salmons,23,PHI,NBA,2002-03,64,1,504,48,116,38,85,10,31,26,35,16,43,59,47,17,6,29,53,132,0.413793103,0.447058824,0.322580645,0.742857143,0.456896552,3.428571429,8.285714286,2.714285714,6.071428571,0.714285714,2.214285714,1.857142857,2.5,1.142857143,3.071428571,4.214285714,3.357142857,1.214285714,0.428571429,2.071428571,3.785714286,9.428571429,50.2283105,0.267241379,0.301724138
John Wall,20,WAS,NBA,2010-11,69,64,2606,398,972,364,857,34,115,301,393,35,282,317,574,121,35,261,175,1131,0.409465021,0.424737456,0.295652174,0.765903308,0.426954733,5.498081351,13.42747506,5.028396009,11.83883346,0.469685342,1.588641596,4.1580967,5.429009977,0.483499616,3.89562548,4.379125096,7.929393707,1.671527245,0.483499616,3.60552571,2.417498081,15.62394474,49.39209726,0.118312757,0.404320988
Johnny O'Bryant,21,MIL,NBA,2014-15,34,15,368,44,120,44,120,0,0,12,27,26,38,64,17,5,4,25,44,100,0.366666667,0.366666667,0,0.444444444,0.366666667,4.304347826,11.73913043,4.304347826,11.73913043,0,0,1.173913043,2.641304348,2.543478261,3.717391304,6.260869565,1.663043478,0.489130435,0.391304348,2.445652174,4.304347826,9.782608696,37.91325447,0,0.225
Jon Leuer,22,MIL,NBA,2011-12,46,12,555,97,191,94,182,3,9,21,28,45,75,120,25,14,17,18,67,218,0.507853403,0.516483516,0.333333333,0.75,0.515706806,6.291891892,12.38918919,6.097297297,11.80540541,0.194594595,0.583783784,1.362162162,1.816216216,2.918918919,4.864864865,7.783783784,1.621621622,0.908108108,1.102702703,1.167567568,4.345945946,14.14054054,53.61007279,0.047120419,0.146596859
Jonathon Simmons,26,SAS,NBA,2015-16,55,2,813,122,242,104,195,18,47,69,92,16,80,96,58,24,5,53,103,331,0.504132231,0.533333333,0.382978723,0.75,0.541322314,5.402214022,10.71586716,4.605166052,8.634686347,0.79704797,2.081180812,3.055350554,4.073800738,0.708487085,3.542435424,4.250922509,2.568265683,1.062730627,0.221402214,2.346863469,4.560885609,14.65682657,58.58821863,0.194214876,0.380165289
Jordan Adams,20,MEM,NBA,2014-15,30,0,248,35,86,25,61,10,25,14,23,9,19,28,16,16,7,14,24,94,0.406976744,0.409836066,0.4,0.608695652,0.465116279,5.080645161,12.48387097,3.629032258,8.85483871,1.451612903,3.629032258,2.032258065,3.338709677,1.306451613,2.758064516,4.064516129,2.322580645,2.322580645,1.016129032,2.032258065,3.483870968,13.64516129,48.89721182,0.290697674,0.26744186
Jordan Clarkson,22,LAL,NBA,2014-15,59,38,1476,267,596,229,475,38,121,131,158,56,135,191,206,51,12,96,109,703,0.447986577,0.482105263,0.314049587,0.829113924,0.479865772,6.512195122,14.53658537,5.585365854,11.58536585,0.926829268,2.951219512,3.195121951,3.853658537,1.365853659,3.292682927,4.658536585,5.024390244,1.243902439,0.292682927,2.341463415,2.658536585,17.14634146,52.81584325,0.203020134,0.265100671
Jordan Crawford,22,TOT,NBA,2010-11,42,18,1027,192,500,159,372,33,128,73,84,31,74,105,117,39,3,83,63,490,0.384,0.427419355,0.2578125,0.869047619,0.417,6.730282376,17.52677702,5.573515093,13.0399221,1.156767283,4.486854917,2.558909445,2.944498539,1.086660175,2.593962999,3.680623174,4.101265823,1.367088608,0.105160662,2.909444985,2.208373905,17.17624148,45.6272348,0.256,0.168
Jordan Farmar,20,LAL,NBA,2006-07,72,2,1090,124,294,79,157,45,137,27,38,22,97,119,137,44,7,73,77,320,0.421768707,0.503184713,0.328467153,0.710526316,0.49829932,4.095412844,9.710091743,2.609174312,5.185321101,1.486238532,4.524770642,0.891743119,1.255045872,0.726605505,3.203669725,3.930275229,4.524770642,1.453211009,0.231192661,2.411009174,2.543119266,10.56880734,51.49330587,0.465986395,0.129251701
Jordan Hamilton,21,DEN,NBA,2011-12,26,2,258,48,111,31,64,17,47,2,5,11,51,62,20,4,3,16,15,115,0.432432432,0.484375,0.361702128,0.4,0.509009009,6.697674419,15.48837209,4.325581395,8.930232558,2.372093023,6.558139535,0.279069767,0.697674419,1.534883721,7.11627907,8.651162791,2.790697674,0.558139535,0.418604651,2.23255814,2.093023256,16.04651163,50.795053,0.423423423,0.045045045
Jordan McRae,24,TOT,NBA,2015-16,22,1,195,34,78,24,56,10,22,21,28,4,16,20,25,3,1,15,17,99,0.435897436,0.428571429,0.454545455,0.75,0.5,6.276923077,14.4,4.430769231,10.33846154,1.846153846,4.061538462,3.876923077,5.169230769,0.738461538,2.953846154,3.692307692,4.615384615,0.553846154,0.184615385,2.769230769,3.138461538,18.27692308,54.80513729,0.282051282,0.358974359
Jordan Mickey,21,BOS,NBA,2015-16,16,0,57,8,22,8,22,0,0,5,10,6,7,13,1,0,11,1,5,21,0.363636364,0.363636364,0,0.5,0.363636364,5.052631579,13.89473684,5.052631579,13.89473684,0,0,3.157894737,6.315789474,3.789473684,4.421052632,8.210526316,0.631578947,0,6.947368421,0.631578947,3.157894737,13.26315789,39.77272727,0,0.454545455
Jordan Williams,21,NJN,NBA,2011-12,43,5,635,77,152,77,152,0,0,43,66,66,90,156,11,21,15,23,61,197,0.506578947,0.506578947,0,0.651515152,0.506578947,4.365354331,8.617322835,4.365354331,8.617322835,0,0,2.437795276,3.741732283,3.741732283,5.102362205,8.844094488,0.623622047,1.190551181,0.850393701,1.303937008,3.458267717,11.16850394,54.40786567,0,0.434210526
Jorge Gutierrez,25,BRK,NBA,2013-14,15,2,244,25,54,22,42,3,12,9,12,3,19,22,30,10,1,14,37,62,0.462962963,0.523809524,0.25,0.75,0.490740741,3.68852459,7.967213115,3.245901639,6.196721311,0.442622951,1.770491803,1.327868852,1.770491803,0.442622951,2.803278689,3.245901639,4.426229508,1.475409836,0.147540984,2.06557377,5.459016393,9.147540984,52.29419703,0.222222222,0.222222222
Joseph Forte,20,BOS,NBA,2001-02,8,0,39,1,12,1,9,0,3,4,4,1,5,6,6,2,0,3,1,6,0.083333333,0.111111111,0,1,0.083333333,0.923076923,11.07692308,0.923076923,8.307692308,0,2.769230769,3.692307692,3.692307692,0.923076923,4.615384615,5.538461538,5.538461538,1.846153846,0,2.769230769,0.923076923,5.538461538,21.80232558,0.25,0.333333333
Josh Boone,22,NJN,NBA,2006-07,61,0,669,99,171,99,171,0,0,56,103,64,112,176,10,11,21,33,94,254,0.578947368,0.578947368,0,0.54368932,0.578947368,5.32735426,9.201793722,5.32735426,9.201793722,0,0,3.013452915,5.542600897,3.443946188,6.02690583,9.470852018,0.538116592,0.591928251,1.130044843,1.775784753,5.058295964,13.66816144,58.70931953,0,0.602339181
Josh Childress,21,ATL,NBA,2004-05,80,44,2376,302,642,289,586,13,56,190,231,195,287,482,151,74,35,106,184,807,0.470404984,0.493174061,0.232142857,0.822510823,0.480529595,4.575757576,9.727272727,4.378787879,8.878787879,0.196969697,0.848484848,2.878787879,3.5,2.954545455,4.348484848,7.303030303,2.287878788,1.121212121,0.53030303,1.606060606,2.787878788,12.22727273,54.26012587,0.087227414,0.359813084
Josh Davis,23,ATL,NBA,2003-04,4,1,23,2,5,2,3,0,2,1,1,1,4,5,0,0,0,2,3,5,0.4,0.666666667,0,1,0.4,3.130434783,7.826086957,3.130434783,4.695652174,0,3.130434783,1.565217391,1.565217391,1.565217391,6.260869565,7.826086957,0,0,0,3.130434783,4.695652174,7.826086957,45.95588235,0.4,0.2
Josh Harrellson,22,NYK,NBA,2011-12,37,4,540,63,149,43,90,20,59,16,26,47,97,144,11,23,20,20,48,162,0.422818792,0.477777778,0.338983051,0.615384615,0.489932886,4.2,9.933333333,2.866666667,6,1.333333333,3.933333333,1.066666667,1.733333333,3.133333333,6.466666667,9.6,0.733333333,1.533333333,1.333333333,1.333333333,3.2,10.8,50.48616305,0.395973154,0.174496644
Josh Howard,23,DAL,NBA,2003-04,67,29,1589,229,532,209,466,20,66,97,138,149,219,368,97,69,54,67,168,575,0.430451128,0.448497854,0.303030303,0.702898551,0.44924812,5.18816866,12.05286344,4.735053493,10.55758339,0.453115167,1.49528005,2.197608559,3.126494651,3.375707992,4.961611076,8.337319069,2.197608559,1.563247325,1.22341095,1.517935809,3.806167401,13.02706104,48.50519638,0.12406015,0.259398496
Josh Huestis,24,OKC,NBA,2015-16,5,0,55,5,12,1,6,4,6,0,4,2,8,10,0,1,2,3,3,14,0.416666667,0.166666667,0.666666667,0,0.583333333,3.272727273,7.854545455,0.654545455,3.927272727,2.618181818,3.927272727,0,2.618181818,1.309090909,5.236363636,6.545454545,0,0.654545455,1.309090909,1.963636364,1.963636364,9.163636364,50.87209302,0.5,0.333333333
Josh McRoberts,20,POR,NBA,2007-08,8,0,28,6,10,6,9,0,1,0,0,2,8,10,2,1,0,2,1,12,0.6,0.666666667,0,0,0.6,7.714285714,12.85714286,7.714285714,11.57142857,0,1.285714286,0,0,2.571428571,10.28571429,12.85714286,2.571428571,1.285714286,0,2.571428571,1.285714286,15.42857143,60,0.1,0
Josh Powell,23,DAL,NBA,2005-06,37,2,429,37,81,37,81,0,0,36,45,28,53,81,9,7,4,22,52,110,0.456790123,0.456790123,0,0.8,0.456790123,3.104895105,6.797202797,3.104895105,6.797202797,0,0,3.020979021,3.776223776,2.34965035,4.447552448,6.797202797,0.755244755,0.587412587,0.335664336,1.846153846,4.363636364,9.230769231,54.56349206,0,0.555555556
Josh Richardson,22,MIA,NBA,2015-16,52,2,1107,123,272,70,157,53,115,42,63,21,86,107,73,36,25,35,107,341,0.452205882,0.445859873,0.460869565,0.666666667,0.549632353,4,8.845528455,2.276422764,5.105691057,1.723577236,3.739837398,1.365853659,2.048780488,0.682926829,2.796747967,3.479674797,2.37398374,1.170731707,0.81300813,1.138211382,3.479674797,11.08943089,56.88642733,0.422794118,0.231617647
Josh Selby,20,MEM,NBA,2011-12,28,0,237,25,72,23,57,2,15,11,14,2,13,15,30,7,0,29,17,63,0.347222222,0.403508772,0.133333333,0.785714286,0.361111111,3.797468354,10.93670886,3.493670886,8.658227848,0.303797468,2.278481013,1.670886076,2.126582278,0.303797468,1.974683544,2.278481013,4.556962025,1.063291139,0,4.405063291,2.582278481,9.569620253,40.30194473,0.208333333,0.194444444
Juan Dixon,24,WAS,NBA,2002-03,42,3,647,104,271,79,187,25,84,37,46,13,59,72,40,26,3,42,54,270,0.383763838,0.422459893,0.297619048,0.804347826,0.429889299,5.786707883,15.07882535,4.395672334,10.4049459,1.391035549,4.673879444,2.058732612,2.55950541,0.723338485,3.282843895,4.00618238,2.225656878,1.446676971,0.166924266,2.336939722,3.004636785,15.02318393,46.35352287,0.3099631,0.169741697
Julian Wright,20,NOH,NBA,2007-08,57,1,640,90,169,80,145,10,24,33,52,33,84,117,40,29,12,34,43,223,0.532544379,0.551724138,0.416666667,0.634615385,0.562130178,5.0625,9.50625,4.5,8.15625,0.5625,1.35,1.85625,2.925,1.85625,4.725,6.58125,2.25,1.63125,0.675,1.9125,2.41875,12.54375,58.10923494,0.142011834,0.307692308
Julius Hodge,22,DEN,NBA,2005-06,14,0,33,5,13,5,13,0,0,3,8,5,2,7,6,2,0,8,7,13,0.384615385,0.384615385,0,0.375,0.384615385,5.454545455,14.18181818,5.454545455,14.18181818,0,0,3.272727273,8.727272727,5.454545455,2.181818182,7.636363636,6.545454545,2.181818182,0,8.727272727,7.636363636,14.18181818,39.34624697,0,0.615384615
Julius Randle,20,LAL,NBA,2014-15,1,0,14,1,3,1,3,0,0,0,2,0,0,0,0,0,0,1,1,2,0.333333333,0.333333333,0,0,0.333333333,2.571428571,7.714285714,2.571428571,7.714285714,0,0,0,5.142857143,0,0,0,0,0,0,2.571428571,2.571428571,5.142857143,25.77319588,0,0.666666667
Julyan Stone,23,DEN,NBA,2011-12,22,2,179,13,31,11,20,2,11,8,11,5,20,25,37,8,6,11,18,36,0.419354839,0.55,0.181818182,0.727272727,0.451612903,2.61452514,6.234636872,2.212290503,4.022346369,0.402234637,2.212290503,1.608938547,2.212290503,1.005586592,4.022346369,5.027932961,7.441340782,1.608938547,1.206703911,2.212290503,3.620111732,7.240223464,50.22321429,0.35483871,0.35483871
Justin Anderson,22,DAL,NBA,2015-16,55,9,647,71,175,49,92,22,83,44,55,18,114,132,29,19,25,24,45,208,0.405714286,0.532608696,0.265060241,0.8,0.468571429,3.950540958,9.737248841,2.726429675,5.119010819,1.224111283,4.618238022,2.448222566,3.060278207,1.001545595,6.343122102,7.344667697,1.613601236,1.057187017,1.391035549,1.335394127,2.503863988,11.57341577,52.20883534,0.474285714,0.314285714
Justin Hamilton,23,TOT,NBA,2013-14,8,0,72,9,20,6,11,3,9,5,5,4,3,7,0,5,0,4,8,26,0.45,0.545454545,0.333333333,1,0.525,4.5,10,3,5.5,1.5,4.5,2.5,2.5,2,1.5,3.5,0,2.5,0,2,4,13,58.55855856,0.45,0.25
Justin Harper,22,ORL,NBA,2011-12,14,0,84,9,31,7,18,2,13,0,1,3,9,12,2,2,3,6,5,20,0.290322581,0.388888889,0.153846154,0,0.322580645,3.857142857,13.28571429,3,7.714285714,0.857142857,5.571428571,0,0.428571429,1.285714286,3.857142857,5.142857143,0.857142857,0.857142857,1.285714286,2.571428571,2.142857143,8.571428571,31.80661578,0.419354839,0.032258065
Justin Holiday,23,PHI,NBA,2012-13,9,0,142,16,48,12,32,4,16,6,8,0,14,14,15,3,6,9,7,42,0.333333333,0.375,0.25,0.75,0.375,4.056338028,12.16901408,3.042253521,8.112676056,1.014084507,4.056338028,1.521126761,2.028169014,0,3.549295775,3.549295775,3.802816901,0.76056338,1.521126761,2.281690141,1.774647887,10.64788732,40.76086957,0.333333333,0.166666667
Justin Reed,23,BOS,NBA,2004-05,23,0,121,15,29,15,26,0,3,11,15,8,8,16,10,3,1,5,12,41,0.517241379,0.576923077,0,0.733333333,0.517241379,4.462809917,8.628099174,4.462809917,7.73553719,0,0.892561983,3.272727273,4.462809917,2.380165289,2.380165289,4.760330579,2.975206612,0.892561983,0.297520661,1.487603306,3.570247934,12.19834711,57.58426966,0.103448276,0.517241379
Justin Williams,22,SAC,NBA,2006-07,26,1,333,54,88,54,87,0,1,23,63,51,64,115,2,5,16,15,51,131,0.613636364,0.620689655,0,0.365079365,0.613636364,5.837837838,9.513513514,5.837837838,9.405405405,0,0.108108108,2.486486486,6.810810811,5.513513514,6.918918919,12.43243243,0.216216216,0.540540541,1.72972973,1.621621622,5.513513514,14.16216216,56.6021431,0.011363636,0.715909091
Justise Winslow,19,MIA,NBA,2015-16,78,8,2232,195,462,163,346,32,116,80,117,81,322,403,117,68,26,95,184,502,0.422077922,0.471098266,0.275862069,0.683760684,0.456709957,3.14516129,7.451612903,2.629032258,5.580645161,0.516129032,1.870967742,1.290322581,1.887096774,1.306451613,5.193548387,6.5,1.887096774,1.096774194,0.419354839,1.532258065,2.967741935,8.096774194,48.88213757,0.251082251,0.253246753
