Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,y
Terrence Ross,69,1681,317,700,201,381,116,319,97,127,77,244,321,82,63,45,94,168,847,748,4.7,2.7,7.4,21.06531826,4.911659726,16.76591315,10.61225461,9.341106484,2.123616895,2.647233789,10.90642475,23.85365854,115.6107674,97.78774539,4.782212968,2.023616895,6.805829863,7.54312909,16.65675193,4.782867341,9.066032124,2.760261749,7.59071981,2.308149911,3.022010708,1.832242713,5.806067817,7.638310529,1.951219512,1.499107674,1.070791196,2.236763831,3.997620464,20.15466984,56.02741176,0.181428571,0.455714286,0.452857143,0.527559055,0.363636364,0.763779528,0.535714286,0.331632653
Terry Rozier,73,1959,307,753,223,499,84,254,176,228,71,243,314,175,110,8,101,116,874,853,4.6,4.9,9.5,19.33430322,4.185911179,13.77136294,8.92863706,17.70612557,3.30704441,0.37136294,9.220214395,22.33292496,114.5388974,89.88545176,3.992496172,3.63568147,7.628177642,6.268504339,15.37519142,4.553343543,10.18887187,1.715160796,5.186319551,3.59367024,4.655436447,1.449719245,4.961715161,6.411434405,3.573251659,2.2460439,0.163348647,2.062276672,2.368555385,17.84583971,51.21173768,0.302788845,0.337317397,0.407702523,0.446893788,0.330708661,0.771929825,0.463479416,0.222222222
Thomas Robinson,105,1960,395,753,388,739,7,14,229,378,221,542,763,101,63,74,173,217,1026,995,5.2,5.4,10.7,24.6577551,13.53877551,30.23928571,22.10602041,10.91204082,1.890102041,4.296632653,16.60336735,27.93193878,105.575102,85.21173469,2.250204082,3.532142857,5.770306122,8.06122449,15.36734694,7.918367347,15.08163265,0.142857143,0.285714286,4.673469388,7.714285714,4.510204082,11.06122449,15.57142857,2.06122449,1.285714286,1.510204082,3.530612245,4.428571429,20.93877551,55.80211461,0.501992032,0.018592297,0.524568393,0.525033829,0.5,0.605820106,0.529216467,0
Tim Frazier,135,4132,508,1214,434,975,74,239,453,585,115,407,522,641,196,20,355,342,1543,1726,7.8,4.5,12.3,20.38915779,4.400919652,11.92468538,8.044191675,33.13083253,3.195546951,0.722120039,20.20546951,24.37182962,107.3154889,104.6395934,4.337802517,1.841335915,6.179138432,4.917715392,11.75217812,4.201355276,9.438528558,0.716360116,2.313649564,4.385285576,5.663117135,1.113262343,3.939980639,5.053242982,6.205227493,1.897386254,0.193610842,3.436592449,3.310745402,14.93707648,52.43305695,0.481878089,0.196869852,0.4184514,0.445128205,0.309623431,0.774358974,0.44892916,0.294117647
Tim Hardaway,107,3560,527,1239,325,650,202,589,276,381,62,378,440,225,76,33,182,212,1532,1416,8,4.3,12.2,18.29842697,2.312078652,13.47792135,7.823932584,13.17477528,1.329775281,1.047078652,11.39247191,25.35876404,108.4170225,101.980618,4.05252809,1.179719101,5.232247191,5.921348315,13.92134831,3.651685393,7.303370787,2.269662921,6.617977528,3.101123596,4.280898876,0.696629213,4.247191011,4.943820225,2.528089888,0.853932584,0.370786517,2.04494382,2.382022472,17.21348315,54.45600864,0.307506053,0.475383374,0.425343019,0.5,0.34295416,0.724409449,0.506860371,0.363128492
Tim Quarterman,99,2461,271,683,173,367,98,316,190,288,120,267,387,302,103,40,168,214,830,913,3.4,3.6,7,15.50690776,5.40511987,11.36095083,8.466802113,21.83697684,2.332060138,1.571881349,17.10642015,19.39455506,105.2980089,101.5074766,2.926005689,1.92633076,4.852336449,4.404713531,11.10117838,2.811865095,5.965054856,1.592848436,5.136123527,3.088175538,4.681023974,1.950426656,4.339699309,6.290125965,4.908573751,1.674116213,0.650142219,2.730597318,3.47826087,13.49045104,51.25228474,0.421669107,0.462664714,0.396778917,0.471389646,0.310126582,0.659722222,0.46852123,0.384615385
Tobias Harris,34,993,185,402,162,326,23,76,128,170,67,180,247,44,24,29,62,70,521,476,2.9,1.5,4.4,23.8,7.5,20.6,14,10.4,1.4,3.4,11.4,27.2,112.7,98.8,3.3,2.3,5.5,7.452165156,16.19335347,6.525679758,13.13192346,0.926485398,3.06143001,5.156092649,6.847935549,2.698892246,7.250755287,9.949647533,1.772406848,0.966767372,1.168177241,2.497482377,2.819738167,20.98690836,54.63506711,0.422885572,0.189054726,0.460199005,0.496932515,0.302631579,0.752941176,0.48880597,0.260869565
Tony Mitchell,89,2549,458,929,389,700,69,229,143,227,201,392,593,106,121,93,125,207,1128,1046,6.6,6,12.6,26.65142962,10.19454244,20.31785135,15.388008,11.47317866,3.147712906,4.762582788,12.16938692,26.98441411,125.261095,100.8368481,3.242563055,3.883378782,7.080159178,7.187132209,14.57826599,6.104354649,10.98469988,1.08277756,3.593566104,2.244017262,3.562181248,3.154178109,6.151431934,9.305610043,1.663397411,1.898783837,1.459395842,1.96155355,3.248332679,17.70105924,54.81688827,0.244348762,0.246501615,0.493003229,0.555714286,0.301310044,0.629955947,0.530139935,0
Tony Mitchell Jr.,55,1713,258,526,210,385,48,141,191,272,136,375,511,62,51,157,143,163,755,713,3.7,3.8,7.4,20.72454686,7.713909442,22.63718192,14.88151607,6.681840892,1.555183139,8.157812537,15.47104447,20.25913721,93.62342677,80.67364515,0.760961557,3.535488706,4.269066976,6.024518389,12.28254524,4.903677758,8.99007589,1.12084063,3.292469352,4.460011675,6.351430239,3.17571512,8.756567426,11.93228255,1.447752481,1.19089317,3.666082896,3.339171045,3.806187974,17.62988908,58.46549374,0.517110266,0.268060837,0.490494297,0.545454545,0.340425532,0.702205882,0.536121673,1
Tony Snell,104,2583,311,738,146,304,165,434,165,201,41,210,251,213,53,36,154,122,952,882,5,3.8,8.9,14.73581107,2.14672861,10.03883082,6.158226868,16.32988773,1.084243128,1.5728223,15.76957027,19.03945025,109.8375532,98.93182346,3.302748742,1.3728223,4.717886179,4.816105304,11.42857143,2.260936895,4.70770422,2.555168409,6.720867209,2.555168409,3.112659698,0.634920635,3.25203252,3.886953155,3.298490128,0.820751065,0.557491289,2.384823848,1.889276036,14.74254743,57.59643773,0.272357724,0.588075881,0.421409214,0.480263158,0.380184332,0.820895522,0.533197832,0.320224719
Tony Wroten,35,1062,198,447,189,391,9,56,154,264,80,96,176,130,66,13,132,93,559,579,1.6,1.6,3.2,20.4,8,10.7,9.3,24.5,3.5,1.2,18.7,31.2,98.8,98.7,2.4,2.8,5.2,7.457627119,16.83615819,7.118644068,14.72693032,0.338983051,2.109227872,5.800376648,9.943502825,3.013182674,3.615819209,6.629001883,4.896421846,2.485875706,0.489642185,4.971751412,3.502824859,21.05461394,49.63065559,0.590604027,0.125279642,0.44295302,0.483375959,0.160714286,0.583333333,0.453020134,0.25
Toure' Murry,105,3039,391,935,307,660,84,275,299,391,125,373,498,344,136,28,246,171,1165,1236,5.9,6,11.9,18.60026324,5.246462652,14.84448832,10.1183613,22.47841395,2.740934518,1.036393551,18.36127015,23.59664363,105.7847647,94.08075025,1.533267522,2.256663376,3.821783481,5.146429747,12.30667983,4.040802896,8.687068115,1.105626851,3.619611714,3.9355051,5.146429747,1.645278052,4.909509707,6.554787759,4.527805199,1.790062521,0.368542284,3.237907206,2.250740375,15.33399144,52.61779159,0.418181818,0.294117647,0.418181818,0.465151515,0.305454545,0.764705882,0.463101604,0.416666667
Travis Leslie,64,1974,346,707,327,653,19,54,223,291,202,247,449,175,80,50,153,128,934,948,6,2.8,8.9,25.11519757,12.63039514,14.13799392,13.38419453,20.38480243,2.461398176,2.753191489,15.37598784,26.39057751,113.5644377,100.574772,2.86443769,1.524620061,4.342857143,7.011144883,14.32624113,6.626139818,13.23201621,0.385005066,1.094224924,4.518743668,5.896656535,4.093211753,5.005065856,9.098277609,3.546099291,1.621073962,1.013171226,3.100303951,2.593718338,18.9260385,55.92546465,0.411598303,0.076379066,0.489391796,0.500765697,0.351851852,0.766323024,0.502828854,0
Travis Wear,128,2845,425,843,405,793,20,50,182,228,206,316,522,85,77,94,115,297,1052,986,6,3.8,9.7,31.05970195,15.51344802,21.11057766,18.3588431,7.502256309,2.439895263,6.583590563,14.85160783,30.27262131,180.0446934,152.0654656,4.294797891,2.923796134,7.218594025,5.975395431,11.85237258,5.694200351,11.14938489,0.281195079,0.702987698,2.55887522,3.205623902,2.896309315,4.44288225,7.339191564,1.195079086,1.082601054,1.321616872,1.616871705,4.175746924,14.79086116,55.76050545,0.270462633,0.059311981,0.504151839,0.510718789,0.4,0.798245614,0.516014235,0.366666667
Treveon Graham,140,3558,618,1431,418,866,200,565,446,645,293,512,805,199,111,29,191,299,1882,1786,11.3,6.5,18,22.57017988,8.60519955,18.06826869,12.94421023,11.61011804,1.90188308,1.07386172,10.08757729,26.46984261,114.296543,95.66652614,4.814783586,0.815092749,5.657841484,6.94772344,16.08768971,4.699269252,9.735806633,2.248454188,6.35188308,5.014052839,7.251264755,3.293985385,5.756042721,9.050028106,2.237211917,1.247892074,0.326025857,2.147273749,3.361439011,21.15795391,54.87520411,0.450733753,0.394828791,0.431865828,0.482678984,0.353982301,0.691472868,0.50174703,0.6
Trevor Booker,32,984,188,361,179,327,9,34,101,171,89,179,268,81,43,45,62,63,486,482,3,2.5,5.5,26.4,10.1,20.4,15.2,17.4,2.5,4.6,12.3,24.6,115.4,89,0,0,0,7.642276423,14.67479675,7.276422764,13.29268293,0.365853659,1.382113821,4.105691057,6.951219512,3.617886179,7.276422764,10.89430894,3.292682927,1.74796748,1.829268293,2.520325203,2.56097561,19.75609756,55.7032826,0.473684211,0.094182825,0.520775623,0.547400612,0.264705882,0.590643275,0.533240997,0
Trey Burke,73,2605,436,969,303,607,133,362,226,291,43,199,242,416,93,33,180,126,1231,1307,9.6,3.1,12.9,24.31953935,2.135508637,10.118119,6.07681382,33.24925144,2.281880998,1.358694818,14.16088292,27.40506718,115.8637236,101.3659501,7.30940499,1.828982726,9.091285988,6.694817658,14.87907869,4.652591171,9.320537428,2.042226488,5.558541267,3.47024952,4.468330134,0.660268714,3.055662188,3.715930902,6.387715931,1.428023033,0.50671785,2.763915547,1.934740883,18.90211132,56.10552031,0.300309598,0.373581011,0.4499484,0.499176277,0.367403315,0.776632302,0.518575851,0.330357143
Trey Lyles,36,828,117,240,113,211,4,29,75,102,65,123,188,38,19,16,41,57,313,308,2.1,2.3,4.4,19.8,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,115.9,86.3,3.9,5.1,8.9,5.652173913,11.5942029,5.458937198,10.19323672,0.193236715,1.400966184,3.623188406,4.927536232,3.140096618,5.942028986,9.082125604,1.835748792,0.917874396,0.77294686,1.980676329,2.753623188,15.12077295,54.9354114,0.425,0.120833333,0.4875,0.535545024,0.137931034,0.735294118,0.495833333,0.3828125
Trey Thompkins,61,1899,401,832,355,697,46,135,194,266,121,366,487,102,63,86,167,148,1042,937,4.5,3.4,7.7,24.79210111,7.793417588,21.68288573,15.0388099,13.41906266,2.051974724,4.762506582,14.79210111,30.59078462,106.2243286,96.60194839,0.962506582,1.975671406,2.938177988,8.446550816,17.52501316,7.4776198,14.68141127,0.968931016,2.843601896,4.086361243,5.60294892,2.548709847,7.709320695,10.25803054,2.14849921,1.327014218,1.811479726,3.517640864,3.117430226,21.94839389,54.89758071,0.319711538,0.162259615,0.481971154,0.509325681,0.340740741,0.729323308,0.509615385,0.307692308
Tristan Thompson,36,1104,172,315,172,315,0,0,127,261,138,144,282,45,34,86,64,100,471,475,2.8,2.7,5.5,12.44167478,7.197663096,7.043427459,7.094839338,4.16436222,0.925413827,3.701655307,6.529308666,11.51626095,57.83836417,45.91080818,2.005063291,3.701655307,5.706718598,6.231884058,11.41304348,6.231884058,11.41304348,0,0,4.601449275,9.456521739,5,5.217391304,10.2173913,1.630434783,1.231884058,3.115942029,2.31884058,3.623188406,17.06521739,54.78782803,0.828571429,0,0.546031746,0.546031746,0,0.486590038,0.546031746,0
Troy Daniels,125,2109,297,764,46,114,251,650,68,87,63,205,268,48,81,7,73,167,913,758,5.4,3.5,8.7,15.60014225,3.487434803,13.51901375,8.186818397,3.510194405,2.131152205,0.286865813,7.037221432,23.03674727,110.5238502,100.0001422,3.617211949,-2.329113324,1.288098625,5.633001422,14.49027975,0.872451399,2.162162162,4.760550024,12.32811759,1.289710763,1.650071124,1.19487909,3.888098625,5.082977715,0.910384068,1.536273115,0.132764343,1.384542437,3.167377904,17.31626363,56.90033405,0.113874346,0.85078534,0.388743455,0.403508772,0.386153846,0.781609195,0.553010471,0.48
Troy Williams,99,2486,412,789,374,672,38,117,253,359,167,415,582,163,97,56,221,194,1115,1095,5.6,3.9,9.4,20.20329847,8.061705551,18.30884956,13.37465809,12.24223652,2.306436042,2.307240547,19.28326629,23.22123894,109.2148029,99.71922768,2.275462591,3.449396621,5.752534191,6.629123089,12.69509252,6.017699115,10.81255028,0.611423974,1.882542237,4.07079646,5.776347546,2.687047466,6.677393403,9.364440869,2.622687047,1.560740145,0.901045857,3.555913113,3.12148029,17.94046661,58.87260286,0.455006337,0.148288973,0.522179975,0.556547619,0.324786325,0.704735376,0.54626109,0.290322581
Tyler Ennis,34,1215,148,360,118,275,30,85,114,149,27,88,115,187,71,6,58,69,440,480,3.2,2.2,5.5,21.3,2.6,9,5.7,32.3,3.9,0.7,11.9,21.9,117.4,98.7,5.4,2.3,7.7,4.872427984,11.85185185,3.884773663,9.053497942,0.987654321,2.798353909,3.75308642,4.905349794,0.888888889,2.897119342,3.78600823,6.156378601,2.33744856,0.197530864,1.909465021,2.271604938,14.48559671,51.69658803,0.413888889,0.236111111,0.411111111,0.429090909,0.352941176,0.765100671,0.452777778,0.279069767
Tyler Honeycutt,59,1873,213,494,148,313,65,181,117,171,103,304,407,163,68,98,163,112,608,634,1.9,3.3,5.2,17.58483716,7.887720235,19.09386012,13.68675921,18.27869728,2.609022958,5.068713294,24.29770422,19.28099306,99.82322477,97.28579818,0.767752269,2.034543513,2.802295782,4.548852109,10.54991991,3.160704752,6.684463428,1.388147357,3.865456487,2.498665243,3.651895355,2.199679658,6.492258409,8.691938067,3.48104645,1.452215697,2.092899092,3.48104645,2.391884677,12.98451682,53.40453939,0.346153846,0.366396761,0.431174089,0.47284345,0.359116022,0.684210526,0.496963563,0.333333333
Tyler Johnson,128,3538,491,1077,372,757,119,320,249,348,183,436,619,303,140,36,176,337,1350,1369,8.2,4.6,12.8,36.13493499,10.05065008,26.97707744,18.00768796,36.81438666,4.223063878,1.864584511,23.50418315,40.67507066,205.8592708,187.3927643,6.645195025,2.302289429,8.947484454,5.551158847,12.17637083,4.205765969,8.558507631,1.345392877,3.6178632,2.815149802,3.93442623,2.068965517,4.929338609,6.998304127,3.425664217,1.58281515,0.40700961,1.98982476,3.810062182,15.26286037,54.87269535,0.323119777,0.297121634,0.455896007,0.491413474,0.371875,0.715517241,0.511142061,0.375
Tyler Ulis,72,2170,259,607,171,370,88,237,209,247,35,137,172,381,88,6,107,120,815,917,7.5,3.8,11.3,20.52645161,1.943870968,6.77483871,4.518709677,31.41419355,2.421935484,0.259354839,13.55419355,19.25741935,126.5645161,98.07548387,7.199354839,2.097419355,9.356129032,4.774193548,11.18894009,3.152073733,6.820276498,1.622119816,4.368663594,3.852534562,4.552995392,0.64516129,2.525345622,3.170506912,7.023041475,1.622119816,0.110599078,1.97235023,2.211981567,15.02304147,56.93885535,0.406919275,0.390444811,0.426688633,0.462162162,0.371308017,0.846153846,0.499176277,0.265822785
Tyler Zeller,102,2579,531,974,531,972,0,2,394,508,305,453,758,66,75,127,157,251,1456,1327,9.8,5.4,15.1,26.4799147,12.46393951,18.11186506,15.28642885,4.669057774,1.645560295,4.93443195,12.22675456,24.71008143,119.2340442,93.9964715,3.639899186,2.802597906,6.442497092,8.235750291,15.10663048,8.235750291,15.0756107,0,0.031019775,6.110895696,7.879022877,4.730515704,7.025979062,11.75649477,1.023652579,1.163241567,1.969755719,2.435052346,3.892981776,22.58239628,60.7923041,0.521560575,0.002053388,0.545174538,0.546296296,0,0.775590551,0.545174538,0
Tyshawn Taylor,111,3111,431,919,335,661,96,258,282,401,36,212,248,471,134,23,296,226,1240,1306,6.4,5.3,11.6,17.22555448,1.420861459,7.515525554,4.644358727,27.32696882,2.571102539,0.754484089,21.01462552,22.37023465,107.8468338,96.90549662,2.655126969,1.006493089,3.63490839,5.541626487,11.81613629,4.307296689,8.49887496,1.234329797,3.317261331,3.62584378,5.155898425,0.462873674,2.725811636,3.18868531,6.055930569,1.722918676,0.295724847,3.805850209,2.905818065,15.94342655,56.59826189,0.436343852,0.280739935,0.46898803,0.506807867,0.372093023,0.703241895,0.521218716,0.461538462
Tyus Jones,39,1322,135,324,88,200,47,124,144,162,19,118,137,217,59,3,76,46,461,532,4.4,2.1,6.5,20.4,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,125,99.2,6.6,2.8,9.4,4.084720121,9.80332829,2.662632375,6.051437216,1.422087746,3.751891074,4.357034796,4.901664145,0.574886536,3.570347958,4.145234493,6.56580938,1.785173979,0.090771558,2.299546142,1.39183056,13.94856278,58.31309452,0.5,0.382716049,0.416666667,0.44,0.379032258,0.888888889,0.489197531,0.301886792
Vander Blue,106,2727,352,820,300,632,52,188,226,321,109,262,371,212,109,15,208,184,982,969,3.3,3.5,7,14.62812615,4.732636597,11.51268794,8.122662266,15.27620095,2.37143381,0.5736707,17.8786212,22.05973597,100.0269527,100.3665933,1.659112578,1.886358636,3.612431243,5.163182985,12.02786945,4.400440044,9.270260359,0.762742941,2.757609094,3.314998166,4.708470847,1.598826549,3.843050972,5.441877521,3.109644298,1.598826549,0.220022002,3.050971764,2.69893656,14.40410708,51.07985519,0.391463415,0.229268293,0.429268293,0.474683544,0.276595745,0.704049844,0.46097561,0
Vernon Macklin,71,1764,347,579,347,579,0,0,93,182,173,214,387,56,33,55,109,172,787,713,4.6,2.6,7.2,22.2,11.41303855,13.92261905,12.69217687,7.084353742,1.156519274,3.30521542,13.98696145,22.43219955,114.6173469,99.5260771,1.363492063,1.022619048,2.386111111,7.868480726,13.1292517,7.868480726,13.1292517,0,0,2.108843537,4.126984127,3.922902494,4.85260771,8.775510204,1.26984127,0.74829932,1.247165533,2.471655329,3.900226757,17.84580499,59.70443649,0.31433506,0,0.599309154,0.599309154,0,0.510989011,0.599309154,0
Victor Oladipo,104,2558,406,754,358,612,48,142,257,359,207,330,537,175,161,56,203,248,1117,1118,7.8,4.9,12.6,22.76716185,10.22455043,15.70574668,12.99753714,13.23471462,3.585691947,2.112040657,17.87544957,22.71184519,113.7606724,96.55566849,5.245934324,4.174863174,9.420797498,6.34870993,11.7904613,5.598123534,9.569976544,0.750586396,2.220484754,4.01876466,5.613760751,3.236903831,5.16028147,8.397185301,2.736512901,2.517591869,0.875684128,3.174354965,3.878029711,17.46677091,61.24172113,0.476127321,0.188328912,0.538461538,0.58496732,0.338028169,0.715877437,0.570291777,0.327433628
Wade Baldwin,68,2011,234,543,150,344,84,199,240,300,30,247,277,327,90,15,158,171,792,873,5.4,3.5,8.9,19.90278468,1.898607658,12.9951268,7.946693187,32.45435107,2.698607658,0.701044257,18.84773744,22.01148682,115.3906017,97.99930383,5.349129786,2.501740428,7.901044257,4.654400796,10.80059672,2.983590254,6.842366982,1.670810542,3.958229736,4.773744406,5.967180507,0.596718051,4.912978618,5.509696668,6.504226753,1.790154152,0.298359025,3.142715067,3.401292889,15.75335654,58.66666667,0.552486188,0.366482505,0.430939227,0.436046512,0.422110553,0.8,0.508287293,0.136363636
Wayne Selden,109,3217,422,969,260,526,162,443,196,310,96,228,324,282,75,41,211,223,1202,1182,5,4,8.9,14.14221324,3.687348461,7.591607087,5.758253031,16.54330121,1.334100093,1.29539944,16.06164128,20.67935965,107.2234691,104.0485856,4.201554243,2.043301212,6.176655269,5.24712465,12.04849238,3.232825614,6.540254896,2.014299036,5.508237488,2.437053155,3.854522847,1.193658688,2.834939385,4.028598073,3.506372397,0.93254585,0.509791731,2.623562325,2.772769661,14.94560149,54.36945902,0.319917441,0.457172343,0.435500516,0.494296578,0.365688488,0.632258065,0.519091847,0.25
Wesley Johnson,52,458,27,51,27,51,0,0,31,61,38,42,80,7,12,13,15,75,85,95,0.5,0.5,1,9.710480349,9.410043668,10.10043668,9.70349345,2.472489083,1.5,4.010043668,14.43537118,11.58908297,105.7170306,105.0729258,-4.341048035,-0.127510917,-4.403056769,2.358078603,4.454148472,2.358078603,4.454148472,0,0,2.707423581,5.327510917,3.318777293,3.668122271,6.986899563,0.611353712,1.048034935,1.135371179,1.310043668,6.550218341,7.423580786,54.5991778,1.196078431,0,0.529411765,0.529411765,0,0.508196721,0.529411765,0.356401384
Will Barton,70,2306,397,842,321,588,76,254,192,262,119,333,452,201,104,42,164,154,1062,1044,5.9,4.3,10.2,21.347268,6.420815265,16.28725065,11.573634,18.52558543,2.667996531,1.832003469,14.926366,24.72801388,109.0625325,95.67675629,3.966435386,2.849609714,6.862445794,6.886383348,14.60537728,5.568083261,10.19947962,1.318300087,4.405897658,3.330442324,4.544666088,2.064180399,5.776235906,7.840416305,3.486556808,1.803989592,0.728534258,2.844752819,2.671292281,18.42150911,55.46966405,0.311163895,0.301662708,0.471496437,0.545918367,0.299212598,0.732824427,0.516627078,0.138461538
