Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
C. Smith,PF,28,POR,47,464,13.6,0.556,0.009,0.453,8.1,19.8,13.8,6.6,1.8,0.8,14.6,16.2,0.6,0.4,1,0.105,-2.2,-0.4,-2.6,-0.1,2012
G. Smith,C,21,HOU,8,69,12.3,0.636,0,0,8.3,25.5,16.8,2.2,1.5,5.4,8.3,7.9,0.1,0.1,0.2,0.165,-2.5,2.6,0.1,0,2012
I. Smith,PG,23,TOT,26,234,14.1,0.422,0.111,0.123,3.4,13.9,8.6,29.2,3.4,0.7,13.2,19.6,0,0.3,0.3,0.062,-2.4,0.7,-1.7,0,2012
I. Smith,PG,23,GSW,6,63,16.7,0.437,0.167,0.067,3.6,12.6,8.1,24.2,3.3,0,3.1,23.3,0,0,0.1,0.069,0.1,-1.7,-1.6,0,2012
I. Smith,PG,23,ORL,20,171,13.1,0.413,0.078,0.157,3.3,14.4,8.8,31.1,3.5,0.9,18,18.2,0,0.3,0.2,0.06,-3.3,1.6,-1.7,0,2012
J. Smith,SG,26,NYK,35,967,15.2,0.508,0.477,0.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22,1,1.5,2.5,0.122,1.8,0.5,2.3,1,2012
J. Smith,PF,25,NOH,40,947,16.6,0.537,0.026,0.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,1.2,1,2.2,0.11,-0.6,0.5,-0.1,0.5,2012
J. Smith,PG,24,NJN,5,46,7.8,0.25,0.429,0,4.9,13,8.8,13.4,5.8,0,0,13.9,-0.1,0.1,0,-0.007,-3.4,1.7,-1.7,0,2012
J. Smith,PF,26,ATL,66,2329,21.1,0.499,0.099,0.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7,28.4,1.9,4.9,6.8,0.139,0.3,3.7,4.1,3.5,2012
N. Smith,PG,23,POR,44,541,7.8,0.434,0.25,0.156,3.6,8.6,6,18.2,1.8,0.4,17.9,19.8,-0.6,0.3,-0.3,-0.029,-3.7,-1.7,-5.4,-0.5,2012
M. Speights,PF,24,MEM,60,1345,14.1,0.491,0.006,0.223,11.3,21.4,16.2,6,0.8,1.8,12.1,20.5,0.9,1.7,2.7,0.096,-2.4,-0.5,-2.9,-0.3,2012
T. Splitter,C,27,SAS,59,1121,20.5,0.649,0,0.528,9.7,21.4,15.7,9.2,1,3,17.1,20.7,3,1.6,4.6,0.197,1.1,1.4,2.5,1.3,2012
J. Stackhouse,SF,37,ATL,30,273,11.5,0.49,0.38,0.23,2.6,7.2,4.9,8.3,1.9,0.8,10.6,21.2,0,0.3,0.3,0.06,-2.3,-2,-4.2,-0.2,2012
L. Stephenson,SG,21,IND,42,442,7,0.4,0.24,0.136,3.1,10.4,6.7,16.5,2.5,0.9,21.4,17.3,-0.8,0.5,-0.3,-0.031,-4.4,0.2,-4.2,-0.3,2012
D. Stevenson,SF,30,NJN,51,960,4.3,0.413,0.843,0.093,0.8,11.7,6.1,6.5,1.1,0.3,9.6,9.4,-0.3,0.1,-0.3,-0.014,-3.1,-1.4,-4.5,-0.6,2012
G. Stiemsma,C,26,BOS,55,766,13.6,0.579,0,0.339,7.7,19,13.6,5.6,2.6,8.5,19.2,10.8,0.6,2.2,2.7,0.17,-3,7.5,4.5,1.2,2012
J. Stone,SG,23,DEN,22,179,13,0.502,0.355,0.355,3.4,12.6,8.1,28.3,2.3,2.6,23.5,11.7,0.2,0.2,0.4,0.101,-1.1,0.9,-0.2,0.1,2012
A. Stoudemire,PF,29,NYK,47,1543,17.7,0.541,0.032,0.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,-1.4,0.2,2012
R. Stuckey,SG,25,DET,55,1644,17.6,0.55,0.174,0.536,2.7,7.8,5.2,22.7,1.4,0.5,12.6,23.7,3.8,0.7,4.5,0.131,2.2,-2.4,-0.2,0.8,2012
D. Summers,SF,24,NOH,15,209,9,0.493,0.246,0.138,4.6,8.4,6.6,8.1,1.8,0,10.4,17.4,0.1,0.1,0.2,0.049,-1.8,-1.7,-3.4,-0.1,2012
J. Teague,PG,23,ATL,66,2183,15.8,0.551,0.222,0.275,1.1,7.4,4.3,24.3,2.6,1.3,15.1,19.1,3,3,6,0.131,0.7,0.4,1.2,1.7,2012
S. Telfair,PG,26,PHO,60,895,13.2,0.495,0.307,0.196,2.5,8.9,5.7,24.5,2.4,1,15.5,22.3,0.4,0.7,1.1,0.058,0,-0.6,-0.5,0.3,2012
J. Terry,SG,34,DAL,63,2000,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6,23.3,2,1.8,3.8,0.092,2,-1.1,0.9,1.5,2012
H. Thabeet,C,24,TOT,20,139,12.4,0.587,0,0.952,13.1,22.2,17.6,0,0.4,5.5,21.2,12.4,0.1,0.2,0.3,0.102,-5.1,-2.1,-7.2,-0.2,2012
H. Thabeet,C,24,HOU,5,23,16.4,1,0,0,5,30.6,17.7,0,0,6.5,0,5.9,0.1,0,0.1,0.228,-2,-1,-3,0,2012
H. Thabeet,C,24,POR,15,116,11.6,0.541,0,1.111,14.8,20.5,17.6,0,0.5,5.3,23,13.7,0.1,0.1,0.2,0.077,-5.7,-2.3,-8,-0.2,2012
I. Thomas,PG,22,SAC,65,1656,17.6,0.574,0.384,0.324,3,8.4,5.6,25.6,1.6,0.4,13.9,19.8,4.2,0,4.3,0.124,3.2,-2.7,0.5,1.1,2012
K. Thomas,C,39,POR,53,803,9.5,0.483,0,0.127,5.5,22.1,13.7,8.7,1.6,3,15.8,11.2,0.2,0.9,1.1,0.067,-3.7,2.4,-1.3,0.1,2012
L. Thomas,PF,23,NOH,42,630,10.1,0.541,0.008,0.492,9.4,14.3,11.9,3,0.9,0.9,13.5,13.3,0.7,0.4,1.2,0.088,-2.5,-1.1,-3.6,-0.3,2012
M. Thomas,PF,23,SAS,3,15,7.1,0.129,0,0.667,7.8,15,11.5,8.1,3.4,4.8,0,11.8,0,0,0,-0.028,-7.1,5,-2.1,0,2012
T. Thomas,PF,25,CHA,54,1013,9,0.418,0.009,0.254,5.4,17.7,11.3,6,1.9,4.4,12.7,19,-1.5,0.8,-0.6,-0.029,-6.2,0.8,-5.4,-0.9,2012
T. Thompkins,C,21,LAC,24,119,12,0.445,0.213,0.115,4,20.2,12,4.5,1.4,2.1,8.6,27.2,-0.1,0.1,0,0.004,-5.5,-3.3,-8.9,-0.2,2012
J. Thompson,PF,25,SAC,64,1657,16.4,0.558,0.005,0.409,10.5,19.3,14.7,7.5,1.3,1.9,11.5,15.5,3.1,0.8,3.9,0.114,0.1,0.1,0.1,0.9,2012
K. Thompson,SG,21,GSW,66,1608,14.9,0.545,0.373,0.127,1.7,9.6,5.7,14.2,1.6,1,12,24.7,1.4,0.3,1.7,0.05,0.9,-2.8,-1.9,0.1,2012
M. Thompson,SG,23,CLE,5,95,2.2,0.375,0.458,0,0,6.2,3,11.6,1.1,0.8,17.2,13.7,-0.2,0,-0.2,-0.079,-5.9,-2.5,-8.3,-0.2,2012
T. Thompson,PF,20,CLE,60,1424,13.3,0.469,0.005,0.434,14.4,16.8,15.5,3.3,1,3.3,13.3,19.2,0.3,0.9,1.1,0.038,-3.2,-1,-4.2,-0.8,2012
M. Thornton,SG,24,SAC,51,1780,17.4,0.544,0.386,0.203,4.9,6.7,5.8,9.4,2,0.5,8.8,23.4,3.7,0.1,3.8,0.103,3.4,-2.5,1,1.3,2012
J. Tinsley,PG,33,UTA,37,507,10.9,0.461,0.262,0.121,1.3,8.9,5.1,36.3,1.8,1.3,25.9,17.8,-0.2,0.3,0.1,0.006,-2.6,-2.2,-4.8,-0.4,2012
A. Tolliver,SF,26,MIN,51,882,8.3,0.504,0.555,0.302,6.2,13,9.6,3.8,1,1.5,14.5,12.2,0.3,0.6,0.9,0.049,-1.7,0.2,-1.5,0.1,2012
R. Turiaf,C,29,TOT,17,279,12.3,0.597,0.03,0.667,8.9,20.6,14.8,5.1,2.6,4.9,24.7,9.4,0.2,0.6,0.8,0.137,-2.4,3.9,1.4,0.2,2012
R. Turiaf,C,29,WAS,4,58,10.8,1,0,0,1.9,21.6,11.7,12.2,5.4,4,66.7,6.9,-0.1,0.1,0.1,0.057,-4,6.2,2.3,0.1,2012
R. Turiaf,C,29,MIA,13,221,12.6,0.567,0.033,0.733,10.7,20.3,15.7,3.3,1.9,5.1,16.8,10,0.3,0.5,0.7,0.158,-2,3.3,1.2,0.2,2012
H. Turkoglu,SF,32,ORL,53,1653,11.7,0.528,0.512,0.188,1.7,12.4,7,24.1,1.5,0.8,20.6,19.5,0.6,1.5,2.1,0.06,0,0.1,0.1,0.9,2012
E. Turner,SF,23,PHI,65,1713,12.6,0.478,0.083,0.183,1.7,22.8,12.2,16.9,1.2,0.9,14.1,20.3,-0.6,3,2.4,0.068,-3.3,1.5,-1.8,0.1,2012
J. Tyler,C,20,GSW,42,568,10.4,0.442,0.005,0.249,10.8,17.1,14,4.5,1.5,2.7,13.4,21.8,-0.5,0.4,-0.2,-0.014,-5.3,-1.6,-7,-0.7,2012
E. Ubiles,SF,25,WAS,4,52,7.3,0.362,0.278,0.167,4.3,17.5,10.9,2.9,1,1.5,4.9,17.5,-0.1,0,0,-0.026,-6,-2.8,-8.8,-0.1,2012
E. Udoh,C,24,TOT,61,1290,12.5,0.493,0.007,0.386,8.6,13.5,11,6.4,1.6,6,13.3,14,0.9,1.2,2.1,0.077,-2.6,2.8,0.2,0.7,2012
E. Udoh,C,24,GSW,38,827,11.5,0.493,0,0.346,8,12.2,10.1,5.5,1.6,6,14.1,13.8,0.3,0.6,0.9,0.054,-3,2.5,-0.5,0.3,2012
E. Udoh,C,24,MIL,23,463,14.3,0.492,0.018,0.455,9.7,15.9,12.7,8.1,1.7,6,12,14.3,0.5,0.6,1.1,0.119,-1.9,3.4,1.5,0.4,2012
B. Udrih,SG,29,MIL,59,1080,13.1,0.488,0.178,0.166,2.6,8,5.2,32.2,1.8,0.1,17.8,17.7,0.8,0.6,1.4,0.061,-1.1,-2.4,-3.5,-0.4,2012
B. Uzoh,PG,23,TOT,18,370,10.9,0.377,0.01,0.192,6,15.1,10.6,26.8,2.5,0.7,15,16.1,-0.2,0.4,0.2,0.032,-2.8,1.6,-1.2,0.1,2012
B. Uzoh,PG,23,CLE,2,13,21,0.4,0,0,16.9,18.2,17.5,27.8,4,0,0,17.3,0,0,0,0.161,2.8,1.6,4.5,0,2012
B. Uzoh,PG,23,TOR,16,357,10.5,0.376,0.011,0.202,5.6,15,10.3,26.7,2.4,0.7,15.7,16,-0.2,0.4,0.2,0.027,-3,1.6,-1.4,0.1,2012
A. Varejao,C,29,CLE,25,785,18.9,0.542,0.018,0.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,0.131,0.4,1.7,2.1,0.8,2012
G. Vasquez,SG,25,NOH,66,1706,14.2,0.513,0.258,0.224,1.6,10.3,6,35.7,1.9,0.4,20.5,20,1,1.3,2.3,0.064,-0.1,-1.5,-1.6,0.2,2012
J. Vesely,PF,21,WAS,57,1078,11.5,0.544,0.005,0.284,10.5,15.6,13,6.7,1.9,2.3,19.7,12.7,0.7,1,1.7,0.076,-1.6,1.4,-0.2,0.5,2012
C. Villanueva,PF,27,DET,13,180,16.2,0.484,0.495,0.077,5.8,26.8,15.9,6.4,2.1,2.2,6.9,26,0.1,0.3,0.4,0.096,-0.2,-2.3,-2.5,0,2012
N. Vucevic,C,21,PHI,51,812,14.3,0.462,0.027,0.117,12,21.7,16.8,6.2,1.3,3.1,9.7,19.6,0.2,1.6,1.8,0.109,-3.2,1.1,-2.1,0,2012
D. Wade,SG,30,MIA,49,1625,26.3,0.559,0.067,0.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,7.7,0.227,4.5,1.8,6.3,3.4,2012
V. Wafer,SG,26,ORL,33,469,11.4,0.537,0.248,0.344,1.5,9.7,5.5,11,1.1,0.5,16.2,21.6,0.1,0.3,0.4,0.042,-2.8,-1.9,-4.6,-0.3,2012
H. Walker,SG,24,NYK,32,620,8.2,0.526,0.661,0.117,1.7,13.4,7.5,9.4,1.6,0.9,16.3,15.5,0.1,0.8,0.9,0.067,-1.3,0.1,-1.3,0.1,2012
K. Walker,PG,21,CHA,66,1792,14.9,0.464,0.295,0.278,1.9,13.5,7.5,30.2,1.8,0.8,12.1,25.2,-0.2,0.5,0.3,0.009,0.6,-1.8,-1.2,0.3,2012
J. Wall,PG,21,WAS,66,2386,17.7,0.502,0.047,0.45,2.2,12,7.1,36.9,2.1,1.8,19.2,24.9,1.7,1.9,3.5,0.071,0.5,0.1,0.6,1.6,2012
B. Wallace,C,37,DET,62,980,10.7,0.398,0.047,0.547,9.6,23.7,16.4,6.4,2.6,4.1,24.2,6.6,-0.1,1.6,1.4,0.07,-3.7,4.5,0.8,0.7,2012
G. Wallace,SF,29,TOT,58,2076,15.9,0.547,0.237,0.356,4.8,17.2,10.8,13.2,2.2,1.3,13.2,18.6,3,1.8,4.8,0.112,0.8,1.1,1.9,2.1,2012
G. Wallace,SF,29,POR,42,1503,15.5,0.556,0.228,0.374,4.8,17,10.7,12.4,2.2,1.3,14.4,17.8,2,1.4,3.5,0.111,0.8,1.5,2.2,1.6,2012
G. Wallace,SF,29,NJN,16,573,17.2,0.528,0.257,0.317,4.7,17.7,11,15.1,2.1,1.5,10.5,20.5,1,0.4,1.4,0.113,1,0.2,1.2,0.5,2012
L. Walton,PF-SF,31,TOT,30,364,3.4,0.423,0.308,0,4,11.4,7.6,14.8,0.7,0.2,29.3,11.4,-0.4,0.1,-0.4,-0.05,-5.3,-1.3,-6.7,-0.4,2012
L. Walton,SF,31,LAL,9,65,8.9,0.429,0.286,0,10.8,13.1,12,11.6,1.6,0,12.5,11.3,0,0.1,0.1,0.072,-1.5,0,-1.5,0,2012
L. Walton,PF,31,CLE,21,299,2.2,0.422,0.314,0,2.6,11.1,6.7,15.5,0.5,0.3,32.9,11.4,-0.5,0,-0.5,-0.076,-6.2,-1.6,-7.8,-0.4,2012
H. Warrick,PF,29,PHO,35,503,13.1,0.503,0.056,0.55,7,13.5,10.3,9.3,0.8,0.4,13.9,23.4,0.3,0.2,0.5,0.05,-2.4,-1.8,-4.2,-0.3,2012
D. Watkins,C,27,NOH,5,98,10.8,0.525,0,1.286,9.9,22.7,16.4,4.7,2.8,3.4,26.7,14.4,-0.1,0.2,0.1,0.056,-4.6,2.8,-1.8,0,2012
C. Watson,PG,27,CHI,49,1159,13.3,0.491,0.396,0.238,2.1,7.9,5.1,27.2,2.1,0.5,16.7,22.8,0.8,1.8,2.6,0.109,0.4,-0.5,-0.1,0.5,2012
E. Watson,PG,32,UTA,50,1033,9.5,0.413,0.325,0.288,3.3,10.2,6.7,28.9,2.7,1.7,32,11.5,-0.6,0.9,0.4,0.018,-2.5,1,-1.5,0.1,2012
M. Webster,SF,25,MIN,47,1140,10,0.533,0.401,0.265,4.1,12.3,8.2,5.5,1.4,1.1,13.2,13.6,0.8,0.7,1.5,0.064,-1,0.6,-0.4,0.5,2012
D. West,PF,31,IND,66,1925,17.8,0.531,0.013,0.246,6.9,18.3,12.6,13.1,1.4,1.9,10.5,20.9,3.4,2.5,5.9,0.147,0.7,1,1.7,1.8,2012
D. West,PG,28,DAL,44,1060,15.3,0.539,0.211,0.194,1.4,9.3,5.4,22.2,2.9,0.8,16.3,20.4,0.8,1.4,2.2,0.098,-0.3,0.7,0.5,0.7,2012
R. Westbrook,PG,23,OKC,66,2331,22.9,0.538,0.155,0.326,5,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,7.9,0.163,3.7,-0.5,3.2,3,2012
D. White,PF,25,CHA,58,1098,12.4,0.516,0.003,0.173,5,17.2,10.9,8.1,0.8,1.6,10.2,17.8,0.5,0.3,0.8,0.034,-3.1,-1.5,-4.6,-0.7,2012
H. Whiteside,C,22,SAC,18,109,16.2,0.449,0,0.444,15.4,24.3,19.6,0,1.4,10,13.4,14.8,0,0.2,0.2,0.073,-6.4,-0.3,-6.7,-0.1,2012
C. Wilcox,C,29,BOS,28,481,12.4,0.612,0,0.364,9.8,19.7,14.9,4.1,1.2,1.4,19.5,15.4,0.4,0.9,1.3,0.132,-2.5,0.9,-1.6,0,2012
D. Wilkins,SF,32,DET,60,922,6.9,0.445,0.119,0.28,2.8,10.4,6.5,7.5,1.7,1.1,12.2,12.4,-0.2,0.6,0.4,0.019,-3.8,-0.2,-3.9,-0.5,2012
D. Williams,PG,27,NJN,55,1999,20.3,0.527,0.356,0.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,0.099,4.9,-2.8,2.1,2.1,2012
D. Williams,PF,20,MIN,66,1418,12.9,0.499,0.277,0.392,6,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,0.059,-2.3,-0.8,-3.1,-0.4,2012
E. Williams,SG,22,POR,24,149,18.8,0.537,0.365,0.243,5.4,9.6,7.4,8,2.1,1.6,5.8,26.7,0.2,0.1,0.3,0.105,1.9,-3.3,-1.4,0,2012
J. Williams,C,21,NJN,43,635,14.5,0.544,0,0.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1,0.4,1.3,0.101,-1.9,-1.1,-3.1,-0.2,2012
L. Williams,PG,25,PHI,64,1682,20.2,0.525,0.293,0.373,2,8.3,5.1,22.4,1.7,0.8,7.2,27.4,3.9,2.2,6.1,0.174,3.4,-1.5,1.9,1.7,2012
M. Williams,SF,25,ATL,57,1500,15.8,0.542,0.317,0.311,6,16.9,11.5,7.7,1.7,0.9,6.8,18,2.7,2.1,4.9,0.156,0.8,0.2,1,1.1,2012
M. Williams,SG,29,LAC,52,1472,15,0.53,0.391,0.131,1.8,6.2,4,18.5,1.9,0.4,11.7,22.9,2.2,0.7,2.8,0.093,1.7,-2.2,-0.5,0.5,2012
R. Williams,SF,25,CHA,33,747,12.4,0.503,0.42,0.157,4,10.5,7.1,14.7,1.4,0.3,10.8,18.9,0.3,0,0.3,0.022,0,-2.5,-2.5,-0.1,2012
S. Williams,C,25,TOT,11,107,18.7,0.722,0,0.591,14.1,12.6,13.4,7.4,2,5.9,26.5,16.5,0.2,0.2,0.4,0.199,0,3.7,3.6,0.2,2012
S. Williams,C,25,DAL,8,65,18.8,0.778,0,0.375,15.7,6.9,11.2,5.5,0.8,6.1,27.3,18.3,0.2,0.1,0.2,0.182,1.1,1.7,2.7,0.1,2012
S. Williams,C,25,BOS,3,42,18.6,0.606,0,1.167,11.8,21.4,16.8,10.4,3.8,5.5,24.8,13.8,0.1,0.1,0.2,0.226,-1.7,6.7,5.1,0.1,2012
S. Williams,SF,25,NJN,25,514,4.9,0.372,0.592,0.075,4.4,11.2,7.7,4.9,1,1.6,7.9,14.7,-0.5,0.1,-0.4,-0.041,-3.7,-1.8,-5.5,-0.5,2012
S. Williams,C,28,NJN,58,1276,11.9,0.543,0,0.517,12.5,19.6,15.9,4.3,2,2.3,21.1,11.2,1.1,1,2.1,0.078,-2.3,1.2,-1.1,0.3,2012
T. Williams,SG,24,TOT,30,550,13.1,0.488,0.232,0.232,2.5,18.7,10.3,19.2,1.9,0.9,16.5,20.9,-0.1,0.4,0.3,0.029,-2.1,-0.5,-2.5,-0.1,2012
T. Williams,SG,24,HOU,12,181,6.2,0.434,0.333,0.211,1.3,16.8,9,8.3,1.2,0.4,13.8,18.1,-0.2,0.1,-0.1,-0.019,-4.8,-1.2,-5.9,-0.2,2012
T. Williams,SG,24,SAC,18,369,16.5,0.51,0.191,0.241,3.1,19.7,11,24.6,2.2,1.2,17.5,22.2,0.2,0.2,0.4,0.052,-0.7,-0.1,-0.8,0.1,2012
M. World Peace,SF,32,LAL,64,1720,11,0.478,0.406,0.247,4.8,9.1,7.1,12.5,2.1,1.1,11.8,15.6,0.9,1.7,2.6,0.073,-0.2,0.7,0.5,1.1,2012
B. Wright,C,24,DAL,49,791,21.6,0.632,0.004,0.352,8.9,15.8,12.4,2.9,1.5,6.4,7.2,17,2.2,1.3,3.5,0.215,0.2,2.4,2.6,0.9,2012
C. Wright,SF,23,GSW,24,186,18.6,0.597,0,0.689,11.6,15.8,13.7,3.3,2,5.4,12,16.5,0.5,0.2,0.6,0.163,-1.2,0.5,-0.6,0.1,2012
D. Wright,SF,26,GSW,61,1650,15,0.553,0.555,0.186,4.1,14.9,9.6,8.8,1.8,1.2,8.2,17.3,2.6,0.8,3.4,0.099,1.8,-0.9,0.9,1.2,2012
N. Young,SG,26,TOT,62,1729,12.9,0.512,0.36,0.216,2,6.8,4.4,5.7,1.3,0.8,8.8,24.5,1.4,0.6,1.9,0.053,0,-3.4,-3.4,-0.6,2012
N. Young,SG,26,WAS,40,1211,14.2,0.513,0.333,0.22,1.8,7.2,4.5,6.8,1.3,0.7,8.3,26.1,1.1,0.4,1.5,0.059,0.6,-3.7,-3.1,-0.4,2012
N. Young,SG,26,LAC,22,518,9.9,0.509,0.44,0.202,2.5,5.8,4.1,3.1,1.5,1,10.2,20.9,0.2,0.2,0.4,0.04,-1.2,-2.7,-3.8,-0.2,2012
S. Young,SF,26,TOT,35,375,9.7,0.412,0.134,0.205,6,13.1,9.5,6.2,2.4,1.2,10.4,18.9,-0.3,0.6,0.2,0.03,-4.5,0,-4.5,-0.2,2012
S. Young,SF,26,MEM,21,240,10.6,0.419,0.108,0.145,6.7,13.4,10,6,2.4,0.7,9.3,18.4,-0.1,0.3,0.2,0.042,-3.8,-0.4,-4.2,-0.1,2012
S. Young,SF,26,PHI,14,135,8.2,0.399,0.182,0.318,4.9,12.4,8.6,6.5,2.4,2.2,12.2,19.9,-0.2,0.2,0,0.01,-5.7,0.7,-5,-0.1,2012
T. Young,PF,23,PHI,63,1755,18.9,0.538,0.006,0.21,8.6,12,10.3,7.3,2,1.8,6.8,21.5,3.4,2.9,6.3,0.171,0.7,0.9,1.6,1.6,2012
J. Adrien,PF,24,GSW,23,196,11.3,0.457,0,0.352,13,20.7,16.8,7.3,1,1.9,12.6,16.1,0.1,0.1,0.2,0.051,-3.9,-1.2,-5.1,-0.2,2011
A. Afflalo,SG,25,DEN,69,2324,13.6,0.62,0.396,0.26,2.3,9.9,6.2,10.9,0.7,1,9.2,14.8,4.8,1.4,6.2,0.128,2.4,-0.2,2.1,2.4,2011
M. Ager,SG,26,MIN,4,29,10.1,0.682,0.364,0,0,7.9,3.8,6,1.7,0,26.7,22,0,0,0,-0.015,-2.7,-3.6,-6.3,0,2011
A. Ajinca,C,22,TOT,34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0,0.4,0.4,0.052,-3.1,-0.3,-3.4,-0.1,2011
A. Ajinca,C,22,DAL,10,75,12.8,0.435,0.219,0.094,8.1,18,13.3,4.3,2.1,5.1,2.9,21.4,0,0.1,0.1,0.084,-3.6,1.5,-2.1,0,2011
A. Ajinca,C,22,TOR,24,265,12,0.53,0.267,0.149,5.2,22.5,13.6,4.9,1.6,4,13.6,21.1,0,0.2,0.2,0.042,-2.9,-0.8,-3.8,-0.1,2011
S. Alabi,C,22,TOR,12,59,2,0.189,0,0.133,13.7,14.4,14.1,4.6,1.8,2.6,15.9,14.3,-0.2,0,-0.2,-0.142,-8.2,0,-8.2,-0.1,2011
C. Aldrich,C,22,OKC,18,142,7,0.537,0,0.267,11.1,17.5,14.4,4,1.8,3.6,32.3,7.9,0,0.2,0.2,0.066,-3.4,2.6,-0.8,0,2011
L. Aldridge,PF,25,POR,81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,0.166,1.9,0.5,2.4,3.5,2011
M. Allen,PF,32,ORL,18,178,3.3,0.361,0,0.065,8.1,12.8,10.5,3.3,0.3,1.7,8.6,9.1,-0.1,0.2,0.2,0.046,-5.3,1.4,-3.9,-0.1,2011
R. Allen,SG,35,BOS,80,2890,16.4,0.615,0.387,0.224,2.3,9,5.8,12.7,1.4,0.4,9.8,19.8,5.8,4.2,10,0.166,3.2,0.4,3.6,4.1,2011
T. Allen,SG,29,MEM,72,1494,18.3,0.562,0.047,0.37,5.5,9.9,7.7,10.9,4.5,2.4,13.1,19.9,2,2.7,4.7,0.152,0.7,2.9,3.6,2.1,2011
A. Aminu,SF,20,LAC,81,1452,9.6,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022,-3.1,0.1,-3,-0.4,2011
L. Amundson,PF,28,GSW,46,691,11.5,0.452,0,0.475,13,17.4,15.2,3.5,1,3.6,9.8,15.7,0.2,0.5,0.6,0.044,-4,-0.9,-4.9,-0.5,2011
C. Andersen,C,32,DEN,45,732,19,0.636,0.007,0.985,12.2,22.1,17.3,4,1.6,6,11.3,13.5,1.9,1.2,3.2,0.207,0.2,3.1,3.3,1,2011
D. Andersen,PF,30,TOT,40,373,10.9,0.513,0.19,0.182,6.4,21,13.6,5.6,0.7,2,14.4,19.1,-0.1,0.3,0.3,0.032,-4,-1.3,-5.3,-0.3,2011
D. Andersen,PF,30,TOR,11,150,13.8,0.559,0.213,0.149,6.2,21.1,13.4,7.3,1,1.5,13.8,17.3,0.1,0.1,0.2,0.063,-1.7,-1.6,-3.3,0,2011
D. Andersen,PF,30,NOH,29,223,8.9,0.484,0.176,0.203,6.5,20.9,13.6,4.5,0.5,2.2,14.8,20.2,-0.2,0.3,0.1,0.012,-5.4,-1.2,-6.6,-0.3,2011
J. Anderson,SF,21,SAS,26,286,8.5,0.529,0.568,0.222,0.8,8.3,4.7,9.2,0.5,1.5,12.8,16.4,0.1,0.2,0.3,0.051,-1.9,-1.5,-3.4,-0.1,2011
R. Anderson,PF,22,ORL,64,1424,19,0.591,0.65,0.223,10.8,18.1,14.5,6.2,1.1,2.1,7.8,20.4,4,2.5,6.4,0.216,4.1,0.2,4.4,2.3,2011
C. Anthony,SF,26,TOT,77,2751,21.7,0.557,0.167,0.403,5,18.3,11.8,14.7,1.2,1.3,10.4,32,5.4,2.5,7.9,0.138,1.8,-1.3,0.5,1.8,2011
C. Anthony,SF,26,DEN,50,1774,21.2,0.547,0.13,0.431,5.2,19.3,12.4,14.3,1.2,1.3,11,32.5,2.8,1.9,4.7,0.127,0.9,-0.8,0.2,1,2011
C. Anthony,SF,26,NYK,27,977,22.8,0.575,0.233,0.351,4.8,16.5,10.6,15.3,1.3,1.1,9.4,31,2.6,0.6,3.2,0.157,3.5,-2.3,1.2,0.8,2011
J. Anthony,C,28,MIA,75,1463,7.3,0.583,0,0.737,9,12.4,10.8,2.2,0.4,5,21.5,5.3,1.2,2.1,3.3,0.107,-2.2,3.1,0.9,1.1,2011
G. Arenas,PG,29,TOT,70,1796,10.8,0.471,0.446,0.208,1.4,10.7,6.1,25.3,2.1,0.9,18.1,24.7,-1.6,2.2,0.5,0.014,-1.2,-0.2,-1.5,0.2,2011
G. Arenas,PG,29,WAS,21,726,14,0.505,0.439,0.203,0.9,10.4,5.5,27.5,2.1,1.3,16.5,26.2,0,0.4,0.4,0.025,1.2,-1.7,-0.6,0.3,2011
G. Arenas,PG,29,ORL,49,1070,8.6,0.444,0.45,0.213,1.8,11,6.5,23.8,2.2,0.7,19.3,23.7,-1.6,1.7,0.2,0.007,-2.8,0.8,-2.1,0,2011
T. Ariza,SF,25,NOH,75,2600,11.3,0.487,0.356,0.259,2.8,16.4,9.5,10,2.5,1,12.2,17.7,-0.4,3.8,3.4,0.062,-1.2,2.3,1.1,2,2011
