Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,FTr,3PAr
Mike Scott,24,ATL,NBA,2012-13,40,1,376,70,147,70,146,0,1,43,56,39,71,110,12,4,2,21,32,183,0.47619047619,0.479452054795,0.0,0.767857142857,0.47619047619,6.70212765957,14.0744680851,6.70212765957,13.9787234043,0.0,0.0957446808511,4.1170212766,5.36170212766,3.73404255319,6.79787234043,10.5319148936,1.14893617021,0.382978723404,0.191489361702,2.01063829787,3.06382978723,17.5212765957,53.3092519226,0.380952380952,0.00680272108844
Mike Tobey,22,CHO,NBA,2016-17,2,0,25,1,4,1,4,0,0,0,0,2,1,3,1,0,0,1,2,2,0.25,0.25,0.0,0.0,0.25,1.44,5.76,1.44,5.76,0.0,0.0,0.0,0.0,2.88,1.44,4.32,1.44,0.0,0.0,1.44,2.88,2.88,25.0,0.0,0.0
Miles Plumlee,24,IND,NBA,2012-13,14,0,55,5,21,5,21,0,0,3,4,12,10,22,2,0,3,3,5,13,0.238095238095,0.238095238095,0.0,0.75,0.238095238095,3.27272727273,13.7454545455,3.27272727273,13.7454545455,0.0,0.0,1.96363636364,2.61818181818,7.85454545455,6.54545454545,14.4,1.30909090909,0.0,1.96363636364,1.96363636364,3.27272727273,8.50909090909,28.5588752197,0.190476190476,0.0
Mitch McGary,22,OKC,NBA,2014-15,32,2,485,88,165,88,163,0,2,25,40,53,112,165,14,16,16,31,72,201,0.533333333333,0.539877300613,0.0,0.625,0.533333333333,6.53195876289,12.2474226804,6.53195876289,12.0989690722,0.0,0.148453608247,1.85567010309,2.96907216495,3.93402061856,8.31340206186,12.2474226804,1.03917525773,1.18762886598,1.18762886598,2.30103092784,5.34432989691,14.9195876289,55.0383351588,0.242424242424,0.0121212121212
Montrezl Harrell,22,HOU,NBA,2015-16,39,1,379,58,90,58,89,0,1,24,46,25,40,65,17,11,11,17,48,140,0.644444444444,0.651685393258,0.0,0.521739130435,0.644444444444,5.5092348285,8.54881266491,5.5092348285,8.45382585752,0.0,0.0949868073879,2.27968337731,4.36939313984,2.3746701847,3.79947229551,6.17414248021,1.61477572559,1.04485488127,1.04485488127,1.61477572559,4.55936675462,13.2981530343,63.4978229318,0.511111111111,0.0111111111111
Mychel Thompson,23,CLE,NBA,2011-12,5,3,95,7,24,3,13,4,11,0,0,0,5,5,7,2,1,5,8,18,0.291666666667,0.230769230769,0.363636363636,0.0,0.375,2.65263157895,9.09473684211,1.13684210526,4.92631578947,1.51578947368,4.16842105263,0.0,0.0,0.0,1.89473684211,1.89473684211,2.65263157895,0.757894736842,0.378947368421,1.89473684211,3.03157894737,6.82105263158,37.5,0.0,0.458333333333
Myles Turner,19,IND,NBA,2015-16,60,30,1367,264,530,261,516,3,14,88,121,68,264,332,41,25,86,67,158,619,0.498113207547,0.505813953488,0.214285714286,0.727272727273,0.500943396226,6.9524506218,13.9575713241,6.8734455011,13.5888807608,0.0790051207023,0.368690563277,2.3174835406,3.18653986832,1.79078273592,6.9524506218,8.74323335772,1.0797366496,0.658376005852,2.26481346013,1.76444769568,4.16093635699,16.3013899049,53.0656333585,0.228301886792,0.0264150943396
Nate Wolters,22,MIL,NBA,2013-14,58,31,1309,170,389,152,327,18,62,59,90,33,116,149,187,35,15,57,67,417,0.437017994859,0.464831804281,0.290322580645,0.655555555556,0.460154241645,4.67532467532,10.6982429335,4.18029029794,8.99312452254,0.495034377387,1.705118411,1.62261268144,2.47517188694,0.90756302521,3.19022154316,4.09778456837,5.14285714286,0.96256684492,0.412528647823,1.56760886173,1.84262796028,11.4682964095,48.6467568829,0.231362467866,0.159383033419
Nerlens Noel,20,PHI,NBA,2014-15,75,71,2311,302,653,302,653,0,0,140,230,185,426,611,128,133,142,146,208,744,0.46248085758,0.46248085758,0.0,0.608695652174,0.46248085758,4.70445694505,10.1722198183,4.70445694505,10.1722198183,0.0,0.0,2.18087408048,3.5828645608,2.88186932064,6.63608827347,9.51795759412,1.99394201644,2.07183037646,2.21202942449,2.27434011251,3.24015577672,11.5897879706,49.323786794,0.352220520674,0.0
Nick Johnson,22,HOU,NBA,2014-15,28,0,262,26,75,21,54,5,21,17,25,13,26,39,11,7,3,19,34,74,0.346666666667,0.388888888889,0.238095238095,0.68,0.38,3.57251908397,10.3053435115,2.88549618321,7.41984732824,0.687022900763,2.88549618321,2.3358778626,3.43511450382,1.78625954198,3.57251908397,5.35877862595,1.51145038168,0.961832061069,0.412213740458,2.6106870229,4.67175572519,10.1679389313,43.023255814,0.333333333333,0.28
Nik Stauskas,21,SAC,NBA,2014-15,73,1,1127,108,296,60,147,48,149,55,64,11,77,88,67,20,17,40,92,319,0.364864864865,0.408163265306,0.322147651007,0.859375,0.445945945946,3.44986690328,9.45519077196,1.91659272405,4.69565217391,1.53327417924,4.75953859805,1.75687666371,2.04436557232,0.351375332742,2.45962732919,2.81100266193,2.14019520852,0.638864241349,0.543034605146,1.2777284827,2.9387755102,10.1898846495,49.2040967423,0.216216216216,0.503378378378
Nikola Vucevic,21,PHI,NBA,2011-12,51,15,812,131,291,128,283,3,8,18,34,88,158,246,31,20,34,33,111,283,0.450171821306,0.452296819788,0.375,0.529411764706,0.455326460481,5.8078817734,12.9014778325,5.67487684729,12.5467980296,0.133004926108,0.354679802956,0.79802955665,1.50738916256,3.90147783251,7.00492610837,10.9064039409,1.37438423645,0.886699507389,1.50738916256,1.46305418719,4.92118226601,12.5467980296,46.2478755393,0.116838487973,0.0274914089347
Noah Vonleh,19,CHO,NBA,2014-15,25,0,259,30,76,25,63,5,13,18,26,28,58,86,4,4,9,11,20,83,0.394736842105,0.396825396825,0.384615384615,0.692307692308,0.427631578947,4.16988416988,10.5637065637,3.4749034749,8.75675675676,0.694980694981,1.80694980695,2.50193050193,3.6138996139,3.89189189189,8.06177606178,11.9536679537,0.555984555985,0.555984555985,1.25096525097,1.52895752896,2.77992277992,11.5366795367,47.461116194,0.342105263158,0.171052631579
Nolan Smith,23,POR,NBA,2011-12,44,4,541,67,180,54,135,13,45,20,28,17,39,56,62,18,3,42,55,167,0.372222222222,0.4,0.288888888889,0.714285714286,0.408333333333,4.4584103512,11.977818854,3.59334565619,8.98336414048,0.865064695009,2.99445471349,1.33086876155,1.86321626617,1.13123844732,2.59519408503,3.72643253235,4.12569316081,1.1977818854,0.199630314233,2.79482439926,3.65988909427,11.112754159,43.4172212978,0.155555555556,0.25
Norman Powell,22,TOR,NBA,2015-16,49,24,725,97,229,61,140,36,89,43,53,16,95,111,47,29,10,32,59,273,0.423580786026,0.435714285714,0.404494382022,0.811320754717,0.502183406114,4.81655172414,11.3710344828,3.02896551724,6.95172413793,1.7875862069,4.41931034483,2.13517241379,2.63172413793,0.794482758621,4.71724137931,5.51172413793,2.33379310345,1.44,0.496551724138,1.58896551724,2.92965517241,13.555862069,54.0979708307,0.231441048035,0.38864628821
Norris Cole,23,MIA,NBA,2011-12,65,2,1260,177,450,156,374,21,76,66,85,21,70,91,133,44,2,105,124,441,0.393333333333,0.417112299465,0.276315789474,0.776470588235,0.416666666667,5.05714285714,12.8571428571,4.45714285714,10.6857142857,0.6,2.17142857143,1.88571428571,2.42857142857,0.6,2.0,2.6,3.8,1.25714285714,0.0571428571429,3.0,3.54285714286,12.6,45.2400492409,0.188888888889,0.168888888889
Okaro White,24,MIA,NBA,2016-17,35,0,471,33,87,21,53,12,34,20,22,25,57,82,21,10,10,18,52,98,0.379310344828,0.396226415094,0.352941176471,0.909090909091,0.448275862069,2.52229299363,6.64968152866,1.6050955414,4.05095541401,0.917197452229,2.59872611465,1.52866242038,1.68152866242,1.91082802548,4.35668789809,6.26751592357,1.6050955414,0.764331210191,0.764331210191,1.37579617834,3.97452229299,7.49044585987,50.6826644601,0.252873563218,0.390804597701
Orlando Johnson,23,IND,NBA,2012-13,51,0,619,72,180,36,86,36,94,23,32,20,90,110,47,11,9,29,51,203,0.4,0.418604651163,0.382978723404,0.71875,0.5,4.18739903069,10.4684975767,2.09369951535,5.00161550889,2.09369951535,5.46688206785,1.33764135703,1.86106623586,1.16316639742,5.23424878837,6.39741518578,2.73344103393,0.639741518578,0.523424878837,1.68659127625,2.96607431341,11.8061389338,52.2980214345,0.177777777778,0.522222222222
Otto Porter,20,WAS,NBA,2013-14,37,0,319,33,91,29,70,4,21,8,12,21,36,57,10,8,1,14,26,78,0.362637362637,0.414285714286,0.190476190476,0.666666666667,0.384615384615,3.72413793103,10.2695924765,3.27272727273,7.89968652038,0.451410658307,2.36990595611,0.902821316614,1.35423197492,2.36990595611,4.06269592476,6.43260188088,1.12852664577,0.902821316614,0.112852664577,1.57993730408,2.934169279,8.80250783699,40.5068550062,0.131868131868,0.230769230769
P.J. Hairston,22,CHO,NBA,2014-15,45,2,687,87,269,38,106,49,163,31,36,22,70,92,21,21,13,22,61,254,0.323420074349,0.358490566038,0.300613496933,0.861111111111,0.414498141264,4.55895196507,14.096069869,1.99126637555,5.55458515284,2.56768558952,8.54148471616,1.62445414847,1.8864628821,1.15283842795,3.66812227074,4.82096069869,1.10043668122,1.10043668122,0.681222707424,1.15283842795,3.19650655022,13.3100436681,44.5864344895,0.133828996283,0.60594795539
Pascal Siakam,22,TOR,NBA,2016-17,55,38,859,103,205,102,198,1,7,22,32,64,121,185,17,26,45,33,109,229,0.50243902439,0.515151515152,0.142857142857,0.6875,0.50487804878,4.31664726426,8.59138533178,4.27473806752,8.2980209546,0.0419091967404,0.293364377183,0.922002328289,1.34109429569,2.68218859139,5.07101280559,7.75320139697,0.712456344587,1.08963911525,1.88591385332,1.38300349243,4.5681024447,9.59720605355,52.2640131459,0.156097560976,0.0341463414634
Pat Connaughton,23,POR,NBA,2015-16,34,0,143,13,49,8,28,5,21,5,5,11,21,32,10,2,0,10,6,36,0.265306122449,0.285714285714,0.238095238095,1.0,0.316326530612,3.27272727273,12.3356643357,2.01398601399,7.04895104895,1.25874125874,5.28671328671,1.25874125874,1.25874125874,2.76923076923,5.28671328671,8.05594405594,2.51748251748,0.503496503497,0.0,2.51748251748,1.51048951049,9.06293706294,35.15625,0.102040816327,0.428571428571
Patricio Garino,23,ORL,NBA,2016-17,5,0,43,0,7,0,2,0,5,0,0,1,6,7,0,0,0,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,5.86046511628,0.0,1.67441860465,0.0,4.18604651163,0.0,0.0,0.837209302326,5.02325581395,5.86046511628,0.0,0.0,0.0,2.51162790698,3.3488372093,0.0,0.0,0.0,0.714285714286
Patrick Christopher,26,UTA,NBA,2014-15,4,1,29,3,12,3,8,0,4,0,0,2,4,6,0,1,0,1,6,6,0.25,0.375,0.0,0.0,0.25,3.72413793103,14.8965517241,3.72413793103,9.93103448276,0.0,4.96551724138,0.0,0.0,2.48275862069,4.96551724138,7.44827586207,0.0,1.24137931034,0.0,1.24137931034,7.44827586207,7.44827586207,25.0,0.0,0.333333333333
Patrick McCaw,21,GSW,NBA,2016-17,71,20,1074,106,245,65,122,41,123,29,37,22,79,101,77,32,15,36,62,282,0.432653061224,0.532786885246,0.333333333333,0.783783783784,0.516326530612,3.5530726257,8.21229050279,2.17877094972,4.08938547486,1.37430167598,4.12290502793,0.972067039106,1.24022346369,0.737430167598,2.64804469274,3.38547486034,2.58100558659,1.07262569832,0.502793296089,1.20670391061,2.0782122905,9.45251396648,53.9650949173,0.151020408163,0.502040816327
Patrick Patterson,21,HOU,NBA,2010-11,52,6,868,149,267,149,265,0,2,30,42,86,114,200,41,17,37,31,77,328,0.558052434457,0.562264150943,0.0,0.714285714286,0.558052434457,6.1797235023,11.0737327189,6.1797235023,10.9907834101,0.0,0.0829493087558,1.24423963134,1.74193548387,3.5668202765,4.72811059908,8.29493087558,1.70046082949,0.705069124424,1.53456221198,1.28571428571,3.1935483871,13.6036866359,57.4471066274,0.157303370787,0.00749063670412
Paul George,20,IND,NBA,2010-11,61,19,1265,179,395,138,257,41,138,77,101,37,187,224,65,62,26,70,127,476,0.453164556962,0.536964980545,0.297101449275,0.762376237624,0.505063291139,5.09407114625,11.2411067194,3.92727272727,7.31383399209,1.16679841897,3.92727272727,2.19130434783,2.8743083004,1.05296442688,5.32173913043,6.37470355731,1.84980237154,1.76442687747,0.739920948617,1.99209486166,3.61422924901,13.5462450593,54.1598397961,0.255696202532,0.349367088608
Perry Jones,21,OKC,NBA,2012-13,38,1,280,39,99,39,97,0,2,10,15,12,50,62,10,5,6,15,23,88,0.393939393939,0.40206185567,0.0,0.666666666667,0.393939393939,5.01428571429,12.7285714286,5.01428571429,12.4714285714,0.0,0.257142857143,1.28571428571,1.92857142857,1.54285714286,6.42857142857,7.97142857143,1.28571428571,0.642857142857,0.771428571429,1.92857142857,2.95714285714,11.3142857143,41.6666666667,0.151515151515,0.020202020202
Peyton Siva,23,DET,NBA,2013-14,24,0,224,18,57,11,32,7,25,11,15,2,12,14,34,9,1,18,27,54,0.315789473684,0.34375,0.28,0.733333333333,0.377192982456,2.89285714286,9.16071428571,1.76785714286,5.14285714286,1.125,4.01785714286,1.76785714286,2.41071428571,0.321428571429,1.92857142857,2.25,5.46428571429,1.44642857143,0.160714285714,2.89285714286,4.33928571429,8.67857142857,42.4528301887,0.263157894737,0.438596491228
Phil Pressey,22,BOS,NBA,2013-14,75,11,1132,78,253,50,147,28,106,29,45,20,85,105,241,68,5,87,97,213,0.308300395257,0.340136054422,0.264150943396,0.644444444444,0.363636363636,2.48056537102,8.04593639576,1.59010600707,4.67491166078,0.890459363958,3.37102473498,0.922261484099,1.43109540636,0.636042402827,2.70318021201,3.33922261484,7.66431095406,2.16254416961,0.159010600707,2.7667844523,3.08480565371,6.77385159011,39.0395894428,0.177865612648,0.418972332016
Pierre Jackson,25,DAL,NBA,2016-17,8,1,84,13,39,10,28,3,11,6,7,1,8,9,19,2,0,3,5,35,0.333333333333,0.357142857143,0.272727272727,0.857142857143,0.371794871795,5.57142857143,16.7142857143,4.28571428571,12.0,1.28571428571,4.71428571429,2.57142857143,3.0,0.428571428571,3.42857142857,3.85714285714,8.14285714286,0.857142857143,0.0,1.28571428571,2.14285714286,15.0,41.5874524715,0.179487179487,0.282051282051
Quincy Acy,22,TOR,NBA,2012-13,29,0,342,42,75,41,73,1,2,31,38,30,47,77,11,13,15,17,53,116,0.56,0.561643835616,0.5,0.815789473684,0.566666666667,4.42105263158,7.89473684211,4.31578947368,7.68421052632,0.105263157895,0.210526315789,3.26315789474,4.0,3.15789473684,4.94736842105,8.10526315789,1.15789473684,1.36842105263,1.57894736842,1.78947368421,5.57894736842,12.2105263158,63.2359354557,0.506666666667,0.0266666666667
Quincy Miller,20,DEN,NBA,2012-13,7,0,26,4,12,4,11,0,1,1,2,1,1,2,3,1,0,1,3,9,0.333333333333,0.363636363636,0.0,0.5,0.333333333333,5.53846153846,16.6153846154,5.53846153846,15.2307692308,0.0,1.38461538462,1.38461538462,2.76923076923,1.38461538462,1.38461538462,2.76923076923,4.15384615385,1.38461538462,0.0,1.38461538462,4.15384615385,12.4615384615,34.9378881988,0.166666666667,0.0833333333333
Quincy Pondexter,22,NOH,NBA,2010-11,66,6,734,73,180,55,130,18,50,24,34,23,65,88,28,17,10,16,63,188,0.405555555556,0.423076923077,0.36,0.705882352941,0.455555555556,3.58038147139,8.82833787466,2.69754768392,6.37602179837,0.882833787466,2.45231607629,1.17711171662,1.66757493188,1.1280653951,3.18801089918,4.31607629428,1.37329700272,0.83378746594,0.490463215259,0.784741144414,3.08991825613,9.22070844687,48.2150184653,0.188888888889,0.277777777778
Quinn Cook,23,TOT,NBA,2016-17,14,0,188,33,66,22,40,11,26,2,5,1,6,7,26,4,0,13,13,79,0.5,0.55,0.423076923077,0.4,0.583333333333,6.31914893617,12.6382978723,4.21276595745,7.65957446809,2.10638297872,4.97872340426,0.382978723404,0.957446808511,0.191489361702,1.14893617021,1.34042553191,4.97872340426,0.765957446809,0.0,2.48936170213,2.48936170213,15.1276595745,57.917888563,0.0757575757576,0.393939393939
R.J. Hunter,22,BOS,NBA,2015-16,36,0,315,36,98,17,35,19,63,6,7,2,35,37,13,14,4,11,29,97,0.367346938776,0.485714285714,0.301587301587,0.857142857143,0.464285714286,4.11428571429,11.2,1.94285714286,4.0,2.17142857143,7.2,0.685714285714,0.8,0.228571428571,4.0,4.22857142857,1.48571428571,1.6,0.457142857143,1.25714285714,3.31428571429,11.0857142857,47.9817965968,0.0714285714286,0.642857142857
Rakeem Christmas,24,IND,NBA,2015-16,1,0,6,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,4,1.0,1.0,0.0,0.0,1.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0,100.0,0.0,0.0
Rashad Vaughn,19,MIL,NBA,2015-16,70,6,1001,81,266,38,119,43,147,12,15,11,77,88,39,29,16,28,73,217,0.304511278195,0.319327731092,0.292517006803,0.8,0.385338345865,2.91308691309,9.56643356643,1.36663336663,4.27972027972,1.54645354645,5.28671328671,0.431568431568,0.539460539461,0.395604395604,2.76923076923,3.16483516484,1.4025974026,1.04295704296,0.575424575425,1.00699300699,2.62537462537,7.8041958042,39.8019075569,0.0563909774436,0.552631578947
Ray McCallum,22,SAC,NBA,2013-14,45,10,897,113,300,91,241,22,59,32,43,18,61,79,120,22,9,39,69,280,0.376666666667,0.377593360996,0.372881355932,0.744186046512,0.413333333333,4.53511705686,12.0401337793,3.65217391304,9.67224080268,0.882943143813,2.36789297659,1.28428093645,1.72575250836,0.722408026756,2.44816053512,3.17056856187,4.81605351171,0.882943143813,0.361204013378,1.5652173913,2.76923076923,11.237458194,43.8981562774,0.143333333333,0.196666666667
Reggie Bullock,22,LAC,NBA,2013-14,43,0,395,43,121,21,48,22,73,7,9,11,43,54,12,9,1,13,26,115,0.355371900826,0.4375,0.301369863014,0.777777777778,0.446280991736,3.91898734177,11.0278481013,1.91392405063,4.3746835443,2.00506329114,6.65316455696,0.637974683544,0.820253164557,1.00253164557,3.91898734177,4.92151898734,1.09367088608,0.820253164557,0.0911392405063,1.18481012658,2.36962025316,10.4810126582,46.0147247119,0.0743801652893,0.603305785124
Reggie Jackson,21,OKC,NBA,2011-12,45,0,501,51,159,38,97,13,62,25,29,14,39,53,71,25,1,36,31,140,0.320754716981,0.39175257732,0.209677419355,0.862068965517,0.361635220126,3.66467065868,11.4251497006,2.73053892216,6.97005988024,0.934131736527,4.45508982036,1.79640718563,2.08383233533,1.00598802395,2.80239520958,3.80838323353,5.10179640719,1.79640718563,0.0718562874251,2.58682634731,2.22754491018,10.0598802395,40.7545412203,0.182389937107,0.389937106918
Richaun Holmes,22,PHI,NBA,2015-16,51,1,702,114,222,106,178,8,44,51,74,62,73,135,33,19,40,32,92,287,0.513513513514,0.595505617978,0.181818181818,0.689189189189,0.531531531532,5.84615384615,11.3846153846,5.4358974359,9.12820512821,0.410256410256,2.25641025641,2.61538461538,3.79487179487,3.17948717949,3.74358974359,6.92307692308,1.69230769231,0.974358974359,2.05128205128,1.64102564103,4.71794871795,14.7179487179,56.3717787555,0.333333333333,0.198198198198
Robbie Hummel,24,MIN,NBA,2013-14,53,5,655,67,177,35,88,32,89,15,16,35,97,132,23,16,2,10,57,181,0.378531073446,0.397727272727,0.359550561798,0.9375,0.468926553672,3.68244274809,9.72824427481,1.92366412214,4.83664122137,1.75877862595,4.89160305344,0.824427480916,0.879389312977,1.92366412214,5.33129770992,7.25496183206,1.2641221374,0.879389312977,0.109923664122,0.549618320611,3.13282442748,9.94809160305,49.1740925886,0.090395480226,0.502824858757
Robert Covington,23,HOU,NBA,2013-14,7,0,34,6,14,2,3,4,11,0,0,2,3,5,0,2,0,1,3,16,0.428571428571,0.666666666667,0.363636363636,0.0,0.571428571429,6.35294117647,14.8235294118,2.11764705882,3.17647058824,4.23529411765,11.6470588235,0.0,0.0,2.11764705882,3.17647058824,5.29411764706,0.0,2.11764705882,0.0,1.05882352941,3.17647058824,16.9411764706,57.1428571429,0.0,0.785714285714
Robert Sacre,23,LAL,NBA,2012-13,32,3,203,18,48,18,48,0,0,7,11,9,25,34,6,0,10,10,38,43,0.375,0.375,0.0,0.636363636364,0.375,3.1921182266,8.51231527094,3.1921182266,8.51231527094,0.0,0.0,1.24137931034,1.95073891626,1.5960591133,4.43349753695,6.02955665025,1.06403940887,0.0,1.77339901478,1.77339901478,6.73891625616,7.62561576355,40.6888720666,0.229166666667,0.0
Rodney Hood,22,UTA,NBA,2014-15,50,21,1064,155,374,93,204,62,170,61,80,9,108,117,83,30,12,45,119,433,0.414438502674,0.455882352941,0.364705882353,0.7625,0.497326203209,5.24436090226,12.6541353383,3.14661654135,6.9022556391,2.0977443609,5.75187969925,2.06390977444,2.70676691729,0.304511278195,3.65413533835,3.95864661654,2.80827067669,1.01503759398,0.406015037594,1.52255639098,4.02631578947,14.6503759398,52.908113392,0.213903743316,0.454545454545
Rodney McGruder,25,MIA,NBA,2016-17,78,65,1966,190,460,117,240,73,220,44,71,95,162,257,124,45,18,56,140,497,0.413043478261,0.4875,0.331818181818,0.619718309859,0.492391304348,3.47914547304,8.42319430315,2.14242115972,4.39471007121,1.33672431333,4.02848423194,0.805696846389,1.3001017294,1.73957273652,2.96642929807,4.70600203459,2.27060020346,0.824008138352,0.329603255341,1.02543234995,2.56358087487,9.1007121058,50.5862714763,0.154347826087,0.478260869565
Ron Baker,23,NYK,NBA,2016-17,52,13,857,82,217,59,131,23,86,28,43,12,86,98,107,34,8,56,74,215,0.377880184332,0.450381679389,0.267441860465,0.651162790698,0.430875576037,3.44457409568,9.11551925321,2.47841306884,5.50291715286,0.966161026838,3.61260210035,1.17619603267,1.80630105018,0.504084014002,3.61260210035,4.11668611435,4.49474912485,1.42823803967,0.336056009335,2.35239206534,3.10851808635,9.03150525088,45.5662936589,0.198156682028,0.396313364055
Rondae Hollis-Jefferson,21,BRK,NBA,2015-16,29,17,615,63,138,59,124,4,14,37,52,39,115,154,43,39,16,26,61,167,0.45652173913,0.475806451613,0.285714285714,0.711538461538,0.471014492754,3.68780487805,8.07804878049,3.45365853659,7.25853658537,0.234146341463,0.819512195122,2.16585365854,3.04390243902,2.28292682927,6.73170731707,9.01463414634,2.51707317073,2.28292682927,0.936585365854,1.52195121951,3.57073170732,9.7756097561,51.9020387867,0.376811594203,0.101449275362
Royce White,22,SAC,NBA,2013-14,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Russ Smith,23,TOT,NBA,2014-15,12,0,65,8,25,6,14,2,11,12,13,1,5,6,8,3,0,12,13,30,0.32,0.428571428571,0.181818181818,0.923076923077,0.36,4.43076923077,13.8461538462,3.32307692308,7.75384615385,1.10769230769,6.09230769231,6.64615384615,7.2,0.553846153846,2.76923076923,3.32307692308,4.43076923077,1.66153846154,0.0,6.64615384615,7.2,16.6153846154,48.828125,0.52,0.44
Ryan Kelly,22,LAL,NBA,2013-14,59,25,1312,157,371,109,229,48,142,110,135,42,177,219,95,32,45,47,147,472,0.423180592992,0.475982532751,0.338028169014,0.814814814815,0.487870619946,4.30792682927,10.1798780488,2.99085365854,6.28353658537,1.31707317073,3.89634146341,3.01829268293,3.70426829268,1.15243902439,4.85670731707,6.00914634146,2.60670731707,0.878048780488,1.23475609756,1.28963414634,4.03353658537,12.9512195122,54.8327137546,0.363881401617,0.382749326146
Ryan Reid,25,OKC,NBA,2011-12,5,0,17,4,5,4,5,0,0,0,0,1,1,2,0,0,0,1,1,8,0.8,0.8,0.0,0.0,0.8,8.47058823529,10.5882352941,8.47058823529,10.5882352941,0.0,0.0,0.0,0.0,2.11764705882,2.11764705882,4.23529411765,0.0,0.0,0.0,2.11764705882,2.11764705882,16.9411764706,80.0,0.0,0.0
Sam Dekker,21,HOU,NBA,2015-16,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samardo Samuels,22,CLE,NBA,2010-11,37,10,701,110,241,110,238,0,3,68,110,75,83,158,17,15,18,53,88,288,0.45643153527,0.46218487395,0.0,0.618181818182,0.45643153527,5.64907275321,12.3766048502,5.64907275321,12.2225392297,0.0,0.154065620542,3.49215406562,5.64907275321,3.85164051355,4.26248216833,8.11412268188,0.873038516405,0.77032810271,0.924393723252,2.72182596291,4.51925820257,14.790299572,49.7581202488,0.45643153527,0.0124481327801
Scott Machado,22,HOU,NBA,2012-13,6,0,21,3,6,3,5,0,1,2,2,0,1,1,6,2,0,8,0,8,0.5,0.6,0.0,1.0,0.5,5.14285714286,10.2857142857,5.14285714286,8.57142857143,0.0,1.71428571429,3.42857142857,3.42857142857,0.0,1.71428571429,1.71428571429,10.2857142857,3.42857142857,0.0,13.7142857143,0.0,13.7142857143,58.1395348837,0.333333333333,0.166666666667
Scotty Hopson,24,CLE,NBA,2013-14,2,0,7,0,4,0,2,0,2,1,2,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.5,0.0,0.0,20.5714285714,0.0,10.2857142857,0.0,10.2857142857,5.14285714286,10.2857142857,0.0,0.0,0.0,5.14285714286,5.14285714286,0.0,0.0,0.0,5.14285714286,10.2459016393,0.5,0.5
Sean Kilpatrick,25,MIN,NBA,2014-15,4,0,72,7,20,3,7,4,13,4,4,1,5,6,4,3,0,2,3,22,0.35,0.428571428571,0.307692307692,1.0,0.45,3.5,10.0,1.5,3.5,2.0,6.5,2.0,2.0,0.5,2.5,3.0,2.0,1.5,0.0,1.0,1.5,11.0,50.5514705882,0.2,0.65
Semaj Christon,24,OKC,NBA,2016-17,64,1,973,77,223,65,160,12,63,17,31,19,69,88,130,28,6,43,79,183,0.345291479821,0.40625,0.190476190476,0.548387096774,0.372197309417,2.84892086331,8.25077081192,2.4049331963,5.91983556012,0.443987667009,2.3309352518,0.628982528263,1.14696813977,0.702980472765,2.5529290853,3.25590955807,4.8098663926,1.03597122302,0.221993833505,1.59095580678,2.92291880781,6.77081192189,38.6663286004,0.139013452915,0.282511210762
Seth Curry,23,TOT,NBA,2013-14,2,0,13,1,3,0,2,1,1,0,0,0,1,1,0,2,0,0,0,3,0.333333333333,0.0,1.0,0.0,0.5,2.76923076923,8.30769230769,0.0,5.53846153846,2.76923076923,2.76923076923,0.0,0.0,0.0,2.76923076923,2.76923076923,0.0,5.53846153846,0.0,0.0,0.0,8.30769230769,50.0,0.0,0.333333333333
Shabazz Muhammad,21,MIN,NBA,2013-14,37,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,0.459677419355,0.477876106195,0.272727272727,0.65,0.471774193548,7.07586206897,15.3931034483,6.70344827586,14.0275862069,0.372413793103,1.36551724138,3.2275862069,4.96551724138,2.97931034483,3.6,6.57931034483,0.744827586207,0.993103448276,0.124137931034,1.98620689655,2.97931034483,17.7517241379,50.4943502825,0.322580645161,0.0887096774194
