Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,FTr,3PAr
Chasson Randle,23,TOT,NBA,2016-17,26,0,299,40,98,24,51,16,47,41,43,6,26,32,34,9,2,19,39,137,0.408163265306,0.470588235294,0.340425531915,0.953488372093,0.489795918367,4.81605351171,11.7993311037,2.88963210702,6.14046822742,1.92642140468,5.65886287625,4.9364548495,5.17725752508,0.722408026756,3.13043478261,3.85284280936,4.09364548495,1.08361204013,0.240802675585,2.28762541806,4.69565217391,16.4949832776,58.5870680807,0.438775510204,0.479591836735
Cheick Diallo,20,NOP,NBA,2016-17,17,0,199,36,76,36,76,0,0,15,21,23,50,73,4,4,7,7,17,87,0.473684210526,0.473684210526,0.0,0.714285714286,0.473684210526,6.51256281407,13.7487437186,6.51256281407,13.7487437186,0.0,0.0,2.7135678392,3.79899497487,4.1608040201,9.04522613065,13.2060301508,0.723618090452,0.723618090452,1.26633165829,1.26633165829,3.07537688442,15.7386934673,51.0323791647,0.276315789474,0.0
Chinanu Onuaku,20,HOU,NBA,2016-17,5,1,52,5,7,5,7,0,0,4,4,2,8,10,3,3,1,4,6,14,0.714285714286,0.714285714286,0.0,1.0,0.714285714286,3.46153846154,4.84615384615,3.46153846154,4.84615384615,0.0,0.0,2.76923076923,2.76923076923,1.38461538462,5.53846153846,6.92307692308,2.07692307692,2.07692307692,0.692307692308,2.76923076923,4.15384615385,9.69230769231,79.9086757991,0.571428571429,0.0
Chris Babb,23,BOS,NBA,2013-14,14,0,132,8,30,2,3,6,27,0,0,4,13,17,3,6,0,3,13,22,0.266666666667,0.666666666667,0.222222222222,0.0,0.366666666667,2.18181818182,8.18181818182,0.545454545455,0.818181818182,1.63636363636,7.36363636364,0.0,0.0,1.09090909091,3.54545454545,4.63636363636,0.818181818182,1.63636363636,0.0,0.818181818182,3.54545454545,6.0,36.6666666667,0.0,0.9
Chris McCullough,20,BRK,NBA,2015-16,24,4,362,44,109,31,75,13,34,11,23,25,43,68,9,28,12,15,39,112,0.403669724771,0.413333333333,0.382352941176,0.478260869565,0.463302752294,4.37569060773,10.8397790055,3.08287292818,7.45856353591,1.29281767956,3.38121546961,1.09392265193,2.28729281768,2.4861878453,4.27624309392,6.76243093923,0.895027624309,2.78453038674,1.19337016575,1.49171270718,3.87845303867,11.138121547,47.0114170584,0.211009174312,0.311926605505
Chris Singleton,22,WAS,NBA,2011-12,66,51,1431,116,312,72,185,44,127,30,44,43,190,233,49,70,30,38,176,306,0.371794871795,0.389189189189,0.346456692913,0.681818181818,0.442307692308,2.91823899371,7.84905660377,1.81132075472,4.65408805031,1.10691823899,3.19496855346,0.754716981132,1.10691823899,1.08176100629,4.77987421384,5.86163522013,1.23270440252,1.76100628931,0.754716981132,0.955974842767,4.42767295597,7.69811320755,46.1733462096,0.141025641026,0.407051282051
Chris Smith,26,NYK,NBA,2013-14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wright Dos,23,DAL,NBA,2012-13,3,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0.5,0.5,0.0,0.0,0.5,9.0,18.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,50.0,0.0,0.0
Chris Wright Uno,23,GSW,NBA,2011-12,24,1,186,23,45,23,45,0,0,24,31,19,26,45,4,7,13,8,22,70,0.511111111111,0.511111111111,0.0,0.774193548387,0.511111111111,4.45161290323,8.70967741935,4.45161290323,8.70967741935,0.0,0.0,4.64516129032,6.0,3.67741935484,5.03225806452,8.70967741935,0.774193548387,1.35483870968,2.51612903226,1.54838709677,4.25806451613,13.5483870968,59.6862210095,0.688888888889,0.0
Christapher Johnson,22,MEM,NBA,2012-13,8,0,102,11,25,5,7,6,18,1,2,5,6,11,2,4,0,3,5,29,0.44,0.714285714286,0.333333333333,0.5,0.56,3.88235294118,8.82352941176,1.76470588235,2.47058823529,2.11764705882,6.35294117647,0.352941176471,0.705882352941,1.76470588235,2.11764705882,3.88235294118,0.705882352941,1.41176470588,0.0,1.05882352941,1.76470588235,10.2352941176,56.027820711,0.08,0.72
Christian Wood,20,PHI,NBA,2015-16,17,0,145,22,53,18,42,4,11,13,21,13,25,38,3,5,7,2,11,61,0.415094339623,0.428571428571,0.363636363636,0.619047619048,0.452830188679,5.46206896552,13.1586206897,4.46896551724,10.4275862069,0.993103448276,2.73103448276,3.2275862069,5.21379310345,3.2275862069,6.20689655172,9.43448275862,0.744827586207,1.24137931034,1.73793103448,0.496551724138,2.73103448276,15.1448275862,49.0038560411,0.396226415094,0.207547169811
Cleanthony Early,23,NYK,NBA,2014-15,39,7,647,76,214,54,130,22,84,36,48,22,75,97,36,24,12,40,57,210,0.355140186916,0.415384615385,0.261904761905,0.75,0.406542056075,4.22874806801,11.9072642968,3.00463678516,7.23338485317,1.22411128284,4.67387944359,2.00309119011,2.67078825348,1.22411128284,4.17310664606,5.3972179289,2.00309119011,1.33539412674,0.667697063369,2.2256568779,3.171561051,11.684698609,44.6580469547,0.224299065421,0.392523364486
Cliff Alexander,20,POR,NBA,2015-16,8,0,36,5,10,5,10,0,0,0,0,2,4,6,0,1,2,1,1,10,0.5,0.5,0.0,0.0,0.5,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0,50.0,0.0,0.0
Cody Zeller,21,CHA,NBA,2013-14,82,3,1416,172,404,172,403,0,1,146,200,118,235,353,92,40,41,87,170,490,0.425742574257,0.426799007444,0.0,0.73,0.425742574257,4.37288135593,10.2711864407,4.37288135593,10.2457627119,0.0,0.0254237288136,3.71186440678,5.08474576271,3.0,5.97457627119,8.97457627119,2.33898305085,1.01694915254,1.04237288136,2.21186440678,4.32203389831,12.4576271186,49.7967479675,0.49504950495,0.00247524752475
Cole Aldrich,22,OKC,NBA,2010-11,18,0,142,8,15,8,15,0,0,2,4,13,22,35,4,5,7,8,30,18,0.533333333333,0.533333333333,0.0,0.5,0.533333333333,2.02816901408,3.80281690141,2.02816901408,3.80281690141,0.0,0.0,0.507042253521,1.01408450704,3.29577464789,5.57746478873,8.87323943662,1.01408450704,1.2676056338,1.77464788732,2.02816901408,7.60563380282,4.56338028169,53.6992840095,0.266666666667,0.0
Cory Higgins,22,CHA,NBA,2011-12,38,0,423,52,160,48,140,4,20,42,60,7,28,35,36,5,6,39,40,150,0.325,0.342857142857,0.2,0.7,0.3375,4.42553191489,13.6170212766,4.08510638298,11.914893617,0.340425531915,1.70212765957,3.57446808511,5.10638297872,0.595744680851,2.3829787234,2.97872340426,3.06382978723,0.425531914894,0.510638297872,3.31914893617,3.40425531915,12.7659574468,40.2360515021,0.375,0.125
Cory Jefferson,24,BRK,NBA,2014-15,50,1,531,75,167,73,152,2,15,31,54,47,98,145,16,10,21,20,61,183,0.449101796407,0.480263157895,0.133333333333,0.574074074074,0.455089820359,5.08474576271,11.3220338983,4.94915254237,10.3050847458,0.135593220339,1.01694915254,2.10169491525,3.66101694915,3.18644067797,6.64406779661,9.83050847458,1.08474576271,0.677966101695,1.42372881356,1.35593220339,4.13559322034,12.406779661,47.9660306144,0.323353293413,0.0898203592814
Cory Joseph,20,SAS,NBA,2011-12,29,1,266,22,70,19,55,3,15,11,17,5,20,25,34,7,3,12,16,58,0.314285714286,0.345454545455,0.2,0.647058823529,0.335714285714,2.97744360902,9.47368421053,2.57142857143,7.44360902256,0.406015037594,2.03007518797,1.48872180451,2.3007518797,0.676691729323,2.70676691729,3.38345864662,4.6015037594,0.947368421053,0.406015037594,1.62406015038,2.16541353383,7.84962406015,37.4290139391,0.242857142857,0.214285714286
Coty Clarke,23,BOS,NBA,2015-16,3,0,6,2,4,0,2,2,2,0,0,0,1,1,0,0,0,1,0,6,0.5,0.0,1.0,0.0,0.75,12.0,24.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,36.0,75.0,0.0,0.5
Courtney Fortson,23,TOT,NBA,2011-12,10,0,95,11,32,8,19,3,13,10,15,6,9,15,10,3,0,10,5,35,0.34375,0.421052631579,0.230769230769,0.666666666667,0.390625,4.16842105263,12.1263157895,3.03157894737,7.2,1.13684210526,4.92631578947,3.78947368421,5.68421052632,2.27368421053,3.41052631579,5.68421052632,3.78947368421,1.13684210526,0.0,3.78947368421,1.89473684211,13.2631578947,45.3367875648,0.46875,0.40625
Craig Brackins,23,PHI,NBA,2010-11,3,0,33,4,16,4,11,0,5,0,0,2,2,4,1,1,0,0,3,8,0.25,0.363636363636,0.0,0.0,0.25,4.36363636364,17.4545454545,4.36363636364,12.0,0.0,5.45454545455,0.0,0.0,2.18181818182,2.18181818182,4.36363636364,1.09090909091,1.09090909091,0.0,0.0,3.27272727273,8.72727272727,25.0,0.0,0.3125
D'Angelo Russell,19,LAL,NBA,2015-16,80,48,2259,392,956,262,586,130,370,140,190,47,227,274,266,93,13,196,142,1054,0.410041841004,0.447098976109,0.351351351351,0.736842105263,0.478033472803,6.24701195219,15.235059761,4.17529880478,9.33864541833,2.07171314741,5.89641434263,2.23107569721,3.02788844622,0.749003984064,3.61752988048,4.36653386454,4.2390438247,1.48207171315,0.207171314741,3.1235059761,2.26294820717,16.796812749,50.6925740669,0.198744769874,0.387029288703
D.J. Kennedy,22,CLE,NBA,2011-12,2,0,59,5,12,3,8,2,4,0,2,1,6,7,3,2,0,3,7,12,0.416666666667,0.375,0.5,0.0,0.5,3.05084745763,7.32203389831,1.83050847458,4.8813559322,1.22033898305,2.4406779661,0.0,1.22033898305,0.610169491525,3.66101694915,4.27118644068,1.83050847458,1.22033898305,0.0,1.83050847458,4.27118644068,7.32203389831,46.5838509317,0.166666666667,0.333333333333
D.J. Stephens,23,MIL,NBA,2013-14,3,0,15,3,7,3,7,0,0,1,1,1,4,5,0,0,0,0,0,7,0.428571428571,0.428571428571,0.0,1.0,0.428571428571,7.2,16.8,7.2,16.8,0.0,0.0,2.4,2.4,2.4,9.6,12.0,0.0,0.0,0.0,0.0,0.0,16.8,47.0430107527,0.142857142857,0.0
Damian Jones,21,GSW,NBA,2016-17,10,0,85,8,16,8,16,0,0,3,10,9,14,23,0,1,4,6,15,19,0.5,0.5,0.0,0.3,0.5,3.38823529412,6.77647058824,3.38823529412,6.77647058824,0.0,0.0,1.27058823529,4.23529411765,3.81176470588,5.92941176471,9.74117647059,0.0,0.423529411765,1.69411764706,2.54117647059,6.35294117647,8.04705882353,46.568627451,0.625,0.0
Damian Lillard,22,POR,NBA,2012-13,82,82,3167,553,1288,368,785,185,503,271,321,42,215,257,531,74,19,243,172,1562,0.429347826087,0.468789808917,0.367793240557,0.844236760125,0.501164596273,6.28607514998,14.6409851595,4.18313861699,8.92327123461,2.102936533,5.71771392485,3.08051784023,3.64887906536,0.477423429113,2.44395326808,2.92137669719,6.03599621093,0.841174613199,0.215977265551,2.76223555415,1.95516261446,17.7556046732,54.6444264084,0.249223602484,0.390527950311
Damion James,23,NJN,NBA,2010-11,25,9,403,46,103,46,100,0,3,18,28,17,68,85,20,16,12,25,36,110,0.446601941748,0.46,0.0,0.642857142857,0.446601941748,4.10918114144,9.20099255583,4.10918114144,8.93300248139,0.0,0.267990074442,1.60794044665,2.50124069479,1.51861042184,6.07444168734,7.59305210918,1.78660049628,1.42928039702,1.07196029777,2.23325062035,3.2158808933,9.82630272953,47.6933749566,0.271844660194,0.0291262135922
Daniel Ochefu,23,WAS,NBA,2016-17,19,0,75,12,27,12,27,0,0,0,2,5,17,22,3,2,0,3,17,24,0.444444444444,0.444444444444,0.0,0.0,0.444444444444,5.76,12.96,5.76,12.96,0.0,0.0,0.0,0.96,2.4,8.16,10.56,1.44,0.96,0.0,1.44,8.16,11.52,43.0416068867,0.0740740740741,0.0
Daniel Orton,21,ORL,NBA,2011-12,16,2,187,17,30,17,29,0,1,11,25,19,20,39,5,8,9,7,30,45,0.566666666667,0.586206896552,0.0,0.44,0.566666666667,3.27272727273,5.77540106952,3.27272727273,5.58288770053,0.0,0.192513368984,2.11764705882,4.8128342246,3.6577540107,3.85026737968,7.50802139037,0.96256684492,1.54010695187,1.73262032086,1.34759358289,5.77540106952,8.66310160428,54.8780487805,0.833333333333,0.0333333333333
Danuel House,23,WAS,NBA,2016-17,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darington Hobson,24,MIL,NBA,2011-12,5,0,39,2,13,2,7,0,6,0,0,0,3,3,6,0,0,2,1,4,0.153846153846,0.285714285714,0.0,0.0,0.153846153846,1.84615384615,12.0,1.84615384615,6.46153846154,0.0,5.53846153846,0.0,0.0,0.0,2.76923076923,2.76923076923,5.53846153846,0.0,0.0,1.84615384615,0.923076923077,3.69230769231,15.3846153846,0.0,0.461538461538
Darius Johnson-Odom,23,LAL,NBA,2012-13,4,0,6,0,4,0,3,0,1,0,0,1,3,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,18.0,0.0,6.0,0.0,0.0,6.0,18.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Darius Miller,22,NOH,NBA,2012-13,52,2,694,44,108,22,52,22,56,8,8,8,70,78,44,17,12,23,89,118,0.407407407407,0.423076923077,0.392857142857,1.0,0.509259259259,2.28242074928,5.6023054755,1.14121037464,2.69740634006,1.14121037464,2.90489913545,0.414985590778,0.414985590778,0.414985590778,3.63112391931,4.04610951009,2.28242074928,0.881844380403,0.622478386167,1.19308357349,4.61671469741,6.12103746398,52.9053084648,0.0740740740741,0.518518518519
Darius Morris,21,LAL,NBA,2011-12,19,0,169,18,42,14,33,4,9,6,9,2,14,16,21,2,0,19,16,46,0.428571428571,0.424242424242,0.444444444444,0.666666666667,0.47619047619,3.83431952663,8.94674556213,2.98224852071,7.02958579882,0.852071005917,1.91715976331,1.27810650888,1.91715976331,0.426035502959,2.98224852071,3.40828402367,4.47337278107,0.426035502959,0.0,4.04733727811,3.40828402367,9.79881656805,50.043516101,0.214285714286,0.214285714286
Darrun Hilliard,22,DET,NBA,2015-16,38,2,383,52,131,33,81,19,50,29,40,5,40,45,27,9,1,19,28,152,0.396946564885,0.407407407407,0.38,0.725,0.469465648855,4.88772845953,12.3133159269,3.10182767624,7.6135770235,1.78590078329,4.69973890339,2.72584856397,3.75979112272,0.469973890339,3.75979112272,4.22976501305,2.53785900783,0.845953002611,0.0939947780679,1.78590078329,2.6318537859,14.2872062663,51.1440107672,0.30534351145,0.381679389313
David Nwaba,24,LAL,NBA,2016-17,20,2,397,47,81,46,76,1,5,25,39,16,46,62,14,13,7,11,36,120,0.58024691358,0.605263157895,0.2,0.641025641026,0.586419753086,4.26196473552,7.34508816121,4.17128463476,6.89168765743,0.0906801007557,0.453400503778,2.26700251889,3.53652392947,1.45088161209,4.17128463476,5.62216624685,1.26952141058,1.17884130982,0.63476070529,0.997481108312,3.2644836272,10.8816120907,61.1246943765,0.481481481481,0.0617283950617
David Stockton,23,SAC,NBA,2014-15,3,0,33,2,6,1,4,1,2,3,6,0,2,2,9,2,0,4,1,8,0.333333333333,0.25,0.5,0.5,0.416666666667,2.18181818182,6.54545454545,1.09090909091,4.36363636364,1.09090909091,2.18181818182,3.27272727273,6.54545454545,0.0,2.18181818182,2.18181818182,9.81818181818,2.18181818182,0.0,4.36363636364,1.09090909091,8.72727272727,46.2962962963,1.0,0.333333333333
David Wear,24,SAC,NBA,2014-15,2,0,7,0,2,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,10.2857142857,0.0,5.14285714286,0.0,5.14285714286,0.0,0.0,10.2857142857,0.0,10.2857142857,5.14285714286,0.0,0.0,0.0,5.14285714286,0.0,0.0,0.0,0.5
DeAndre Liggins,23,ORL,NBA,2011-12,17,0,115,12,25,12,21,0,4,9,19,6,9,15,5,6,0,10,6,33,0.48,0.571428571429,0.0,0.473684210526,0.48,3.75652173913,7.82608695652,3.75652173913,6.57391304348,0.0,1.25217391304,2.81739130435,5.94782608696,1.87826086957,2.81739130435,4.69565217391,1.5652173913,1.87826086957,0.0,3.13043478261,1.87826086957,10.3304347826,49.4604316547,0.76,0.16
DeMarcus Cousins,20,SAC,NBA,2010-11,81,62,2309,432,1004,429,986,3,18,276,402,217,482,699,204,85,68,268,332,1143,0.430278884462,0.43509127789,0.166666666667,0.686567164179,0.431772908367,6.73538328281,15.6535296665,6.68860978779,15.3728886964,0.0467734950195,0.280640970117,4.30316154179,6.26764833261,3.38328280641,7.51494153313,10.8982243395,3.18059766133,1.32524902555,1.06019922044,4.17843222174,5.17626678216,17.8207016024,48.3961113746,0.400398406375,0.0179282868526
DeQuan Jones,22,ORL,NBA,2012-13,63,17,803,95,218,86,183,9,35,34,51,17,88,105,16,19,22,30,55,233,0.435779816514,0.469945355191,0.257142857143,0.666666666667,0.456422018349,4.25902864259,9.77334993773,3.85554171856,8.20423412204,0.403486924035,1.56911581569,1.52428393524,2.28642590286,0.762141967621,3.94520547945,4.70734744707,0.717310087173,0.851805728518,0.986301369863,1.34495641345,2.46575342466,10.4458281445,48.4528364665,0.233944954128,0.160550458716
Dejounte Murray,20,SAS,NBA,2016-17,38,8,322,50,116,41,93,9,23,21,30,6,36,42,48,8,6,38,29,130,0.431034482759,0.440860215054,0.391304347826,0.7,0.469827586207,5.5900621118,12.9689440994,4.58385093168,10.397515528,1.00621118012,2.57142857143,2.34782608696,3.35403726708,0.670807453416,4.0248447205,4.69565217391,5.36645962733,0.894409937888,0.670807453416,4.24844720497,3.24223602484,14.5341614907,50.3095975232,0.258620689655,0.198275862069
Delon Wright,23,TOR,NBA,2015-16,27,1,229,36,80,31,67,5,13,26,35,8,29,37,31,8,3,16,7,103,0.45,0.462686567164,0.384615384615,0.742857142857,0.48125,5.65938864629,12.576419214,4.87336244541,10.5327510917,0.786026200873,2.04366812227,4.08733624454,5.50218340611,1.2576419214,4.55895196507,5.81659388646,4.87336244541,1.2576419214,0.471615720524,2.51528384279,1.10043668122,16.192139738,53.9832285115,0.4375,0.1625
Demetrius Jackson,22,BOS,NBA,2016-17,5,0,17,3,4,2,3,1,1,3,6,2,2,4,3,0,0,0,0,10,0.75,0.666666666667,1.0,0.5,0.875,6.35294117647,8.47058823529,4.23529411765,6.35294117647,2.11764705882,2.11764705882,6.35294117647,12.7058823529,4.23529411765,4.23529411765,8.47058823529,6.35294117647,0.0,0.0,0.0,0.0,21.1764705882,75.3012048193,1.5,0.25
Dennis Horner,23,NJN,NBA,2011-12,8,0,22,1,4,1,3,0,1,3,4,2,3,5,0,0,0,1,1,5,0.25,0.333333333333,0.0,0.75,0.25,1.63636363636,6.54545454545,1.63636363636,4.90909090909,0.0,1.63636363636,4.90909090909,6.54545454545,3.27272727273,4.90909090909,8.18181818182,0.0,0.0,0.0,1.63636363636,1.63636363636,8.18181818182,43.4027777778,1.0,0.25
Denzel Valentine,23,CHI,NBA,2016-17,57,0,976,102,288,29,80,73,208,14,18,11,140,151,63,30,7,49,86,291,0.354166666667,0.3625,0.350961538462,0.777777777778,0.480902777778,3.76229508197,10.6229508197,1.06967213115,2.95081967213,2.69262295082,7.67213114754,0.516393442623,0.66393442623,0.405737704918,5.16393442623,5.56967213115,2.3237704918,1.10655737705,0.258196721311,1.80737704918,3.17213114754,10.7336065574,49.1686942417,0.0625,0.722222222222
Derrick Caracter,22,LAL,NBA,2010-11,41,0,215,32,66,32,66,0,0,17,23,19,24,43,7,4,10,19,47,81,0.484848484848,0.484848484848,0.0,0.739130434783,0.484848484848,5.35813953488,11.0511627907,5.35813953488,11.0511627907,0.0,0.0,2.84651162791,3.8511627907,3.18139534884,4.01860465116,7.2,1.17209302326,0.66976744186,1.67441860465,3.18139534884,7.86976744186,13.5627906977,53.2054650552,0.348484848485,0.0
Derrick Favors,19,TOT,NBA,2010-11,78,27,1535,215,416,215,416,0,0,103,173,171,241,412,39,29,68,77,246,533,0.516826923077,0.516826923077,0.0,0.595375722543,0.516826923077,5.04234527687,9.75635179153,5.04234527687,9.75635179153,0.0,0.0,2.41563517915,4.05732899023,4.01042345277,5.65211726384,9.66254071661,0.914657980456,0.68013029316,1.59478827362,1.80586319218,5.76938110749,12.5003257329,54.1534585061,0.415865384615,0.0
Derrick Williams,20,MIN,NBA,2011-12,66,15,1418,205,498,168,360,37,138,136,195,77,234,311,38,30,31,77,95,583,0.411646586345,0.466666666667,0.268115942029,0.697435897436,0.448795180723,5.20451339915,12.6431593794,4.26516220028,9.13963328632,0.939351198872,3.50352609309,3.45275035261,4.95063469676,1.95486600846,5.94076163611,7.89562764457,0.964739069111,0.761636107193,0.787023977433,1.95486600846,2.41184767278,14.8011283498,49.9314833847,0.39156626506,0.277108433735
Devin Booker,19,PHO,NBA,2015-16,76,51,2108,367,867,268,578,99,289,215,256,27,160,187,200,44,20,160,225,1048,0.423298731257,0.463667820069,0.342560553633,0.83984375,0.480392156863,6.26755218216,14.8064516129,4.57685009488,9.87096774194,1.69070208729,4.93548387097,3.67172675522,4.37191650854,0.46110056926,2.73244781784,3.1935483871,3.4155597723,0.751423149905,0.34155597723,2.73244781784,3.84250474383,17.8975332068,53.489036789,0.295271049596,0.333333333333
Devin Ebanks,21,LAL,NBA,2010-11,20,0,118,21,51,19,46,2,5,18,23,15,12,27,2,4,5,6,7,62,0.411764705882,0.413043478261,0.4,0.782608695652,0.43137254902,6.40677966102,15.5593220339,5.79661016949,14.0338983051,0.610169491525,1.52542372881,5.49152542373,7.01694915254,4.57627118644,3.66101694915,8.23728813559,0.610169491525,1.22033898305,1.52542372881,1.83050847458,2.13559322034,18.9152542373,50.719895288,0.450980392157,0.0980392156863
Dewayne Dedmon,24,TOT,NBA,2013-14,31,6,390,38,83,38,83,0,0,21,32,38,89,127,5,7,22,18,66,97,0.457831325301,0.457831325301,0.0,0.65625,0.457831325301,3.50769230769,7.66153846154,3.50769230769,7.66153846154,0.0,0.0,1.93846153846,2.95384615385,3.50769230769,8.21538461538,11.7230769231,0.461538461538,0.646153846154,2.03076923077,1.66153846154,6.09230769231,8.95384615385,49.9587968686,0.385542168675,0.0
Dexter Pittman,22,MIA,NBA,2010-11,2,0,11,1,3,1,3,0,0,0,0,1,2,3,0,0,0,2,2,2,0.333333333333,0.333333333333,0.0,0.0,0.333333333333,3.27272727273,9.81818181818,3.27272727273,9.81818181818,0.0,0.0,0.0,0.0,3.27272727273,6.54545454545,9.81818181818,0.0,0.0,0.0,6.54545454545,6.54545454545,6.54545454545,33.3333333333,0.0,0.0
Deyonta Davis,20,MEM,NBA,2016-17,36,0,238,24,47,24,47,0,0,10,18,20,40,60,2,3,17,8,40,58,0.510638297872,0.510638297872,0.0,0.555555555556,0.510638297872,3.63025210084,7.10924369748,3.63025210084,7.10924369748,0.0,0.0,1.51260504202,2.72268907563,3.02521008403,6.05042016807,9.0756302521,0.302521008403,0.453781512605,2.57142857143,1.21008403361,6.05042016807,8.7731092437,52.8040786599,0.382978723404,0.0
Diamond Stone,19,LAC,NBA,2016-17,7,0,24,3,13,3,13,0,0,4,4,1,5,6,0,0,1,2,5,10,0.230769230769,0.230769230769,0.0,1.0,0.230769230769,4.5,19.5,4.5,19.5,0.0,0.0,6.0,6.0,1.5,7.5,9.0,0.0,0.0,1.5,3.0,7.5,15.0,33.8753387534,0.307692307692,0.0
Diante Garrett,24,PHO,NBA,2012-13,19,0,149,16,49,13,34,3,15,5,10,5,10,15,31,10,0,16,5,40,0.326530612245,0.382352941176,0.2,0.5,0.357142857143,3.86577181208,11.8389261745,3.14093959732,8.21476510067,0.724832214765,3.62416107383,1.20805369128,2.41610738255,1.20805369128,2.41610738255,3.62416107383,7.48993288591,2.41610738255,0.0,3.86577181208,1.20805369128,9.6644295302,37.4531835206,0.204081632653,0.30612244898
Dion Waiters,21,CLE,NBA,2012-13,61,48,1756,336,815,273,612,63,203,159,213,22,127,149,183,59,16,121,113,894,0.41226993865,0.446078431373,0.310344827586,0.746478873239,0.450920245399,6.88838268793,16.708428246,5.59681093394,12.5466970387,1.29157175399,4.16173120729,3.25968109339,4.36674259681,0.451025056948,2.60364464692,3.05466970387,3.75170842825,1.20956719818,0.328018223235,2.48063781321,2.31662870159,18.3280182232,49.1900695484,0.261349693252,0.249079754601
Domantas Sabonis,20,OKC,NBA,2016-17,81,66,1632,192,481,141,322,51,159,44,67,45,242,287,82,39,32,83,200,479,0.399168399168,0.437888198758,0.320754716981,0.65671641791,0.452182952183,4.23529411765,10.6102941176,3.11029411765,7.10294117647,1.125,3.50735294118,0.970588235294,1.47794117647,0.992647058824,5.33823529412,6.33088235294,1.80882352941,0.860294117647,0.705882352941,1.83088235294,4.41176470588,10.5661764706,46.9166274879,0.139293139293,0.330561330561
Dominique Jones,22,DAL,NBA,2010-11,18,0,135,14,45,14,41,0,4,14,17,6,19,25,19,5,3,10,7,42,0.311111111111,0.341463414634,0.0,0.823529411765,0.311111111111,3.73333333333,12.0,3.73333333333,10.9333333333,0.0,1.06666666667,3.73333333333,4.53333333333,1.6,5.06666666667,6.66666666667,5.06666666667,1.33333333333,0.8,2.66666666667,1.86666666667,11.2,40.0152439024,0.377777777778,0.0888888888889
Donald Sloan,24,TOT,NBA,2011-12,33,11,669,79,198,77,173,2,25,23,30,18,49,67,105,13,3,49,37,183,0.39898989899,0.445086705202,0.08,0.766666666667,0.40404040404,4.25112107623,10.6547085202,4.14349775785,9.30941704036,0.107623318386,1.34529147982,1.23766816143,1.61434977578,0.968609865471,2.63677130045,3.60538116592,5.65022421525,0.699551569507,0.161434977578,2.63677130045,1.99103139013,9.84753363229,43.3238636364,0.151515151515,0.126262626263
Dorian Finney-Smith,23,DAL,NBA,2016-17,81,35,1642,124,333,68,142,56,191,46,61,55,166,221,67,52,25,45,125,350,0.372372372372,0.478873239437,0.293193717277,0.754098360656,0.456456456456,2.71863580999,7.30085261876,1.49086479903,3.11327649208,1.22777101096,4.18757612667,1.00852618758,1.33739342266,1.20584652862,3.63946406821,4.84531059683,1.46894031669,1.14007308161,0.548112058465,0.986601705238,2.74056029233,7.67356881851,48.6327256558,0.183183183183,0.573573573574
Doron Lamb,21,TOT,NBA,2012-13,47,0,577,60,163,46,126,14,37,20,34,8,38,46,32,13,0,26,52,154,0.368098159509,0.365079365079,0.378378378378,0.588235294118,0.411042944785,3.74350086655,10.1698440208,2.87001733102,7.86135181976,0.873483535529,2.30849220104,1.24783362218,2.12131715771,0.499133448873,2.37088388215,2.87001733102,1.99653379549,0.811091854419,0.0,1.62218370884,3.24436741768,9.60831889081,43.2681501461,0.208588957055,0.226993865031
