Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB_PCT,DRB_PCT,TRB_PCT,AST_PCT,STL_PCT,BLK_PCT,TOV_PCT,USG_PCT,OBPM,DBPM,BPM,FG_PER_40,FGA_PER_40,2P_PER_40,2PA_PER_40,3P_PER_40,3PA_PER_40,FT_PER_40,FTA_PER_40,ORB_PER_40,DRB_PER_40,TRB_PER_40,AST_PER_40,STL_PER_40,BLK_PER_40,TOV_PER_40,PF_PER_40,PTS_PER_40,FG_PCT,2P_PCT,3P_PCT,FT_PCT,eFG_PCT,TS_PCT,3PAr,FTr
DeMarcus Cousins,38,893,206,369,205,363,1,6,162,268,154,220,374,38,37,67,78,122,575,555.0,3.8,2.7,6.5,34.2,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,0.0,0.0,0.0,9.227323628,16.52855543,9.182530795,16.25979843,0.044792833,0.268756999,7.25643897,12.00447928,6.898096305,9.854423292,16.7525196,1.70212766,1.657334826,3.001119821,3.493840985,5.464725644,25.75587906,0.558265582656,0.564738292011,0.166666666667,0.60447761194,0.559620596206,59.0446069169,0.0162601626016,0.726287262873
DeMarcus Nelson,124,3254,473,1015,349,683,124,332,266,454,0,0,606,222,145,40,0,0,1336,0.0,5.2,7.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,5.814382299,12.47695144,4.290104487,8.395820529,1.524277812,4.081130916,3.269821758,5.580823602,0.0,0.0,7.449293178,2.728948986,1.782421635,0.49170252,0.0,0.0,16.42286417,0.466009852217,0.510980966325,0.373493975904,0.5859030837,0.527093596059,54.9902861471,0.327093596059,0.447290640394
DeQuan Jones,79,1253,168,359,159,313,9,46,77,122,73,140,213,38,42,39,93,101,422,401.0,0.8,1.8,2.6,14.2056664,7.207821229,13.30614525,10.26113328,6.386751796,2.042617717,3.433918595,18.09265762,21.16807662,-1.246368715,1.209497207,-0.036871508,5.363128492,11.46049481,5.075818037,9.992019154,0.287310455,1.468475658,2.458100559,3.894652833,2.330407023,4.469273743,6.799680766,1.213088587,1.340782123,1.245011971,2.968874701,3.224261772,13.471668,0.467966573816,0.507987220447,0.195652173913,0.631147540984,0.480501392758,51.129204226,0.128133704735,0.339832869081
Dee Brown,137,4698,638,1512,339,681,299,831,237,327,0,0,448,684,231,7,0,0,1812,0.0,8.1,9.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432098765,12.87356322,2.88633461,5.798212005,2.545764155,7.075351213,2.017879949,2.784163474,0.0,0.0,3.814389102,5.823754789,1.966794381,0.05959983,0.0,0.0,15.42784163,0.421957671958,0.497797356828,0.35980746089,0.724770642202,0.520833333333,54.7141097181,0.549603174603,0.21626984127
Dejounte Murray,34,1139,202,486,168,368,34,118,110,166,48,155,203,151,62,10,110,90,548,565.0,1.2,1.6,2.8,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.9,1.8,2.5,4.3,7.093942054,17.06760316,5.899912204,12.92361721,1.194029851,4.143985953,3.863037752,5.829675154,1.685689201,5.443371378,7.129060579,5.302897278,2.177348551,0.35118525,3.863037752,3.160667252,19.24495171,0.415637860082,0.45652173913,0.28813559322,0.66265060241,0.450617283951,49.0125930166,0.242798353909,0.341563786008
Delon Wright,68,2367,339,634,301,507,38,127,306,376,76,321,397,352,155,77,152,110,1022,1114.0,9.5,6.3,15.7,28.08280524,4.30468948,15.37579214,10.3156316,30.76561048,4.05078158,3.50468948,15.77422898,22.08905788,7.479678918,7.09531052,14.62577102,5.728770596,10.71398395,5.08660752,8.567807351,0.642163076,2.146176595,5.171102662,6.354034643,1.284326151,5.424588086,6.708914237,5.948457964,2.619349387,1.30122518,2.568652302,1.858893114,17.27080693,0.534700315457,0.593688362919,0.299212598425,0.813829787234,0.564668769716,63.9197438207,0.200315457413,0.593059936909
Delonte West,89,2384,450,920,337,620,113,300,222,267,0,0,377,270,121,15,0,0,1235,0.0,7.8,5.1,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55033557,15.43624161,5.654362416,10.40268456,1.895973154,5.033557047,3.724832215,4.479865772,0.0,0.0,6.325503356,4.530201342,2.030201342,0.251677852,0.0,0.0,20.72147651,0.489130434783,0.543548387097,0.376666666667,0.831460674157,0.550543478261,59.5192196476,0.326086956522,0.290217391304
Demetris Nichols,123,3171,471,1113,266,540,205,573,197,262,0,0,508,132,120,94,0,0,1344,0.0,5.2,5.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.941343425,14.0397351,3.355408389,6.811731315,2.585935036,7.228003784,2.485020498,3.30495112,0.0,0.0,6.408073163,1.665089877,1.51371807,1.185745822,0.0,0.0,16.95364238,0.423180592992,0.492592592593,0.357766143106,0.751908396947,0.515274034142,54.7106522943,0.514824797844,0.235399820305
Demetrius Jackson,103,3242,415,888,282,539,133,349,241,308,90,232,322,335,114,23,170,197,1204,1247.0,8.8,2.3,11.1,18.70222085,3.588834053,8.26662554,6.02751388,19.22338063,2.179148674,0.717396669,14.32843924,20.11832202,5.63917335,0.763294263,6.402467613,5.120296114,10.95619988,3.479333745,6.650215916,1.640962369,4.305983961,2.973473165,3.800123381,1.110425663,2.862430598,3.972856262,4.13325108,1.406539173,0.283775447,2.097470697,2.430598396,14.85502776,0.467342342342,0.52319109462,0.381088825215,0.782467532468,0.54222972973,58.8166327966,0.393018018018,0.346846846847
Deng Gai,100,2950,462,977,389,759,73,218,271,368,0,0,699,95,56,442,0,0,1268,0.0,5.6,9.5,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26440678,13.24745763,5.274576271,10.29152542,0.989830508,2.955932203,3.674576271,4.989830508,0.0,0.0,9.477966102,1.288135593,0.759322034,5.993220339,0.0,0.0,17.19322034,0.472876151484,0.512516469038,0.334862385321,0.736413043478,0.510235414534,55.6667720296,0.223132036847,0.376663254862
Dennis Horner,36,1005,151,318,120,224,31,94,97,124,62,116,178,50,36,35,57,85,430,401.0,2.6,1.7,4.2,21.2,7.2,12.9,10.1,11.2,2.2,3.4,13.1,22.4,0.0,0.0,0.0,6.009950249,12.65671642,4.776119403,8.915422886,1.233830846,3.741293532,3.860696517,4.935323383,2.467661692,4.616915423,7.084577114,1.990049751,1.432835821,1.393034826,2.268656716,3.383084577,17.11442786,0.474842767296,0.535714285714,0.329787234043,0.782258064516,0.52358490566,57.7088254241,0.295597484277,0.389937106918
Denzel Valentine,144,4182,579,1309,314,659,265,650,222,285,157,698,855,639,132,40,317,303,1645,1755.0,10.9,7.8,18.9,20.71750359,4.598015304,18.77895744,12.01948828,30.0689144,1.934146341,1.074605452,18.68582018,22.2896461,6.628790053,3.909397418,10.53593974,5.538020086,12.5203252,3.003347681,6.303204209,2.534672406,6.217120995,2.12338594,2.725968436,1.50167384,6.676231468,8.177905308,6.111908178,1.262553802,0.382592061,3.032042085,2.898134864,15.73409852,0.442322383499,0.476479514416,0.407692307692,0.778947368421,0.543544690604,57.341048522,0.496562261268,0.217723453018
DerMarr Johnson,32,879,140,293,88,153,52,140,70,95,0,0,123,45,31,30,46,64,402,0.0,2.6,2.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.370875995,13.33333333,4.004550626,6.962457338,2.36632537,6.370875995,3.185437998,4.323094425,0.0,0.0,5.597269625,2.04778157,1.41069397,1.365187713,2.093287827,2.912400455,18.29351536,0.477815699659,0.575163398693,0.371428571429,0.736842105263,0.566552901024,60.0358422939,0.477815699659,0.324232081911
Deron Williams,101,3200,400,947,237,511,163,436,148,216,0,0,334,594,115,22,0,0,1111,0.0,4.4,6.3,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.8375,2.9625,6.3875,2.0375,5.45,1.85,2.7,0.0,0.0,4.175,7.425,1.4375,0.275,0.0,0.0,13.8875,0.422386483633,0.463796477495,0.373853211009,0.685185185185,0.508447729673,53.3088940924,0.460401267159,0.228088701162
Derrick Caracter,27,720,148,261,144,246,4,15,80,119,72,146,218,30,26,23,77,82,380,360.0,1.6,1.8,3.4,23.9,12.0,21.7,17.1,9.0,2.1,3.6,19.5,27.4,0.0,0.0,0.0,8.222222222,14.5,8.0,13.66666667,0.222222222,0.833333333,4.444444444,6.611111111,4.0,8.111111111,12.11111111,1.666666667,1.444444444,1.277777778,4.277777778,4.555555556,21.11111111,0.567049808429,0.585365853659,0.266666666667,0.672268907563,0.574712643678,60.6331376053,0.0574712643678,0.455938697318
Derrick Favors,36,989,179,293,179,292,0,1,90,143,108,195,303,37,32,74,90,94,448,420.0,2.3,2.5,4.8,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20.0,21.8,0.0,0.0,0.0,7.239635996,11.85035389,7.239635996,11.809909,0.0,0.040444894,3.640040445,5.783619818,4.368048534,7.886754297,12.25480283,1.496461072,1.294236603,2.992922144,3.640040445,3.80182002,18.11931244,0.610921501706,0.61301369863,0.0,0.629370629371,0.610921501706,62.9354911216,0.00341296928328,0.488054607509
Derrick Jones Jr.,30,646,129,219,121,180,8,39,79,133,52,82,134,24,27,40,36,93,345,309.0,1.8,1.3,3.1,24.2,8.6,13.4,11.0,8.1,2.3,6.2,11.3,23.2,2.7,3.7,6.3,7.987616099,13.56037152,7.492260062,11.14551084,0.495356037,2.414860681,4.891640867,8.235294118,3.219814241,5.077399381,8.297213622,1.486068111,1.671826625,2.476780186,2.229102167,5.758513932,21.3622291,0.58904109589,0.672222222222,0.205128205128,0.593984962406,0.607305936073,62.1576823292,0.178082191781,0.607305936073
Derrick Rose,40,1168,208,436,173,332,35,104,146,205,0,0,181,189,48,15,107,0,597,0.0,2.8,3.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,7.123287671,14.93150685,5.924657534,11.36986301,1.198630137,3.561643836,5.0,7.020547945,0.0,0.0,6.198630137,6.47260274,1.643835616,0.51369863,3.664383562,0.0,20.44520548,0.477064220183,0.521084337349,0.336538461538,0.712195121951,0.517201834862,56.7274800456,0.238532110092,0.470183486239
Derrick Williams,69,2016,388,662,342,572,46,90,405,563,173,360,533,65,56,46,160,184,1227,1121.0,9.2,3.0,12.2,29.7,10.9,21.0,16.1,7.7,1.6,2.3,14.7,27.9,9.2,2.6,11.8,7.698412698,13.13492063,6.785714286,11.34920635,0.912698413,1.785714286,8.035714286,11.17063492,3.432539683,7.142857143,10.57539683,1.28968254,1.111111111,0.912698413,3.174603175,3.650793651,24.3452381,0.586102719033,0.597902097902,0.511111111111,0.719360568384,0.62084592145,67.4383326738,0.135951661631,0.850453172205
Derrick Zimmerman,127,3302,317,665,279,523,38,142,198,330,0,0,418,513,205,89,0,0,870,0.0,3.6,8.5,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.840096911,8.055723804,3.379769836,6.33555421,0.460327075,1.720169594,2.398546336,3.997577226,0.0,0.0,5.06359782,6.214415506,2.483343428,1.078134464,0.0,0.0,10.53906723,0.476691729323,0.533460803059,0.267605633803,0.6,0.505263157895,53.6904468033,0.213533834586,0.496240601504
Desmon Farmer,121,3261,525,1279,322,679,203,600,353,473,0,0,462,193,101,11,0,0,1606,0.0,5.5,3.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43974241,15.68843913,3.949708678,8.328733517,2.490033732,7.359705612,4.329960135,5.801901257,0.0,0.0,5.666973321,2.367371972,1.238883778,0.134927936,0.0,0.0,19.69947869,0.410476935106,0.474226804124,0.338333333333,0.746300211416,0.489835809226,53.9969874657,0.469116497263,0.369820172009
Desmond Ferguson,85,2275,303,741,129,295,174,446,98,136,0,0,316,118,60,22,0,0,878,0.0,4.4,3.4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.327472527,13.02857143,2.268131868,5.186813187,3.059340659,7.841758242,1.723076923,2.391208791,0.0,0.0,5.556043956,2.074725275,1.054945055,0.386813187,0.0,0.0,15.43736264,0.408906882591,0.437288135593,0.390134529148,0.720588235294,0.526315789474,54.8174416862,0.601889338731,0.183535762483
Desmond Mason,100,2921,459,969,351,689,108,280,254,342,0,0,572,102,107,73,175,196,1280,0.0,6.9,6.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,6.285518658,13.26942828,4.806573091,9.435124957,1.478945567,3.834303321,3.47826087,4.683327628,0.0,0.0,7.832933927,1.396781924,1.465251626,0.999657651,2.396439575,2.684012325,17.52824375,0.473684210526,0.509433962264,0.385714285714,0.74269005848,0.529411764706,57.1694000786,0.288957688338,0.352941176471
Desmond Penigar,64,1785,395,827,342,669,53,158,208,294,0,0,432,35,41,35,0,0,1051,0.0,4.7,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.851540616,18.53221289,7.663865546,14.99159664,1.18767507,3.540616247,4.661064426,6.588235294,0.0,0.0,9.680672269,0.784313725,0.918767507,0.784313725,0.0,0.0,23.55182073,0.477629987908,0.511210762332,0.335443037975,0.707482993197,0.509673518742,54.9479275587,0.191051995163,0.355501813785
Devin Booker,38,816,135,287,77,146,58,141,53,64,17,59,76,42,17,2,37,58,381,324.0,2.7,1.8,4.5,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,6.9,2.0,8.9,6.617647059,14.06862745,3.774509804,7.156862745,2.843137255,6.911764706,2.598039216,3.137254902,0.833333333,2.892156863,3.725490196,2.058823529,0.833333333,0.098039216,1.81372549,2.843137255,18.67647059,0.470383275261,0.527397260274,0.41134751773,0.828125,0.571428571429,60.4454880061,0.491289198606,0.222996515679
Devin Brown,105,3364,637,1548,467,997,170,551,478,652,0,0,751,283,184,43,295,285,1922,0.0,5.5,6.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,7.57431629,18.40665874,5.552913199,11.8549346,2.021403092,6.551724138,5.683709869,7.752675386,0.0,0.0,8.929845422,3.365041617,2.187871581,0.511296076,3.507728894,3.38882283,22.85374554,0.41149870801,0.468405215647,0.308529945554,0.733128834356,0.466408268734,52.3739972096,0.355943152455,0.421188630491
Devin Ebanks,34,1161,144,315,141,285,3,30,117,152,99,176,275,83,36,23,75,54,408,419.0,2.6,2.1,4.6,19.7,9.5,18.0,13.6,14.7,1.9,2.2,16.2,20.1,0.0,0.0,0.0,4.96124031,10.85271318,4.857881137,9.819121447,0.103359173,1.033591731,4.031007752,5.236864772,3.410852713,6.063738157,9.47459087,2.85960379,1.240310078,0.792420327,2.583979328,1.860465116,14.05684755,0.457142857143,0.494736842105,0.1,0.769736842105,0.461904761905,53.4199224887,0.0952380952381,0.48253968254
Devin Green,123,3835,612,1355,464,928,148,427,385,523,0,0,767,275,168,68,0,0,1757,0.0,7.7,7.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.383311604,14.13298566,4.839634941,9.679269883,1.543676662,4.453715776,4.015645372,5.455019557,0.0,0.0,8.0,2.868318123,1.752281617,0.709256845,0.0,0.0,18.32594524,0.451660516605,0.5,0.346604215457,0.736137667304,0.506273062731,55.4216715454,0.315129151292,0.385977859779
Devin Harris,96,3356,438,980,251,481,187,499,362,465,0,0,391,295,164,40,0,0,1425,0.0,9.8,7.8,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220500596,11.68057211,2.991656734,5.733015495,2.228843862,5.947556615,4.31466031,5.542312277,0.0,0.0,4.660309893,3.516090584,1.954707986,0.476758045,0.0,0.0,16.98450536,0.44693877551,0.52182952183,0.374749498998,0.778494623656,0.542346938776,60.1468850245,0.509183673469,0.474489795918
Devyn Marble,136,3749,564,1359,430,963,134,396,432,595,118,342,460,397,176,33,232,212,1694,1655.0,8.5,4.8,13.3,19.32904775,3.589757269,10.79666578,7.153720992,21.94889304,2.749213124,0.959375834,12.56940517,24.7770072,4.273272873,1.510136036,5.797732729,6.017604695,14.49986663,4.587890104,10.27473993,1.429714591,4.2251267,4.609229128,6.348359563,1.259002401,3.648973059,4.90797546,4.235796212,1.877834089,0.352093892,2.475326754,2.261936516,18.07415311,0.415011037528,0.446521287643,0.338383838384,0.726050420168,0.464311994113,52.2581441264,0.291390728477,0.437821927888
Dewayne Dedmon,51,1156,153,294,153,290,0,4,54,88,119,206,325,25,48,85,78,157,360,361.0,1.2,2.5,3.6,19.14359862,12.23797578,22.11686851,16.86764706,4.484948097,2.362024221,6.831920415,18.36539792,19.93460208,-0.797750865,5.471020761,4.673269896,5.294117647,10.17301038,5.294117647,10.03460208,0.0,0.138408304,1.868512111,3.044982699,4.117647059,7.128027682,11.24567474,0.865051903,1.660899654,2.941176471,2.698961938,5.432525952,12.4567474,0.520408163265,0.527586206897,0.0,0.613636363636,0.520408163265,54.0995431594,0.0136054421769,0.299319727891
Dexter Pittman,34,648,140,214,140,214,0,0,75,135,101,98,199,17,12,63,60,90,355,333.0,2.1,1.3,3.4,27.6,16.6,15.3,15.9,5.1,1.0,8.9,17.7,23.6,0.0,0.0,0.0,8.641975309,13.20987654,8.641975309,13.20987654,0.0,0.0,4.62962963,8.333333333,6.234567901,6.049382716,12.28395062,1.049382716,0.740740741,3.888888889,3.703703704,5.555555556,21.91358025,0.654205607477,0.654205607477,0.0,0.555555555556,0.654205607477,64.923189466,0.0,0.630841121495
Deyonta Davis,35,650,119,199,119,199,0,0,23,38,72,119,191,26,9,64,30,80,261,242.0,1.7,1.6,3.3,23.9,13.5,19.0,16.5,7.5,0.8,10.2,12.1,19.2,3.2,7.5,10.8,7.323076923,12.24615385,7.323076923,12.24615385,0.0,0.0,1.415384615,2.338461538,4.430769231,7.323076923,11.75384615,1.6,0.553846154,3.938461538,1.846153846,4.923076923,16.06153846,0.597989949749,0.597989949749,0.0,0.605263157895,0.597989949749,60.4950862229,0.0,0.190954773869
Diamond Stone,35,807,167,294,167,294,0,0,102,134,77,111,188,15,18,55,53,80,436,408.0,2.6,1.5,4.1,26.6,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,2.4,2.9,5.3,8.277571252,14.57249071,8.277571252,14.57249071,0.0,0.0,5.055762082,6.641883519,3.816604709,5.501858736,9.318463445,0.743494424,0.892193309,2.726146221,2.627013631,3.965303594,21.61090458,0.568027210884,0.568027210884,0.0,0.761194029851,0.568027210884,61.7633726201,0.0,0.455782312925
Diante Garrett,64,2187,327,776,249,537,78,239,116,152,25,175,200,359,95,14,188,118,848,921.0,3.0,2.8,5.9,15.9136717,1.261179698,8.303109282,4.809007773,32.23447645,2.438820302,0.653726566,19.1698674,22.49597622,1.203109282,0.323914037,1.52702332,5.98079561,14.19295839,4.554183813,9.821673525,1.426611797,4.371284865,2.121627801,2.780064015,0.457247371,3.200731596,3.657978967,6.566072245,1.737540009,0.256058528,3.438500229,2.15820759,15.50983082,0.421391752577,0.463687150838,0.326359832636,0.763157894737,0.471649484536,50.3037205771,0.307989690722,0.19587628866
Dijon Thompson,117,3252,541,1167,408,800,133,367,243,311,0,0,546,239,133,37,0,0,1458,0.0,6.5,3.2,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.654366544,14.35424354,5.018450185,9.840098401,1.635916359,4.514145141,2.988929889,3.825338253,0.0,0.0,6.715867159,2.939729397,1.635916359,0.455104551,0.0,0.0,17.93357934,0.463581833762,0.51,0.362397820163,0.781350482315,0.520565552699,55.9117683151,0.314481576692,0.266495287061
Dion Waiters,71,1445,248,547,179,349,69,198,125,166,30,108,138,142,105,16,78,115,690,642.0,4.4,2.7,7.1,23.3,2.5,8.5,5.5,19.7,4.4,1.3,11.1,25.0,6.0,2.2,8.2,6.865051903,15.14186851,4.955017301,9.660899654,1.910034602,5.480968858,3.460207612,4.595155709,0.830449827,2.989619377,3.820069204,3.930795848,2.906574394,0.442906574,2.15916955,3.183391003,19.10034602,0.453382084095,0.512893982808,0.348484848485,0.753012048193,0.516453382084,55.6415715115,0.36197440585,0.303473491773
Domantas Sabonis,74,1971,384,608,379,594,5,14,229,314,192,502,694,97,39,43,151,219,1002,972.0,7.5,4.7,12.3,27.38158295,12.36727549,26.32328767,20.03272451,9.7152207,1.183409437,2.199543379,16.70898021,23.89010654,4.666362253,3.541248097,8.20761035,7.792998478,12.33891426,7.691527144,12.05479452,0.101471334,0.284119736,4.647387113,6.372399797,3.896499239,10.18772197,14.08422121,1.968543886,0.791476408,0.872653475,3.064434297,4.444444444,20.3348554,0.631578947368,0.638047138047,0.357142857143,0.729299363057,0.635690789474,67.1437761338,0.0230263157895,0.516447368421
Dominic McGuire,86,2153,284,615,260,520,24,95,153,275,0,0,540,172,55,167,0,0,745,0.0,1.4,6.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.276358569,11.42591732,4.830469113,9.660938226,0.445889457,1.764979099,2.842545286,5.109150023,0.0,0.0,10.03251277,3.195541105,1.021830005,3.102647469,0.0,0.0,13.84115188,0.461788617886,0.5,0.252631578947,0.556363636364,0.481300813008,50.6114130435,0.154471544715,0.447154471545
Dominique Jones,33,1224,222,493,170,326,52,167,209,282,37,164,201,120,56,19,97,93,705,669.0,4.3,1.9,6.2,26.6,3.6,14.9,9.4,24.4,2.8,1.6,13.4,30.8,0.0,0.0,0.0,7.254901961,16.11111111,5.555555556,10.65359477,1.699346405,5.45751634,6.830065359,9.215686275,1.209150327,5.359477124,6.568627451,3.921568627,1.830065359,0.620915033,3.169934641,3.039215686,23.03921569,0.450304259635,0.521472392638,0.311377245509,0.741134751773,0.503042596349,57.1238737279,0.338742393509,0.57200811359
Donald Sloan,34,1130,200,450,153,321,47,129,157,204,23,99,122,79,22,2,80,56,604,552.0,3.1,1.5,4.6,20.2,2.3,9.9,6.1,16.8,1.2,0.2,12.8,28.3,0.0,0.0,0.0,7.079646018,15.92920354,5.415929204,11.36283186,1.663716814,4.566371681,5.557522124,7.221238938,0.814159292,3.504424779,4.318584071,2.796460177,0.778761062,0.07079646,2.831858407,1.982300885,21.38053097,0.444444444444,0.476635514019,0.364341085271,0.769607843137,0.496666666667,55.950792945,0.286666666667,0.453333333333
Donell Taylor,65,1505,267,565,205,383,62,182,156,213,0,0,242,156,114,23,0,0,752,0.0,3.6,3.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.096345515,15.0166113,5.448504983,10.17940199,1.647840532,4.837209302,4.146179402,5.661129568,0.0,0.0,6.431893688,4.146179402,3.029900332,0.611295681,0.0,0.0,19.98671096,0.472566371681,0.535248041775,0.340659340659,0.732394366197,0.527433628319,57.0803983483,0.322123893805,0.376991150442
Donnell Harvey,37,746,144,284,144,283,0,1,86,141,0,0,258,37,27,31,0,101,374,0.0,1.3,2.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,7.721179625,15.22788204,7.721179625,15.17426273,0.0,0.053619303,4.611260054,7.560321716,0.0,0.0,13.83378016,1.983914209,1.44772118,1.662198391,0.0,5.415549598,20.0536193,0.507042253521,0.508833922261,0.0,0.609929078014,0.507042253521,54.0399953763,0.00352112676056,0.496478873239
Donte Greene,35,1253,218,521,128,260,90,261,94,133,0,0,251,71,45,57,91,0,620,0.0,1.9,2.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,6.959297686,16.632083,4.086193136,8.300079808,2.873104549,8.332003192,3.000798085,4.245810056,0.0,0.0,8.012769354,2.266560255,1.436552275,1.819632881,2.905027933,0.0,19.792498,0.418426103647,0.492307692308,0.344827586207,0.706766917293,0.504798464491,53.4925455549,0.500959692898,0.25527831094
Dontell Jefferson,62,1225,72,185,54,120,18,65,63,94,0,0,159,205,68,17,0,0,225,0.0,0.5,2.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351020408,6.040816327,1.763265306,3.918367347,0.587755102,2.12244898,2.057142857,3.069387755,0.0,0.0,5.191836735,6.693877551,2.220408163,0.555102041,0.0,0.0,7.346938776,0.389189189189,0.45,0.276923076923,0.670212765957,0.437837837838,49.6995935678,0.351351351351,0.508108108108
Dorian Finney-Smith,134,3834,480,1169,295,657,185,512,284,432,347,606,953,256,105,92,240,321,1429,1475.0,6.8,7.7,14.6,36.83416754,22.30448384,37.31188738,29.71449426,29.62516511,3.097984011,4.925165102,30.28220369,45.19697602,7.777789364,8.981543274,16.75933264,5.007824726,12.1961398,3.077725613,6.854460094,1.930099113,5.341679708,2.962962963,4.507042254,3.620239958,6.322378717,9.942618675,2.670839854,1.095461659,0.959833073,2.503912363,3.348982786,14.90871153,0.410607356715,0.44901065449,0.361328125,0.657407407407,0.489734816082,52.5723283398,0.437981180496,0.369546621044
Doron Lamb,78,2327,336,693,192,390,144,303,202,249,34,149,183,122,41,8,94,157,1018,899.0,8.1,2.8,10.9,19.01469703,1.777954448,6.995530726,4.544091104,9.958143532,1.038977224,0.385302965,10.39712076,19.88530297,6.82939407,-0.061022776,6.822045552,5.775676837,11.91233348,3.300386764,6.703910615,2.475290073,5.208422862,3.472281908,4.280189085,0.584443489,2.561237645,3.145681135,2.097120756,0.70477009,0.137516115,1.615814353,2.69875376,17.49892566,0.484848484848,0.492307692308,0.475247524752,0.81124497992,0.588744588745,63.4220494418,0.437229437229,0.359307359307
Doug McDermott,145,4569,1141,2075,867,1477,274,598,594,715,281,807,1088,194,34,14,321,265,3150,2684.0,21.6,5.3,26.8,30.23026921,8.186101992,20.69610418,14.88093675,10.44528343,0.448894725,0.348194353,12.02317794,32.31216896,7.97975487,-1.466031954,6.512322171,9.989056686,18.16590063,7.590282337,12.93061939,2.398774349,5.235281243,5.20026264,6.259575399,2.460056905,7.065003283,9.525060188,1.698402276,0.297658131,0.122565113,2.810242942,2.319982491,27.57715036,0.549879518072,0.587000677048,0.458193979933,0.830769230769,0.615903614458,65.9106126548,0.288192771084,0.344578313253
Draymond Green,108,3197,498,1082,407,831,91,251,308,443,244,730,974,394,159,107,253,330,1395,1469.0,8.9,8.1,17.0,25.25470754,9.442164529,26.01867376,17.89787301,26.3723178,3.109978104,3.825086018,16.27491398,24.4546137,4.047607132,4.934532374,8.982139506,6.230841414,13.53769159,5.092274007,10.39724742,1.138567407,3.140444166,3.853612762,5.542696278,3.052862058,9.133562715,12.18642477,4.92962152,1.98936503,1.338755083,3.165467626,4.128870816,17.453863,0.460258780037,0.489771359807,0.362549800797,0.695259593679,0.502310536044,54.6236255991,0.231977818854,0.409426987061
Drew Gooden,98,2566,594,1205,575,1143,19,62,319,457,0,0,905,156,104,107,251,241,1526,0.0,5.2,8.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.259547935,18.78409977,8.963367108,17.81761496,0.296180826,0.966484801,4.972720187,7.123928293,0.0,0.0,14.10756041,2.431800468,1.621200312,1.667965705,3.912704599,3.756819953,23.78799688,0.492946058091,0.503062117235,0.306451612903,0.698030634573,0.500829875519,54.2643377333,0.0514522821577,0.379253112033
