Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB_PCT,DRB_PCT,TRB_PCT,AST_PCT,STL_PCT,BLK_PCT,TOV_PCT,USG_PCT,OBPM,DBPM,BPM,FG_PER_40,FGA_PER_40,2P_PER_40,2PA_PER_40,3P_PER_40,3PA_PER_40,FT_PER_40,FTA_PER_40,ORB_PER_40,DRB_PER_40,TRB_PER_40,AST_PER_40,STL_PER_40,BLK_PER_40,TOV_PER_40,PF_PER_40,PTS_PER_40,FG_PCT,2P_PCT,3P_PCT,FT_PCT,eFG_PCT,TS_PCT,3PAr,FTr
Joey Graham,128,3337,597,1132,526,944,71,188,402,497,0,0,667,210,100,33,0,0,1667,0.0,11.0,5.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.156128259,13.56907402,6.305064429,11.31555289,0.85106383,2.253521127,4.818699431,5.957446809,0.0,0.0,7.995205274,2.517231046,1.19868145,0.395564879,0.0,0.0,19.98201978,0.527385159011,0.557203389831,0.377659574468,0.808853118712,0.558745583039,61.7096573578,0.166077738516,0.439045936396
John Edwards,128,1936,324,583,324,583,0,0,156,239,0,0,429,27,31,179,0,0,804,0.0,4.3,9.2,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.694214876,12.04545455,6.694214876,12.04545455,0.0,0.0,3.223140496,4.938016529,0.0,0.0,8.863636364,0.55785124,0.640495868,3.698347107,0.0,0.0,16.61157025,0.555746140652,0.555746140652,0.0,0.652719665272,0.555746140652,58.4166472913,0.0,0.409948542024
John Henson,109,2594,475,955,470,931,5,24,169,349,269,617,886,108,69,277,166,159,1124,1067.0,4.1,6.6,10.8,23.28662298,10.79471858,24.33538936,17.60497301,7.838936006,1.454394757,10.33993832,13.04475713,22.65809561,0.666653817,6.650269854,7.31692367,7.32459522,14.72629144,7.247494217,14.35620663,0.077101002,0.370084811,2.606013878,5.381649961,4.148033924,9.514263685,13.66229761,1.66538165,1.063993832,4.271395528,2.559753277,2.451811874,17.33230532,0.497382198953,0.504833512352,0.208333333333,0.484240687679,0.5,50.6963989319,0.0251308900524,0.365445026178
John Jenkins,98,2998,516,1102,210,403,306,699,320,374,41,224,265,111,67,27,130,122,1658,1389.0,12.5,3.0,15.5,22.77018012,1.667945297,8.322014676,5.203702468,8.203702468,1.274049366,0.889426284,8.999366244,23.25700467,5.914743162,-0.418112075,5.496631087,6.884589726,14.70313542,2.801867912,5.376917945,4.082721815,9.326217478,4.269513009,4.989993329,0.547031354,2.988659106,3.53569046,1.480987325,0.893929286,0.36024016,1.73448966,1.627751835,22.12141428,0.468239564428,0.521091811414,0.437768240343,0.855614973262,0.607078039927,65.4528802425,0.634301270417,0.339382940109
John Lucas III,126,4379,665,1494,384,761,281,733,266,306,0,0,321,535,154,1,0,0,1877,0.0,10.2,4.4,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.074446221,13.64695136,3.507650148,6.951358758,2.566796072,6.695592601,2.429778488,2.795158712,0.0,0.0,2.932176296,4.886960493,1.406713862,0.009134506,0.0,0.0,17.145467,0.445113788487,0.504599211564,0.383356070941,0.869281045752,0.539156626506,57.6247666765,0.4906291834,0.204819277108
John Salmons,124,3814,444,953,358,685,86,268,313,389,0,0,687,433,192,81,321,316,1287,0.0,7.1,9.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.656528579,9.994756162,3.754588359,7.184058731,0.90194022,2.810697431,3.282642895,4.079706345,0.0,0.0,7.205034085,4.541164132,2.01363398,0.849501835,3.36654431,3.314105926,13.49764027,0.465897166842,0.522627737226,0.320895522388,0.804627249357,0.511017838405,57.2427412468,0.281217208814,0.408184679958
John Wall,37,1288,202,438,165,324,37,114,175,232,30,129,159,241,66,19,149,72,616,669.0,3.7,2.6,6.3,22.3,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,0.0,0.0,0.0,6.273291925,13.60248447,5.124223602,10.0621118,1.149068323,3.540372671,5.434782609,7.204968944,0.931677019,4.00621118,4.937888199,7.48447205,2.049689441,0.590062112,4.627329193,2.236024845,19.13043478,0.461187214612,0.509259259259,0.324561403509,0.754310344828,0.503424657534,57.0285883573,0.260273972603,0.529680365297
Johnny O'Bryant,91,2465,446,956,440,929,6,27,257,415,277,425,702,115,47,72,267,255,1155,1133.0,1.9,3.8,5.8,17.68255578,12.14361055,20.69411765,16.20953347,10.3851927,1.121703854,2.912170385,18.92454361,28.12028398,-1.411764706,1.165922921,-0.245841785,7.237322515,15.51318458,7.139959432,15.07505071,0.097363083,0.438133874,4.170385396,6.734279919,4.494929006,6.896551724,11.39148073,1.866125761,0.762677485,1.168356998,4.332657201,4.137931034,18.74239351,0.466527196653,0.473627556512,0.222222222222,0.619277108434,0.469665271967,50.7201826805,0.0282426778243,0.43410041841
Jon Leuer,58,1830,369,755,297,563,72,192,180,227,92,293,385,95,30,62,78,125,990,890.0,7.5,3.2,10.7,29.50912568,6.362240437,20.98174863,13.41535519,14.10704918,1.186721311,4.40704918,7.817431694,29.4195082,2.378852459,0.717431694,3.134043716,8.06557377,16.50273224,6.491803279,12.30601093,1.573770492,4.196721311,3.93442623,4.961748634,2.010928962,6.404371585,8.415300546,2.076502732,0.655737705,1.355191257,1.704918033,2.732240437,21.63934426,0.488741721854,0.527531083481,0.375,0.79295154185,0.53642384106,57.9028635598,0.254304635762,0.300662251656
Jonathon Simmons,30,902,154,301,122,218,32,83,101,141,42,107,149,65,21,11,100,75,441,415.0,2.0,0.6,2.6,19.5,5.6,13.9,9.8,14.9,1.4,1.2,21.4,26.1,2.7,-1.7,1.0,6.829268293,13.3481153,5.410199557,9.667405765,1.419068736,3.680709534,4.478935698,6.252771619,1.862527716,4.745011086,6.607538803,2.88248337,0.931263858,0.487804878,4.4345898,3.32594235,19.55654102,0.511627906977,0.559633027523,0.385542168675,0.716312056738,0.564784053156,60.7371088585,0.275747508306,0.468438538206
Jordan Adams,69,2081,373,798,275,502,98,296,287,342,88,231,319,142,168,17,94,147,1131,1041.0,7.4,3.8,11.2,26.09173474,5.051705911,12.6679481,8.863815473,13.06780394,4.615953868,0.840028832,8.871936569,25.29985584,7.979913503,2.963959635,10.94387314,7.169629986,15.33877943,5.285920231,9.649207112,1.883709755,5.689572321,5.516578568,6.573762614,1.691494474,4.440172994,6.131667468,2.729456992,3.229216723,0.326765978,1.806823642,2.825564632,21.73954829,0.467418546366,0.54780876494,0.331081081081,0.83918128655,0.528822055138,59.6217105263,0.370927318296,0.428571428571
Jordan Clarkson,93,2952,473,1075,378,780,95,295,392,487,74,236,310,249,87,26,254,211,1433,1389.0,6.9,3.2,10.1,38.57308585,6.749187935,19.31531323,13.21531323,40.05614849,3.561020882,2.261020882,32.28445476,55.68306265,6.29675174,-0.111832947,6.184918794,6.409214092,14.56639566,5.12195122,10.56910569,1.287262873,3.997289973,5.311653117,6.598915989,1.002710027,3.197831978,4.200542005,3.37398374,1.178861789,0.352303523,3.441734417,2.859078591,19.41734417,0.44,0.484615384615,0.322033898305,0.804928131417,0.484186046512,55.573653512,0.274418604651,0.453023255814
Jordan Crawford,35,1147,260,563,181,361,79,202,119,154,34,132,166,101,47,7,85,57,718,654.0,4.1,1.8,5.9,25.4,3.4,12.0,7.9,20.1,2.4,0.6,11.8,30.8,0.0,0.0,0.0,9.067131648,19.63382738,6.31211857,12.58936356,2.755013078,7.044463819,4.149956408,5.370531822,1.185701831,4.60331299,5.789014821,3.522231909,1.639058413,0.244115083,2.964254577,1.987794246,25.03923278,0.461811722913,0.501385041551,0.391089108911,0.772727272727,0.531971580817,56.9154670556,0.358792184725,0.273534635879
Jordan Farmar,66,2122,292,712,195,421,97,291,200,263,0,0,196,342,82,12,0,0,881,0.0,3.3,3.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.504241282,13.42130066,3.675777568,7.935909519,1.828463713,5.48539114,3.770028275,4.957587182,0.0,0.0,3.69462771,6.446748351,1.545711593,0.226201697,0.0,0.0,16.60697455,0.410112359551,0.463182897862,0.333333333333,0.760456273764,0.478230337079,53.2184796791,0.408707865169,0.369382022472
Jordan Hamilton,70,1835,366,852,218,459,148,393,132,186,106,296,402,126,58,35,124,107,1012,928.0,5.5,3.9,9.4,23.3,6.4,16.8,11.7,14.2,1.8,1.8,11.7,27.7,7.2,3.3,10.4,7.978201635,18.57220708,4.752043597,10.00544959,3.226158038,8.566757493,2.877384196,4.054495913,2.310626703,6.452316076,8.762942779,2.746594005,1.264305177,0.762942779,2.702997275,2.332425068,22.0599455,0.429577464789,0.474945533769,0.376590330789,0.709677419355,0.516431924883,54.18487107,0.461267605634,0.218309859155
Jordan McRae,114,3088,496,1190,317,668,179,522,350,455,75,296,371,209,73,97,225,218,1521,1393.0,7.6,4.4,12.0,20.0,2.9,11.7,7.2,15.7,1.5,3.3,13.8,27.8,4.4,1.5,5.9,6.424870466,15.41450777,4.106217617,8.652849741,2.31865285,6.761658031,4.533678756,5.893782383,0.971502591,3.834196891,4.805699482,2.707253886,0.945595855,1.256476684,2.914507772,2.823834197,19.70207254,0.416806722689,0.474550898204,0.342911877395,0.769230769231,0.492016806723,54.704359085,0.438655462185,0.382352941176
Jordan Mickey,65,2197,363,701,362,687,1,14,186,278,176,399,575,76,50,218,179,155,913,861.0,2.8,4.6,7.5,20.76513427,9.023896222,18.81274465,14.06991352,6.96035503,1.303186163,9.403186163,17.66194811,22.49062358,-0.455575785,6.004779244,5.549203459,6.609012289,12.76285844,6.590805644,12.50796541,0.018206645,0.254893036,3.386436049,5.061447428,3.204369595,7.264451525,10.46882112,1.383705052,0.910332271,3.969048703,3.258989531,2.822030041,16.62266727,0.517831669044,0.5269286754,0.0714285714286,0.669064748201,0.518544935806,55.4462420444,0.0199714693295,0.396576319544
Jordan Williams,66,1890,339,642,339,642,0,0,195,349,215,457,672,28,47,77,84,170,873,818.0,4.9,4.4,9.3,23.2,12.8,24.8,19.0,2.8,1.4,3.9,9.4,22.5,2.0,3.1,5.1,7.174603175,13.58730159,7.174603175,13.58730159,0.0,0.0,4.126984127,7.386243386,4.55026455,9.671957672,14.22222222,0.592592593,0.994708995,1.62962963,1.777777778,3.597883598,18.47619048,0.528037383178,0.528037383178,0.0,0.558739255014,0.528037383178,54.8670119161,0.0,0.543613707165
Jorge Gutierrez,96,2807,355,833,278,609,77,224,289,385,72,315,387,365,120,14,222,240,1076,1138.0,5.2,4.1,9.3,16.43534022,3.493801211,13.77648735,8.789811186,24.1646954,2.49433559,0.452012825,18.67338796,21.24260777,2.124118276,1.765906662,3.890024938,5.058781617,11.87032419,3.96152476,8.678304239,1.097256858,3.19201995,4.118275739,5.486284289,1.026006413,4.488778055,5.514784467,5.201282508,1.710010688,0.199501247,3.163519772,3.420021375,15.33309583,0.426170468187,0.456486042693,0.34375,0.750649350649,0.472388955582,53.671189146,0.268907563025,0.46218487395
Joseph Forte,69,2340,479,1055,368,753,111,302,221,273,0,0,399,210,121,27,169,138,1290,0.0,5.3,3.5,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,8.188034188,18.03418803,6.290598291,12.87179487,1.897435897,5.162393162,3.777777778,4.666666667,0.0,0.0,6.820512821,3.58974359,2.068376068,0.461538462,2.888888889,2.358974359,22.05128205,0.454028436019,0.488711819389,0.367549668874,0.809523809524,0.50663507109,54.8880114371,0.286255924171,0.258767772512
Josh Boone,103,2672,382,661,382,661,0,0,195,349,0,0,718,84,53,222,0,0,959,0.0,5.1,9.1,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.718562874,9.895209581,5.718562874,9.895209581,0.0,0.0,2.919161677,5.224550898,0.0,0.0,10.74850299,1.25748503,0.793413174,3.323353293,0.0,0.0,14.35628743,0.57791225416,0.57791225416,0.0,0.558739255014,0.57791225416,58.866136319,0.0,0.527987897126
Josh Childress,86,2458,86,881,282,571,4,310,185,245,0,0,583,155,77,95,0,0,1061,0.0,3.9,7.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399511798,14.33685924,4.589096827,9.292107404,0.065093572,5.044751831,3.010577705,3.986981286,0.0,0.0,9.48738812,2.522375915,1.253051261,1.545972335,0.0,0.0,17.26606998,0.0976163450624,0.493870402802,0.0129032258065,0.755102040816,0.099886492622,53.6508899676,0.351872871737,0.27809307605
Josh Davis,119,3131,560,1126,496,896,64,230,255,397,0,0,956,167,140,173,0,0,1439,0.0,5.9,10.4,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154263813,14.38518045,6.336633663,11.4468221,0.81763015,2.938358352,3.257745129,5.071862025,0.0,0.0,12.21335037,2.133503673,1.788565953,2.2101565,0.0,0.0,18.38390291,0.497335701599,0.553571428571,0.278260869565,0.642317380353,0.525754884547,55.3172186856,0.204262877442,0.352575488455
Josh Harrellson,60,1171,139,234,135,220,4,14,35,58,149,207,356,30,37,64,34,99,317,350.0,3.3,2.5,5.8,17.12083689,11.96302306,20.47224594,16.54508967,0.383262169,1.352604611,7.789581554,17.63637916,17.40170794,0.405807003,0.45089667,0.856703672,4.748078565,7.993168232,4.611443211,7.514944492,0.136635354,0.47822374,1.195559351,1.981212639,5.089666951,7.07087959,12.16054654,1.024765158,1.263877028,2.18616567,1.161400512,3.381725021,10.82835184,0.594017094017,0.613636363636,0.285714285714,0.603448275862,0.602564102564,61.0742909988,0.0598290598291,0.247863247863
Josh Howard,127,3536,645,1335,536,1026,109,309,362,511,0,0,836,239,215,143,275,373,1761,0.0,8.1,10.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,7.296380091,15.10180995,6.063348416,11.60633484,1.233031674,3.495475113,4.095022624,5.780542986,0.0,0.0,9.457013575,2.70361991,2.432126697,1.617647059,3.110859729,4.219457014,19.92081448,0.483146067416,0.522417153996,0.352750809061,0.708414872798,0.523970037453,56.4480972407,0.231460674157,0.382771535581
Josh Huestis,135,3376,392,870,326,663,66,207,169,277,292,542,834,113,67,190,125,230,1019,1056.0,5.5,6.1,11.6,17.20947867,9.97707346,19.65835308,14.61990521,7.056753555,1.213388626,5.908175355,11.1214455,16.65065166,1.37985782,5.173637441,6.561670616,4.644549763,10.30805687,3.862559242,7.855450237,0.781990521,2.452606635,2.002369668,3.281990521,3.45971564,6.421800948,9.881516588,1.338862559,0.793838863,2.251184834,1.481042654,2.725118483,12.07345972,0.450574712644,0.491704374057,0.31884057971,0.610108303249,0.488505747126,51.367100859,0.237931034483,0.318390804598
Josh McRoberts,69,2047,279,517,269,481,10,36,174,262,0,0,449,167,80,128,0,0,742,0.0,4.0,6.2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.451880801,10.10258915,5.256472887,9.399120664,0.195407914,0.70346849,3.400097704,5.119687347,0.0,0.0,8.77381534,3.263312164,1.563263312,2.501221299,0.0,0.0,14.49926722,0.539651837524,0.559251559252,0.277777777778,0.664122137405,0.549323017408,58.676535712,0.0696324951644,0.506769825919
Josh Powell,65,1500,239,432,228,394,11,38,140,192,0,0,294,62,32,71,0,0,629,0.0,4.0,3.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.373333333,11.52,6.08,10.50666667,0.293333333,1.013333333,3.733333333,5.12,0.0,0.0,7.84,1.653333333,0.853333333,1.893333333,0.0,0.0,16.77333333,0.553240740741,0.578680203046,0.289473684211,0.729166666667,0.565972222222,60.8929677819,0.087962962963,0.444444444444
Josh Richardson,136,3842,458,1005,360,697,98,308,238,314,116,323,439,246,147,88,209,301,1252,1211.0,6.8,5.3,12.1,16.13630921,3.66405518,10.80937012,7.118662155,14.37727746,2.471082769,2.539953149,15.77550755,18.91821968,2.992373764,2.946642374,5.939016137,4.768349818,10.46330036,3.748047892,7.256637168,1.020301926,3.206663196,2.477876106,3.269130661,1.207704321,3.362831858,4.570536179,2.561166059,1.530452889,0.916189485,2.175950026,3.133784487,13.03487767,0.455721393035,0.51649928264,0.318181818182,0.757961783439,0.50447761194,54.7604884706,0.306467661692,0.312437810945
Josh Selby,26,530,72,193,38,99,34,94,28,37,10,48,58,56,21,1,53,44,206,205.0,0.4,0.9,1.3,11.9,2.4,9.7,6.3,17.8,2.3,0.2,20.1,24.4,0.9,1.9,2.8,5.433962264,14.56603774,2.867924528,7.471698113,2.566037736,7.094339623,2.113207547,2.79245283,0.754716981,3.622641509,4.377358491,4.226415094,1.58490566,0.075471698,4.0,3.320754717,15.54716981,0.373056994819,0.383838383838,0.36170212766,0.756756756757,0.461139896373,49.2163608563,0.487046632124,0.19170984456
Juan Dixon,141,4002,802,1713,563,1098,239,615,426,501,0,0,599,371,333,26,355,283,2269,0.0,12.2,8.4,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,8.015992004,17.12143928,5.627186407,10.97451274,2.388805597,6.146926537,4.257871064,5.007496252,0.0,0.0,5.987006497,3.708145927,3.328335832,0.259870065,3.548225887,2.828585707,22.67866067,0.468184471687,0.512750455373,0.388617886179,0.850299401198,0.537945125511,58.6777970871,0.359019264448,0.292469352014
Julian Wright,71,1711,314,566,311,550,3,16,107,181,0,0,450,142,86,91,0,0,738,0.0,3.7,7.1,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.340736411,13.23202805,7.270601987,12.85797779,0.070134424,0.374050263,2.501461134,4.2314436,0.0,0.0,10.52016365,3.319696084,2.010520164,2.127410871,0.0,0.0,17.25306838,0.554770318021,0.565454545455,0.1875,0.591160220994,0.5574204947,57.1525927762,0.0282685512367,0.319787985866
Julius Hodge,129,4258,665,1407,551,1060,114,347,596,784,0,0,773,454,161,82,0,0,2040,0.0,11.3,7.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.247064349,13.21747299,5.176139032,9.957726632,1.070925317,3.25974636,5.59887271,7.364960075,0.0,0.0,7.261625176,4.264913105,1.512447158,0.770314702,0.0,0.0,19.16392673,0.47263681592,0.519811320755,0.328530259366,0.760204081633,0.513148542999,58.2205073175,0.246624022743,0.557213930348
Julius Randle,40,1233,196,391,193,373,3,18,204,289,139,277,416,57,20,31,101,91,599,599.0,3.5,2.4,5.9,24.5,13.3,24.7,19.2,10.0,1.0,2.6,16.1,25.4,4.2,3.0,7.1,6.358475264,12.68450933,6.261151663,12.10056772,0.097323601,0.583941606,6.618004866,9.375506894,4.509326845,8.98621249,13.49553934,1.849148418,0.648824006,1.00567721,3.276561233,2.95214923,19.43227899,0.501278772379,0.517426273458,0.166666666667,0.705882352941,0.505115089514,57.8006793268,0.0460358056266,0.739130434783
Julyan Stone,68,2294,167,351,139,250,28,101,137,231,52,378,430,364,104,36,133,156,499,652.0,3.6,5.4,9.0,16.28234525,2.749607672,17.92659111,10.73809939,27.79463819,2.621229294,1.811508282,22.42022668,13.34603313,1.393853531,2.843461203,4.237314734,2.911944202,6.120313862,2.423714037,4.359197908,0.488230166,1.761115955,2.388840453,4.027898867,0.906713165,6.591107236,7.497820401,6.346992153,1.81342633,0.627724499,2.319093287,2.720139494,8.700959024,0.475783475783,0.556,0.277227722772,0.593073593074,0.51566951567,55.121067515,0.287749287749,0.65811965812
Justin Anderson,98,2364,288,669,191,397,97,272,200,266,75,266,341,180,60,84,125,137,873,847.0,5.2,5.6,10.8,19.39568528,4.167301184,13.95528765,9.174323181,16.38011844,1.658714044,4.287732657,13.65638748,22.3571912,3.844923858,5.112309645,8.88785956,4.873096447,11.31979695,3.231810491,6.717428088,1.641285956,4.602368866,3.384094755,4.500846024,1.269035533,4.500846024,5.769881557,3.045685279,1.015228426,1.421319797,2.115059222,2.318104907,14.7715736,0.430493273543,0.481108312343,0.356617647059,0.751879699248,0.502989536622,55.5315251132,0.406576980568,0.397608370703
Justin Hamilton,64,1653,232,440,229,428,3,12,156,207,192,213,405,40,33,76,87,154,623,610.0,4.2,2.6,6.8,40.7,25.7,30.6,27.9,9.9,2.2,9.5,29.3,36.2,2.8,3.6,6.5,5.614035088,10.64730793,5.541439806,10.3569268,0.072595281,0.290381125,3.774954628,5.00907441,4.646098004,5.154264973,9.800362976,0.967937084,0.798548094,1.83908046,2.105263158,3.726557774,15.07562008,0.527272727273,0.535046728972,0.25,0.753623188406,0.530681818182,58.6540634179,0.0272727272727,0.470454545455
Justin Harper,72,2052,385,749,266,455,119,294,143,190,119,326,445,78,50,77,104,164,1032,910.0,6.8,4.1,10.9,24.69444444,7.303703704,17.50925926,12.62777778,8.957407407,1.601851852,3.885185185,11.57962963,24.67592593,3.151851852,0.638888889,3.790740741,7.504873294,14.60038986,5.185185185,8.869395712,2.319688109,5.730994152,2.787524366,3.703703704,2.319688109,6.354775828,8.674463938,1.520467836,0.974658869,1.500974659,2.027290448,3.196881092,20.11695906,0.514018691589,0.584615384615,0.404761904762,0.752631578947,0.593457943925,61.9745375931,0.392523364486,0.253671562083
Justin Holiday,69,1744,217,484,160,323,57,161,76,97,122,212,334,137,75,48,83,130,567,592.0,3.6,3.0,6.6,17.02861239,7.90733945,13.39696101,10.68050459,13.25063073,2.413417431,2.643291284,13.40303899,15.94202982,2.337729358,1.904816514,4.242545872,4.97706422,11.10091743,3.669724771,7.408256881,1.30733945,3.69266055,1.743119266,2.224770642,2.798165138,4.862385321,7.660550459,3.142201835,1.720183486,1.100917431,1.903669725,2.981651376,13.00458716,0.448347107438,0.495356037152,0.354037267081,0.783505154639,0.507231404959,53.8277511962,0.332644628099,0.20041322314
Justin Reed,122,3496,679,1425,634,1267,45,158,382,540,0,0,766,132,123,89,0,0,1785,0.0,6.6,7.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.768878719,16.30434783,7.254004577,14.49656751,0.514874142,1.80778032,4.370709382,6.178489703,0.0,0.0,8.76430206,1.510297483,1.407322654,1.018306636,0.0,0.0,20.42334096,0.47649122807,0.500394632991,0.284810126582,0.707407407407,0.492280701754,53.6809815951,0.110877192982,0.378947368421
Justin Williams,58,1559,218,405,218,404,0,1,147,256,0,0,507,34,25,244,0,0,583,0.0,2.7,5.3,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.593329057,10.39127646,5.593329057,10.36561899,0.0,0.025657473,3.771648493,6.568313021,0.0,0.0,13.00833868,0.872354073,0.641436818,6.260423348,0.0,0.0,14.95830661,0.538271604938,0.539603960396,0.0,0.57421875,0.538271604938,56.3132679082,0.00246913580247,0.632098765432
Justise Winslow,39,1135,173,356,127,246,46,110,100,156,49,203,252,82,52,34,71,108,492,473.0,3.1,2.5,5.5,22.3,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,5.1,5.3,10.4,6.0969163,12.54625551,4.475770925,8.669603524,1.621145374,3.876651982,3.524229075,5.497797357,1.726872247,7.154185022,8.881057269,2.889867841,1.832599119,1.198237885,2.502202643,3.806167401,17.33920705,0.48595505618,0.516260162602,0.418181818182,0.641025641026,0.550561797753,57.9314242653,0.308988764045,0.438202247191
K.J. McDaniels,94,2287,362,804,281,545,81,259,230,300,170,280,450,85,83,178,140,168,1035,975.0,5.6,5.1,10.6,22.23891561,10.90065588,12.41202449,11.70520332,6.648491474,2.328858767,7.955793616,11.62343682,23.86856143,2.319545256,4.101268037,6.387101006,6.331438566,14.06209007,4.914735461,9.532138172,1.416703105,4.529951902,4.02273721,5.247048535,2.973327503,4.8972453,7.870572803,1.486663752,1.451683428,3.113248798,2.44862265,2.93834718,18.10231745,0.450248756219,0.515596330275,0.312741312741,0.766666666667,0.500621890547,55.2884615385,0.322139303483,0.373134328358
Kalin Lucas,67,2163,359,817,271,582,88,235,262,329,38,97,135,245,75,4,167,121,1068,1016.0,6.0,2.2,8.1,19.36472492,2.074803514,5.135275081,3.605039297,24.69708738,2.137401757,0.2,14.66472492,26.86047157,2.415903837,-0.36763754,2.048266297,6.638927416,15.1086454,5.011558021,10.7628294,1.627369394,4.345815996,4.845122515,6.084142395,0.702727693,1.793804901,2.496532594,4.530744337,1.386962552,0.073971336,3.088303282,2.237632917,19.75034674,0.4394124847,0.465635738832,0.374468085106,0.796352583587,0.493268053856,55.523207453,0.287637698898,0.402692778458
Kaniel Dickens,55,1223,184,381,171,344,13,37,133,211,0,0,316,34,47,39,112,150,514,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,6.017988553,12.46116108,5.592804579,11.25102208,0.425183974,1.210139002,4.349959117,6.90106296,0.0,0.0,10.33524121,1.112019624,1.537203598,1.275551922,3.663123467,4.905968929,16.8111202,0.482939632546,0.497093023256,0.351351351351,0.630331753555,0.5,54.237717373,0.0971128608924,0.553805774278
Kareem Rush,84,2536,550,1235,324,699,226,536,258,332,0,0,456,174,102,47,233,194,1584,0.0,7.9,4.3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,8.675078864,19.47949527,5.110410095,11.02523659,3.56466877,8.454258675,4.069400631,5.23659306,0.0,0.0,7.192429022,2.744479495,1.608832808,0.741324921,3.675078864,3.059936909,24.98422713,0.445344129555,0.463519313305,0.421641791045,0.777108433735,0.536842105263,57.3464245373,0.434008097166,0.268825910931
Karl-Anthony Towns,39,822,145,256,143,248,2,8,109,134,92,169,261,44,18,88,53,115,401,391.0,3.5,2.9,6.4,31.4,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,6.5,10.8,17.3,7.055961071,12.45742092,6.95863747,12.06812652,0.097323601,0.389294404,5.304136253,6.520681265,4.476885645,8.223844282,12.70072993,2.141119221,0.875912409,4.282238443,2.579075426,5.596107056,19.513382,0.56640625,0.576612903226,0.25,0.813432835821,0.5703125,63.6588773178,0.03125,0.5234375
Kasib Powell,67,2392,392,797,382,751,10,46,215,342,0,0,410,274,71,39,0,0,1009,0.0,3.3,5.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.555183946,13.3277592,6.387959866,12.55852843,0.16722408,0.769230769,3.595317726,5.719063545,0.0,0.0,6.856187291,4.581939799,1.18729097,0.652173913,0.0,0.0,16.8729097,0.491844416562,0.508655126498,0.217391304348,0.62865497076,0.498117942284,53.2465065226,0.0577164366374,0.429109159348
Kawhi Leonard,70,2236,377,840,336,676,41,164,195,262,230,486,716,156,98,45,153,174,990,1015.0,6.1,5.7,11.8,24.92969589,12.58962433,24.9627907,18.95241503,14.42969589,2.747584973,2.233094812,13.82271914,26.02969589,2.044186047,2.725581395,4.769767442,6.744186047,15.02683363,6.010733453,12.09302326,0.733452594,2.933810376,3.488372093,4.686940966,4.114490161,8.694096601,12.80858676,2.790697674,1.75313059,0.805008945,2.737030411,3.112701252,17.71019678,0.44880952381,0.497041420118,0.25,0.74427480916,0.473214285714,51.8172682355,0.195238095238,0.311904761905
