Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36
Stephen Graham,23,TOT,NBA,2005-06,22,0,175,21,54,19,44,2,10,14,15,5,22,27,7,5,2,13,31,58,0.388888889,0.431818182,0.2,0.933333333,0.407407407,4.89151450054,10.6723952739,3.73147153598,7.65628356606,1.16004296455,3.01611170784,3.36412459721,4.50483351235,0.0,0.0,5.68421052632,2.84210526316,1.14070891515,0.270676691729,0.0,0.0,14.3071965628
Stephen Zimmerman,20,ORL,NBA,2016-17,19,0,108,10,31,10,31,0,0,3,5,11,24,35,4,2,5,3,17,23,0.322580645,0.322580645,0.0,0.6,0.322580645,5.4,11.3294117647,5.13529411765,10.4294117647,0.264705882353,0.9,3.33529411765,5.34705882353,2.96470588235,9.05294117647,12.0176470588,1.16470588235,0.741176470588,2.7,2.85882352941,4.18235294118,14.4
Steve Blake,23,WAS,NBA,2003-04,75,14,1392,157,407,82,205,75,202,55,67,18,99,117,209,57,7,128,100,444,0.385749386,0.4,0.371287129,0.820895522,0.477886978,3.12172501739,7.77927196847,1.60259680037,3.78947368421,1.51912821702,3.98979828426,1.74449339207,2.26199860886,0.0,0.0,3.8812891259,8.11314630188,1.95316485045,0.31718061674,3.78112682588,2.42058891723,9.50707164387
Steve Goodrich,24,CHI,NBA,2000-01,12,0,133,7,18,6,15,1,3,4,7,7,14,21,6,2,1,8,14,19,0.388888889,0.4,0.333333333,0.571428571,0.416666667,5.53310778154,9.44804253262,4.99371677139,7.9342677622,0.53939101015,1.51377477042,2.64475592073,3.70613823103,0.0,0.0,4.85451909135,2.34896085065,0.800386660222,1.0961817303,3.32334461092,4.22812953117,14.250362494
Steve Novak,23,HOU,NBA,2006-07,35,1,191,18,50,5,11,13,39,2,2,4,22,26,6,5,0,4,21,51,0.36,0.454545455,0.333333333,1.0,0.49,5.13378418112,11.2625698324,1.386650985,3.13319611879,3.74713319612,8.12937371361,2.57218465157,2.76271684799,0.0,0.0,5.54660394002,1.30197000882,0.677447809468,0.0952660982064,0.0,0.0,16.5868862099
Steven Adams,20,OKC,NBA,2013-14,81,20,1197,93,185,93,185,0,0,79,136,142,190,332,43,40,57,71,203,265,0.502702703,0.502702703,0.0,0.580882353,0.502702703,4.80640854473,8.41121495327,4.80640854473,8.41121495327,0.0,0.0,1.48998664887,3.36448598131,4.32576769025,5.43124165554,9.75700934579,0.961281708945,1.00934579439,3.12416555407,1.68224299065,2.49933244326,11.1028037383
Steven Hill,23,OKC,NBA,2008-09,1,0,2,1,1,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,1.0,1.0,0.0,0.0,1.0,3.13953488372,5.33023255814,3.13953488372,5.31627906977,0.0,0.0139534883721,1.15813953488,2.23255813953,0.0,0.0,6.11162790698,0.6,1.2976744186,4.43720930233,0.488372093023,0.0,7.43720930233
Steven Hunter,20,ORL,NBA,2001-02,53,21,516,67,147,67,147,0,0,55,94,40,57,97,5,5,43,16,81,189,0.455782313,0.455782313,0.0,0.585106383,0.455782313,5.84536082474,9.97422680412,5.84536082474,9.92783505155,0.0,0.0463917525773,2.78350515464,4.63917525773,0.0,0.0,6.88917525773,0.556701030928,0.255154639175,2.96907216495,2.34278350515,3.2706185567,14.4742268041
Steven Smith,23,PHI,NBA,2006-07,8,0,28,2,8,2,8,0,0,1,2,1,5,6,0,1,0,2,4,5,0.25,0.25,0.0,0.5,0.25,6.62639937516,14.302525384,5.55792762301,11.0221296537,1.06847175215,3.28039573028,3.8614944025,4.86435824004,0.0,0.0,8.17287164801,1.68706066129,1.20906014059,0.674824264514,0.0,0.0,18.182764905
Stromile Swift,21,VAN,NBA,2000-01,80,6,1312,153,339,153,335,0,4,85,141,109,175,284,28,62,82,64,160,391,0.451327434,0.456716418,0.0,0.602836879,0.451327434,6.83783783784,12.2162162162,6.62162162162,11.3243243243,0.216216216216,0.891891891892,4.24324324324,6.91891891892,0.0,0.0,9.40540540541,1.0,1.75675675676,3.51351351351,3.40540540541,3.54054054054,18.1351351351
T.J. Ford,20,MIL,NBA,2003-04,55,55,1472,153,398,148,377,5,21,80,98,37,140,177,356,60,3,139,123,391,0.384422111,0.392572944,0.238095238,0.816326531,0.390703518,4.66115702479,11.4876033058,4.28099173554,9.81818181818,0.380165289256,1.6694214876,4.39669421488,5.48760330579,0.0,0.0,4.18181818182,8.71074380165,2.28099173554,0.148760330579,3.93388429752,2.87603305785,14.0991735537
T.J. McConnell,23,PHI,NBA,2015-16,81,17,1606,218,464,187,375,31,89,26,41,43,207,250,367,95,10,140,114,493,0.469827586,0.498666667,0.348314607,0.634146341,0.503232759,4.47457627119,9.13627118644,3.35186440678,6.18305084746,1.12271186441,2.95322033898,1.43186440678,1.91186440678,0.764745762712,3.61220338983,4.37694915254,6.10983050847,2.63593220339,0.195254237288,2.28610169492,2.09898305085,11.5037288136
T.J. Warren,21,PHO,NBA,2014-15,40,1,614,113,214,108,193,5,21,14,19,41,44,85,25,18,9,27,51,245,0.528037383,0.559585492,0.238095238,0.736842105,0.539719626,8.71127406049,15.690192484,7.96883593034,13.3308890926,0.742438130156,2.35930339138,3.21723189734,4.91659028414,3.08524289643,3.44821264895,6.53345554537,1.12190650779,1.73235563703,0.593950504125,1.93033913841,2.87076076994,21.3822181485
Tamar Slay,22,NJN,NBA,2002-03,36,0,274,39,103,32,78,7,25,7,10,8,23,31,14,14,3,20,31,92,0.378640777,0.41025641,0.28,0.7,0.412621359,6.87282708143,15.5242451967,4.11710887466,8.3879231473,2.75571820677,7.13632204941,3.17291857274,4.23787740165,0.0,0.0,5.56633119854,2.73376029277,1.55901189387,0.581884720952,3.06312900274,3.16193961574,19.6742909424
Tang Hamilton,23,MIA,NBA,2001-02,9,2,98,10,19,10,18,0,1,0,1,6,12,18,5,4,0,2,10,20,0.526315789,0.555555556,0.0,0.0,0.526315789,6.2296875,12.9234375,4.6125,8.0015625,1.6171875,4.921875,2.53125,3.6421875,0.0,0.0,8.240625,1.1671875,1.125,0.6046875,0.0,0.0,16.6078125
Tarence Kinsey,22,MEM,NBA,2006-07,48,12,967,139,304,126,258,13,46,78,98,29,68,97,41,53,1,46,57,369,0.457236842,0.488372093,0.282608696,0.795918367,0.478618421,4.98497713912,11.8275636839,3.46832135859,7.57152188112,1.51665578054,4.25604180274,2.66884389288,3.6211626388,0.0,0.0,4.74983670803,2.26910516003,1.6812540823,0.411495754409,0.0,0.0,14.1554539517
Tarik Black,23,TOT,NBA,2014-15,63,39,1196,157,273,157,272,0,1,65,118,142,226,368,42,19,24,48,158,379,0.575091575,0.577205882,0.0,0.550847458,0.575091575,5.7018233822,9.292813729,5.7018233822,9.27994279585,0.0,0.0128709331427,3.14050768681,5.66321058277,3.43653914909,4.65927779764,8.09581694673,0.527708258849,1.04254558455,1.87915623883,2.03360743654,5.47014658563,14.5441544512
Taurean Green,21,TOT,NBA,2007-08,17,0,74,7,25,5,14,2,11,11,12,0,10,10,11,2,0,9,5,27,0.28,0.357142857,0.181818182,0.916666667,0.32,3.52657601978,8.79975278121,1.45735475896,3.48207663782,2.06922126082,5.31767614339,3.93819530284,4.59456118665,0.0,0.0,2.69221260816,4.4499381953,1.37948084054,0.0778739184178,0.0,0.0,13.0605686032
Taurean Prince,22,ATL,NBA,2016-17,59,10,981,114,285,81,183,33,102,74,94,25,132,157,55,43,27,61,96,335,0.4,0.442622951,0.323529412,0.787234043,0.457894737,6.47004608295,14.0599078341,4.67281105991,9.27649769585,1.79723502304,4.78341013825,3.52534562212,4.90783410138,2.79262672811,4.76958525346,7.56221198157,2.00460829493,1.67281105991,0.870967741935,3.05529953917,3.7465437788,18.2626728111
Tayshaun Prince,22,DET,NBA,2002-03,42,5,435,53,118,33,71,20,47,11,17,5,40,45,24,10,14,21,25,137,0.449152542,0.464788732,0.425531915,0.647058824,0.533898305,5.80587356894,12.7137879542,3.9780985565,7.14982578397,1.82777501244,5.56396217023,2.46391239423,3.31508213041,0.0,0.0,6.7824788452,2.27575908412,0.98556495769,1.27227476356,2.00696864111,1.74713787954,15.9034345445
Terence Morris,23,HOU,NBA,2001-02,68,12,1110,111,289,96,211,15,78,18,28,77,134,211,64,21,27,45,72,255,0.384083045,0.454976303,0.192307692,0.642857143,0.410034602,6.43231017771,13.0972536349,5.40872374798,10.0497576737,1.02358642973,3.04749596123,3.52439418417,4.44329563813,0.0,0.0,9.44491114701,2.37285945073,1.57027463651,2.64038772213,2.65201938611,3.04749596123,17.4126009693
Terrance Roberson,24,CHH,NBA,2000-01,3,0,13,0,2,0,1,0,1,0,0,0,1,1,1,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,5.49799050055,12.8637194008,3.07782243332,6.02411399342,2.42016806723,6.83960540738,2.30179028133,3.05151625868,0.0,0.0,6.27402265254,3.09097552064,1.63098282791,0.341980270369,2.86737303617,2.82791377421,15.7179393497
Terrence Jones,21,HOU,NBA,2012-13,19,0,276,43,94,38,75,5,19,13,17,28,37,65,15,12,19,13,21,104,0.457446809,0.506666667,0.263157895,0.764705882,0.484042553,5.96624837733,12.7736910428,5.31198615318,10.7797490264,0.654262224145,1.99394201644,3.98788403289,6.24664647339,2.92860233665,6.54262224145,9.4712245781,1.72912159238,1.43314582432,2.18087408048,2.13414106447,2.83513630463,16.5746430117
Terrence Ross,21,TOR,NBA,2012-13,73,2,1239,186,457,121,261,65,196,30,42,35,109,144,53,43,14,48,122,467,0.407002188,0.463601533,0.331632653,0.714285714,0.478118162,6.78881618084,14.99107674,4.30458060678,8.15942891136,2.48423557406,6.83164782867,2.07733491969,2.71980963712,1.6490184414,5.2254610351,6.8744794765,1.75609756098,1.3491969066,0.963712076145,2.01308744795,3.59785841761,18.1392028554
Terry Rozier,21,BOS,NBA,2015-16,39,0,311,29,106,23,79,6,27,8,10,24,39,63,37,6,1,19,23,72,0.273584906,0.291139241,0.222222222,0.8,0.301886792,5.64165390505,13.8376722818,4.09800918836,9.16998468606,1.54364471669,4.66768759571,3.23430321593,4.18989280245,1.30474732006,4.46554364472,5.77029096478,3.21592649311,2.02143950995,0.147013782542,1.85604900459,2.13169984686,16.0612557427
Thaddeus Young,19,PHI,NBA,2007-08,74,22,1554,264,490,258,471,6,19,76,103,120,192,312,58,73,8,64,126,610,0.53877551,0.547770701,0.315789474,0.737864078,0.544897959,6.94874591058,14.5256270447,5.41766630316,10.8745910578,1.53107960742,3.65103598691,2.04143947655,2.74809160305,0.0,0.0,5.9280261723,2.47328244275,1.53107960742,0.471101417666,0.0,0.0,17.4700109051
Theron Smith,23,MEM,NBA,2003-04,20,0,178,16,43,10,31,6,12,6,8,13,28,41,7,5,5,14,18,44,0.372093023,0.322580645,0.5,0.75,0.441860465,6.15119852489,12.8334357714,4.84572833436,9.30424093423,1.30547019053,3.52919483712,4.0823601721,5.63122311002,0.0,0.0,9.75783650891,1.63736939152,0.973570989551,0.431468961278,0.0,0.0,17.6902274124
Thomas Gardner,22,CHI,NBA,2007-08,4,0,45,9,23,6,11,3,12,0,2,3,1,4,1,0,0,4,4,21,0.391304348,0.545454545,0.25,0.0,0.456521739,5.36829168374,13.5682097501,2.7283900041,5.72224498156,2.63990167964,7.84596476854,2.35968865219,3.0380991397,0.0,0.0,3.46579270791,1.99098730029,0.9291274068,0.0442441622286,0.0,0.0,15.7361736993
Thomas Robinson,21,TOT,NBA,2012-13,70,0,1056,138,321,138,320,0,1,57,109,122,193,315,46,41,26,88,124,333,0.429906542,0.43125,0.0,0.52293578,0.429906542,7.25510204082,13.8306122449,7.12653061224,13.5734693878,0.128571428571,0.257142857143,4.20612244898,6.94285714286,4.05918367347,9.95510204082,14.0142857143,1.85510204082,1.15714285714,1.35918367347,3.17755102041,3.98571428571,18.8448979592
Tierre Brown,22,HOU,NBA,2001-02,40,1,403,49,115,45,103,4,12,21,28,12,30,42,70,19,3,40,26,123,0.426086957,0.436893204,0.333333333,0.75,0.443478261,7.14617940199,16.7441860465,5.90531561462,12.8720930233,1.24086378738,3.87209302326,4.58970099668,6.15946843854,0.0,0.0,5.48671096346,4.26079734219,2.00332225914,0.164451827243,0.0,0.0,20.122923588
Tim Frazier,24,TOT,NBA,2014-15,11,3,239,21,61,16,44,5,17,10,21,6,22,28,60,8,0,25,26,57,0.344262295,0.363636364,0.294117647,0.476190476,0.385245902,4.42594385286,10.5769603098,3.78121974831,8.49467570184,0.64472410455,2.08228460794,3.94675701839,5.0968054211,1.00193610842,3.54598257502,4.54791868345,5.58470474347,1.70764762827,0.174249757986,3.09293320426,2.97967086157,13.4433688287
Tim Hardaway,21,NYK,NBA,2013-14,81,1,1875,294,687,164,329,130,358,106,128,19,102,121,66,44,7,47,144,824,0.427947598,0.498480243,0.363128492,0.828125,0.522561863,5.32921348315,12.5292134831,3.28651685393,6.57303370787,2.04269662921,5.95617977528,2.79101123596,3.85280898876,0.626966292135,3.82247191011,4.44943820225,2.27528089888,0.768539325843,0.333707865169,1.8404494382,2.14382022472,15.4921348315
Tim Quarterman,22,POR,NBA,2016-17,16,0,80,13,29,8,16,5,13,0,3,4,10,14,11,2,3,11,6,31,0.448275862,0.5,0.384615385,0.0,0.534482759,3.96424217798,9.99106054449,2.53067858594,5.36854937017,1.43356359204,4.62251117432,2.77935798456,4.21292157659,1.75538399025,3.9057293783,5.66111336855,4.41771637546,1.50670459163,0.585127996749,2.45753758635,3.13043478261,12.1414059325
Tito Maddox,21,HOU,NBA,2002-03,9,0,35,3,12,3,9,0,3,5,8,1,6,7,5,3,1,3,4,11,0.25,0.333333333,0.0,0.625,0.25,4.90706319703,12.5353159851,4.01486988848,9.4126394052,0.89219330855,3.12267657993,4.32713754647,6.156133829,0.0,0.0,6.42379182156,8.9219330855,1.82899628253,0.223048327138,5.79925650558,2.98884758364,15.0334572491
Tobias Harris,19,MIL,NBA,2011-12,42,9,479,79,169,73,146,6,23,44,54,30,71,101,22,13,7,31,45,208,0.467455621,0.5,0.260869565,0.814814815,0.485207101,6.70694864048,14.5740181269,5.87311178248,11.8187311178,0.833836858006,2.75528700906,4.64048338369,6.16314199396,2.42900302115,6.52567975831,8.95468277946,1.59516616314,0.870090634441,1.05135951662,2.24773413897,2.53776435045,18.8882175227
Tony Allen,23,BOS,NBA,2004-05,77,34,1262,184,387,172,356,12,31,112,152,85,136,221,64,76,24,77,156,492,0.475452196,0.483146067,0.387096774,0.736842105,0.490956072,6.27648456057,13.1686460808,5.38717339667,10.6033254157,0.889311163895,2.56532066508,4.03610451306,5.91733966746,0.0,0.0,6.2593824228,3.35201900238,2.29168646081,0.92351543943,0.0,0.0,17.4783847981
Tony Bobbitt,25,LAL,NBA,2004-05,2,0,12,2,5,1,3,1,2,0,0,0,3,3,0,0,0,0,1,5,0.4,0.333333333,0.5,0.0,0.5,7.266359447,17.1870967742,3.05253456221,5.93917050691,4.21382488479,11.2479262673,2.58801843318,3.08571428571,0.0,0.0,5.17603686636,2.58801843318,2.18986175115,0.132718894009,0.0,0.0,21.334562212
Tony Mitchell,24,MIL,NBA,2013-14,3,0,10,3,5,3,4,0,1,0,0,1,0,1,1,1,0,0,0,6,0.6,0.75,0.0,0.0,0.6,6.46841898784,13.120439388,5.49391918399,9.88622989408,0.974499803845,3.23420949392,2.0196155355,3.20596312279,2.83876029816,5.53628874068,8.37504903884,1.49705766967,1.70890545312,1.31345625736,1.76539819537,2.92349941153,15.930953315
Tony Mitchell Jr.,21,DET,NBA,2013-14,21,0,79,5,12,4,11,1,1,11,19,15,11,26,2,6,3,4,9,22,0.416666667,0.363636364,1.0,0.578947368,0.458333333,5.42206654991,11.054290718,4.41330998249,8.09106830123,1.00875656743,2.96322241681,4.01401050788,5.71628721541,2.85814360771,7.88091068301,10.7390542907,1.30297723292,1.07180385289,3.29947460595,3.00525394046,3.42556917688,15.8669001751
Tony Snell,22,CHI,NBA,2013-14,77,12,1231,129,336,72,158,57,178,31,41,19,105,124,68,29,15,44,84,346,0.383928571,0.455696203,0.320224719,0.756097561,0.46875,4.33449477352,10.2857142857,2.03484320557,4.23693379791,2.29965156794,6.0487804878,2.29965156794,2.80139372822,0.571428571429,2.92682926829,3.49825783972,2.96864111498,0.738675958188,0.501742160279,2.14634146341,1.70034843206,13.2682926829
Tony Wroten,19,MEM,NBA,2012-13,35,0,272,33,86,29,70,4,16,21,29,13,15,28,43,8,4,29,34,91,0.38372093,0.414285714,0.25,0.724137931,0.406976744,6.71186440678,15.1525423729,6.40677966102,13.2542372881,0.305084745763,1.89830508475,5.22033898305,8.94915254237,2.71186440678,3.25423728814,5.96610169492,4.40677966102,2.23728813559,0.440677966102,4.47457627119,3.15254237288,18.9491525424
Torraye Braggs,27,TOT,NBA,2003-04,15,0,154,16,33,16,33,0,0,8,12,18,21,39,7,4,2,13,29,40,0.484848485,0.484848485,0.0,0.666666667,0.484848485,5.94642857143,10.6473214286,5.94642857143,10.6071428571,0.0,0.0401785714286,4.29910714286,5.94642857143,0.0,0.0,8.59821428571,2.97321428571,1.76785714286,0.401785714286,3.81696428571,3.85714285714,16.1919642857
Toure' Murry,24,NYK,NBA,2013-14,51,0,373,56,129,51,117,5,12,23,39,13,31,44,49,19,1,34,46,140,0.434108527,0.435897436,0.416666667,0.58974359,0.453488372,4.63178677196,11.076011846,3.63672260612,7.81836130306,0.995064165844,3.25765054294,3.54195459033,4.63178677196,1.48075024679,4.41855873643,5.89930898322,4.07502467917,1.61105626851,0.331688055281,2.91411648569,2.02566633761,13.8005923001
Travis Diener,23,ORL,NBA,2005-06,23,0,246,29,69,4,12,25,57,5,6,4,17,21,16,7,0,10,22,88,0.420289855,0.333333333,0.438596491,0.833333333,0.601449275,4.87957559682,11.7262599469,2.16763925729,5.16604774536,2.71193633952,6.56021220159,3.67639257294,4.3925729443,0.0,0.0,3.56180371353,5.89177718833,1.50875331565,0.0763925729443,0.0,0.0,16.1474801061
Travis Hansen,25,ATL,NBA,2003-04,41,4,507,46,130,37,100,9,30,22,27,30,40,70,19,10,9,15,67,123,0.353846154,0.37,0.3,0.814814815,0.388461538,5.59252971138,12.8811544992,4.43123938879,9.73344651952,1.16129032258,3.14770797963,5.02716468591,6.49405772496,0.0,0.0,6.29541595925,2.29202037351,0.962648556876,0.565365025467,2.58234295416,3.71307300509,17.3735144312
Travis Leslie,21,LAC,NBA,2011-12,10,0,45,5,14,5,14,0,0,4,9,6,3,9,5,2,2,2,4,14,0.357142857,0.357142857,0.0,0.444444444,0.357142857,6.31003039514,12.8936170213,5.96352583587,11.9088145897,0.346504559271,0.984802431611,4.06686930091,5.30699088146,3.68389057751,4.50455927052,8.18844984802,3.1914893617,1.45896656535,0.911854103343,2.79027355623,2.33434650456,17.0334346505
Travis Wear,24,NYK,NBA,2014-15,51,1,672,84,209,73,179,11,30,20,26,31,75,106,40,15,11,35,55,199,0.401913876,0.407821229,0.366666667,0.769230769,0.428229665,5.37785588752,10.6671353251,5.12478031634,10.0344463972,0.253075571178,0.632688927944,2.30298769772,2.88506151142,2.60667838313,3.9985940246,6.60527240773,1.0755711775,0.974340949033,1.18945518453,1.45518453427,3.75817223199,13.3117750439
Tremaine Fowlkes,25,LAC,NBA,2001-02,22,17,343,25,64,25,64,0,0,24,31,32,32,64,17,11,1,13,39,74,0.390625,0.390625,0.0,0.774193548,0.390625,5.96571428571,13.6457142857,4.97142857143,10.3542857143,0.994285714286,3.29142857143,4.83428571429,7.37142857143,0.0,0.0,8.91428571429,1.16571428571,0.96,0.72,2.98285714286,2.74285714286,17.76
Trenton Hassell,22,CHI,NBA,2001-02,78,47,2237,267,628,207,463,60,165,87,114,65,190,255,172,55,44,101,184,681,0.425159236,0.447084233,0.363636364,0.763157895,0.472929936,6.84756898817,14.5229960578,5.40473061761,10.3363994744,1.44283837057,4.18659658344,4.09198423127,5.25098554534,0.0,0.0,8.1011826544,4.43495400788,1.06438896189,0.650459921156,3.34691195795,1.82128777924,19.2299605782
Treveon Graham,23,CHO,NBA,2016-17,27,1,189,19,40,10,25,9,15,10,15,5,17,22,6,6,1,3,18,57,0.475,0.4,0.6,0.666666667,0.5875,6.25295109612,14.478920742,4.22934232715,8.76222596965,2.02360876897,5.71669477234,4.51264755481,6.52613827993,2.96458684654,5.18043844857,8.14502529511,2.01349072513,1.12310286678,0.293423271501,1.93254637437,3.02529510961,19.042158516
Trevor Ariza,19,NYK,NBA,2004-05,80,12,1382,172,389,169,376,3,13,121,174,89,153,242,85,70,18,73,150,468,0.442159383,0.449468085,0.230769231,0.695402299,0.446015424,4.88212927757,11.4524714829,4.0608365019,7.98479087452,0.821292775665,3.46768060837,2.60076045627,5.15589353612,0.0,0.0,7.39163498099,2.37262357414,1.91634980989,0.501901140684,0.0,0.0,13.1863117871
Trevor Booker,23,WAS,NBA,2010-11,65,14,1063,139,253,139,252,0,1,68,101,98,153,251,35,29,42,38,115,346,0.549407115,0.551587302,0.0,0.673267327,0.549407115,6.87804878049,13.2073170732,6.5487804878,11.9634146341,0.329268292683,1.24390243902,3.69512195122,6.25609756098,3.25609756098,6.5487804878,9.80487804878,2.96341463415,1.57317073171,1.64634146341,2.26829268293,2.30487804878,17.7804878049
Trey Burke,21,UTA,NBA,2013-14,70,68,2262,341,897,230,561,111,336,102,113,37,171,208,396,42,6,131,145,895,0.380156076,0.409982175,0.330357143,0.902654867,0.442028986,6.02533589251,13.3911708253,4.18733205374,8.38848368522,1.83800383877,5.00268714012,3.12322456814,4.02149712092,0.59424184261,2.75009596929,3.3443378119,5.74894433781,1.28522072937,0.456046065259,2.48752399232,1.74126679463,17.0119001919
Trey Johnson,24,CLE,NBA,2008-09,4,0,14,0,5,0,5,0,0,4,4,0,1,1,0,0,0,1,4,4,0.0,0.0,0.0,1.0,0.0,8.36109971276,19.3812064013,6.20434961018,13.6347968814,2.15675010259,5.7464095199,6.20434961018,8.31678292983,0.0,0.0,4.62371768568,2.40787853919,1.15223635618,0.0738613048831,0.0,0.0,25.0832991383
Trey Lyles,20,UTA,NBA,2015-16,80,33,1382,191,436,142,308,49,128,57,82,59,240,299,59,26,18,65,114,488,0.438073394,0.461038961,0.3828125,0.695121951,0.494266055,5.08695652174,10.4347826087,4.91304347826,9.17391304348,0.173913043478,1.26086956522,3.26086956522,4.4347826087,2.82608695652,5.34782608696,8.17391304348,1.65217391304,0.826086956522,0.695652173913,1.78260869565,2.47826086957,13.6086956522
Trey Thompkins,21,LAC,NBA,2011-12,24,0,119,24,61,20,48,4,13,5,7,4,20,24,3,3,3,6,10,57,0.393442623,0.416666667,0.307692308,0.714285714,0.426229508,7.6018957346,15.7725118483,6.72985781991,13.2132701422,0.872037914692,2.55924170616,3.67772511848,5.04265402844,2.29383886256,6.93838862559,9.23222748815,1.9336492891,1.19431279621,1.63033175355,3.16587677725,2.80568720379,19.7535545024
Tristan Thompson,20,CLE,NBA,2011-12,60,25,1424,194,442,194,440,0,2,106,192,187,202,389,27,27,62,81,134,494,0.438914027,0.440909091,0.0,0.552083333,0.438914027,5.60869565217,10.2717391304,5.60869565217,10.2717391304,0.0,0.0,4.14130434783,8.51086956522,4.5,1.4347826087,9.19565217391,1.46739130435,1.10869565217,2.80434782609,2.08695652174,3.26086956522,15.3586956522
Troy Bell,23,MEM,NBA,2003-04,6,0,34,4,18,4,14,0,4,3,3,3,1,4,4,1,0,6,6,11,0.222222222,0.285714286,0.0,1.0,0.222222222,6.28781271517,14.8230433785,3.80904291944,8.15515262796,2.47876979573,6.66789075052,6.69267844847,7.70897406472,0.0,0.0,4.07344503098,3.52811567592,2.24741794813,0.289189809502,2.90016066101,2.34656873996,21.7470736745
Troy Daniels,22,HOU,NBA,2013-14,5,1,75,15,31,3,6,12,25,0,0,0,4,4,5,0,0,3,6,42,0.483870968,0.5,0.48,0.0,0.677419355,5.06970128023,13.0412517781,0.78520625889,1.94594594595,4.28449502134,11.0953058321,1.16073968706,1.48506401138,1.07539118065,3.49928876245,4.5746799431,0.819345661451,1.3826458037,0.119487908962,1.24608819346,2.8506401138,15.5846372688
