Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,eFG%,TS%,3PAr,FTr
Mitch McGary,47,967,164,279,164,277,0,2,39,76,122,190,312,37,57,34,60,117,367,383,2.6,2.2,4.8,25.24570838,15.89762151,25.11189245,20.46618407,7.589968976,3.707135471,3.756670114,16.00237849,21.06856256,4.381902792,5.848086867,10.15046536,6.783867632,11.54084798,6.783867632,11.45811789,0,0.082730093,1.613236815,3.143743537,5.046535677,7.859358842,12.90589452,1.530506722,2.357807653,1.406411582,2.481902792,4.839710445,15.18097208,0.58781362,58.73127641,0.007168459,0.272401434
Mo Williams,64,2159,283,698,193,392,90,306,182,215,0,0,250,271,95,9,189,152,838,0,3,4.2,7.2,0,0,0,0,0,0,0,19.1,0,0,0,0,5.243168133,12.93191292,3.575729504,7.262621584,1.667438629,5.669291339,3.37193145,3.983325614,0,0,4.631773969,5.020842983,1.760074108,0.166743863,3.501621121,2.816118573,15.52570635,0.46991404,52.86399193,0.438395415,0.308022923
Montrezl Harrell,112,2961,533,910,522,870,11,40,217,407,294,483,777,102,91,118,145,214,1294,1218,8.3,7.7,16.1,23.24164134,10.97234043,17.9147923,14.4045255,6.530260047,1.797399527,4.380006754,11.52532928,20.33232016,3.663829787,4.824113475,8.446437015,7.200270179,12.29314421,7.051671733,11.75278622,0.148598446,0.540357987,2.93144208,5.498142519,3.971631206,6.524822695,10.4964539,1.377912867,1.229314421,1.594056062,1.958797703,2.890915231,17.48058088,0.591758242,59.40794065,0.043956044,0.447252747
Morris Almond,121,3279,627,1275,474,923,153,352,418,507,0,0,419,119,89,65,0,0,1825,0,11.6,3.2,14.8,0,0,0,0,0,0,0,0,0,0,0,0,7.648673376,15.55352242,5.782250686,11.25953034,1.86642269,4.293992071,5.099115584,6.184812443,0,0,5.111314425,1.451662092,1.085696859,0.792924672,0,0,22.26288503,0.551764706,60.9112998,0.276078431,0.397647059
Morris Peterson,110,2573,481,979,358,661,123,318,286,368,0,0,551,105,98,39,170,238,1371,0,9.3,7.1,16.5,0,0,0,0,0,0,0,12.8,0,0,0,0,7.477652546,15.21958803,5.565487757,10.27594248,1.912164788,4.94364555,4.446171784,5.720948309,0,0,8.565876409,1.632335795,1.523513408,0.606296152,2.642829382,3.699961135,21.31364166,0.554136874,60.08309084,0.324821246,0.375893769
Mychel Thompson,64,2037,293,818,192,495,101,323,160,210,88,260,348,122,65,52,106,132,847,807,2.6,1.1,3.8,16.38114875,4.658271969,15.22287678,9.714531173,14.02086402,1.895827197,2.92287678,10.41669121,25.05611193,0.335395189,-0.143740795,0.239567992,5.753559156,16.06283751,3.770250368,9.72017673,1.983308787,6.342660776,3.141875307,4.12371134,1.728031419,5.105547374,6.833578792,2.395679921,1.276386843,1.021109475,2.081492391,2.592047128,16.63230241,0.41992665,46.51801406,0.394865526,0.256723716
Myles Turner,34,755,117,257,100,195,17,62,94,112,44,178,222,20,10,89,47,82,345,310,1.9,2.1,4,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,1.5,7.3,8.7,6.198675497,13.61589404,5.298013245,10.33112583,0.900662252,3.284768212,4.98013245,5.933774834,2.331125828,9.430463576,11.7615894,1.059602649,0.529801325,4.715231788,2.490066225,4.344370861,18.2781457,0.488326848,56.32101345,0.241245136,0.435797665
Nate Huffman,46,1302,264,454,236,392,28,62,173,233,0,0,434,72,40,92,0,0,729,0,5.6,-0.4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,8.110599078,13.94777266,7.250384025,12.04301075,0.860215054,1.904761905,5.314900154,7.158218126,0,0,13.33333333,2.211981567,1.228878648,2.826420891,0,0,22.39631336,0.612334802,65.49629843,0.136563877,0.513215859
Nate Robinson,89,2510,446,975,319,610,127,365,264,333,0,0,345,285,140,9,0,0,1283,0,5.9,3.5,9.3,0,0,0,0,0,0,0,0,0,0,0,0,7.107569721,15.53784861,5.083665339,9.721115538,2.023904382,5.816733068,4.207171315,5.306772908,0,0,5.498007968,4.541832669,2.231075697,0.143426295,0,0,20.44621514,0.522564103,57.19915829,0.374358974,0.341538462
Nate Wolters,127,4204,773,1716,615,1254,158,462,648,807,120,481,601,668,192,21,280,229,2352,2454,19.1,4.8,23.7,26.5010942,3.33161275,14.31541389,8.642721218,32.83972407,2.736417697,0.616151284,12.75497146,28.54695528,4.895171265,-0.183705994,4.706065652,7.354900095,16.32730733,5.851569933,11.93149382,1.503330162,4.395813511,6.165556613,7.678401522,1.141769743,4.57659372,5.718363463,6.35585157,1.826831589,0.199809705,2.664129401,2.17887726,22.37868696,0.496503497,56.78196883,0.269230769,0.47027972
Nerlens Noel,24,765,98,166,98,166,0,0,55,104,65,162,227,38,50,106,45,62,251,257,1.6,2.3,3.9,27.3,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4,2.9,11.7,14.6,5.124183007,8.679738562,5.124183007,8.679738562,0,0,2.875816993,5.437908497,3.39869281,8.470588235,11.86928105,1.986928105,2.614379085,5.54248366,2.352941176,3.241830065,13.12418301,0.590361446,59.26520589,0,0.626506024
Nick Collison,142,3888,858,1526,835,1462,23,64,358,574,0,0,1143,257,155,243,0,0,2097,11,14.3,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.827160494,15.69958848,8.590534979,15.04115226,0.236625514,0.658436214,3.683127572,5.905349794,0,0,11.75925926,2.644032922,1.594650206,2.5,0,0,21.57407407,0.569790301,58.95218604,0.041939712,0.376146789
Nick Fazekas,131,3944,901,1695,785,1355,116,340,546,670,0,0,1254,170,98,192,0,0,2464,0,16.8,13.4,30.1,0,0,0,0,0,0,0,0,0,0,0,0,9.137931034,17.19066937,7.961460446,13.74239351,1.176470588,3.448275862,5.537525355,6.795131846,0,0,12.71805274,1.724137931,0.993914807,1.947261663,0,0,24.98985801,0.565781711,61.91577043,0.200589971,0.395280236
Nick Johnson,108,3339,441,1048,297,647,144,401,307,418,64,331,395,304,137,64,197,220,1333,1293,7,6.5,13.6,17.99275232,2.296316262,12.02955975,7.20820605,18.94028152,2.555136268,1.962353998,14.24782869,22.43507038,3.494878706,3.805121294,7.3,5.283018868,12.55465708,3.557951482,7.7508236,1.725067385,4.803833483,3.677747829,5.007487272,0.766696616,3.96525906,4.731955675,3.641808925,1.641209943,0.766696616,2.35998802,2.635519617,15.96885295,0.489503817,54.10253913,0.382633588,0.398854962
Nick Young,96,2990,553,1143,458,885,95,258,285,373,0,0,487,137,80,26,0,0,1486,0,7.3,3.6,10.9,0,0,0,0,0,0,0,0,0,0,0,0,7.397993311,15.2909699,6.127090301,11.83946488,1.27090301,3.451505017,3.81270903,4.989966555,0,0,6.515050167,1.83277592,1.070234114,0.347826087,0,0,19.87959866,0.525371829,56.84252402,0.225721785,0.326334208
Nik Stauskas,75,2471,323,692,151,302,172,390,242,291,35,186,221,170,42,20,111,73,1060,974,8.4,2.2,10.7,20.24390935,1.840793201,9.570538244,5.685269122,13.40623229,1.09631728,0.85184136,11.7592068,20.98073654,7.940509915,0.826062323,8.718413598,5.228652367,11.20194253,2.444354512,4.888709025,2.784297855,6.313233509,3.917442331,4.710643464,0.566572238,3.01092675,3.577498988,2.751922299,0.679886686,0.323755565,1.796843383,1.181707811,17.15904492,0.591040462,64.63099361,0.563583815,0.420520231
Nikola Vucevic,64,2155,341,676,304,557,37,119,184,248,191,442,633,90,36,86,115,178,903,884,6.1,4.9,11,24.18027842,10.83313225,24.52194896,17.74491879,10.05670534,1.034756381,4.444918794,13.0400464,22.7150348,2.809141531,2.423573086,5.232714617,6.329466357,12.54756381,5.642691415,10.3387471,0.686774942,2.208816705,3.415313225,4.60324826,3.545243619,8.204176334,11.74941995,1.670533643,0.668213457,1.596287703,2.134570766,3.303944316,16.76102088,0.531804734,57.50713267,0.176035503,0.366863905
Noah Vonleh,30,794,113,216,97,183,16,33,96,134,71,198,269,18,26,41,64,81,338,321,1.6,2,3.6,22.2,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,1.2,4.9,6.1,5.692695214,10.88161209,4.886649874,9.219143577,0.80604534,1.662468514,4.83627204,6.750629723,3.576826196,9.974811083,13.55163728,0.906801008,1.309823678,2.065491184,3.22418136,4.080604534,17.02770781,0.560185185,61.4634856,0.152777778,0.62037037
Noel Felix,128,2214,291,581,284,548,7,33,105,180,0,0,471,52,65,110,0,0,694,0,2,4.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,5.257452575,10.4968383,5.130984643,9.90063234,0.126467931,0.596205962,1.89701897,3.25203252,0,0,8.509485095,0.939476061,1.174345077,1.987353207,0,0,12.53839205,0.506884682,52.55983035,0.056798623,0.309810671
Nolan Smith,75,2608,500,1111,383,795,117,316,309,389,79,193,272,303,92,12,188,139,1426,1395,9.5,4.6,14.1,22.95855061,3.479294479,7.875805215,5.751687117,23.78259202,2.05172546,0.40690184,12.42062883,27.85509969,3.524041411,1.110314417,4.634355828,7.668711656,17.0398773,5.874233129,12.19325153,1.794478528,4.846625767,4.739263804,5.966257669,1.211656442,2.960122699,4.171779141,4.647239264,1.411042945,0.18404908,2.883435583,2.13190184,21.87116564,0.50270027,55.60928433,0.284428443,0.350135014
Norm Richardson,90,2941,478,1165,312,701,166,464,285,394,0,0,480,203,107,27,0,0,1407,0,4.9,5.8,10.7,0,0,0,0,0,0,0,0,0,0,0,0,6.501190071,15.8449507,4.243454607,9.53417205,2.257735464,6.310778647,3.876232574,5.358721523,0,0,6.528391704,2.760965658,1.455287317,0.367222033,0,0,19.13634818,0.481545064,52.56433247,0.398283262,0.338197425
Norman Powell,141,3555,503,1090,392,736,111,354,259,347,58,366,424,214,158,57,180,288,1376,1248,6,5,11,15.94390999,1.924894515,12.33468354,7.089732771,11.68011252,2.562278481,1.734177215,12.73398031,20.22936709,2.524866385,1.981828411,4.46140647,5.659634318,12.26441632,4.41068917,8.281293952,1.248945148,3.983122363,2.914205345,3.904360056,0.652601969,4.11814346,4.770745429,2.407876231,1.777777778,0.641350211,2.025316456,3.240506329,15.48241913,0.512385321,55.36421283,0.324770642,0.318348624
Norris Cole,69,2412,436,1000,347,740,89,260,358,430,41,260,301,337,141,6,188,168,1319,1332,8.2,3.8,12,25.56115257,2.032752902,12.99564677,7.444112769,33.49564677,3.513101161,0.3,13.60174129,30.13756219,4.262023217,1.438432836,5.700456053,7.230514096,16.58374793,5.754560531,12.27197347,1.475953566,4.311774461,5.936981758,7.131011609,0.679933665,4.311774461,4.991708126,5.588723051,2.338308458,0.099502488,3.11774461,2.786069652,21.87396352,0.4805,55.45745039,0.26,0.43
O.J. Mayo,33,1216,237,536,149,321,88,215,122,152,0,0,150,109,51,13,117,0,684,0,3.4,1.8,5.2,0,0,0,0,0,0,0,16.1,0,0,0,0,7.796052632,17.63157895,4.901315789,10.55921053,2.894736842,7.072368421,4.013157895,5,0,0,4.934210526,3.585526316,1.677631579,0.427631579,3.848684211,0,22.5,0.524253731,56.72770701,0.401119403,0.28358209
Okaro White,139,3417,466,944,397,733,69,211,401,502,254,450,704,95,103,107,217,398,1402,1342,8.7,5.6,14.3,18.43549898,9.360989172,14.32010536,11.96675446,5.804506877,1.840854551,3.128650863,16.30731636,20.75238513,2.632982148,2.585601405,5.218583553,5.455077553,11.05062921,4.647351478,8.58062628,0.807726076,2.470002927,4.694176178,5.876499854,2.973368452,5.267778753,8.241147205,1.112086626,1.205736026,1.252560726,2.540239977,4.659057653,16.41205736,0.530190678,60.1778724,0.223516949,0.531779661
Omar Cook,29,1107,141,392,73,172,68,220,95,128,0,0,88,252,66,5,148,82,445,0,0.8,2.5,3.2,0,0,0,0,0,0,0,24.6,0,0,0,0,5.094850949,14.16440831,2.637759711,6.214995483,2.457091238,7.949412827,3.432700994,4.625112918,0,0,3.179765131,9.105691057,2.384823848,0.180668473,5.347786811,2.962962963,16.07949413,0.446428571,49.62972877,0.56122449,0.326530612
Orien Greene,104,2567,258,631,161,324,97,307,119,164,0,0,355,326,207,33,0,0,732,0,2.3,5.9,8.2,0,0,0,0,0,0,0,0,0,0,0,0,4.020257109,9.832489287,2.508765095,5.048694975,1.511492014,4.783794312,1.854304636,2.555512271,0,0,5.531749123,5.079859758,3.225555123,0.514218933,0,0,11.40631087,0.485736926,52.05074236,0.486529319,0.259904913
Orlando Johnson,93,3071,605,1292,423,849,182,443,433,588,157,382,539,254,94,56,244,196,1825,1704,11.1,4.1,15.3,26.03650277,6.424422012,14.32175187,10.5599479,21.08414197,1.826733963,2.156854445,13.55327255,31.29938131,4.083230218,-0.17512211,3.908108108,7.880169326,16.82839466,5.509605992,11.0582872,2.370563334,5.770107457,5.639856724,7.65874308,2.044936503,4.975577988,7.02051449,3.30836861,1.224356887,0.729404103,3.178117877,2.55291436,23.77075871,0.53869969,58.84363392,0.342879257,0.455108359
Othello Hunter,76,1689,247,424,243,411,4,13,91,151,0,0,415,42,37,97,53,0,589,0,3.6,5.1,8.8,0,0,0,0,0,0,0,14.7,0,0,0,0,5.849615157,10.04144464,5.754884547,9.73357016,0.09473061,0.307874482,2.155121374,3.576080521,0,0,9.82830077,0.994671403,0.876258141,2.297217288,1.25518058,0,13.9490823,0.587264151,60.04812006,0.030660377,0.356132075
Otto Porter,64,2077,293,588,238,433,55,155,181,241,121,336,457,135,94,55,85,125,822,795,6.8,5.3,12,24.4,7.7,20.3,14.2,14.9,2.9,3.1,10.8,20.9,5.8,5.6,11.4,5.642753972,11.32402504,4.583533943,8.338950409,1.059220029,2.985074627,3.485796822,4.641309581,2.330284064,6.470871449,8.801155513,2.599903707,1.810303322,1.059220029,1.636976408,2.407318247,15.8305248,0.545068027,59.21848885,0.263605442,0.409863946
P.J. Hairston,71,1286,220,567,93,203,127,364,140,175,93,135,228,74,57,20,66,118,707,638,4.3,2,6.3,22.22752722,7.500466563,12.20015552,9.675272162,10.52534992,2.475272162,1.512597201,9.224572317,25.83810264,7.813685848,1.412597201,9.226283048,6.842923795,17.63608087,2.892690513,6.314152411,3.950233281,11.32192846,4.354587869,5.443234837,2.892690513,4.199066874,7.091757387,2.301710731,1.772939347,0.622083981,2.052877138,3.67029549,21.99066874,0.5,54.89130435,0.641975309,0.308641975
P.J. Tucker,87,2518,438,832,436,828,2,4,291,409,0,0,714,170,116,23,0,0,1169,0,6.2,7.6,13.7,0,0,0,0,0,0,0,0,0,0,0,0,6.957903098,13.21683876,6.926131851,13.15329627,0.031771247,0.063542494,4.622716442,6.497220016,0,0,11.34233519,2.700555997,1.842732327,0.365369341,0,0,18.57029388,0.527644231,57.75919997,0.004807692,0.491586538
Pape Sow,72,2334,381,814,361,746,20,68,353,529,0,0,654,56,104,61,0,0,1135,0,4.1,3.6,7.9,0,0,0,0,0,0,0,0,0,0,0,0,6.529562982,13.95029991,6.18680377,12.78491859,0.342759212,1.16538132,6.049700086,9.065981148,0,0,11.20822622,0.959725793,1.782347901,1.045415596,0,0,19.45158526,0.48034398,54.21491077,0.083538084,0.64987715
Pascal Siakam,68,2224,440,799,437,782,3,17,241,339,243,414,657,103,62,136,131,180,1124,1077,7.9,5.8,13.7,28.64460432,13.4528777,20.53309353,17.16079137,10.94244604,1.7,6.182733813,12.80251799,24.92266187,3.4,4.176978417,7.576978417,7.913669065,14.3705036,7.85971223,14.0647482,0.053956835,0.305755396,4.334532374,6.097122302,4.370503597,7.446043165,11.81654676,1.852517986,1.115107914,2.446043165,2.356115108,3.237410072,20.21582734,0.552565707,59.27269659,0.021276596,0.42428035
Pat Connaughton,139,4484,515,1145,247,450,268,695,167,215,137,686,823,257,93,71,135,232,1465,1363,10.6,5.3,16,17.32303747,3.873884924,18.22571365,11.13949599,11.36496432,1.285637823,1.426605709,9.860682426,16.70131579,4.975223015,1.734723461,6.684901873,4.5941124,10.21409456,2.203389831,4.014272971,2.390722569,6.199821588,1.489741302,1.917930419,1.222123104,6.119536128,7.341659233,2.292595897,0.829616414,0.633363069,1.204281891,2.069580731,13.06868867,0.566812227,59.09164247,0.6069869,0.187772926
Patricio Garino,129,3877,567,1116,465,836,102,280,314,468,206,355,561,221,220,94,289,334,1550,1454,7.1,6.9,14,18.62973949,5.991978334,10.43381481,8.190095435,12.47508383,3.535800877,2.50304359,17.96533402,21.28300232,2.823162239,3.306138767,6.108511736,5.849883931,11.51405726,4.797523859,8.62522569,1.052360072,2.888831571,3.239618262,4.828475625,2.125354656,3.662625742,5.787980397,2.28011349,2.269796234,0.969822027,2.981686871,3.445963374,15.9917462,0.553763441,58.6268458,0.250896057,0.419354839
Patrick Christopher,35,1209,204,457,146,285,58,172,80,93,50,140,190,71,56,3,50,72,546,511,3.5,1.7,5.2,20.8,5.1,13.3,9.3,11.3,2.7,0.3,9.1,23,0,0,0,6.749379653,15.11993383,4.830438379,9.429280397,1.918941274,5.690653433,2.64681555,3.076923077,1.654259719,4.631927213,6.286186931,2.349048801,1.852770885,0.099255583,1.654259719,2.382133995,18.06451613,0.509846827,54.82808483,0.376367615,0.203501094
Patrick McCaw,65,2060,273,622,148,281,125,341,122,162,61,212,273,214,129,23,125,122,793,791,3.9,3.7,7.7,18.72563107,3.278203884,10.79101942,7.126553398,20.72325243,3.53223301,1.108058252,15.2573301,19.97820388,4.088640777,2.242669903,6.285339806,5.300970874,12.0776699,2.873786408,5.45631068,2.427184466,6.621359223,2.368932039,3.145631068,1.184466019,4.116504854,5.300970874,4.155339806,2.504854369,0.446601942,2.427184466,2.368932039,15.39805825,0.539389068,57.19189938,0.548231511,0.260450161
Patrick O'Bryant,52,1265,241,435,241,435,0,0,123,179,0,0,408,38,46,147,0,0,605,0,3.5,5.2,8.6,0,0,0,0,0,0,0,0,0,0,0,0,7.62055336,13.75494071,7.62055336,13.75494071,0,0,3.889328063,5.660079051,0,0,12.90118577,1.201581028,1.454545455,4.648221344,0,0,19.13043478,0.554022989,58.87963251,0,0.411494253
Patrick Patterson,38,1255,215,374,191,305,24,69,90,130,116,167,283,36,27,51,41,61,544,498,4.6,2.4,7,23.8,10.6,13.4,12.1,5.5,1.2,4.1,8.6,18,0,0,0,6.852589641,11.92031873,6.087649402,9.721115538,0.764940239,2.199203187,2.868525896,4.143426295,3.697211155,5.322709163,9.019920319,1.147410359,0.860557769,1.625498008,1.306772908,1.944223108,17.33864542,0.606951872,63.07977737,0.184491979,0.347593583
Paul Davis,130,3349,614,1142,601,1094,13,48,477,625,0,0,910,178,146,87,0,0,1718,0,10.8,7.1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,7.333532398,13.63989251,7.178262168,13.06658704,0.15527023,0.573305464,5.697223052,7.4649149,0,0,10.86891609,2.126007764,1.743804121,1.039116154,0,0,20.51955808,0.543345009,60.62103035,0.042031524,0.547285464
Paul George,29,962,154,363,95,196,59,167,120,132,55,155,210,88,64,24,94,84,487,469,2.3,1.8,4.2,24.3,6.7,18.8,12.8,22.4,4,2.9,18.1,27.9,0,0,0,6.403326403,15.09355509,3.95010395,8.14968815,2.453222453,6.943866944,4.98960499,5.488565489,2.286902287,6.444906445,8.731808732,3.659043659,2.661122661,0.997920998,3.908523909,3.492723493,20.24948025,0.505509642,57.82749121,0.460055096,0.363636364
Paul McPherson,32,878,149,281,144,265,5,16,56,89,0,0,149,59,50,18,71,77,359,0,1.8,2.2,4,0,0,0,0,0,0,0,18,0,0,0,0,6.788154897,12.80182232,6.560364465,12.07289294,0.227790433,0.728929385,2.551252847,4.054669704,0,0,6.788154897,2.687927107,2.277904328,0.820045558,3.234624146,3.507972665,16.35535308,0.539145907,56.06571714,0.056939502,0.316725979
Paul Millsap,92,3240,658,1141,652,1125,6,16,386,623,0,0,1172,87,121,183,0,0,1708,0,10.9,13.7,24.6,0,0,0,0,0,0,0,0,0,0,0,0,8.12345679,14.08641975,8.049382716,13.88888889,0.074074074,0.197530864,4.765432099,7.691358025,0,0,14.4691358,1.074074074,1.49382716,2.259259259,0,0,21.08641975,0.579316389,60.34823902,0.014022787,0.54601227
Paul Shirley,60,1350,193,352,192,350,1,2,147,220,0,0,344,43,39,27,0,0,534,0,3,3.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,5.718518519,10.42962963,5.688888889,10.37037037,0.02962963,0.059259259,4.355555556,6.518518519,0,0,10.19259259,1.274074074,1.155555556,0.8,0,0,15.82222222,0.549715909,59.49197861,0.005681818,0.625
Perry Jones,63,2030,344,659,332,616,12,43,162,239,168,299,467,78,44,47,125,148,862,819,5.1,3.2,8.2,20.50137931,10.40118227,17.80394089,14.15246305,8.350689655,1.250689655,2.5491133,14.04596059,22.45167488,2.650689655,1.950098522,4.600788177,6.778325123,12.98522167,6.541871921,12.13793103,0.236453202,0.84729064,3.192118227,4.709359606,3.310344828,5.891625616,9.201970443,1.536945813,0.866995074,0.926108374,2.463054187,2.916256158,16.98522167,0.531107739,56.40180067,0.065250379,0.362670713
Peyton Siva,144,3774,412,989,313,649,99,340,292,396,48,302,350,677,254,19,384,379,1215,1403,4.9,8,12.9,16.08698993,1.423237944,8.823661897,5.11009539,32.71804452,4.452119767,0.6145469,25.4409115,21.00267621,1.868680445,2.389772125,4.25845257,4.366719661,10.48224695,3.317435082,6.878643349,1.049284579,3.603603604,3.094859565,4.197138315,0.508744038,3.200847907,3.709591945,7.175410705,2.692103869,0.201377848,4.069952305,4.016958135,12.87758347,0.466632963,52.22482033,0.343781598,0.400404449
Phil Pressey,99,2943,321,812,207,483,114,329,203,268,64,231,295,580,196,5,270,195,959,1184,5.8,4.2,10,17.7,2.6,9.5,6.1,33.9,3.9,0.2,22.3,20.5,3.7,1.8,5.5,4.362895005,11.03635746,2.813455657,6.564729867,1.549439348,4.471627591,2.759089365,3.642541624,0.869860686,3.139653415,4.009514101,7.88311247,2.663948352,0.067957866,3.669724771,2.650356779,13.03431872,0.465517241,51.56357536,0.405172414,0.330049261
Pierre Jackson,74,2424,390,884,233,470,157,414,298,369,57,188,245,478,122,3,256,168,1235,1322,8.9,3.2,12.2,24.01765677,2.828547855,9.23630363,6.00660066,39.05610561,2.98349835,0.145049505,19.78448845,27.13085809,8.44620462,0.89669967,9.34290429,6.435643564,14.58745875,3.844884488,7.755775578,2.590759076,6.831683168,4.917491749,6.089108911,0.940594059,3.102310231,4.04290429,7.887788779,2.01320132,0.04950495,4.224422442,2.772277228,20.37953795,0.529977376,59.01410604,0.468325792,0.417420814
Pops Mensah-Bonsu,112,2665,470,805,470,805,0,0,368,605,0,0,676,65,90,141,0,0,1308,0,7.9,7.4,15.2,0,0,0,0,0,0,0,0,0,0,0,0,7.054409006,12.08255159,7.054409006,12.08255159,0,0,5.523452158,9.080675422,0,0,10.14634146,0.975609756,1.350844278,2.116322702,0,0,19.63227017,0.583850932,61.05302465,0,0.751552795
Quentin Richardson,64,2190,405,893,288,576,117,317,220,302,0,0,652,104,59,17,138,144,1147,0,5.5,4.6,10.1,0,0,0,0,0,0,0,11.8,0,0,0,0,7.397260274,16.31050228,5.260273973,10.52054795,2.136986301,5.789954338,4.01826484,5.515981735,0,0,11.9086758,1.899543379,1.077625571,0.310502283,2.520547945,2.630136986,20.94977169,0.519036954,55.90322455,0.354983203,0.33818589
Quincy Acy,105,2930,431,725,428,718,3,7,310,424,251,453,704,77,81,143,181,280,1175,1107,8.4,5.2,13.7,22.24880546,10.6337884,17.31604096,14.13481229,4.891808874,1.568600683,4.978498294,16.27030717,18.9109215,1.859385666,2.797269625,4.65665529,5.883959044,9.897610922,5.843003413,9.802047782,0.040955631,0.09556314,4.232081911,5.788395904,3.42662116,6.184300341,9.610921502,1.051194539,1.105802048,1.95221843,2.470989761,3.822525597,16.04095563,0.596551724,64.44995393,0.009655172,0.584827586
Quincy Douby,95,3045,581,1344,330,698,251,646,277,338,0,0,274,257,121,62,0,0,1690,0,8.8,4.7,13.4,0,0,0,0,0,0,0,0,0,0,0,0,7.632183908,17.65517241,4.334975369,9.169129721,3.297208539,8.486042693,3.638752053,4.440065681,0,0,3.599343186,3.376026273,1.589490969,0.814449918,0,0,22.20032841,0.525669643,56.60807117,0.480654762,0.251488095
Quincy Miller,37,903,138,309,114,240,24,69,93,114,54,128,182,53,25,24,66,69,393,377,2.1,1.3,3.5,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,2.5,2.4,4.8,6.112956811,13.68770764,5.049833887,10.63122924,1.063122924,3.056478405,4.119601329,5.049833887,2.392026578,5.669988926,8.062015504,2.34772979,1.107419712,1.063122924,2.92358804,3.056478405,17.40863787,0.485436893,54.71099232,0.223300971,0.368932039
Quincy Pondexter,36,1162,245,464,227,413,18,51,187,226,107,158,265,63,46,21,68,90,695,653,5.2,2,7.3,28.1,10.3,15,12.7,11.2,2.2,1.8,10.6,25.6,0,0,0,8.43373494,15.97246127,7.814113597,14.21686747,0.619621343,1.755593804,6.437177281,7.779690189,3.683304647,5.438898451,9.122203098,2.168674699,1.583476764,0.722891566,2.340791738,3.098106713,23.9242685,0.547413793,61.67471248,0.109913793,0.487068966
Quinn Cook,143,4033,534,1235,298,606,236,629,267,313,53,326,379,509,151,9,201,264,1571,1610,11.8,5.3,17.1,18.6331515,1.718720555,9.54559881,5.610538061,27.89680139,2.380932308,0.323654848,13.56094719,20.29704934,5.865608728,1.158219688,6.988395735,5.29630548,12.24894619,2.955616167,6.010414084,2.340689313,6.23853211,2.64815274,3.104388792,0.525663278,3.233325068,3.758988346,5.048351103,1.497644433,0.089263576,1.993553186,2.618398215,15.58145301,0.527935223,57.22215747,0.509311741,0.253441296
Quinton Ross,119,3615,575,1290,405,777,170,513,443,586,0,0,651,222,153,81,0,0,1763,0,8.5,7.2,15.7,0,0,0,0,0,0,0,0,0,0,0,0,6.362378976,14.27385892,4.481327801,8.597510373,1.881051176,5.676348548,4.901798064,6.484094053,0,0,7.203319502,2.456431535,1.692946058,0.89626556,0,0,19.50760719,0.511627907,56.95033078,0.397674419,0.454263566
R.J. Hunter,99,3438,559,1321,306,606,253,715,448,525,68,406,474,240,191,92,168,214,1819,1679,12,5.4,17.4,25.93461315,2.496625945,14.4718441,8.570157068,14.97353112,3.447062245,3.414892379,9.602326934,27.43566027,5.860267597,0.438801629,6.299069226,6.503781268,15.36940081,3.560209424,7.05061082,2.943571844,8.318789994,5.212332752,6.108202443,0.79115765,4.723676556,5.514834206,2.792321117,2.222222222,1.070389761,1.954624782,2.489819663,21.16346713,0.518925057,58.60180412,0.541256624,0.397426192
Rafael Araujo,62,1697,366,646,355,605,11,41,192,278,0,0,589,75,88,40,0,0,935,0,6.1,4.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,8.626988804,15.22687095,8.36770772,14.26045963,0.259281084,0.966411314,4.525633471,6.55274013,0,0,13.88332351,1.767825575,2.074248674,0.942840306,0,0,22.03889216,0.575077399,60.8470429,0.063467492,0.430340557
Raja Bell,87,2809,440,1017,322,690,118,327,235,330,0,0,365,168,88,14,209,252,1233,0,5.5,2.8,8.3,0,0,0,0,0,0,0,15.1,0,0,0,0,6.265574938,14.48202207,4.585261659,9.825560698,1.680313279,4.656461374,3.346386614,4.699181203,0,0,5.19757921,2.392310431,1.253114988,0.199359203,2.976148095,3.588465646,17.55784977,0.4906588,53.04594734,0.321533923,0.324483776
