Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
J. Wilson,BAK,24.0,40,23,1046,157,369,0.425,52,148,0.351,105,221,0.475,0.496,63,80,0.788,47,170,217,83,21,38,59,104,429,2015
A. Witter,REN,23.0,22,0,315,35,79,0.443,15,47,0.319,20,32,0.625,0.538,1,8,0.125,17,41,58,16,11,22,10,39,86,2015
N. Wolters,GRR,23.0,12,8,378,79,158,0.5,5,17,0.294,74,141,0.525,0.516,20,29,0.69,17,47,64,86,12,4,23,23,183,2015
B. Woodfox,TEX,28.0,47,1,953,165,386,0.427,74,188,0.394,91,198,0.46,0.523,55,63,0.873,12,78,90,70,41,2,44,63,459,2015
R. Woolridge,GRR,24.0,37,10,513,45,121,0.372,3,22,0.136,42,99,0.424,0.384,13,24,0.542,37,98,135,7,10,5,17,50,106,2015
C. Wright,BAK,25.0,14,9,420,62,136,0.456,11,32,0.344,51,104,0.49,0.496,46,63,0.73,11,40,51,82,23,1,40,33,181,2015
J. Wright,DEL,25.0,11,0,186,24,69,0.348,2,9,0.222,22,60,0.367,0.362,32,45,0.711,9,25,34,13,6,1,12,26,82,2015
J. Wright,TOT,25.0,48,17,1275,260,509,0.511,3,17,0.176,257,492,0.522,0.514,174,242,0.719,117,174,291,87,51,33,99,151,697,2015
J. Wright,IDA,25.0,37,17,1089,236,440,0.536,1,8,0.125,235,432,0.544,0.538,142,197,0.721,108,149,257,74,45,32,87,125,615,2015
K. Wright,AUS,25.0,46,26,1001,109,201,0.542,0,1,0.0,109,200,0.545,0.542,52,81,0.642,137,173,310,45,29,48,41,114,270,2015
S. Wright,WES,23.0,1,0,6,1,2,0.5,0,0,0.0,1,2,0.5,0.5,1,1,1.0,0,0,0,0,0,0,0,1,3,2015
B. Young,TEX,23.0,19,4,353,34,87,0.391,8,24,0.333,26,63,0.413,0.437,39,47,0.83,8,42,50,42,24,4,21,27,115,2015
J. Young,MAI,19.0,17,17,559,124,268,0.463,68,154,0.442,56,114,0.491,0.59,49,64,0.766,17,65,82,34,25,8,44,35,365,2015
T. Zanna,OKL,24.0,50,40,1386,245,408,0.6,0,0,0.0,245,408,0.6,0.6,174,244,0.713,205,345,550,41,42,17,99,172,664,2015
T. Zimmerman,IDA,23.0,41,16,816,64,198,0.323,29,111,0.261,35,87,0.402,0.396,16,22,0.727,16,66,82,86,21,1,49,93,173,2015
A. Aboya,TOT,29.0,16,0,217,12,35,0.343,0,0,0.0,12,35,0.343,0.343,20,24,0.833,21,17,38,5,6,9,10,47,44,2014
A. Aboya,REN,29.0,2,0,31,1,3,0.333,0,0,0.0,1,3,0.333,0.333,2,2,1.0,2,3,5,1,0,4,1,11,4,2014
A. Aboya,FOR,29.0,14,0,186,11,32,0.344,0,0,0.0,11,32,0.344,0.344,18,22,0.818,19,14,33,4,6,5,9,36,40,2014
A. Agudio,CAN,29.0,47,31,1226,126,302,0.417,57,152,0.375,69,150,0.46,0.512,84,103,0.816,11,92,103,112,46,0,72,82,393,2014
C. Aiken,ERI,,6,1,102,12,23,0.522,0,2,0.0,12,21,0.571,0.522,4,6,0.667,10,13,23,1,2,5,4,12,28,2014
J. Akognon,DEL,27.0,15,9,418,86,201,0.428,41,101,0.406,45,100,0.45,0.53,21,25,0.84,13,37,50,63,24,0,34,30,234,2014
J. Alexander,SAN,27.0,14,6,351,84,161,0.522,0,1,0.0,84,160,0.525,0.522,24,30,0.8,34,64,98,16,8,13,29,34,192,2014
X. Alexander,TUL,25.0,39,15,997,114,261,0.437,24,75,0.32,90,186,0.484,0.483,69,113,0.611,59,149,208,83,42,12,46,101,321,2014
C. Allen,TOT,25.0,37,0,767,153,374,0.409,76,179,0.425,77,195,0.395,0.511,54,66,0.818,15,54,69,76,17,1,53,65,436,2014
C. Allen,SFL,25.0,7,0,123,20,44,0.455,9,20,0.45,11,24,0.458,0.557,11,12,0.917,1,6,7,7,3,0,5,10,60,2014
C. Allen,IOW,25.0,30,0,644,133,330,0.403,67,159,0.421,66,171,0.386,0.505,43,54,0.796,14,48,62,69,14,1,48,55,376,2014
J. Allen,SFL,,21,2,257,42,94,0.447,10,21,0.476,32,73,0.438,0.5,28,32,0.875,9,31,40,39,10,1,26,40,122,2014
C. Allmond,MAI,,21,0,178,17,75,0.227,16,59,0.271,1,16,0.063,0.333,5,5,1.0,3,17,20,11,3,0,7,4,55,2014
L. Anderson,SPR,,36,23,1080,167,345,0.484,30,98,0.306,137,247,0.555,0.528,146,199,0.734,37,163,200,84,57,4,81,82,510,2014
M. Anderson,TOT,,31,12,627,83,244,0.34,19,89,0.213,64,155,0.413,0.379,27,43,0.628,8,69,77,108,37,3,67,72,212,2014
M. Anderson,MAI,,23,10,482,59,179,0.33,18,75,0.24,41,104,0.394,0.38,19,29,0.655,6,59,65,81,25,3,50,52,155,2014
M. Anderson,ERI,,8,2,145,24,65,0.369,1,14,0.071,23,51,0.451,0.377,8,14,0.571,2,10,12,27,12,0,17,20,57,2014
R. Anderson,CAN,,9,7,204,29,68,0.426,5,26,0.192,24,42,0.571,0.463,3,5,0.6,4,27,31,12,8,1,14,16,66,2014
R. Anderson,TUL,24.0,33,22,718,87,183,0.475,0,1,0.0,87,182,0.478,0.475,42,81,0.519,94,101,195,29,28,17,43,107,216,2014
T. Antetokounmpo,DEL,21.0,50,42,1465,214,456,0.469,55,178,0.309,159,278,0.572,0.53,118,178,0.663,83,130,213,106,58,65,116,147,601,2014
H. Armstrong,SAN,29.0,32,23,839,137,245,0.559,1,3,0.333,136,242,0.562,0.561,110,148,0.743,85,152,237,62,22,56,89,115,385,2014
J. Atkinson,TEX,23.0,39,7,624,64,125,0.512,11,30,0.367,53,95,0.558,0.556,30,50,0.6,50,113,163,38,27,3,29,78,169,2014
C. Ayer,SFL,,31,0,349,37,87,0.425,1,4,0.25,36,83,0.434,0.431,40,69,0.58,35,48,83,1,5,14,25,82,115,2014
C. Babb,MAI,23.0,33,29,1239,126,331,0.381,81,229,0.354,45,102,0.441,0.503,63,80,0.788,32,171,203,111,39,12,42,77,396,2014
M. Baker,SAN,34.0,26,4,334,32,74,0.432,2,12,0.167,30,62,0.484,0.446,14,16,0.875,16,39,55,52,17,2,20,39,80,2014
B. Baptist,BAK,,42,6,798,120,280,0.429,23,90,0.256,97,190,0.511,0.47,36,57,0.632,61,115,176,48,26,18,50,87,299,2014
R. Bartholomew,TUL,,43,25,1179,186,370,0.503,3,14,0.214,183,356,0.514,0.507,153,209,0.732,143,210,353,58,39,14,84,142,528,2014
A. Baynes,AUS,27.0,2,2,66,19,38,0.5,0,0,0.0,19,38,0.5,0.5,7,9,0.778,10,11,21,7,1,5,4,10,45,2014
K. Bazemore,SAN,24.0,2,2,65,10,34,0.294,3,19,0.158,7,15,0.467,0.338,15,17,0.882,1,7,8,7,4,2,2,6,38,2014
D. Bell-Holter,MAI,,48,16,885,156,338,0.462,19,68,0.279,137,270,0.507,0.49,81,115,0.704,78,154,232,43,8,14,76,114,412,2014
C. Bennerman,AUS,,4,0,68,4,12,0.333,2,7,0.286,2,5,0.4,0.417,3,4,0.75,0,2,2,7,2,0,3,3,13,2014
T. Biggs,TOT,,31,6,572,100,211,0.474,1,7,0.143,99,204,0.485,0.476,24,42,0.571,36,63,99,24,10,3,38,62,225,2014
T. Biggs,REN,,28,6,510,86,185,0.465,1,6,0.167,85,179,0.475,0.468,19,32,0.594,31,50,81,20,9,3,35,57,192,2014
T. Biggs,CAN,,3,0,62,14,26,0.538,0,1,0.0,14,25,0.56,0.538,5,10,0.5,5,13,18,4,1,0,3,5,33,2014
T. Bishop,RIO,24.0,42,19,1041,176,370,0.476,75,199,0.377,101,171,0.591,0.577,51,77,0.662,109,177,286,48,43,34,47,118,478,2014
V. Blue,TOT,21.0,27,14,795,145,369,0.393,35,107,0.327,110,262,0.42,0.44,129,169,0.763,22,97,119,78,36,4,63,55,454,2014
V. Blue,MAI,21.0,1,0,25,5,12,0.417,1,2,0.5,4,10,0.4,0.458,2,4,0.5,1,1,2,4,0,0,5,0,13,2014
V. Blue,IDA,21.0,10,1,233,49,125,0.392,9,36,0.25,40,89,0.449,0.428,37,45,0.822,10,22,32,12,14,2,16,17,144,2014
V. Blue,DEL,21.0,16,13,537,91,232,0.392,25,69,0.362,66,163,0.405,0.446,90,120,0.75,11,74,85,62,22,2,42,38,297,2014
J. Boone,IOW,29.0,7,0,76,15,24,0.625,0,0,0.0,15,24,0.625,0.625,6,15,0.4,18,12,30,1,3,3,3,13,36,2014
D. Bost,IDA,,50,50,2027,262,724,0.362,110,376,0.293,152,348,0.437,0.438,124,171,0.725,57,246,303,418,104,12,162,147,758,2014
M. Bouldin,TOT,26.0,46,31,1417,213,497,0.429,77,218,0.353,136,279,0.487,0.506,87,114,0.763,30,159,189,165,55,7,117,90,590,2014
M. Bouldin,LOS,26.0,5,0,81,7,33,0.212,5,19,0.263,2,14,0.143,0.288,1,4,0.25,2,9,11,10,3,1,6,6,20,2014
M. Bouldin,FOR,26.0,18,13,556,87,198,0.439,28,75,0.373,59,123,0.48,0.51,31,47,0.66,10,61,71,67,16,3,52,32,233,2014
M. Bouldin,DEL,26.0,23,18,780,119,266,0.447,44,124,0.355,75,142,0.528,0.53,55,63,0.873,18,89,107,88,36,3,59,52,337,2014
B. Bowdry,ERI,,3,0,48,5,13,0.385,1,5,0.2,4,8,0.5,0.423,10,14,0.714,2,9,11,6,1,1,2,4,21,2014
M. Brooks,TOT,25.0,7,7,223,65,138,0.471,9,26,0.346,56,112,0.5,0.504,22,28,0.786,8,26,34,27,9,5,19,21,161,2014
M. Brooks,SAN,25.0,2,2,48,10,23,0.435,0,2,0.0,10,21,0.476,0.435,4,5,0.8,0,4,4,5,2,0,4,6,24,2014
M. Brooks,MAI,25.0,5,5,175,55,115,0.478,9,24,0.375,46,91,0.505,0.517,18,23,0.783,8,22,30,22,7,5,15,15,137,2014
G. Brown,CAN,,40,33,1183,168,339,0.496,43,119,0.361,125,220,0.568,0.559,113,147,0.769,31,112,143,103,43,15,67,102,492,2014
J. Brownlee,ERI,,46,33,1255,241,475,0.507,66,176,0.375,175,299,0.585,0.577,89,124,0.718,41,223,264,108,66,21,66,98,637,2014
L. Brown,DEL,23.0,12,12,420,89,190,0.468,20,47,0.426,69,143,0.483,0.521,41,51,0.804,10,53,63,83,20,2,40,32,239,2014
L. Brown,TOT,23.0,20,14,622,129,282,0.457,24,66,0.364,105,216,0.486,0.5,64,78,0.821,25,64,89,125,28,7,59,47,346,2014
L. Brown,SPR,23.0,8,2,202,40,92,0.435,4,19,0.211,36,73,0.493,0.457,23,27,0.852,15,11,26,42,8,5,19,15,107,2014
S. Brown,MAI,22.0,30,4,675,82,181,0.453,31,89,0.348,51,92,0.554,0.539,22,33,0.667,34,118,152,37,21,8,23,57,217,2014
T. Brown,MAI,,26,4,559,67,171,0.392,42,112,0.375,25,59,0.424,0.515,27,35,0.771,7,34,41,52,23,4,48,38,203,2014
R. Buckner,IOW,,4,0,49,8,12,0.667,0,0,0.0,8,12,0.667,0.667,2,3,0.667,9,16,25,3,1,2,2,10,18,2014
W. Buford,TOT,24.0,42,2,923,144,353,0.408,31,90,0.344,113,263,0.43,0.452,48,65,0.738,28,113,141,60,24,3,44,88,367,2014
W. Buford,SAN,24.0,32,1,708,114,278,0.41,24,72,0.333,90,206,0.437,0.453,40,53,0.755,23,83,106,45,21,3,38,68,292,2014
W. Buford,CAN,24.0,10,1,215,30,75,0.4,7,18,0.389,23,57,0.404,0.447,8,12,0.667,5,30,35,15,3,0,6,20,75,2014
B. Butch,TOT,,34,24,971,134,303,0.442,45,128,0.352,89,175,0.509,0.517,57,92,0.62,66,197,263,54,21,25,60,91,370,2014
B. Butch,FOR,,8,0,171,23,56,0.411,10,31,0.323,13,25,0.52,0.5,7,9,0.778,10,23,33,11,5,7,6,23,63,2014
B. Butch,BAK,,26,24,800,111,247,0.449,35,97,0.361,76,150,0.507,0.52,50,83,0.602,56,174,230,43,16,18,54,68,307,2014
D. Buycks,BAK,24.0,8,2,230,49,102,0.48,9,31,0.29,40,71,0.563,0.525,16,21,0.762,7,16,23,28,14,0,34,10,123,2014
D. Byars,BAK,29.0,15,12,440,68,140,0.486,25,60,0.417,43,80,0.538,0.575,12,24,0.5,20,47,67,27,13,0,14,24,173,2014
I. Canaan,RIO,22.0,18,17,613,124,284,0.437,58,157,0.369,66,127,0.52,0.539,86,106,0.811,18,54,72,147,13,3,54,39,392,2014
D. Caracter,IDA,25.0,26,11,592,130,244,0.533,0,0,0.0,130,244,0.533,0.533,52,73,0.712,67,112,179,30,16,16,55,84,312,2014
J. Carmichael,IOW,,37,28,854,132,263,0.502,0,1,0.0,132,262,0.504,0.502,89,127,0.701,71,160,231,30,32,52,52,103,353,2014
A. Carr,DEL,,10,0,140,35,88,0.398,9,23,0.391,26,65,0.4,0.449,28,41,0.683,1,8,9,19,12,0,21,21,107,2014
M. Charlo,REN,30.0,45,40,1434,213,446,0.478,23,75,0.307,190,371,0.512,0.503,121,150,0.807,85,265,350,105,58,45,98,115,570,2014
W. Cherry,CAN,,18,12,546,80,179,0.447,20,60,0.333,60,119,0.504,0.503,29,41,0.707,5,61,66,81,25,4,34,47,209,2014
P. Christopher,IOW,25.0,50,47,1668,241,454,0.531,79,177,0.446,162,277,0.585,0.618,117,132,0.886,48,152,200,109,47,3,82,110,678,2014
I. Clark,BAK,22.0,8,8,257,39,95,0.411,11,32,0.344,28,63,0.444,0.468,10,15,0.667,2,24,26,42,13,1,15,20,99,2014
B. Costner,LOS,,43,28,1147,202,477,0.423,75,219,0.342,127,258,0.492,0.502,146,192,0.76,46,214,260,94,35,28,84,126,625,2014
N. Covington,ERI,28.0,8,3,193,21,72,0.292,8,35,0.229,13,37,0.351,0.347,12,15,0.8,6,22,28,25,7,0,17,22,62,2014
R. Covington,RIO,23.0,42,41,1434,335,762,0.44,133,359,0.37,202,403,0.501,0.527,172,204,0.843,116,269,385,72,101,57,105,143,975,2014
J. Cowan,AUS,,48,12,818,123,233,0.528,1,8,0.125,122,225,0.542,0.53,39,57,0.684,96,151,247,30,18,16,56,66,286,2014
A. Crabbe,IDA,21.0,6,6,231,39,95,0.411,12,38,0.316,27,57,0.474,0.474,6,8,0.75,10,30,40,7,6,5,8,17,96,2014
J. Crowder,TEX,23.0,2,2,87,18,41,0.439,1,7,0.143,17,34,0.5,0.451,8,12,0.667,13,19,32,20,7,4,12,3,45,2014
M. Cummings,BAK,25.0,28,0,341,61,133,0.459,14,51,0.275,47,82,0.573,0.511,38,49,0.776,15,31,46,14,14,2,26,41,174,2014
J. Cunningham,BAK,22.0,22,19,685,106,269,0.394,34,103,0.33,72,166,0.434,0.457,118,147,0.803,22,54,76,109,29,3,84,50,364,2014
J. Curry,TOT,28.0,24,12,630,64,168,0.381,19,64,0.297,45,104,0.433,0.438,21,30,0.7,10,56,66,100,18,3,52,50,168,2014
J. Curry,SPR,28.0,10,7,273,30,83,0.361,4,25,0.16,26,58,0.448,0.386,9,14,0.643,5,23,28,37,6,2,22,23,73,2014
J. Curry,BAK,28.0,14,5,357,34,85,0.4,15,39,0.385,19,46,0.413,0.488,12,16,0.75,5,33,38,63,12,1,30,27,95,2014
S. Curry,SAN,23.0,38,37,1320,269,616,0.437,99,266,0.372,170,350,0.486,0.517,110,129,0.853,16,101,117,221,55,6,108,70,747,2014
A. Czyz,TOT,,37,12,861,154,319,0.483,16,48,0.333,138,271,0.509,0.508,92,140,0.657,90,153,243,37,36,16,65,82,416,2014
A. Czyz,FOR,,12,9,268,45,112,0.402,3,11,0.273,42,101,0.416,0.415,24,38,0.632,26,34,60,15,11,5,21,26,117,2014
A. Czyz,CAN,,25,3,593,109,207,0.527,13,37,0.351,96,170,0.565,0.558,68,102,0.667,64,119,183,22,25,11,44,56,299,2014
T. Daniels,RIO,22.0,48,37,1697,323,766,0.422,240,599,0.401,83,167,0.497,0.578,146,179,0.816,46,174,220,89,53,8,94,138,1032,2014
A. Davis,SFL,26.0,47,22,1093,169,362,0.467,44,139,0.317,125,223,0.561,0.528,90,118,0.763,53,128,181,50,43,10,83,91,472,2014
B. Davis,REN,,50,8,1006,169,342,0.494,0,3,0.0,169,339,0.499,0.494,139,206,0.675,134,171,305,57,42,27,113,162,477,2014
R. Davis,ERI,34.0,40,31,1203,192,425,0.452,46,115,0.4,146,310,0.471,0.506,93,110,0.845,23,161,184,97,35,14,76,103,523,2014
E. Dawson,AUS,29.0,21,18,658,118,242,0.488,5,16,0.313,113,226,0.5,0.498,54,75,0.72,73,133,206,42,26,28,44,53,295,2014
A. Daye,AUS,25.0,1,1,40,7,17,0.412,1,4,0.25,6,13,0.462,0.441,12,13,0.923,2,11,13,3,0,2,4,5,27,2014
N. De Colo,AUS,26.0,8,8,298,67,128,0.523,12,41,0.293,55,87,0.632,0.57,40,44,0.909,10,39,49,47,22,2,33,26,186,2014
D. Dedmon,SAN,24.0,15,15,505,102,189,0.54,0,1,0.0,102,188,0.543,0.54,24,35,0.686,66,137,203,19,23,35,31,69,228,2014
J. Demercy,BAK,,5,0,34,1,5,0.2,0,2,0.0,1,3,0.333,0.2,0,2,0.0,3,5,8,2,3,2,3,2,2,2014
I. Diogu,BAK,,42,33,1310,297,537,0.553,29,87,0.333,268,450,0.596,0.58,158,193,0.819,124,287,411,61,19,38,109,125,781,2014
Q. Douby,SFL,29.0,2,2,69,12,29,0.414,4,10,0.4,8,19,0.421,0.483,13,15,0.867,1,1,2,5,9,2,3,3,41,2014
C. Douglas-Roberts,TEX,27.0,7,7,237,42,88,0.477,11,22,0.5,31,66,0.47,0.54,37,43,0.86,7,26,33,20,8,4,20,16,132,2014
M. Downs,ERI,,25,21,833,147,331,0.444,62,171,0.363,85,160,0.531,0.538,39,45,0.867,16,91,107,85,29,20,48,67,395,2014
L. Drew,SFL,23.0,41,36,1458,170,359,0.474,53,129,0.411,117,230,0.509,0.547,73,103,0.709,23,118,141,287,68,3,105,91,466,2014
R. Dyer,TEX,,17,1,166,16,41,0.39,2,6,0.333,14,35,0.4,0.415,4,8,0.5,25,30,55,6,4,5,5,20,38,2014
D. Ebanks,TOT,24.0,45,38,1647,375,821,0.457,97,288,0.337,278,533,0.522,0.516,189,233,0.811,92,257,349,104,54,27,92,95,1036,2014
D. Ebanks,TEX,24.0,33,30,1237,284,636,0.447,70,227,0.308,214,409,0.523,0.502,156,193,0.808,80,215,295,81,44,26,68,71,794,2014
D. Ebanks,SPR,24.0,12,8,410,91,185,0.492,27,61,0.443,64,124,0.516,0.565,33,40,0.825,12,42,54,23,10,1,24,24,242,2014
S. Edwards,CAN,,46,38,1329,268,486,0.551,4,14,0.286,264,472,0.559,0.556,112,162,0.691,91,157,248,61,45,18,93,139,652,2014
M. Ehambe,IOW,,50,32,1369,251,564,0.445,169,399,0.424,82,165,0.497,0.595,71,86,0.826,10,173,183,45,37,4,52,76,742,2014
A. Ellis,RIO,,32,10,634,72,186,0.387,48,135,0.356,24,51,0.471,0.516,24,39,0.615,26,68,94,31,13,2,22,57,216,2014
J. Ellis,IDA,,46,13,863,75,155,0.484,0,4,0.0,75,151,0.497,0.484,30,38,0.789,115,125,240,48,32,9,35,111,180,2014
M. Ely,TEX,35.0,41,39,1183,252,416,0.606,0,0,0.0,252,416,0.606,0.606,145,192,0.755,75,150,225,52,30,56,79,115,649,2014
C. Emory,IOW,,5,0,18,2,9,0.222,0,4,0.0,2,5,0.4,0.222,2,2,1.0,1,2,3,1,2,0,3,5,6,2014
M. Eric,TEX,25.0,6,0,118,23,40,0.575,0,0,0.0,23,40,0.575,0.575,6,10,0.6,11,21,32,2,3,12,12,11,52,2014
R. Evans,SFL,,33,17,712,108,282,0.383,25,91,0.275,83,191,0.435,0.427,40,78,0.513,48,97,145,34,24,20,44,78,281,2014
V. Faverani,MAI,25.0,4,4,129,27,50,0.54,7,13,0.538,20,37,0.541,0.61,15,19,0.789,9,35,44,12,2,5,15,16,76,2014
C. Felix,CAN,23.0,9,9,259,34,74,0.459,7,21,0.333,27,53,0.509,0.507,24,37,0.649,7,40,47,18,13,3,24,27,99,2014
C. Fells,AUS,27.0,47,41,1680,335,706,0.475,99,263,0.376,236,443,0.533,0.545,79,100,0.79,40,185,225,140,81,42,107,93,848,2014
K. Fesenko,TOT,27.0,25,13,533,86,145,0.593,0,0,0.0,86,145,0.593,0.593,56,89,0.629,57,99,156,40,10,32,54,67,228,2014
K. Fesenko,DEL,27.0,16,5,282,45,72,0.625,0,0,0.0,45,72,0.625,0.625,26,43,0.605,30,48,78,16,9,22,33,44,116,2014
K. Fesenko,CAN,27.0,9,8,251,41,73,0.562,0,0,0.0,41,73,0.562,0.562,30,46,0.652,27,51,78,24,1,10,21,23,112,2014
J. Foote,SPR,26.0,50,34,1440,188,383,0.491,0,2,0.0,188,381,0.493,0.491,76,150,0.507,149,256,405,74,53,67,97,138,452,2014
G. Forbes,SPR,28.0,11,10,370,72,161,0.447,14,40,0.35,58,121,0.479,0.491,37,46,0.804,7,48,55,23,17,3,35,31,195,2014
K. Foster,REN,,15,0,127,16,42,0.381,4,13,0.308,12,29,0.414,0.429,9,14,0.643,13,18,31,7,6,5,14,25,45,2014
J. Franklin,FOR,22.0,16,0,450,74,171,0.433,24,65,0.369,50,106,0.472,0.503,81,92,0.88,21,69,90,69,28,3,47,38,253,2014
A. Freeman,IOW,,41,1,779,158,343,0.461,63,169,0.373,95,174,0.546,0.552,60,78,0.769,10,80,90,97,24,7,54,56,439,2014
W. Frisby,FOR,32.0,48,30,854,152,315,0.483,2,4,0.5,150,311,0.482,0.486,50,63,0.794,85,118,203,66,24,24,65,155,356,2014
A. Gaddy,MAI,,46,32,1251,160,327,0.489,47,112,0.42,113,215,0.526,0.561,49,85,0.576,48,99,147,231,37,9,106,125,416,2014
F. Gaines,MAI,23.0,48,34,1699,352,759,0.464,114,287,0.397,238,472,0.504,0.539,258,341,0.757,34,142,176,74,65,11,125,142,1076,2014
S. Gaines,REN,27.0,18,15,520,97,211,0.46,30,69,0.435,67,142,0.472,0.531,54,70,0.771,21,67,88,95,28,1,33,27,278,2014
T. Gallon,DEL,23.0,34,26,939,262,466,0.562,6,38,0.158,256,428,0.598,0.569,113,162,0.698,98,213,311,53,24,29,105,103,643,2014
G. Gamble,LOS,23.0,20,0,191,41,75,0.547,16,37,0.432,25,38,0.658,0.653,6,7,0.857,5,22,27,11,11,1,11,38,104,2014
G. Gantt,AUS,22.0,13,1,289,38,92,0.413,23,66,0.348,15,26,0.577,0.538,11,14,0.786,2,25,27,14,6,1,3,24,110,2014
K. Gardner,SAN,20.0,35,0,479,92,204,0.451,12,44,0.273,80,160,0.5,0.48,43,58,0.741,27,38,65,102,46,2,64,61,239,2014
A. Gilchrist,IOW,,46,0,792,137,245,0.559,1,12,0.083,136,233,0.584,0.561,102,154,0.662,76,144,220,14,14,56,55,116,377,2014
M. Gladness,REN,27.0,38,37,906,130,224,0.58,0,0,0.0,130,224,0.58,0.58,54,95,0.568,77,164,241,21,15,75,55,92,314,2014
R. Gobert,BAK,21.0,8,8,216,40,54,0.741,0,0,0.0,40,54,0.741,0.741,31,44,0.705,36,55,91,3,5,24,11,18,111,2014
A. Goodwin,BAK,19.0,5,2,177,44,89,0.494,10,26,0.385,34,63,0.54,0.551,34,42,0.81,8,18,26,6,7,0,21,17,132,2014
L. Goulbourne,SAN,,14,6,361,66,140,0.471,0,11,0.0,66,129,0.512,0.471,44,58,0.759,35,78,113,22,9,3,24,24,176,2014
J. Gutierrez,CAN,25.0,35,35,1146,164,356,0.461,9,24,0.375,155,332,0.467,0.473,151,197,0.766,34,166,200,243,43,9,96,126,488,2014
J. Hagins,RIO,,16,7,249,32,54,0.593,0,0,0.0,32,54,0.593,0.593,10,13,0.769,22,34,56,3,9,17,26,45,74,2014
P. Hairston,TEX,21.0,26,15,839,183,404,0.453,73,204,0.358,110,200,0.55,0.543,127,146,0.87,32,58,90,21,39,10,46,71,566,2014
J. Hamilton,SFL,23.0,39,39,1389,283,576,0.491,31,82,0.378,252,494,0.51,0.518,153,191,0.801,135,227,362,57,34,79,90,82,750,2014
R. Hamilton,IDA,,6,0,80,8,31,0.258,1,14,0.071,7,17,0.412,0.274,21,25,0.84,4,4,8,8,6,1,10,12,38,2014
S. Hannah,SAN,28.0,1,0,26,3,14,0.214,1,5,0.2,2,9,0.222,0.25,0,0,0.0,0,2,2,6,1,0,2,4,7,2014
A. Harris,CAN,28.0,3,0,16,2,5,0.4,0,1,0.0,2,4,0.5,0.4,2,3,0.667,0,2,2,1,0,0,4,3,6,2014
A. Harris,BAK,28.0,3,0,17,1,4,0.25,0,0,0.0,1,4,0.25,0.25,1,1,1.0,1,0,1,4,1,0,2,2,3,2014
A. Harris,TOT,28.0,14,0,195,28,63,0.444,2,6,0.333,26,57,0.456,0.46,11,19,0.579,5,16,21,32,7,0,31,25,69,2014
A. Harris,FOR,28.0,8,0,162,25,54,0.463,2,5,0.4,23,49,0.469,0.481,8,15,0.533,4,14,18,27,6,0,25,20,60,2014
E. Harris,LOS,24.0,1,1,28,6,10,0.6,0,1,0.0,6,9,0.667,0.6,6,7,0.857,1,1,2,2,0,1,2,6,18,2014
M. Harris,LOS,24.0,22,22,852,234,496,0.472,39,129,0.302,195,367,0.531,0.511,189,214,0.883,45,128,173,83,45,5,71,36,696,2014
R. Harris,FOR,25.0,40,0,678,81,209,0.388,59,154,0.383,22,55,0.4,0.529,26,47,0.553,29,101,130,33,30,14,26,49,247,2014
T. Harris,TOT,26.0,49,48,1514,197,462,0.426,81,214,0.379,116,248,0.468,0.514,113,148,0.764,53,177,230,110,69,20,106,170,588,2014
T. Harris,TEX,26.0,31,30,899,106,265,0.4,44,121,0.364,62,144,0.431,0.483,82,106,0.774,40,118,158,68,42,15,67,103,338,2014
T. Harris,BAK,26.0,18,18,615,91,197,0.462,37,93,0.398,54,104,0.519,0.556,31,42,0.738,13,59,72,42,27,5,39,67,250,2014
R. Hearn,IDA,22.0,41,36,1136,124,325,0.382,47,161,0.292,77,164,0.47,0.454,59,85,0.694,33,148,181,39,36,12,59,114,354,2014
B. Heath,REN,,32,23,968,142,336,0.423,42,110,0.382,100,226,0.442,0.485,69,100,0.69,24,90,114,183,51,3,92,69,395,2014
E. Henderson,IOW,,2,0,6,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,1,2,0,0,0,2,1,0,2014
J. Henriquez,RIO,,29,3,262,35,88,0.398,0,9,0.0,35,79,0.443,0.398,18,37,0.486,30,41,71,13,5,25,25,51,88,2014
T. Henry,FOR,,4,0,79,11,29,0.379,1,6,0.167,10,23,0.435,0.397,0,0,0.0,2,9,11,5,5,3,3,3,23,2014
X. Henry,LOS,22.0,2,2,49,13,34,0.382,2,10,0.2,11,24,0.458,0.412,6,9,0.667,1,3,4,3,7,0,3,2,34,2014
S. Hill,FOR,22.0,2,2,59,12,26,0.462,5,13,0.385,7,13,0.538,0.558,5,6,0.833,1,6,7,6,2,2,8,6,34,2014
R. Hite,CAN,30.0,25,2,576,63,165,0.382,25,77,0.325,38,88,0.432,0.458,28,38,0.737,19,60,79,33,22,7,25,72,179,2014
A. Hood,IDA,30.0,17,0,193,19,54,0.352,8,27,0.296,11,27,0.407,0.426,7,11,0.636,10,21,31,9,9,2,10,15,53,2014
D. Horner,SPR,25.0,29,29,915,160,333,0.48,18,58,0.31,142,275,0.516,0.508,97,120,0.808,50,128,178,31,19,20,49,64,435,2014
D. Horner,BAK,25.0,18,18,574,77,162,0.475,16,41,0.39,61,121,0.504,0.525,56,79,0.709,44,100,144,28,12,9,27,41,226,2014
