Player,Season,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,S_R_H,S_R_W,cm_per_kg
Jamal Murray,2016-17,19,36,1267,244,538,131,261,113,277,119,152,53,133,186,79,35,11,84,75,720,649,4.4,1.8,6.1,22.7,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.1,120.2,102.6,8.1,1.1,9.1,7.703235991,16.98500395,4.135753749,8.239936859,3.567482242,8.745067088,3.756906077,4.798737174,1.673243883,4.198895028,5.872138911,2.494080505,1.104972376,0.347277032,2.651933702,2.367797948,22.7308603,59.51593705,0.282527881,0.514869888,0.453531599,0.501915709,0.407942238,0.782894737,0.558550186,196,93,2.107526882
James Anderson,2010-11,21,33,1124,226,494,152,277,74,217,209,258,64,128,192,80,46,20,78,88,735,698,5.2,1.7,6.9,20.20232558,4.635465116,8.925,6.849418605,11.41569767,1.660465116,1.38372093,7.748837209,21.79360465,83.92267442,68.63255814,0,0,0,8.042704626,17.58007117,5.409252669,9.857651246,2.633451957,7.722419929,7.43772242,9.181494662,2.277580071,4.555160142,6.832740214,2.846975089,1.637010676,0.711743772,2.775800712,3.131672598,26.15658363,60.49183566,0.522267206,0.439271255,0.457489879,0.548736462,0.341013825,0.810077519,0.532388664,198,94,2.106382979
James Ennis,2014-15,24,67,2080,299,606,201,329,98,277,190,241,107,255,362,158,112,69,168,161,886,861,5.7,3.4,8.9,22.40543269,6.093317308,14.72230769,10.38153846,15.63375,3.194903846,3.535673077,19.05923077,21.57836538,114.5796154,97.37836538,5.078028846,2.854134615,7.879615385,5.75,11.65384615,3.865384615,6.326923077,1.884615385,5.326923077,3.653846154,4.634615385,2.057692308,4.903846154,6.961538462,3.038461538,2.153846154,1.326923077,3.230769231,3.096153846,17.03846154,62.21560586,0.397689769,0.45709571,0.49339934,0.610942249,0.353790614,0.788381743,0.574257426,201,95,2.115789474
James Michael McAdoo,2014-15,22,108,2696,467,1044,467,1035,0,9,298,524,232,408,640,111,132,58,173,229,1232,1173,3.5,5.1,8.7,17.76917656,9.000482196,17.52181009,13.0514095,6.472218101,2.853968843,2.03879822,11.87715134,24.5634273,101.3033012,94.15178042,-0.166357567,3.328746291,3.162388724,6.928783383,15.48961424,6.928783383,15.35608309,0,0.133531157,4.421364985,7.774480712,3.442136499,6.053412463,9.495548961,1.646884273,1.958456973,0.860534125,2.566765579,3.397626113,18.27893175,48.33040422,0.501915709,0.00862069,0.447318008,0.451207729,0,0.56870229,0.447318008,206,104,1.980769231
James Nunnally,2013-14,23,92,2967,480,1033,315,610,165,423,315,400,96,434,530,199,55,20,232,179,1440,1315,7.5,3.7,11.3,20.09700034,4.211189754,16.746242,10.73407482,15.62052578,1.153353556,0.758881025,16.20384226,26.05669026,110.2253455,101.4821368,2.222548028,-1.095517358,1.091472868,6.471183013,13.92652511,4.246713852,8.223795079,2.224469161,5.70273003,4.246713852,5.392652511,1.294236603,5.851027974,7.145264577,2.682844624,0.74148972,0.269632626,3.127738456,2.413211999,19.41354904,59.55334988,0.387221684,0.409486931,0.464666021,0.516393443,0.390070922,0.7875,0.544530494,201,92,2.184782609
James Young,2014-15,19,40,1296,183,450,101,215,82,235,125,177,41,130,171,67,30,8,75,83,573,527,3,1.7,4.7,16.6,3.7,11,7.5,10.8,1.4,0.6,12.3,23.4,114.8,104.3,5.2,0.8,6,5.648148148,13.88888889,3.117283951,6.635802469,2.530864198,7.25308642,3.858024691,5.462962963,1.265432099,4.012345679,5.277777778,2.067901235,0.925925926,0.24691358,2.314814815,2.561728395,17.68518519,54.27369857,0.393333333,0.522222222,0.406666667,0.469767442,0.34893617,0.706214689,0.497777778,198,97,2.041237113
JaMychal Green,2014-15,24,91,2545,488,950,485,934,3,16,349,491,255,415,670,128,95,161,244,290,1328,1271,6.6,6.1,12.7,26.59571709,11.99831041,18.95842829,15.51343811,12.22196464,2.315442043,7.058388998,17.21414538,29.21607073,107.8333595,89.64204322,2.165540275,4.333084479,6.465736739,7.669941061,14.93123772,7.622789784,14.67976424,0.047151277,0.251473477,5.485265226,7.717092338,4.007858546,6.52259332,10.53045187,2.011787819,1.493123772,2.530451866,3.83497053,4.557956778,20.87229862,56.94487325,0.516842105,0.016842105,0.513684211,0.519271949,0.1875,0.710794297,0.515263158,203,108,1.87962963
Jared Sullinger,2012-13,20,74,2295,450,849,431,797,19,52,363,495,247,470,717,89,80,59,130,199,1282,1225,10.2,5.9,16.2,30.25106754,13.26814815,25.90213508,19.51281046,7.987189542,2.146797386,2.978649237,10.68291939,27.44039216,123.9448366,87.83843137,5.942527233,4.380784314,10.32331155,7.843137255,14.79738562,7.511982571,13.89106754,0.331154684,0.906318083,6.326797386,8.62745098,4.305010893,8.191721133,12.49673203,1.551198257,1.394335512,1.02832244,2.265795207,3.468409586,22.34422658,60.08623922,0.583038869,0.061248528,0.530035336,0.540777917,0.365384615,0.733333333,0.541224971,206,120,1.716666667
Jarell Eddie,2015-16,24,123,3176,383,995,191,469,192,526,224,276,101,462,563,139,43,58,183,247,1182,1097,4.5,3.3,7.8,13.97770781,4.872512594,16.7559194,10.80513224,9.167002519,0.778274559,2.465050378,14.63192695,21.45900504,101.8823363,103.9623426,0.926668766,0.530163728,1.488664987,4.823677582,12.53148615,2.405541562,5.906801008,2.41813602,6.624685139,2.82115869,3.476070529,1.272040302,5.818639798,7.090680101,1.750629723,0.541561713,0.730478589,2.304785894,3.110831234,14.88664987,52.93611838,0.277386935,0.528643216,0.384924623,0.407249467,0.365019011,0.811594203,0.481407035,201,99,2.03030303
Jarell Martin,2015-16,21,65,1996,323,654,282,521,41,133,202,293,154,297,451,88,65,45,144,170,889,839,4,3.6,7.5,19.29363727,8.651653307,15.29043086,12.08717435,8.864579158,1.858066132,2.135470942,15.32259519,22.87104208,109.2967936,98.0998497,2.596793587,1.82259519,4.461322645,6.472945892,13.10621242,5.651302605,10.44088176,0.821643287,2.665330661,4.048096192,5.871743487,3.086172345,5.951903808,9.038076152,1.763527054,1.30260521,0.901803607,2.885771543,3.406813627,17.81563126,56.77463853,0.448012232,0.203363914,0.493883792,0.541266795,0.308270677,0.689419795,0.525229358,208,107,1.943925234
Jarnell Stokes,2014-15,21,87,2587,411,776,411,773,0,3,307,489,337,499,836,129,65,94,180,190,1129,1157,7.5,5.2,12.7,23.76691148,14.55287978,23.39300348,18.91774256,9.239930421,1.807576343,4.453923463,16.73563974,23.48766911,108.7379977,94.25086973,2.40313104,4.13509857,6.521376111,6.354851179,11.99845381,6.354851179,11.95206803,0,0.046385775,4.746810978,7.56088133,5.210668728,7.71550058,12.92616931,1.994588326,1.005025126,1.453420951,2.783146502,2.937765752,17.45651334,56.95346866,0.630154639,0.003865979,0.529639175,0.531694696,0,0.627811861,0.529639175,203,117,1.735042735
Jarrod Uthoff,2016-17,23,100,2648,458,1018,321,660,137,358,245,308,148,431,579,121,81,177,104,141,1298,1166,7.6,5.3,12.9,24.32583082,6.383987915,18.07964502,12.33965257,8.895317221,1.606533233,7.366918429,9.318164653,23.6516994,119.533648,96.38648036,4.646601208,4.936253776,9.582854985,6.918429003,15.3776435,4.848942598,9.96978852,2.069486405,5.407854985,3.700906344,4.652567976,2.235649547,6.510574018,8.746223565,1.827794562,1.223564955,2.673716012,1.570996979,2.129909366,19.60725076,56.26257022,0.302554028,0.351669941,0.449901768,0.486363636,0.382681564,0.795454545,0.51719057,206,95,2.168421053
Jaylen Brown,2016-17,20,34,939,163,378,133,276,30,102,142,217,36,146,182,68,27,22,105,108,498,477,1,1.8,2.7,17.6,4.5,16.5,10.8,15.3,1.7,2.2,17.9,31.4,98.4,97.1,0.3,3.3,3.6,6.943556976,16.10223642,5.665601704,11.7571885,1.277955272,4.345047923,6.048988285,9.243876464,1.533546326,6.219382322,7.752928648,2.896698616,1.150159744,0.937167199,4.47284345,4.600638978,21.21405751,52.58933851,0.574074074,0.26984127,0.431216931,0.481884058,0.294117647,0.65437788,0.470899471,201,102,1.970588235
Jeff Withey,2013-14,23,117,2319,327,576,326,575,1,1,283,390,185,443,628,69,59,311,138,208,938,893,6.6,6.4,13,24.09883571,13.91970677,25.28921949,20.11254851,3.107028892,1.557524795,12.97210004,17.1414834,20.16826218,111.9732643,83.14963346,1.37563605,5.34683053,6.673134972,5.640362225,9.935316947,5.623113411,9.918068133,0.017248814,0.017248814,4.881414403,6.727037516,3.191030617,7.641224666,10.83225528,1.190168176,1.017680035,5.364381199,2.380336352,3.587753342,16.17938767,62.7340824,0.677083333,0.001736111,0.567708333,0.566956522,1,0.725641026,0.568576389,213,106,2.009433962
Jeffery Taylor,2012-13,23,103,3118,529,1107,423,827,106,280,356,513,198,362,560,199,117,48,240,237,1520,1475,8.5,4.5,13,21.8162925,8.010359205,12.89865298,10.57969852,13.91635664,2.221295702,1.484958307,15.1419179,26.07286722,111.4938743,99.36545863,3.317158435,1.411962797,4.729121232,6.786401539,14.20141116,5.426555484,10.60936498,1.359846055,3.592046183,4.567030148,6.581141758,2.540089801,4.644002566,7.184092367,2.552918538,1.500962155,0.615779346,3.078896729,3.04041052,19.49967928,57.02623207,0.463414634,0.252935863,0.477868112,0.511487304,0.378571429,0.693957115,0.525745257,201,102,1.970588235
Jerami Grant,2014-15,20,72,1577,187,385,181,365,6,20,161,251,124,211,335,62,43,36,63,129,541,535,3.6,3.1,6.6,17.26645529,9.036271401,15.92542803,12.36271401,7.169499049,1.763728599,3.39220038,12.75015853,17.65865568,111.9240964,94.55764109,1.706785035,3.39220038,5.162714014,4.743183259,9.765377299,4.590995561,9.258084971,0.152187698,0.507292327,4.083703234,6.366518706,3.145212429,5.351934052,8.497146481,1.572606214,1.090678503,0.913126189,1.597970831,3.27203551,13.72225745,54.59793315,0.651948052,0.051948052,0.485714286,0.495890411,0.3,0.641434263,0.493506494,203,95,2.136842105
Jeremy Evans,2010-11,23,34,901,137,211,134,199,3,12,64,93,101,134,235,25,28,61,36,98,341,332,3.2,1.6,4.9,25.7,13.5,17.8,15.6,5.9,1.9,7.2,12.4,16.8,133.1,96,0,0,0,6.082130966,9.367369589,5.948945616,8.834628191,0.13318535,0.532741398,2.841287458,4.128745838,4.48390677,5.948945616,10.43285239,1.109877913,1.243063263,2.708102109,1.598224195,4.350721421,15.13873474,67.68021594,0.440758294,0.056872038,0.6492891,0.673366834,0.25,0.688172043,0.656398104,206,86,2.395348837
Jeremy Lamb,2012-13,20,75,2406,399,828,282,492,117,336,145,180,82,267,349,124,77,46,120,121,1060,940,6.9,2.9,9.8,21.20548628,4.052369077,12.2,8.226184539,11.25760599,1.994763092,1.963092269,11.59476309,22.00573566,117.8630923,101.6688279,5.858104738,2.010224439,7.915710723,6.633416459,13.76558603,4.688279302,8.179551122,1.945137157,5.586034913,2.410640067,2.992518703,1.36325852,4.438902743,5.802161264,2.061512884,1.280133001,0.76475478,1.995012469,2.011637573,17.62261014,58.42151675,0.217391304,0.405797101,0.481884058,0.573170732,0.348214286,0.805555556,0.552536232,196,81,2.419753086
Jeremy Lin,2010-11,22,29,933,149,287,119,199,30,88,148,196,24,103,127,131,71,31,90,85,476,483,3.4,2,5.3,26.8,3.5,12.9,8.6,31,4.5,3.6,19.1,26.1,117.6,92.8,0,0,0,6.387995713,12.30439443,5.101822079,8.531618435,1.286173633,3.772775991,6.345123258,8.403001072,1.028938907,4.415862808,5.444801715,5.616291533,3.043944266,1.329046088,3.8585209,3.644158628,20.40728832,63.76594149,0.682926829,0.306620209,0.519163763,0.59798995,0.340909091,0.755102041,0.571428571,188,91,2.065934066
Jerian Grant,2015-16,23,119,4337,556,1276,377,757,179,519,448,567,47,296,343,690,175,37,266,219,1739,1878,13.9,4.5,18.5,22.37622781,1.353078165,8.180562601,4.781715472,32.54549228,2.710398893,0.779340558,14.13714549,23.1620475,119.9094766,105.2428868,6.677426793,0.395042656,7.040004611,5.127968642,11.76850357,3.477057874,6.981784644,1.650910768,4.78671893,4.131888402,5.229421259,0.433479364,2.729997694,3.163477058,6.363845976,1.614018907,0.341249712,2.453308739,2.019829375,16.03873645,56.99845295,0.444357367,0.406739812,0.435736677,0.498018494,0.344894027,0.790123457,0.505877743,196,92,2.130434783
Jerome Dyson,2011-12,24,34,1143,195,499,155,362,40,137,156,218,33,113,146,144,44,21,132,95,586,581,1.5,1.6,3.1,17.5,3.3,9.9,6.8,28.1,2.3,1.7,18,31.5,98.4,100.5,0,0,0,6.824146982,17.46281715,5.42432196,12.66841645,1.399825022,4.7944007,5.459317585,7.629046369,1.154855643,3.954505687,5.10936133,5.039370079,1.539807524,0.734908136,4.619422572,3.324584427,20.50743657,49.25031937,0.436873747,0.274549098,0.390781563,0.428176796,0.291970803,0.71559633,0.430861723,190,82,2.317073171
Jerome Jordan,2011-12,25,35,1043,184,335,184,335,0,0,172,250,84,233,317,44,16,82,79,98,540,511,3.4,2.3,5.6,27.4,9.6,24,17.2,9.8,0.9,7.5,14.8,26,115.6,92.2,0,0,0,7.056567593,12.84755513,7.056567593,12.84755513,0,0,6.596356663,9.587727709,3.22147651,8.935762224,12.15723873,1.687440077,0.613614573,3.144774688,3.029721956,3.758389262,20.70949185,60.6741573,0.746268657,0,0.549253731,0.549253731,0,0.688,0.549253731,213,111,1.918918919
Jimmer Fredette,2011-12,22,71,2382,571,1256,370,768,201,488,476,533,49,183,232,319,90,6,224,85,1819,1723,12.4,3.6,16,30.67783375,2.499874055,8.244458438,5.477707809,29.68866499,2.155541562,0.322166247,12.97770781,35.07846348,121.7212846,98.88916877,4.534760705,-0.311209068,4.223551637,9.588581024,21.09151973,6.213266163,12.89672544,3.375314861,8.194794291,7.993282956,8.950461797,0.822837951,3.073047859,3.89588581,5.356842989,1.511335013,0.100755668,3.76154492,1.427371956,30.54575987,61.01897324,0.424363057,0.388535032,0.454617834,0.481770833,0.411885246,0.893058161,0.534633758,188,88,2.136363636
Jimmy Butler,2011-12,22,71,2447,335,661,299,571,36,90,375,484,172,269,441,154,98,34,93,117,1081,1067,9.9,3.2,13.2,24.71413976,8.485655905,13.23784226,10.86174908,12.48586024,2.4,1.48087454,9.41912546,20.72868819,130.8944013,101.1193298,3.667347773,1.257376379,4.924724152,5.476093175,10.80506743,4.887617491,9.333878218,0.588475685,1.471189211,6.129955047,7.911728647,2.811606048,4.397221087,7.208827135,2.517368206,1.601961586,0.555782591,1.520228852,1.912545975,17.67061708,61.8449357,0.732223903,0.136157337,0.506807867,0.523642732,0.4,0.774793388,0.534039334,201,99,2.03030303
Joe Harris,2014-15,23,135,4084,568,1276,305,630,263,646,299,414,116,393,509,254,116,48,213,307,1698,1555,9.9,7.9,17.8,30.95445642,7.057419197,22.60886386,14.75805583,21.69632713,3.254946131,2.491895201,23.36449559,38.22629775,188.9919197,169.139667,8.208667973,3.504505387,11.71317336,5.563173359,12.49755142,2.987267385,6.170421156,2.575905975,6.327130264,2.928501469,4.054848188,1.136141038,3.849167483,4.985308521,2.487757101,1.136141038,0.470127326,2.08619001,3.006856024,16.63075416,58.2240632,0.324451411,0.506269592,0.445141066,0.484126984,0.407120743,0.722222222,0.548197492,198,102,1.941176471
Joel Embiid,2016-17,22,28,647,107,171,106,166,1,5,98,143,65,162,227,38,25,72,66,94,313,307,1.8,1.7,3.4,28.2,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,116.6,90.9,4.7,10.2,14.9,6.615146832,10.57187017,6.553323029,10.26275116,0.061823802,0.309119011,6.058732612,8.840803709,4.018547141,10.01545595,14.03400309,2.349304482,1.545595054,4.451313756,4.080370943,5.811437403,19.35085008,66.90321477,0.83625731,0.029239766,0.625730994,0.638554217,0.2,0.685314685,0.628654971,213,113,1.884955752
John Henson,2012-13,22,109,2594,475,955,470,931,5,24,169,349,269,617,886,108,69,277,166,159,1124,1067,4.1,6.6,10.8,23.28662298,10.79471858,24.33538936,17.60497301,7.838936006,1.454394757,10.33993832,13.04475713,22.65809561,103.9433693,87.82552043,0.666653817,6.650269854,7.31692367,7.32459522,14.72629144,7.247494217,14.35620663,0.077101002,0.370084811,2.606013878,5.381649961,4.148033924,9.514263685,13.66229761,1.66538165,1.063993832,4.271395528,2.559753277,2.451811874,17.33230532,50.69639893,0.365445026,0.02513089,0.497382199,0.504833512,0.208333333,0.484240688,0.5,211,99,2.131313131
John Jenkins,2012-13,21,98,2998,516,1102,210,403,306,699,320,374,41,224,265,111,67,27,130,122,1658,1389,12.5,3,15.5,22.77018012,1.667945297,8.322014676,5.203702468,8.203702468,1.274049366,0.889426284,8.999366244,23.25700467,129.2141428,104.312008,5.914743162,-0.418112075,5.496631087,6.884589726,14.70313542,2.801867912,5.376917945,4.082721815,9.326217478,4.269513009,4.989993329,0.547031354,2.988659106,3.53569046,1.480987325,0.893929286,0.36024016,1.73448966,1.627751835,22.12141428,65.45288024,0.33938294,0.63430127,0.468239564,0.521091811,0.43776824,0.855614973,0.60707804,193,96,2.010416667
John Wall,2010-11,20,37,1288,202,438,165,324,37,114,175,232,30,129,159,241,66,19,149,72,616,669,3.7,2.6,6.3,22.3,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,111.7,94.1,0,0,0,6.273291925,13.60248447,5.124223602,10.0621118,1.149068323,3.540372671,5.434782609,7.204968944,0.931677019,4.00621118,4.937888199,7.48447205,2.049689441,0.590062112,4.627329193,2.236024845,19.13043478,57.02858836,0.529680365,0.260273973,0.461187215,0.509259259,0.324561404,0.754310345,0.503424658,193,89,2.168539326
Johnny O'Bryant,2014-15,21,91,2465,446,956,440,929,6,27,257,415,277,425,702,115,47,72,267,255,1155,1133,1.9,3.8,5.8,17.68255578,12.14361055,20.69411765,16.20953347,10.3851927,1.121703854,2.912170385,18.92454361,28.12028398,95.6841785,98.97342799,-1.411764706,1.165922921,-0.245841785,7.237322515,15.51318458,7.139959432,15.07505071,0.097363083,0.438133874,4.170385396,6.734279919,4.494929006,6.896551724,11.39148073,1.866125761,0.762677485,1.168356998,4.332657201,4.137931034,18.74239351,50.72018268,0.434100418,0.028242678,0.466527197,0.473627557,0.222222222,0.619277108,0.469665272,206,116,1.775862069
Jon Leuer,2011-12,22,58,1830,369,755,297,563,72,192,180,227,92,293,385,95,30,62,78,125,990,890,7.5,3.2,10.7,29.50912568,6.362240437,20.98174863,13.41535519,14.10704918,1.186721311,4.40704918,7.817431694,29.4195082,120.6651366,95.59213115,2.378852459,0.717431694,3.134043716,8.06557377,16.50273224,6.491803279,12.30601093,1.573770492,4.196721311,3.93442623,4.961748634,2.010928962,6.404371585,8.415300546,2.076502732,0.655737705,1.355191257,1.704918033,2.732240437,21.63934426,57.90286356,0.300662252,0.254304636,0.488741722,0.527531083,0.375,0.792951542,0.536423841,208,103,2.019417476
Jonathan Gibson,2016-17,29,34,1109,197,441,91,180,106,261,95,112,17,81,98,95,47,2,73,69,595,543,3.5,0.5,4,21.1,1.7,7.7,4.8,17.2,2.4,0.2,12.9,24.9,117.2,110.4,0,0,0,7.105500451,15.90622182,3.282236249,6.492335437,3.823264202,9.413886384,3.42651037,4.039675383,0.613165014,2.921550947,3.53471596,3.42651037,1.69522092,0.07213706,2.633002705,2.488728584,21.46077547,60.67961165,0.253968254,0.591836735,0.446712018,0.505555556,0.406130268,0.848214286,0.566893424,188,81,2.320987654
Jonathon Simmons,2015-16,26,30,902,154,301,122,218,32,83,101,141,42,107,149,65,21,11,100,75,441,415,2,0.6,2.6,19.5,5.6,13.9,9.8,14.9,1.4,1.2,21.4,26.1,106.4,107.1,2.7,-1.7,1,6.829268293,13.3481153,5.410199557,9.667405765,1.419068736,3.680709534,4.478935698,6.252771619,1.862527716,4.745011086,6.607538803,2.88248337,0.931263858,0.487804878,4.4345898,3.32594235,19.55654102,60.73710886,0.468438538,0.275747508,0.511627907,0.559633028,0.385542169,0.716312057,0.564784053,198,88,2.25
Jordan Adams,2014-15,20,69,2081,373,798,275,502,98,296,287,342,88,231,319,142,168,17,94,147,1131,1041,7.4,3.8,11.2,26.09173474,5.051705911,12.6679481,8.863815473,13.06780394,4.615953868,0.840028832,8.871936569,25.29985584,121.7395963,96.99601153,7.979913503,2.963959635,10.94387314,7.169629986,15.33877943,5.285920231,9.649207112,1.883709755,5.689572321,5.516578568,6.573762614,1.691494474,4.440172994,6.131667468,2.729456992,3.229216723,0.326765978,1.806823642,2.825564632,21.73954829,59.62171053,0.428571429,0.370927318,0.467418546,0.547808765,0.331081081,0.839181287,0.528822055,196,99,1.97979798
Jordan Clarkson,2014-15,22,93,2952,473,1075,378,780,95,295,392,487,74,236,310,249,87,26,254,211,1433,1389,6.9,3.2,10.1,20.4560284,3.644266815,10.32683901,7.061704991,21.00431529,1.884871006,1.258943718,17.3883167,29.65897233,115.20739,110.3332661,3.287763693,-0.085817315,3.201946378,6.409214092,14.56639566,5.12195122,10.56910569,1.287262873,3.997289973,5.311653117,6.598915989,1.002710027,3.197831978,4.200542005,3.37398374,1.178861789,0.352303523,3.441734417,2.859078591,19.41734417,55.57365351,0.453023256,0.274418605,0.44,0.484615385,0.322033898,0.804928131,0.484186047,196,87,2.252873563
Jordan Crawford,2010-11,22,35,1147,260,563,181,361,79,202,119,154,34,132,166,101,47,7,85,57,718,654,4.1,1.8,5.9,25.4,3.4,12,7.9,20.1,2.4,0.6,11.8,30.8,115.2,98.4,0,0,0,9.067131648,19.63382738,6.31211857,12.58936356,2.755013078,7.044463819,4.149956408,5.370531822,1.185701831,4.60331299,5.789014821,3.522231909,1.639058413,0.244115083,2.964254577,1.987794246,25.03923278,56.91546706,0.273534636,0.358792185,0.461811723,0.501385042,0.391089109,0.772727273,0.531971581,193,90,2.144444444
