Player,School,Yr,Version
R.J. Scott,Troy,4025,1
Raeford Worsham,Arkansas State,4027,1
Raeford Worsham,Jackson State,4031,1
Raekwon Harney,North Carolina Central,2017,1
Raekwon Harney,Stetson,2014,1
Raemond Robinson,Charleston Southern,4033,1
Raemond Robinson,Citadel,4027,1
Rafael Maia,Brown,6042,1
Rafael Maia,Pittsburgh,2016,1
Rakeem Buckles,Florida International,2014,1
Rakeem Buckles,Louisville,6033,1
Rakim Lubin,Cal State Northridge,2017,1
Rakim Lubin,Connecticut,2015,1
Rakim Sanders,Boston College,2010,1
Rakim Sanders,Fairfield,2012,1
Ralph Hill,Dayton,4023,1
Ralph Hill,Oakland,4029,1
Ralston Turner,Louisiana State,4023,1
Ralston Turner,North Carolina State,4029,1
Ramon Eaton,North Carolina Central,2014,1
Ramon Eaton,Pepperdine,2012,1
Ramon Galloway,La Salle,4025,1
Ramon Galloway,South Carolina,4021,1
Ramone Snowden,James Madison,2017,1
Ramone Snowden,Niagara,4029,1
Randy Onwuasor,Southern Utah,2017,1
Randy Onwuasor,Texas Tech,4029,1
Rashaan Surles,Mississippi Valley State,4033,1
Rashaan Surles,Prairie View,2014,1
Rashad Whack,George Mason,4021,1
Rashad Whack,Mount St. Mary's,4027,1
Rashard McGill,Iona,2010,1
Rashard McGill,Southern Mississippi,4025,1
Rasheed Sulaimon,Duke,6042,1
Rasheed Sulaimon,Maryland,2016,1
Rashid Gaston,Norfolk State,6042,1
Rashid Gaston,Xavier,2017,1
Rawle Marshall,Ball State,2001,1
Rawle Marshall,Oakland,6012,1
Ray Barreno,Portland,4033,1
Ray Barreno,Tulane,2014,1
Ray Lester,North Carolina A&T,2011,1
Ray Lester,Southern Illinois-Edwardsville,4027,1
Ray Penn,Oklahoma State,4021,1
Ray Penn,Texas Southern,4027,1
Ray Rodriguez,Florida International,4031,1
Ray Rodriguez,North Florida,2013,1
Ray Willis,North Carolina Central,4025,1
Ray Willis,Oklahoma,2010,1
Raymond Taylor,Florida Atlantic,6033,1
Raymond Taylor,Florida International,2014,1
Raymone Andrews,Louisiana-Lafayette,6033,1
Raymone Andrews,Stetson,2014,1
Rayner Moquete,Binghamton,4027,1
Rayner Moquete,Fordham,4021,1
Rayvon Harris,Niagara,4029,1
Rayvon Harris,Rhode Island,2012,1
Rayvonte Rice,Drake,4023,1
Rayvonte Rice,Illinois,4029,1
Reco McCarter,Campbell,6042,1
Reco McCarter,Virginia Commonwealth,2012,1
Reese Holliday,Missouri-Kansas City,2015,1
Reese Holliday,Toledo,6036,1
Reger Dowell,Oklahoma State,6033,1
Reger Dowell,Texas-Arlington,2014,1
Reggie Groves,Canisius,8046,1
Reggie Groves,North Carolina Central,2014,1
Reggie Johnson,Hampton,4031,1
Reggie Johnson,Miami (FL),8046,2
Reggie Johnson,Miami (OH),4027,1
Reggie Lynch,Illinois State,4029,1
Reggie Lynch,Minnesota,2017,1
Reggie Smith,Eastern Illinois,4029,1
Reggie Smith,Marquette,2011,1
Reggie Smith,Nevada-Las Vegas,2012,1
Reggie Theus,Cal State Northridge,2017,1
Reggie Theus,South Carolina,4029,1
Reggie Williams,Morehead State,2011,1
Reggie Williams,Ohio,2015,2
Reginald Smith,Grambling,2014,1
Reginald Smith,Louisiana-Monroe,2012,1
Remy Abell,Indiana,4025,1
Remy Abell,Xavier,4031,1
Renaldo Woolridge,Southern California,2013,1
Renaldo Woolridge,Tennessee,6033,1
Rene Castro,Butler,2014,1
Rene Castro,Duquesne,4033,1
Ria'n Holland,Mercer,2017,1
Ria'n Holland,Wichita State,2015,1
Rian Pearson,Green Bay,2010,1
Rian Pearson,Toledo,6039,1
Richard Brown,Army,8062,1
Richard Brown,Furman,4023,2
Richard Peters,Albany (NY),4031,1
Richard Peters,Cal State Fullerton,2017,1
Richaud Pack,Florida International,4023,1
Richaud Pack,Maryland,2015,1
Richaud Pack,North Carolina A&T,2014,1
Rick Kreklow,Creighton,2015,1
Rick Kreklow,Missouri,2011,1
Rick Kreklow,University of California,4027,1
Ricky Tarrant,Alabama,2015,1
Ricky Tarrant,Memphis,2016,1
Ricky Tarrant,Tulane,4025,1
Rico Sanders,Jacksonville State,4027,1
Rico Sanders,South Alabama,2011,1
Riley Dearring,Cal State Fullerton,2017,1
Riley Dearring,Wisconsin,4031,1
Rob Johnson,Marist,4021,1
Rob Johnson,Norfolk State,4025,1
Rob Lewis,Denver,4022,1
Rob Lewis,Houston Baptist,4027,2
Rob Marberry,Lipscomb,2017,1
Rob Marberry,Western Kentucky,2015,1
Rob Murphy,Lipscomb,2010,1
Rob Murphy,Tennessee,2012,1
Rob Robinson,Illinois-Chicago,2012,1
Rob Robinson,Robert Morris,2010,2
Robert Brown,Alabama-Birmingham,4031,1
Robert Brown,Virginia Tech,4025,1
Robert Carter,Georgia Tech,4027,1
Robert Carter,Maryland,2016,1
Robert Johnson,Indiana,6048,1
Robert Johnson,Kent State,4023,2
Robert Johnson,North Carolina A&T,2010,3
Robert Lumpkins,New Mexico State,2010,1
Robert Lumpkins,Rutgers,2011,1
Robert Sampson,East Carolina,6036,1
Robert Sampson,Georgia Tech,2015,1
Robert Smith,Santa Clara,4021,1
Robert Smith,UC-Riverside,4025,1
Robert Upshaw,Fresno State,2013,1
Robert Upshaw,Washington,2015,1
Robert Williams,Alabama-Birmingham,8050,1
Robert Williams,Texas A&M,2017,2
Rod Days,Campbell,4031,1
Rod Days,Central Florida,4025,1
Roddy Peters,Maryland,2014,1
Roddy Peters,South Florida,2016,1
Rodney Hood,Duke,2014,1
Rodney Hood,Mississippi State,2012,1
Rodney Pryor,Georgetown,2017,1
Rodney Pryor,Robert Morris,4031,1
Rodney Purvis,Connecticut,6048,1
Rodney Purvis,North Carolina State,2013,1
Rodney Simeon,Alabama State,2017,1
Rodney Simeon,Tennessee State,2015,1
Rodney Williams,Drexel,8062,1
Rodney Williams,Minnesota,8046,2
Roger Franklin,North Texas,4025,1
Roger Franklin,Oklahoma State,4021,1
Roger Woods,Arkansas-Little Rock,4031,1
Roger Woods,Southeastern Louisiana,2013,2
Roland Brown,Binghamton,4027,1
Roland Brown,Hofstra,2011,1
Romero Osby,Mississippi State,2010,1
Romero Osby,Oklahoma,4025,1
Ron Giplaye,East Tennessee State,4029,1
Ron Giplaye,Providence,4023,1
Ron Mvouika,Missouri State,4029,1
Ron Mvouika,St. John's (NY),2016,1
Ron Patterson,IUPUI,2017,1
Ron Patterson,Syracuse,4029,1
Ron Trapps,Coastal Carolina,6045,1
Ron Trapps,North Carolina Central,2017,1
Ronald Spencer,Maryland-Eastern Shore,4025,1
Ronald Spencer,Tennessee-Martin,4021,1
Ronnie Johnson,Auburn,2017,1
Ronnie Johnson,Houston,2016,1
Ronnie Johnson,Purdue,4027,1
Ronnye Beamon,Morehead State,4033,1
Ronnye Beamon,Youngstown State,2014,1
Roschon Prince,Long Beach State,4033,1
Roschon Prince,Southern California,2014,1
Roscoe Smith,Connecticut,4023,1
Roscoe Smith,Nevada-Las Vegas,2014,1
Rotnei Clarke,Arkansas,4021,1
Rotnei Clarke,Butler,2013,1
Royce O'Neale,Baylor,4029,1
Royce O'Neale,Denver,4025,1
Royce Woolridge,Grand Canyon,2015,1
Royce Woolridge,Kansas,2011,1
Royce Woolridge,Washington State,4027,1
Rudy Turner,Louisiana-Monroe,2010,1
Rudy Turner,McNeese State,2012,1
Ryan Anderson,Arizona,2016,1
Ryan Anderson,Boston College,6039,1
Ryan Anderson,Nebraska,2010,2
Ryan Anderson,University of California,4015,3
Ryan Bass,Dayton,2015,1
Ryan Bass,Oakland,6036,1
Ryan Brooks,Rhode Island,8046,1
Ryan Brooks,Temple,2010,2
Ryan Gomes,Mount St. Mary's,2017,1
Ryan Gomes,Providence,8014,2
Ryan Harrow,Georgia State,4029,1
Ryan Harrow,Kentucky,2013,1
Ryan Harrow,North Carolina State,2011,1
Ryan Keenan,Pepperdine,4033,1
Ryan Keenan,Wake Forest,4023,2
Ryan Kilmartin,Appalachian State,2011,1
Ryan Kilmartin,Tennessee,2012,1
Ryan Majerle,Grand Canyon,4031,1
Ryan Majerle,Toledo,2012,2
Ryan McCoy,George Washington,2015,1
Ryan McCoy,Louisiana-Lafayette,2010,2
Ryan McCoy,Manhattan,4025,1
Ryan Pearson,George Mason,6033,1
Ryan Pearson,Navy,4033,2
Ryan Pierson,Northeastern,4023,1
Ryan Pierson,Vermont,4029,1
Ryan Sawvell,Evansville,6039,1
Ryan Sawvell,Wofford,4033,1
Ryan Spangler,Gonzaga,2012,1
Ryan Spangler,Oklahoma,6045,1
Ryan Taylor,Evansville,2017,1
Ryan Taylor,Marshall,8062,2
Ryan Taylor,Ohio,2015,1
Ryan Weber,Ball State,4033,1
Ryan Weber,Youngstown State,4027,1
Sabatino Chen,Colorado,4025,1
Sabatino Chen,Denver,2010,1
Sai Tummala,Arizona State,4029,1
Sai Tummala,Hawaii,2016,1
Sam Cassell,Connecticut,4031,1
Sam Cassell,Iona,2017,1
Sam Finley,Mississippi,2016,1
Sam Finley,UC-Riverside,2014,1
Sam Hunt,Jacksonville,2014,1
Sam Hunt,North Carolina A&T,4033,1
Sam Maniscalco,Bradley,4021,1
Sam Maniscalco,Illinois,2012,1
Sam Prescott,Marist,4021,1
Sam Prescott,Mount St. Mary's,4027,1
Sammy Yeager,Cal State Fullerton,2013,1
Sammy Yeager,Texas Christian,2011,1
Sandi Marcius,DePaul,2014,1
Sandi Marcius,Purdue,6036,1
Savon Goodman,Arizona State,4031,1
Savon Goodman,Nevada-Las Vegas,2013,1
Schuyler Rimmer,Florida,4033,1
Schuyler Rimmer,Stanford,4029,1
Scott Eatherton,Northeastern,4029,1
Scott Eatherton,Saint Francis (PA),4023,1
Scott King,Fairfield,2016,1
Scott King,Stony Brook,6042,1
Scotty Tyler,Idaho State,2014,1
Scotty Tyler,Milwaukee,2016,1
Sean Grennan,Fairfield,2014,1
Sean Grennan,San Francisco,2016,1
Sean Grennan,Seton Hall,2012,1
Sean O'Brien,Colgate,6048,1
Sean O'Brien,Southern Illinois,8062,2
Sean Obi,Duke,2016,1
Sean Obi,Rice,2014,1
Sedrick Barefield,Southern Methodist,2016,1
Sedrick Barefield,Utah,2017,1
Sekou Harris,Fairleigh Dickinson,2013,1
Sekou Harris,South Dakota,2015,1
Semi Ojeleye,Duke,4029,1
Semi Ojeleye,Southern Methodist,2017,1
Sergej Vucetic,Evansville,4033,1
Sergej Vucetic,Nebraska,4027,1
Seth Allen,Maryland,4027,1
Seth Allen,Virginia Tech,4033,1
Shadell Millinghaus,Southern Mississippi,2015,1
Shadell Millinghaus,Texas Tech,2017,1
Shamarr Bowden,Charlotte,2010,1
Shamarr Bowden,East Carolina,4025,1
Shane Hammink,Louisiana State,4027,1
Shane Hammink,Valparaiso,4033,1
Shane Rector,Missouri,2014,1
Shane Rector,Utah State,4033,1
Shane Whitfield,Campbell,4033,1
Shane Whitfield,Lehigh,2014,1
Shannon Evans,Arizona State,2017,1
Shannon Evans,Buffalo,4029,1
Shaq Preston,Chattanooga,2015,1
Shaq Preston,Prairie View,2017,1
Shaqquan Aaron,Louisville,2015,1
Shaqquan Aaron,Southern California,2017,1
Shaquille Boga,Milwaukee,2012,1
Shaquille Boga,Texas-Rio Grande Valley,4029,1
Shaquille Cleare,Maryland,4027,1
Shaquille Cleare,Texas,4033,1
Shaquille Johnson,Auburn,2013,1
Shaquille Johnson,Longwood,4031,1
Shaquille Johnson,Marshall,6033,2
Shaquille Stokes,Hawaii,2012,1
Shaquille Stokes,Hofstra,2013,1
Shareif Adamu,Alabama State,2011,1
Shareif Adamu,Auburn,2013,1
Shaun Stewart,North Carolina A&T,2013,1
Shaun Stewart,Youngstown State,2015,1
Shawn Glover,Oral Roberts,4027,1
Shawn Glover,Utah,4021,1
Shawn Jackson,Iona,2013,1
Shawn Jackson,Murray State,2011,2
Shawn Smith,Marshall,4029,1
Shawn Smith,Texas A&M,2014,2
Shawn Williams,Southern Methodist,6039,1
Shawn Williams,Texas,2010,1
Shawntez Patterson,Alabama State,2013,1
Shawntez Patterson,Troy,2011,1
Shayok M. Shayok,Bradley,4025,1
Shayok M. Shayok,Missouri-Kansas City,4031,1
Sheldon Jeter,Pittsburgh,6048,1
Sheldon Jeter,Vanderbilt,2013,1
Sheldon McClellan,Miami (FL),4031,1
Sheldon McClellan,Texas,4025,1
Shelton Mitchell,Clemson,2017,1
Shelton Mitchell,Vanderbilt,2015,1
Shemiye McLendon,Hofstra,4023,1
Shemiye McLendon,South Florida,2014,1
Sherron Dorsey-Walker,Iowa State,4029,1
Sherron Dorsey-Walker,Oakland,4033,1
Sherron Wilson,Jackson State,2017,1
Sherron Wilson,Southern Utah,2015,1
Shivaughn Wiggins,Coastal Carolina,6048,1
Shivaughn Wiggins,Mount St. Mary's,2013,1
Shonn Miller,Connecticut,2016,1
Shonn Miller,Cornell,6040,1
Sidiki Johnson,Arizona,2012,1
Sidiki Johnson,Providence,2013,1
Skyler White,George Washington,2014,1
Skyler White,Idaho,2016,1
Solomon Poole,Florida Atlantic,4031,1
Solomon Poole,Georgia Tech,4027,1
Sooren Derboghosian,Drexel,2015,1
Sooren Derboghosian,UCLA,2013,1
Spike Albrecht,Michigan,8058,1
Spike Albrecht,Purdue,2017,1
Stacey Poole,Georgia Tech,4027,1
Stacey Poole,Kentucky,2011,1
Stan Simpson,Illinois,2010,1
Stan Simpson,Memphis,4025,1
Stanford Robinson,Indiana,4029,1
Stanford Robinson,Rhode Island,2017,1
Stanton Kidd,Colorado State,2015,1
Stanton Kidd,North Carolina Central,2013,1
Stefan Jankovic,Hawaii,4031,1
Stefan Jankovic,Missouri,4027,1
Stefan Jovanovic,Hawaii,6045,1
Stefan Jovanovic,Loyola Marymount,2017,1
Stefan Moody,Florida Atlantic,2013,1
Stefan Moody,Mississippi,4031,1
Stefon Johnson,Cal State Bakersfield,2014,1
Stefon Johnson,Gardner-Webb,6033,1
Stephan Bennett,Robert Morris,2015,1
Stephan Bennett,Texas Southern,2017,1
Stephen Albrecht,Brown,4025,1
Stephen Albrecht,Toledo,2010,1
Stephen Domingo,Georgetown,4027,1
Stephen Domingo,University of California,4033,1
Stephen Graham,Central Florida,4003,1
Stephen Graham,Oklahoma State,4009,1
Stephen Hurt,Kansas State,4031,1
Stephen Hurt,Lipscomb,2013,1
Stephen Spinella,Monmouth,2013,1
Stephen Spinella,South Carolina,4021,1
Sterling Carter,Purdue,2014,1
Sterling Carter,Seattle,6036,1
Sterling Gibbs,Connecticut,2016,1
Sterling Gibbs,Seton Hall,4029,1
Sterling Gibbs,Texas,2012,1
Sterling Smith,Coppin State,6042,1
Sterling Smith,Pittsburgh,2016,1
Steve Forbes,IPFW,4029,1
Steve Forbes,Stetson,2011,2
Steve Johnson,Duke,2010,1
Steve Johnson,Winthrop,2013,2
Steve McClellan,Cal State Fullerton,4029,1
Steve McClellan,Louisiana-Monroe,4023,1
Steve McWhorter,Indiana State,4023,1
Steve McWhorter,Milwaukee,4029,1
Steve Taylor,Marquette,6042,1
Steve Taylor,Toledo,2017,1
Steven Davis,Montana State,2012,1
Steven Davis,Wright State,6046,2
Steven Haney,Central Florida,2014,1
Steven Haney,Loyola Marymount,4033,1
Steven Thornton,UC-Riverside,4029,1
Steven Thornton,Utah State,2012,1
Stevie Clark,Oakland,2017,1
Stevie Clark,Oklahoma State,2014,1
Stevie Mejia,Hofstra,4025,1
Stevie Mejia,Rhode Island,2010,1
Stevie Repichowski,Nicholls State,2017,1
Stevie Repichowski,Tulsa,4029,1
Stuart Pirri,DePaul,2013,1
Stuart Pirri,Rice,4021,1
T.J. Cline,Niagara,2013,1
T.J. Cline,Richmond,6048,1
T.J. McConnell,Arizona,4029,1
T.J. McConnell,Duquesne,4023,1
T.J. Sapp,Clemson,4025,1
T.J. Sapp,Murray State,4029,1
T.J. Taylor,North Texas,4029,1
T.J. Taylor,UC-Santa Barbara,8056,1
T.J. Thomas,Drake,2017,1
T.J. Thomas,Southeast Missouri State,2015,1
T.J. Traylor,Mississippi Valley State,2017,1
T.J. Traylor,Texas A&M-Corpus Christi,4031,1
T.J. Williams,Chattanooga,2014,1
T.J. Williams,Northeastern,8062,2
T.J. Williams,Texas-San Antonio,2011,3
T.T. Carey,La Salle,2010,1
T.T. Carey,Longwood,6039,1
TaShawn Thomas,Houston,6039,1
TaShawn Thomas,Oklahoma,2015,1
Tafari Whittingham,Central Connecticut State,2017,1
Tafari Whittingham,South Alabama,4031,1
Tahjere McCall,Niagara,4027,1
Tahjere McCall,Tennessee State,4033,1
Tanner Wozniak,Florida International,2012,1
Tanner Wozniak,Kennesaw State,4029,1
Taran Buie,Hofstra,2013,1
Taran Buie,Penn State,2011,1
Tarik Black,Kansas,2014,1
Tarik Black,Memphis,6036,1
Tarin Smith,Duquesne,2017,1
Tarin Smith,Nebraska,2015,1
Tariq Owens,St. John's (NY),2017,1
Tariq Owens,Tennessee,2015,1
Tashan Newsome,Gardner-Webb,4025,1
Tashan Newsome,Mississippi Valley State,2010,1
Tavon Sledge,Iona,4027,1
Tavon Sledge,Iowa State,2012,1
Tayler Persons,Ball State,2017,1
Tayler Persons,Northern Kentucky,2015,1
Taylor Barnette,Belmont,6048,1
Taylor Barnette,Virginia,2013,1
Taylor Bessick,Iona,4033,1
Taylor Bessick,James Madison,4027,1
Taylor Brown,Bradley,4022,1
Taylor Brown,Utah Valley,6039,2
Taylor Dunn,La Salle,6039,1
Taylor Dunn,Winthrop,2010,1
Taylor Johnson,Central Arkansas,2014,1
Taylor Johnson,Dartmouth,6048,2
Teddy Okereafor,Rider,4031,1
Teddy Okereafor,Virginia Commonwealth,4025,1
Terence Jones,Alabama-Birmingham,2013,1
Terence Jones,Texas A&M-Corpus Christi,6033,1
Terence Smith,Mississippi,2015,1
Terence Smith,Tennessee-Martin,6038,1
Terran Petteway,Nebraska,4029,1
Terran Petteway,Texas Tech,2012,1
Terrance Hill,Loyola (IL),4021,1
Terrance Hill,Morehead State,6033,2
Terrance Shannon,Florida State,8046,1
Terrance Shannon,Virginia Commonwealth,2014,1
Terrel de Rouen,New Mexico State,4025,1
Terrel de Rouen,North Dakota,2015,1
Terrell Allen,Central Connecticut State,8050,1
Terrell Allen,Drexel,2016,2
Terrell Brown,Central Arkansas,4027,1
Terrell Brown,Montana State,4029,2
Terrell Brown,San Jose State,2017,3
Terrence Samuel,Connecticut,4029,1
Terrence Samuel,Penn State,2017,1
Terrence Turner,Jacksonville State,2012,1
Terrence Turner,North Carolina-Asheville,2010,1
Terry Brutus,Mississippi,4029,1
Terry Brutus,Samford,2017,1
Terry Henderson,North Carolina State,4033,1
Terry Henderson,West Virginia,4027,1
Terry Johnson,Green Bay,2012,1
Terry Johnson,Illinois State,2010,1
Terry Larrier,Connecticut,2017,1
Terry Larrier,Virginia Commonwealth,2015,1
Terry Tidwell,Arkansas-Pine Bluff,2010,1
Terry Tidwell,Central Arkansas,6037,1
Terry Whisnant,East Carolina,2015,1
Terry Whisnant,Florida State,4025,1
Tevin Baskin,Appalachian State,4027,1
Tevin Baskin,Quinnipiac,2011,1
Tevin Glass,East Tennessee State,2017,1
Tevin Glass,Wichita State,2015,1
Theo Johnson,College of Charleston,4027,1
Theo Johnson,Liberty,2015,1
Theron Stephens,Charleston Southern,4022,1
Theron Stephens,South Carolina State,2014,1
Thomas Jacobs,Cal State Northridge,4023,1
Thomas Jacobs,San Diego,4029,1
Thomas Kennedy,Detroit Mercy,2010,1
Thomas Kennedy,Holy Cross,4033,2
Thomas Staton,Gardner-Webb,2010,1
Thomas Staton,Missouri-Kansas City,4025,1
Tim Douglas,Portland,4023,1
Tim Douglas,Portland State,4029,1
Tim Johnson,George Washington,4021,1
Tim Johnson,Southern Illinois-Edwardsville,4027,1
Tim Johnson,Wofford,4021,2
Tim Williams,New Mexico,4033,1
Tim Williams,Saint Mary's (CA),8046,2
Tim Williams,Samford,4027,1
Tim Williams,South Alabama,4021,3
Tom Herzog,Central Florida,2011,1
Tom Herzog,Michigan State,2010,1
Tom Rivard,Colgate,4033,1
Tom Rivard,James Madison,2014,1
Tom Tankelewicz,Charleston Southern,2010,1
Tom Tankelewicz,Western Carolina,6039,1
Tomas Bruha,San Francisco,2010,1
Tomas Bruha,Tulane,6039,1
Tomasz Gielo,Liberty,8054,1
Tomasz Gielo,Mississippi,2016,1
Tommie McCune,Oakland,4029,1
Tommie McCune,West Virginia,2012,1
Tommy Spagnolo,Appalachian State,6042,1
Tommy Spagnolo,Radford,2011,1
Tommy Williams,Delaware,4026,1
Tommy Williams,East Tennessee State,2015,2
Tony Chennault,Villanova,4027,1
Tony Chennault,Wake Forest,4023,1
Tony Freeland,DePaul,4021,1
Tony Freeland,Long Beach State,2013,1
Tony Hicks,Louisville,2017,1
Tony Hicks,Pennsylvania,6042,1
Tony Lewis,Illinois State,4021,1
Tony Lewis,Loyola (MD),2010,2
Tony Lewis,Santa Clara,2017,3
Tony Woods,Oregon,4025,1
Tony Woods,Wake Forest,2010,1
Torin Dorn,Charlotte,2015,1
Torin Dorn,North Carolina State,2017,1
Torin Walker,Middle Tennessee,6039,1
Torin Walker,Oklahoma State,2010,1
Torloft Thomas,Alabama State,4033,1
Torloft Thomas,Georgia Southern,2014,1
Torren Jones,Fresno State,2016,1
Torren Jones,Missouri,2014,1
Tra'Vaughn White,Duquesne,2014,1
Tra'Vaughn White,Longwood,2016,1
Trae Golden,Georgia Tech,2014,1
Trae Golden,Tennessee,6036,1
Travis Berry,Sacred Heart,2016,1
Travis Berry,Seton Hall,2014,1
Travis Elliott,Bethune-Cookman,4029,1
Travis Elliott,High Point,4023,1
Travis King,George Washington,2010,1
Travis King,Maryland-Baltimore County,2011,1
Travis Taylor,Monmouth,2010,1
Travis Taylor,Xavier,4025,1
Travis Wallace,Florida A&M,2010,1
Travis Wallace,North Florida,6039,1
Travis Wear,North Carolina,2010,1
Travis Wear,UCLA,6039,1
Traylin Farris,Incarnate Word,2015,1
Traylin Farris,Portland State,2017,1
Tre Bowman,Iona,4027,1
Tre Bowman,Penn State,2011,2
Tre Harris,Kansas State,2015,1
Tre Harris,Southern Illinois-Edwardsville,2017,1
Tre Lee,Coastal Carolina,2010,1
Tre Lee,Howard,4025,1
Tre Lynch,Lamar,4023,1
Tre Lynch,Southern,4029,1
Tre' Coggins,Air Force,4027,1
Tre' Coggins,Cal State Fullerton,4033,1
Treg Setty,Ohio,6045,1
Treg Setty,Southern Illinois,2012,1
Trency Jackson,Texas Tech,2013,1
Trency Jackson,Western Kentucky,4029,1
Trent Lockett,Arizona State,6033,1
Trent Lockett,Marquette,2013,1
Trent Mackey,Louisiana-Monroe,4025,1
Trent Mackey,North Florida,4031,1
Treshawn Hagood,Florida A&M,2012,1
Treshawn Hagood,Prairie View,4029,1
Trevor Charles,Fairleigh Dickinson,2013,1
Trevor Charles,Middle Tennessee,2011,1
Trevor Gaskins,Louisiana Tech,2012,1
Trevor Gaskins,Mississippi,4021,1
Trevor Glassman,Manhattan,4029,1
Trevor Glassman,Missouri,2017,1
Trevor Lacey,Alabama,4025,1
Trevor Lacey,North Carolina State,2015,1
Trevor Manuel,Loyola Marymount,2017,1
Trevor Manuel,Oregon,2016,1
Trevor Thompson,Ohio State,4033,1
Trevor Thompson,Virginia Tech,2014,1
Trey Anderson,Saint Mary's (CA),2010,1
Trey Anderson,South Alabama,4025,1
Trey Blue,Illinois State,4023,1
Trey Blue,Vermont,2013,1
Trey Brown,Chattanooga,2012,1
Trey Brown,North Carolina A&T,2015,2
Trey Davis,Massachusetts,8058,1
Trey Davis,Richmond,8058,2
Trey Dickerson,Iowa,2015,1
Trey Dickerson,South Dakota,2017,1
Trey Freeman,Campbell,4025,1
Trey Freeman,Old Dominion,4031,1
Trey Kellum,Florida A&M,4027,1
Trey Kellum,Southeast Missouri State,4033,1
Trey Lewis,Cleveland State,4029,1
Trey Lewis,Louisville,2016,1
Trey Lewis,Penn State,2012,1
Trey McKinney-Jones,Miami (FL),4025,1
Trey McKinney-Jones,Missouri-Kansas City,2010,1
Trey Norris,North Texas,2012,1
Trey Norris,South Dakota,6045,1
Trey Porter,George Mason,2015,1
Trey Porter,Old Dominion,2017,1
Trey Zeigler,Central Michigan,4023,1
Trey Zeigler,Pittsburgh,2013,1
Trey Zeigler,Texas Christian,2015,1
Tristan Spurlock,Central Florida,6039,1
Tristan Spurlock,Virginia,2010,1
Tristan Thompson,North Texas,4021,1
Tristan Thompson,Texas,2011,2
Troy Franklin,Coppin State,2013,1
Troy Franklin,Towson,4021,1
Troy Snyder,Green Bay,4021,1
Troy Snyder,Maryland-Eastern Shore,4027,1
Tucker Thompson,North Carolina State,2017,1
Tucker Thompson,Western Carolina,2015,1
Twany Beckham,Kentucky,4025,1
Twany Beckham,Mississippi State,2011,1
Twymond Howard,Tennessee-Martin,4031,1
Twymond Howard,Texas-El Paso,2013,1
Ty Armstrong,Auburn,4021,1
Ty Armstrong,East Carolina,2013,1
Ty Toney,Appalachian State,2014,1
Ty Toney,Eastern Michigan,4033,1
TyQuane Goard,Marshall,2014,1
TyQuane Goard,Ohio,2012,1
Tyler Brown,Central Michigan,2010,1
Tyler Brown,Hawaii,2012,2
Tyler Brown,Illinois State,4025,3
Tyler Cavanaugh,George Washington,4033,1
Tyler Cavanaugh,Wake Forest,4027,1
Tyler Davis,Alabama A&M,8058,1
Tyler Davis,Texas A&M,4033,2
Tyler Hall,Montana State,4033,1
Tyler Hall,North Texas,6033,2
Tyler Harris,Auburn,2016,1
Tyler Harris,North Carolina State,2012,1
Tyler Harris,Providence,4029,1
Tyler Johnson,Fresno State,8050,1
Tyler Johnson,William & Mary,2015,2
Tyler Koch,Ball State,6039,1
Tyler Koch,Wright State,2010,1
Tyler Lamb,Long Beach State,4029,1
Tyler Lamb,UCLA,6036,1
Tyler Lewis,Butler,4033,1
Tyler Lewis,North Carolina State,4027,1
Tyler Miller,Prairie View,2016,1
Tyler Miller,Western Kentucky,2017,2
Tyler Ott,UC-Davis,2013,1
Tyler Ott,Utah Valley,2016,1
Tyler Rawson,Southern Utah,2015,1
Tyler Rawson,Utah,2017,1
Tyler Stone,Howard,8062,1
Tyler Stone,Missouri,2010,2
Tyler Stone,Southeast Missouri State,6039,1
Tyler Williams,Brown,4031,1
Tyler Williams,San Diego,4033,2
Tyrell Corbin,Cal State Bakersfield,4029,1
Tyrell Corbin,UC-Davis,2012,1
Tyrone Garland,La Salle,4027,1
Tyrone Garland,Virginia Tech,4023,1
Tyrone Johnson,South Carolina,4029,1
Tyrone Johnson,Villanova,2012,1
Tyrone O'Garro,Fairleigh Dickinson,4033,1
Tyrone O'Garro,Monmouth,4027,1
Tyrone White,Cal State Bakersfield,4025,1
Tyrone White,Utah State,2010,1
Uche Ofoegbu,Nevada-Las Vegas,2017,1
Uche Ofoegbu,San Francisco,4031,1
Uche Ofoegbu,Southern Methodist,2013,1
Ugo Mmonu,Charleston Southern,4033,1
Ugo Mmonu,Tennessee State,2014,1
Umar Shannon,Quinnipiac,2014,1
Umar Shannon,Saint Francis (PA),8046,1
Uros Ljeskovic,Coastal Carolina,6042,1
Uros Ljeskovic,Grand Canyon,2016,1
Valentine Izundu,Houston,4027,1
Valentine Izundu,San Diego State,2017,1
Valentine Izundu,Washington State,2016,1
Van Green,Columbia,4023,1
Van Green,Rice,2015,1
Van Rolle,Coppin State,4029,1
Van Rolle,Towson,2017,1
Varez Ward,Auburn,2012,1
Varez Ward,Texas,2010,1
Vee Sanford,Dayton,4027,1
Vee Sanford,Georgetown,4021,1
Vertrail Vaughns,George Mason,8046,1
Vertrail Vaughns,North Texas,2014,1
Victor Rudd,Arizona State,2010,1
Victor Rudd,South Florida,6039,1
Viktor Juricek,South Alabama,4027,1
