Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Chris Davis,REN,,15,2.0,268.0,4.7,10.1,0.467,0.9,2.4,0.389,3.8,7.7,0.491,2.0,2.8,0.714,0.9,2.8,3.8,2.8,1.6,0.0,2.3,3.5,12.4,2012
Chris Davis,IDA,,18,0.0,309.0,5.9,11.4,0.52,1.5,4.3,0.351,4.4,7.1,0.623,2.2,3.4,0.655,1.2,3.5,4.7,3.1,0.9,0.1,1.6,1.9,15.6,2012
Josh Davis,AUS,31.0,9,0.0,150.0,5.3,13.0,0.407,1.4,4.6,0.316,3.8,8.4,0.457,3.4,5.0,0.667,2.4,7.0,9.4,1.9,0.5,0.2,2.6,5.5,15.4,2012
Mike Davis,TEX,7.0,1,84.0,3.0,4.7,0.636,0.0,0.0,3.0,4.7,0.636,2.1,3.4,0.625,3.4,4.7,8.1,0.9,0.0,1.7,4.3,13.7,8.1,,,2012
Ricky Davis,MAI,32.0,11,7.0,277.0,4.8,12.2,0.394,0.9,3.2,0.28,3.9,9.0,0.435,1.7,2.5,0.684,0.4,4.3,4.7,4.5,1.2,0.9,3.5,3.0,12.2,2012
Eric Dawson,AUS,27.0,29,27.0,842.0,8.8,15.7,0.557,0.1,0.2,0.5,8.7,15.6,0.558,3.7,4.7,0.782,3.9,9.1,13.1,2.9,1.5,2.0,2.7,4.0,21.3,2012
Gage Daye,FOR,,4,0.0,58.0,4.3,14.3,0.304,1.9,5.6,0.333,2.5,8.7,0.286,8.7,11.2,0.778,2.5,4.3,6.8,6.2,1.2,0.0,4.3,3.7,19.2,2012
Justin Dentmon,AUS,26.0,40,40.0,1490.0,7.2,15.5,0.468,2.2,5.2,0.429,5.0,10.2,0.488,5.3,6.2,0.867,0.7,2.9,3.6,5.3,1.5,0.0,3.7,2.7,22.1,2012
Eric Devendorf,TOT,,39,0.0,675.0,7.8,14.8,0.527,1.6,3.6,0.448,6.2,11.2,0.552,4.3,5.8,0.734,0.6,2.6,3.3,2.2,1.3,0.3,2.2,4.1,21.4,2012
Eric Devendorf,REN,,26,0.0,424.0,9.3,16.6,0.556,2.0,4.2,0.469,7.3,12.5,0.585,3.8,5.3,0.726,0.8,2.6,3.4,2.5,1.4,0.2,2.6,4.2,24.3,2012
Eric Devendorf,IDA,,13,0.0,251.0,5.3,11.6,0.457,1.0,2.6,0.389,4.3,9.0,0.476,5.0,6.7,0.745,0.4,2.6,3.0,1.7,1.3,0.4,1.4,3.9,16.6,2012
Marcus Dove,DAK,,43,25.0,1228.0,6.9,11.2,0.614,0.0,0.1,0.333,6.8,11.1,0.616,4.1,5.7,0.722,2.9,5.5,8.4,1.4,2.0,1.9,2.1,4.4,17.9,2012
Devan Downey,FOR,,8,1.0,181.0,7.2,14.9,0.48,1.0,2.4,0.417,6.2,12.5,0.492,1.8,2.2,0.818,0.4,2.0,2.4,6.2,2.4,0.2,3.0,2.2,17.1,2012
Andrew Drevo,IOW,,50,37.0,1372.0,5.7,12.1,0.473,1.3,3.7,0.35,4.4,8.4,0.526,2.3,2.6,0.869,2.5,5.7,8.3,2.7,1.0,1.0,2.5,3.9,15.0,2012
Ramon Dyer,TEX,,49,35.0,1262.0,5.0,11.0,0.452,0.4,1.4,0.26,4.6,9.6,0.481,1.6,2.5,0.636,4.3,6.2,10.5,0.7,1.4,1.0,1.6,3.7,12.0,2012
Jerome Dyson,TUL,24.0,44,44.0,1497.0,6.1,14.7,0.414,1.3,4.6,0.285,4.8,10.1,0.474,5.3,7.0,0.753,1.1,2.6,3.8,4.1,1.8,0.2,3.7,3.4,18.8,2012
Devin Ebanks,LOS,22.0,3,0.0,96.0,7.9,14.2,0.553,1.1,2.3,0.5,6.8,12.0,0.563,3.7,4.9,0.769,2.6,4.1,6.8,1.5,2.3,0.0,3.4,0.7,20.6,2012
Shane Edwards,CAN,,5,1.0,35.0,4.1,11.3,0.364,0.0,1.0,0.0,4.1,10.3,0.4,1.0,4.1,0.25,4.1,2.1,6.2,0.0,1.0,2.1,1.0,4.1,9.3,2012
Mike Efevberha,IOW,27.0,37,31.0,1085.0,9.1,19.2,0.476,1.0,3.0,0.33,8.1,16.2,0.503,5.0,5.9,0.843,1.2,4.4,5.6,2.7,1.2,0.7,3.2,3.1,24.2,2012
Moses Ehambe,IOW,,46,26.0,1240.0,6.3,14.5,0.433,2.8,6.8,0.421,3.5,7.8,0.444,1.6,1.9,0.836,0.5,3.2,3.6,1.3,1.0,0.1,1.5,1.8,17.1,2012
Osiris Eldridge,BAK,,42,20.0,1072.0,7.8,17.5,0.443,1.9,6.4,0.3,5.8,11.1,0.526,3.9,5.2,0.753,1.3,3.6,5.0,4.4,1.9,0.4,3.4,3.1,21.3,2012
Jason Ellis,IDA,5.0,5,122.0,1.5,6.2,0.238,0.0,0.0,1.5,6.2,0.238,1.8,2.4,0.75,4.4,5.6,10.0,0.6,0.9,1.5,1.2,5.9,4.7,,,2012
Shy Ely,DAK,,50,14.0,1165.0,4.1,9.6,0.426,2.1,5.2,0.413,2.0,4.5,0.441,2.4,2.7,0.875,0.5,3.1,3.6,2.7,1.3,0.2,2.0,2.5,12.7,2012
Andre Emmett,REN,29.0,35,32.0,1286.0,8.3,15.9,0.521,1.4,3.3,0.419,6.9,12.6,0.548,4.7,5.9,0.795,1.3,4.1,5.4,3.2,1.6,0.2,2.9,1.8,22.6,2012
Brian Evans,SFL,,5,2.0,75.0,4.3,11.5,0.375,0.0,0.5,0.0,4.3,11.0,0.391,3.4,4.8,0.7,1.9,2.4,4.3,6.2,1.4,0.0,3.4,1.0,12.0,2012
Brandon Ewing,IOW,,37,17.0,910.0,4.1,9.7,0.42,0.3,1.1,0.259,3.8,8.6,0.44,2.7,3.3,0.819,0.7,4.2,4.9,6.8,0.8,0.3,2.6,2.8,11.1,2012
Patrick Ewing,IOW,27.0,19,12.0,431.0,4.5,10.4,0.432,0.8,2.2,0.346,3.8,8.3,0.455,3.3,4.1,0.816,1.1,5.9,7.0,2.1,1.7,1.2,2.4,5.2,13.1,2012
Patrick Ewing,TOT,27.0,30,15.0,704.0,4.7,11.3,0.412,0.9,3.2,0.274,3.8,8.1,0.465,3.2,3.9,0.829,1.3,5.4,6.6,2.9,1.6,0.9,2.7,4.9,13.4,2012
Patrick Ewing,SFL,27.0,11,3.0,273.0,4.9,12.7,0.385,1.1,4.7,0.222,3.8,7.9,0.483,3.0,3.6,0.852,1.6,4.5,6.1,4.1,1.6,0.5,3.2,4.4,13.8,2012
Christian Eyenga,LOS,22.0,6,4.0,197.0,5.7,10.6,0.534,0.9,2.4,0.385,4.8,8.2,0.578,1.1,2.2,0.5,1.3,4.2,5.5,2.2,0.0,1.5,1.5,2.2,13.3,2012
Christian Eyenga,CAN,22.0,12,11.0,313.0,5.8,13.0,0.442,0.2,1.6,0.143,5.5,11.4,0.485,2.1,3.7,0.563,0.9,5.1,6.0,1.6,1.4,1.3,2.6,2.8,13.8,2012
Christian Eyenga,TOT,22.0,18,15.0,510.0,5.7,12.1,0.474,0.5,1.9,0.259,5.2,10.2,0.514,1.7,3.1,0.545,1.1,4.7,5.8,1.8,0.8,1.3,2.2,2.5,13.6,2012
Jarrid Famous,TOT,,23,16.0,15.0,471.0,6.8,13.8,0.494,0.0,0.0,6.8,13.8,0.494,3.4,4.8,0.714,4.6,7.3,11.9,0.8,0.8,0.8,3.0,3.0,17.0,2012
Jarrid Famous,IOW,,23,8.0,8.0,236.0,8.2,14.9,0.551,0.0,0.0,8.2,14.9,0.551,4.0,5.3,0.743,5.3,8.1,13.4,0.9,0.8,0.5,3.2,2.4,20.4,2012
Jarrid Famous,FOR,,23,8.0,7.0,235.0,5.4,12.6,0.427,0.0,0.0,5.4,12.6,0.427,2.9,4.3,0.679,3.8,6.6,10.4,0.8,0.9,1.1,2.8,3.5,13.6,2012
Mustapha Farrakhan,BAK,23.0,39,11.0,730.0,5.6,14.4,0.392,1.5,4.1,0.369,4.1,10.2,0.401,4.6,6.7,0.684,0.7,2.4,3.2,6.5,1.4,0.2,3.8,2.6,17.4,2012
Nick Fazekas,REN,26.0,6,6.0,174.0,9.9,17.0,0.585,0.2,0.6,0.333,9.7,16.3,0.595,2.9,4.1,0.7,3.1,7.0,10.1,1.7,0.4,1.9,1.9,3.7,23.0,2012
Evan Fjeld,MAI,3.0,0,25.0,2.9,8.6,0.333,0.0,0.0,2.9,8.6,0.333,2.9,2.9,1.0,2.9,4.3,7.2,2.9,0.0,1.4,0.0,5.8,8.6,,,2012
Gary Flowers,LOS,,16,1.0,139.0,6.0,14.8,0.404,1.0,2.3,0.444,4.9,12.4,0.396,2.1,3.1,0.667,2.6,3.9,6.5,1.8,1.6,2.8,1.3,5.2,15.0,2012
Jeff Foote,SPR,,24,39.0,38.0,1274.0,6.6,12.0,0.551,0.0,0.0,6.6,12.0,0.551,3.4,6.1,0.553,4.3,5.5,9.9,1.4,0.6,1.2,2.8,3.1,16.6,2012
Sharrod Ford,ERI,30.0,6,4.0,146.0,5.4,12.8,0.423,0.0,0.5,0.0,5.4,12.3,0.44,2.5,3.7,0.667,3.9,4.2,8.1,1.7,0.0,2.7,3.2,5.9,13.3,2012
Courtney Fortson,TOT,23.0,31,16.0,1072.0,6.0,12.8,0.471,1.4,3.6,0.396,4.6,9.2,0.5,4.5,5.6,0.796,0.9,3.8,4.7,6.4,2.2,0.1,2.7,2.5,17.9,2012
Courtney Fortson,RIO,23.0,2,2.0,77.0,6.1,16.4,0.371,1.9,5.6,0.333,4.2,10.8,0.391,4.7,6.5,0.714,3.3,3.3,6.5,9.8,1.9,0.0,4.2,2.3,18.7,2012
Courtney Fortson,LOS,23.0,29,14.0,995.0,6.0,12.5,0.481,1.4,3.4,0.404,4.6,9.1,0.51,4.5,5.5,0.804,0.8,3.8,4.6,6.2,2.2,0.1,2.5,2.5,17.8,2012
Will Foster,IDA,,18,4.0,305.0,4.6,8.3,0.557,0.0,0.2,0.0,4.6,8.0,0.574,2.8,6.6,0.429,6.3,7.9,14.2,0.8,0.2,6.3,3.4,4.1,12.0,2012
Will Foster,TOT,,24,5.0,348.0,4.4,8.5,0.524,0.0,0.2,0.0,4.4,8.3,0.538,2.8,6.2,0.45,6.1,7.7,13.8,1.0,0.2,6.1,3.2,4.0,11.7,2012
Will Foster,SFL,3.0,1,12.0,3.0,12.0,0.25,0.0,0.0,3.0,12.0,0.25,0.0,0.0,6.0,9.0,15.0,6.0,0.0,6.0,0.0,3.0,6.0,,,,2012
Will Foster,RIO,3.0,0,31.0,3.5,9.3,0.375,0.0,0.0,3.5,9.3,0.375,3.5,4.6,0.75,4.6,4.6,9.3,1.2,0.0,4.6,2.3,3.5,10.5,,,2012
Travis Franklin,CAN,35.0,2,670.0,5.3,9.5,0.554,0.0,0.0,5.3,9.5,0.554,4.0,5.9,0.682,2.6,3.5,6.1,1.9,1.2,0.6,2.8,4.3,14.6,,,2012
Cheyne Gadson,IDA,31.0,9,6.0,270.0,6.3,12.9,0.485,1.6,3.5,0.462,4.7,9.5,0.493,4.8,5.7,0.837,1.1,2.3,3.3,6.1,0.9,0.3,2.5,2.4,18.9,2012
Dan Gadzuric,TEX,,33,12.0,10.0,308.0,7.0,13.2,0.531,0.0,0.0,7.0,13.2,0.531,2.8,4.7,0.6,6.3,9.6,15.9,1.4,0.8,1.4,3.2,5.7,16.8,2012
Kevin Galloway,IDA,,14,5.0,270.0,3.3,8.7,0.385,0.0,0.7,0.0,3.3,8.0,0.417,1.3,2.3,0.588,0.9,5.3,6.3,7.6,2.0,1.3,4.8,3.3,8.0,2012
Charles Garcia,SFL,23.0,23,23.0,696.0,6.7,13.2,0.504,0.0,0.2,0.0,6.7,13.0,0.512,4.4,8.0,0.552,2.7,5.1,7.8,1.0,0.6,0.6,4.0,4.4,17.7,2012
Charles Garcia,FOR,,23,13.0,1.0,304.0,6.5,13.4,0.487,0.0,0.0,6.5,13.4,0.487,5.2,10.9,0.478,4.4,6.3,10.7,1.3,1.4,0.8,3.6,6.0,18.2,2012
Charles Garcia,TOT,23.0,36,24.0,1000.0,6.6,13.3,0.499,0.0,0.1,0.0,6.6,13.1,0.504,4.6,8.9,0.524,3.2,5.5,8.7,1.1,0.9,0.7,3.9,4.9,17.9,2012
Otis George,LOS,29.0,49,6.0,983.0,5.7,10.5,0.54,0.0,0.1,0.25,5.6,10.4,0.544,2.3,3.2,0.713,4.2,5.6,9.8,1.5,1.5,0.7,1.6,4.9,13.7,2012
Travis George,AUS,2.0,0,30.0,1.2,2.4,0.5,0.0,0.0,1.2,2.4,0.5,7.2,12.0,0.6,1.2,2.4,3.6,0.0,2.4,6.0,4.8,8.4,9.6,,,2012
Mike Gerrity,MAI,,16,0.0,211.0,3.1,7.7,0.4,0.0,0.5,0.0,3.1,7.2,0.429,1.2,2.4,0.5,0.3,2.4,2.7,5.8,1.4,0.0,2.7,2.0,7.3,2012
Mike Gerrity,ERI,,18,4.0,409.0,4.5,9.5,0.472,0.0,0.2,0.0,4.5,9.3,0.481,2.6,3.9,0.682,0.4,3.5,4.0,7.0,1.4,0.2,2.3,3.4,11.6,2012
Mike Gerrity,TOT,,34,4.0,620.0,4.0,8.9,0.451,0.0,0.3,0.0,4.0,8.6,0.466,2.1,3.4,0.638,0.4,3.1,3.5,6.6,1.4,0.1,2.4,3.0,10.2,2012
Kyle Gibson,CAN,,44,28.0,1052.0,5.3,13.2,0.403,2.0,5.6,0.362,3.3,7.7,0.433,2.3,2.9,0.786,0.6,4.8,5.4,2.3,0.9,0.1,2.0,2.5,15.0,2012
Trey Gilder,SFL,27.0,34,31.0,1259.0,6.7,13.4,0.504,0.1,0.1,0.5,6.7,13.3,0.504,5.1,6.1,0.841,2.7,4.8,7.5,2.3,1.4,1.2,3.0,2.9,18.7,2012
Mickell Gladness,DAK,,25,4.0,0.0,83.0,6.1,8.7,0.7,0.0,0.0,6.1,8.7,0.7,1.3,1.7,0.75,1.7,7.4,9.1,0.9,0.9,3.0,1.3,4.8,13.4,2012
Kyle Goldcamp,ERI,,44,25.0,1310.0,7.0,11.8,0.589,0.0,0.1,0.0,7.0,11.8,0.593,3.0,4.3,0.692,3.9,6.3,10.2,1.7,0.8,1.2,1.8,3.5,16.9,2012
Andrew Gonzalez,DAK,1.0,0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2012
Anthony Goods,TOT,,18,16.0,578.0,5.2,12.8,0.405,1.9,4.5,0.431,3.2,8.3,0.391,3.2,3.9,0.823,0.1,2.6,2.7,2.7,0.9,0.1,3.4,1.7,15.4,2012
Anthony Goods,FOR,,10,8.0,294.0,4.5,11.1,0.407,1.6,3.7,0.433,2.9,7.5,0.393,2.9,3.7,0.8,0.2,2.4,2.7,2.9,0.9,0.1,3.4,2.0,13.6,2012
Anthony Goods,DAK,,8,8.0,284.0,5.8,14.5,0.404,2.3,5.3,0.429,3.5,9.1,0.389,3.4,4.1,0.844,0.0,2.8,2.8,2.5,0.9,0.0,3.3,1.5,17.4,2012
Andrew Goudelock,LOS,,23,1.0,1.0,47.0,8.4,18.4,0.458,1.5,7.7,0.2,6.9,10.7,0.643,0.0,0.0,0.0,3.1,3.1,5.4,1.5,0.0,4.6,2.3,18.4,2012
Joey Graham,ERI,29.0,9,8.0,301.0,8.6,15.7,0.55,0.0,0.5,0.0,8.6,15.2,0.567,5.1,5.9,0.878,1.1,6.2,7.3,3.3,0.8,0.1,3.0,3.8,22.4,2012
Justin Graham,BAK,5.0,0,89.0,4.9,8.1,0.6,0.0,0.0,4.9,8.1,0.6,0.8,1.2,0.667,1.2,2.8,4.0,5.3,2.4,0.4,4.4,5.7,10.5,,,2012
Stephen Graham,FOR,29.0,10,9.0,294.0,6.9,12.7,0.538,0.9,2.1,0.412,6.0,10.7,0.563,2.9,3.2,0.923,0.6,3.7,4.3,2.9,0.7,0.1,4.0,4.4,17.5,2012
Zach Graham,REN,,43,23.0,1023.0,5.3,11.6,0.459,1.5,4.0,0.381,3.8,7.6,0.5,4.4,5.0,0.867,1.1,3.8,4.9,1.4,0.6,0.3,2.1,2.4,16.5,2012
Antonio Graves,CAN,,27,3.0,637.0,4.9,12.2,0.403,1.4,3.6,0.375,3.6,8.6,0.414,2.3,3.1,0.759,0.7,2.3,3.0,2.6,0.6,0.2,2.3,3.6,13.5,2012
Jeff Graves,ERI,30.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2012
Devin Green,IDA,29.0,10,1.0,222.0,5.4,12.2,0.44,0.2,1.0,0.167,5.2,11.2,0.464,2.4,3.2,0.75,1.9,3.7,5.7,2.8,2.3,0.5,2.6,2.9,13.3,2012
Devin Green,ERI,29.0,11,11.0,364.0,6.8,14.3,0.476,0.5,3.0,0.167,6.3,11.4,0.557,2.1,2.6,0.808,0.9,4.5,5.4,1.9,1.7,0.8,2.7,3.6,16.2,2012
Devin Green,TOT,29.0,21,12.0,586.0,6.3,13.5,0.464,0.4,2.2,0.167,5.9,11.3,0.522,2.2,2.8,0.783,1.3,4.2,5.5,2.2,1.9,0.7,2.6,3.3,15.1,2012
Gerald Green,LOS,26.0,22,13.0,673.0,8.4,17.5,0.48,3.2,7.0,0.458,5.2,10.5,0.495,2.5,3.0,0.839,0.7,4.7,5.4,1.9,1.3,0.4,2.7,2.6,22.5,2012
Jeremy Green,TOT,,22,0.0,414.0,4.7,12.0,0.391,1.4,4.7,0.296,3.3,7.3,0.452,0.9,1.1,0.769,0.8,3.5,4.3,1.7,1.4,0.3,1.2,3.4,11.7,2012
Jeremy Green,LOS,3.0,0,12.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2012
Jeremy Green,ERI,,19,0.0,402.0,4.8,12.0,0.403,1.4,4.7,0.308,3.4,7.3,0.463,0.9,1.2,0.769,0.8,3.4,4.2,1.7,1.4,0.4,1.3,3.5,12.0,2012
Orien Greene,LOS,29.0,40,36.0,1197.0,4.1,10.0,0.41,1.1,3.8,0.273,3.1,6.2,0.495,1.7,2.5,0.679,1.1,3.0,4.1,5.5,2.0,0.5,2.9,4.3,11.0,2012
Taylor Griffin,DAK,25.0,30,5.0,550.0,4.3,11.3,0.382,1.0,3.2,0.327,3.3,8.1,0.403,2.5,4.0,0.623,2.4,6.3,8.8,1.6,1.5,0.6,2.0,3.9,12.2,2012
Anthony Gurley,BAK,1.0,0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,12.0,,,2012
Brian Hamilton,LOS,,21,9.0,527.0,3.8,8.2,0.458,0.1,0.5,0.143,3.7,7.7,0.478,4.6,7.0,0.65,2.1,3.6,5.7,1.5,1.8,0.5,1.9,4.0,12.2,2012
Brian Hamilton,TOT,,42,9.0,1006.0,4.4,9.7,0.456,0.1,0.6,0.167,4.3,9.1,0.476,4.8,7.2,0.662,2.2,4.3,6.5,2.3,2.0,0.7,2.3,4.3,13.7,2012
Brian Hamilton,SFL,,21,0.0,479.0,5.2,11.4,0.454,0.2,0.8,0.182,5.0,10.6,0.475,5.0,7.4,0.673,2.3,5.0,7.4,3.2,2.2,0.8,2.8,4.7,15.5,2012
Jordan Hamilton,IDA,21.0,6,2.0,144.0,5.5,12.5,0.44,1.5,4.2,0.353,4.0,8.2,0.485,2.0,2.3,0.889,1.0,7.0,8.0,3.0,1.0,0.5,1.0,2.3,14.5,2012
Vernon Hamilton,IOW,,6,0.0,94.0,3.1,12.3,0.25,0.8,1.9,0.4,2.3,10.3,0.222,0.0,0.8,0.0,1.1,3.8,5.0,5.4,4.2,0.4,2.7,3.4,6.9,2012
Zendon Hamilton,SPR,,36,12.0,1.0,207.0,4.5,11.0,0.413,0.0,0.0,4.5,11.0,0.413,5.2,7.5,0.698,4.2,6.3,10.4,0.9,0.7,0.5,3.1,6.1,14.3,2012
Stefhon Hannah,DAK,26.0,29,27.0,933.0,7.4,16.5,0.45,3.5,8.7,0.407,3.9,7.8,0.498,2.2,2.5,0.891,0.8,3.4,4.2,5.4,2.4,0.1,3.4,3.7,20.6,2012
Luke Harangody,CAN,24.0,16,16.0,576.0,7.4,15.3,0.486,1.6,3.9,0.413,5.8,11.4,0.511,2.9,3.8,0.77,2.7,9.8,12.6,1.1,0.4,0.8,2.2,3.1,19.4,2012
Joe Harden,DAK,13.0,0,110.0,2.6,6.2,0.421,0.0,0.0,2.6,6.2,0.421,1.0,1.6,0.6,4.6,3.3,7.9,1.3,0.7,0.0,1.0,4.3,6.2,,,2012
Anthony Harris,BAK,26.0,6,0.0,139.0,7.0,15.3,0.458,0.5,1.6,0.333,6.5,13.7,0.472,3.1,5.7,0.545,0.5,4.1,4.7,7.5,1.6,0.0,3.9,3.1,17.6,2012
David Harrison,REN,,29,8.0,8.0,162.0,9.1,12.2,0.745,0.0,0.0,9.1,12.2,0.745,2.7,6.7,0.4,4.9,3.8,8.7,1.1,0.7,2.2,3.6,7.3,20.9,2012
Manny Harris,CAN,22.0,17,12.0,559.0,7.7,16.3,0.47,1.2,2.8,0.409,6.5,13.5,0.483,7.0,8.1,0.857,1.0,7.6,8.6,3.6,1.8,0.5,3.3,2.3,23.4,2012
Paul Harris,TOT,,26,7.0,670.0,6.6,14.1,0.468,0.3,1.6,0.2,6.3,12.5,0.502,4.1,6.6,0.623,1.8,6.6,8.3,3.5,1.5,0.9,3.0,3.5,17.6,2012
Paul Harris,MAI,,20,7.0,507.0,5.8,13.3,0.433,0.4,1.8,0.231,5.3,11.4,0.466,4.3,6.8,0.635,1.8,7.0,8.8,3.7,1.5,0.8,2.9,3.6,16.3,2012
Paul Harris,IOW,,6,0.0,163.0,9.3,16.8,0.553,0.0,0.9,0.0,9.3,15.9,0.583,3.3,5.7,0.577,1.8,5.1,6.8,2.9,1.5,1.1,3.3,3.1,21.9,2012
Ramon Harris,FOR,23.0,41,4.0,751.0,3.4,9.5,0.354,1.9,6.0,0.312,1.5,3.5,0.425,2.0,3.3,0.609,1.2,5.0,6.2,1.5,2.4,0.8,1.7,2.8,10.6,2012
Terrel Harris,RIO,24.0,7,3.0,174.0,8.9,15.7,0.566,2.5,5.8,0.429,6.4,9.9,0.646,4.3,5.8,0.75,2.7,6.0,8.7,6.8,3.1,0.4,2.9,6.2,24.6,2012
Frank Hassell,CAN,39.0,6,805.0,7.4,13.6,0.548,0.0,0.0,7.4,13.6,0.548,3.6,4.3,0.835,5.7,6.4,12.1,0.5,1.3,1.0,2.5,5.1,18.5,,,2012
Eric Hayes,CAN,,6,0.0,69.0,1.6,10.4,0.15,1.0,5.7,0.182,0.5,4.7,0.111,1.0,1.0,1.0,0.5,0.0,0.5,3.1,1.6,0.0,1.0,1.0,5.2,2012
Kenny Hayes,MAI,,44,32.0,1453.0,6.7,14.9,0.448,0.9,2.2,0.402,5.8,12.8,0.455,4.4,5.0,0.891,0.3,4.1,4.5,5.7,0.8,0.2,2.6,1.1,18.7,2012
Lazar Hayward,TUL,25.0,3,3.0,103.0,9.8,17.5,0.56,1.4,2.8,0.5,8.4,14.7,0.571,4.2,4.9,0.857,2.1,3.8,5.9,2.8,0.3,0.3,3.5,5.2,25.2,2012
Jeremy Hazell,BAK,,9,0.0,164.0,5.9,13.8,0.429,3.7,8.6,0.436,2.2,5.3,0.417,5.3,6.4,0.828,0.4,4.6,5.0,3.5,1.5,0.0,2.2,2.6,20.9,2012
Xavier Henry,IOW,,20,1.0,0.0,20.0,9.0,21.6,0.417,0.0,0.0,9.0,21.6,0.417,5.4,9.0,0.6,1.8,0.0,1.8,1.8,3.6,0.0,1.8,7.2,23.4,2012
Cory Higgins,ERI,22.0,5,5.0,189.0,4.0,11.6,0.344,0.8,1.9,0.4,3.2,9.7,0.333,3.2,4.2,0.773,0.8,3.2,4.0,1.5,0.6,1.0,3.6,1.7,12.0,2012
Lawrence Hill,TOT,,38,34.0,1212.0,5.8,11.9,0.485,1.0,2.5,0.41,4.8,9.5,0.505,1.9,2.7,0.707,2.5,5.7,8.2,2.5,1.3,2.0,1.4,2.8,14.5,2012
Lawrence Hill,TEX,,5,4.0,169.0,6.2,13.4,0.46,0.2,1.5,0.143,6.0,11.9,0.5,0.9,1.9,0.444,2.3,4.7,7.0,2.1,1.3,1.1,1.7,3.4,13.4,2012
Lawrence Hill,MAI,,33,30.0,1043.0,5.7,11.7,0.49,1.1,2.6,0.434,4.6,9.1,0.506,2.1,2.9,0.735,2.5,5.9,8.4,2.5,1.3,2.1,1.4,2.7,14.7,2012
Marcus Hill,SPR,,6,0.0,52.0,1.4,9.0,0.154,0.7,3.5,0.2,0.7,5.5,0.125,1.4,1.4,1.0,0.0,2.8,2.8,6.2,1.4,0.0,5.5,4.2,4.8,2012
Darington Hobson,FOR,24.0,8,6.0,221.0,4.9,11.7,0.417,1.0,3.9,0.25,3.9,7.8,0.5,3.1,3.7,0.826,1.6,5.0,6.7,2.6,0.8,0.0,2.3,2.0,13.8,2012
Tyler Honeycutt,REN,21.0,10,1.0,128.0,6.5,15.5,0.418,1.7,4.5,0.375,4.8,11.0,0.436,2.0,4.5,0.438,3.4,4.8,8.2,2.5,2.5,1.4,3.4,5.1,16.6,2012
Dennis Horner,SPR,23.0,25,20.0,786.0,6.8,14.4,0.471,1.0,2.7,0.373,5.8,11.7,0.494,4.9,5.7,0.863,3.3,6.5,9.8,1.8,0.9,0.6,3.0,3.5,19.5,2012
Jamelle Horne,SFL,,18,2.0,362.0,5.1,11.8,0.429,0.8,2.7,0.296,4.3,9.1,0.467,1.5,1.7,0.882,1.6,3.7,5.3,1.5,0.6,1.2,2.2,4.2,12.4,2012
Ron Howard,FOR,,31,27.0,1019.0,6.8,14.3,0.477,0.3,0.9,0.346,6.5,13.4,0.485,5.2,6.6,0.79,0.7,3.7,4.5,3.0,1.6,0.2,2.6,3.8,19.1,2012
Lester Hudson,AUS,27.0,5,2.0,145.0,8.2,15.4,0.532,3.7,7.9,0.469,4.5,7.4,0.6,1.7,2.2,0.778,1.0,6.5,7.4,5.2,3.0,1.5,1.5,2.7,21.8,2012
Lee Humphrey,RIO,,50,15.0,1299.0,4.6,11.3,0.409,3.5,8.5,0.415,1.1,2.8,0.39,1.8,2.3,0.78,0.7,1.9,2.5,2.5,1.2,0.0,1.5,1.7,14.5,2012
Chris Hunter,FOR,27.0,4,4.0,90.0,6.8,15.6,0.436,0.0,0.4,0.0,6.8,15.2,0.447,3.6,4.4,0.818,2.4,6.0,8.4,0.0,0.4,2.4,1.2,4.4,17.2,2012
Lance Hurdle,SPR,,49,19.0,1558.0,5.1,14.1,0.363,2.5,7.3,0.35,2.6,6.9,0.376,2.1,2.5,0.835,0.5,3.3,3.8,3.0,1.6,0.1,1.5,3.0,14.9,2012
Andre Ingram,LOS,26.0,6,0.0,169.0,4.9,10.9,0.451,3.8,7.0,0.545,1.1,3.8,0.278,1.9,2.3,0.818,0.0,4.5,4.5,3.2,0.6,0.0,1.5,2.8,15.6,2012
Reggie Jackson,TUL,21.0,1,1.0,41.0,8.8,23.7,0.37,0.0,4.4,0.0,8.8,19.3,0.455,1.8,2.6,0.667,0.9,5.3,6.1,7.0,0.0,0.0,1.8,1.8,19.3,2012
Tory Jackson,FOR,,45,20.0,987.0,4.3,11.6,0.37,0.5,2.3,0.222,3.8,9.3,0.406,2.4,3.0,0.815,0.7,4.0,4.8,5.0,2.3,0.1,2.2,3.4,11.5,2012
