Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%
Frank Kaminsky,144,2943,529,1013,426,734,103,279,297,389,182,484,666,188,77,153,121,235.0,1458.0,1400.0,12.8,6.3,19.1,23.8425416242,8.42915392457,18.3183826028,13.4482840639,12.9886170574,1.50193679918,4.94831804281,11.1418960245,21.7965341488,119.426707441,92.3104655114,5.60611620795,5.27183146449,10.8334012912,7.18994223581,13.7682636765,5.79001019368,9.97621474686,1.39993204213,3.79204892966,4.03669724771,5.28712198437,2.47366632688,6.57832144071,9.05198776758,2.55521576622,1.04655113829,2.07951070336,1.64458036018,3.19401970778,19.8165137615,61.5626266721,0.384007897335,0.275419545903,0.522211253702,0.58038147139,0.36917562724,0.763496143959,0.573050345508
Fred VanVleet,141,3775,463,1086,322,721,141,365,372,462,91,376,467,637,225,13,207,215.0,1439.0,1597.0,12.1,8.9,20.9,21.6354437086,2.53298013245,11.8538278146,7.12177483444,34.0863576159,3.66185430464,0.4,14.5693509934,20.6488741722,119.346569536,92.0213774834,5.28233112583,3.55886092715,8.84119205298,4.9059602649,11.5072847682,3.4119205298,7.63973509934,1.4940397351,3.86754966887,3.9417218543,4.89536423841,0.964238410596,3.98410596026,4.94834437086,6.74966887417,2.38410596026,0.137748344371,2.19337748344,2.27814569536,15.2476821192,55.806341524,0.425414364641,0.336095764273,0.426335174954,0.446601941748,0.386301369863,0.805194805195,0.491252302026
Gani Lawal,36,930,172,325,172,324,0,1,127,222,105,200,305,15,16,49,78,76.0,471.0,435.0,1.9,2.2,4.1,22.8,13.0,21.7,17.6,3.4,1.0,5.6,15.3,26.1,106.5,90.6,0.0,0.0,0.0,7.39784946237,13.9784946237,7.39784946237,13.935483871,0.0,0.0430107526882,5.4623655914,9.54838709677,4.51612903226,8.60215053763,13.1182795699,0.645161290323,0.688172043011,2.10752688172,3.35483870968,3.2688172043,20.2580645161,55.7159080155,0.683076923077,0.00307692307692,0.529230769231,0.530864197531,0.0,0.572072072072,0.529230769231
Gary Harris,69,2141,345,784,199,396,146,388,189,240,67,159,226,140,108,21,111,141.0,1025.0,927.0,6.2,3.6,9.8,20.7567491826,3.84152265297,8.40392340028,6.24348435311,13.1021952359,3.08304530593,1.1245679589,11.1980382999,24.3171882298,117.058477347,98.1906585708,6.63587108828,2.18304530593,8.81891639421,6.44558617468,14.6473610462,3.71788883699,7.39841195703,2.72769733769,7.24894908921,3.53106025222,4.48388603456,1.25175151798,2.9705744979,4.22232601588,2.61560018683,2.01774871555,0.392340028024,2.07379729099,2.63428304531,19.1499299393,57.6101618705,0.30612244898,0.494897959184,0.440051020408,0.502525252525,0.376288659794,0.7875,0.533163265306
Gary Payton,63,2221,367,756,318,594,49,162,144,221,141,341,482,259,175,53,133,169.0,927.0,980.0,5.5,5.3,10.7,25.4441242683,7.39477712742,18.2026114363,12.7493471409,27.5307969383,4.8571814498,3.1689329131,13.3506528591,23.7764970734,111.788248537,91.628185502,5.58433138226,6.81436289959,12.3986942819,6.60963529941,13.6154885187,5.72714993246,10.6978838361,0.882485366952,2.91760468258,2.59342638451,3.98018910401,2.53939666817,6.14137775777,8.68077442593,4.66456551103,3.1517334534,0.954524988744,2.39531742458,3.04367402071,16.6951823503,54.3223477568,0.292328042328,0.214285714286,0.48544973545,0.535353535354,0.302469135802,0.651583710407,0.517857142857
Georges Niang,138,4110,849,1697,661,1195,188,502,342,448,162,552,714,421,92,67,318,422.0,2228.0,2129.0,11.5,5.0,16.5,21.3739172749,4.76131386861,14.6532846715,9.89827250608,19.5127737226,1.26491484185,1.51345498783,14.2291484185,26.4837469586,113.804476886,103.514793187,5.23819951338,1.39754257908,6.66401459854,8.26277372263,16.5158150852,6.43309002433,11.6301703163,1.8296836983,4.88564476886,3.32846715328,4.3600973236,1.57664233577,5.37226277372,6.94890510949,4.09732360097,0.895377128954,0.652068126521,3.09489051095,4.10705596107,21.6836982968,58.8135915359,0.263995285798,0.29581614614,0.500294637596,0.553138075314,0.374501992032,0.763392857143,0.555686505598
Glen Rice,87,2156,316,727,216,438,100,289,129,211,143,278,421,185,111,47,162,194.0,861.0,859.0,3.6,3.9,7.6,18.9787105751,7.6676716141,14.9851576994,11.1797309833,18.3703617811,3.06349721707,2.5995825603,17.1738404453,21.94216141,105.439332096,94.8047309833,2.21590909091,1.4758812616,3.6917903525,5.86270871985,13.4879406308,4.00742115028,8.12615955473,1.85528756957,5.36178107607,2.39332096475,3.9146567718,2.65306122449,5.15769944341,7.8107606679,3.43228200371,2.05936920223,0.871985157699,3.00556586271,3.59925788497,15.974025974,52.5102459016,0.290233837689,0.397524071527,0.434662998624,0.493150684932,0.346020761246,0.611374407583,0.503438789546
Glenn Robinson,76,2506,349,665,293,486,56,179,158,220,137,238,375,87,74,21,78,99.0,912.0,862.0,7.0,3.0,9.9,19.3764565044,6.8576217079,11.9764565044,9.41939345571,6.7423782921,1.9,0.904708699122,9.17589784517,18.9648044693,123.632721468,103.75594573,5.59114126097,2.31468475658,7.91053471668,5.57063048683,10.6145251397,4.67677573823,7.75738228252,0.893854748603,2.85714285714,2.52194732642,3.51157222666,2.18675179569,3.79888268156,5.98563447725,1.38866719872,1.18116520351,0.335195530726,1.24501197127,1.580207502,14.5570630487,59.8582305067,0.330827067669,0.269172932331,0.524812030075,0.602880658436,0.312849162011,0.718181818182,0.566917293233
Gordon Hayward,37,1239,173,373,126,213,47,160,179,216,72,233,305,62,40,30,85,78.0,572.0,549.0,4.0,3.0,6.9,24.3,7.6,23.4,15.8,12.1,2.0,2.8,15.2,24.7,117.1,90.1,0.0,0.0,0.0,5.58514931396,12.0419693301,4.06779661017,6.87651331719,1.51735270379,5.16545601291,5.77885391445,6.97336561743,2.32445520581,7.52219531881,9.84665052462,2.001614205,1.29136400323,0.968523002421,2.74414850686,2.5181598063,18.4665052462,61.1058883856,0.57908847185,0.428954423592,0.463806970509,0.591549295775,0.29375,0.828703703704,0.526809651475
Gorgui Dieng,102,2789,338,620,337,617,1,3,174,272,304,497,801,127,104,267,166,280.0,851.0,887.0,5.4,7.9,13.2,22.4299749014,12.5394048046,21.3082466834,16.8613481535,9.54012190749,2.27052707063,10.463212621,17.9079598422,16.5937253496,112.653818573,84.4989960559,2.45087845106,10.5807816422,13.0316600932,4.84761563284,8.89207601291,4.83327357476,8.84904983865,0.0143420580853,0.043026174256,2.49551810685,3.90103979921,4.35998565794,7.12800286841,11.4879885264,1.82144137684,1.49157404087,3.82932950878,2.38078164217,4.01577626389,12.2050914306,57.5248756219,0.438709677419,0.00483870967742,0.545161290323,0.546191247974,0.333333333333,0.639705882353,0.545967741935
Grant Jerrett,34,606,63,154,31,75,32,79,18,22,37,85,122,18,16,33,19,44.0,176.0,170.0,1.2,1.1,2.3,16.6,7.6,17.9,12.7,5.7,1.6,5.8,10.4,15.6,115.8,95.1,2.7,4.7,7.4,4.15841584158,10.1650165017,2.04620462046,4.9504950495,2.11221122112,5.21452145215,1.18811881188,1.45214521452,2.44224422442,5.61056105611,8.05280528053,1.18811881188,1.05610561056,2.17821782178,1.25412541254,2.90429042904,11.6171617162,53.7634408602,0.142857142857,0.512987012987,0.409090909091,0.413333333333,0.405063291139,0.818181818182,0.512987012987
Greg Monroe,34,1164,202,385,195,358,7,27,138,209,74,254,328,128,42,52,112,87.0,549.0,574.0,3.2,2.3,5.5,25.2,8.6,25.2,17.5,22.4,2.2,4.9,18.8,26.7,110.0,93.9,0.0,0.0,0.0,6.94158075601,13.2302405498,6.70103092784,12.3024054983,0.240549828179,0.927835051546,4.74226804124,7.18213058419,2.54295532646,8.72852233677,11.2714776632,4.39862542955,1.44329896907,1.78694158076,3.84879725086,2.98969072165,18.8659793814,57.5519959745,0.542857142857,0.0701298701299,0.524675324675,0.54469273743,0.259259259259,0.66028708134,0.533766233766
Greg Smith,64,1855,287,499,287,498,0,1,171,303,146,298,444,94,62,75,126,180.0,745.0,705.0,3.6,3.0,6.6,31.4436657682,12.9741778976,29.6843126685,21.2538544474,18.1155795148,3.08592991914,6.56091644205,23.8132075472,30.7756873315,163.662048518,145.813638814,1.0,3.0,4.0,6.18867924528,10.7601078167,6.18867924528,10.7385444744,0.0,0.0215633423181,3.68733153639,6.53369272237,3.14824797844,6.42587601078,9.57412398922,2.0269541779,1.33692722372,1.61725067385,2.71698113208,3.88140161725,16.064690027,58.9100455466,0.607214428858,0.00200400801603,0.575150300601,0.576305220884,0.0,0.564356435644,0.575150300601
Greivis Vasquez,33,1120,220,513,151,321,69,192,138,161,38,115,153,208,56,12,111,69.0,647.0,671.0,4.0,1.9,5.8,25.6,3.8,10.2,7.2,35.2,2.8,1.0,15.8,30.2,113.6,97.7,0.0,0.0,0.0,7.85714285714,18.3214285714,5.39285714286,11.4642857143,2.46428571429,6.85714285714,4.92857142857,5.75,1.35714285714,4.10714285714,5.46428571429,7.42857142857,2.0,0.428571428571,3.96428571429,2.46428571429,23.1071428571,55.4090161688,0.313840155945,0.374269005848,0.428849902534,0.470404984424,0.359375,0.857142857143,0.496101364522
Hamady N'Diaye,32,907,114,197,114,197,0,0,74,120,76,152,228,14,13,145,47,92.0,302.0,281.0,1.7,1.3,3.0,22.3,9.4,17.4,13.5,3.3,0.8,14.5,15.6,16.6,112.5,99.5,0.0,0.0,0.0,5.02756339581,8.68798235943,5.02756339581,8.68798235943,0.0,0.0,3.26350606395,5.29217199559,3.35170893054,6.70341786108,10.0551267916,0.617420066152,0.573318632856,6.394707828,2.07276736494,4.05733186329,13.3186328556,60.4483586869,0.609137055838,0.0,0.578680203046,0.578680203046,0.0,0.616666666667,0.578680203046
Harrison Barnes,75,2198,438,1018,322,686,116,332,234,319,149,265,414,96,68,29,146,140.0,1226.0,1095.0,5.6,3.7,9.3,20.3098271156,7.04836214741,12.3450864422,9.74617834395,8.33744313012,1.70327570519,1.24836214741,11.1461783439,27.358189263,109.814194722,96.7429026388,4.69781619654,2.09563239308,6.79344858963,7.97088262056,18.5259326661,5.85987261146,12.4840764331,2.1110100091,6.04185623294,4.25841674249,5.80527752502,2.71155595996,4.82256596906,7.53412192903,1.74704276615,1.23748862602,0.527752502275,2.65696087352,2.54777070064,22.3111919927,52.9196450154,0.313359528487,0.326129666012,0.43025540275,0.469387755102,0.349397590361,0.733542319749,0.487229862475
Hassan Whiteside,34,889,167,319,164,314,3,5,110,187,92,211,303,10,19,182,64,82.0,447.0,411.0,2.0,2.5,4.5,29.1,11.9,23.8,18.3,2.2,1.2,18.8,13.6,25.8,107.9,85.8,0.0,0.0,0.0,7.51406074241,14.3532058493,7.3790776153,14.1282339708,0.134983127109,0.224971878515,4.94938132733,8.41394825647,4.13948256468,9.49381327334,13.633295838,0.44994375703,0.854893138358,8.18897637795,2.87964004499,3.68953880765,20.1124859393,55.6967703349,0.586206896552,0.0156739811912,0.523510971787,0.522292993631,0.6,0.588235294118,0.528213166144
Henry Ellenson,33,1107,194,435,164,331,30,104,143,191,71,250,321,59,28,49,78,84.0,561.0,536.0,2.0,2.0,4.0,20.9,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,106.3,98.5,0.9,2.7,3.6,7.00993676603,15.7181571816,5.92592592593,11.9602529359,1.08401084011,3.75790424571,5.16711833785,6.90153568202,2.56549232159,9.03342366757,11.5989159892,2.13188798555,1.01174345077,1.77055103884,2.81842818428,3.0352303523,20.27100271,54.0420776819,0.43908045977,0.23908045977,0.445977011494,0.495468277946,0.288461538462,0.748691099476,0.480459770115
Henry Sims,93,1547,193,395,193,390,0,5,151,229,97,240,337,159,33,78,145,183.0,537.0,589.0,2.4,2.9,5.2,12.2438267615,7.5454427925,17.7356819651,12.9950226244,11.6938590821,1.06076276665,6.13083387201,28.4410471881,16.741564318,93.6725921138,98.6193277311,0.213251454428,2.08875242405,2.34330963154,4.99030381383,10.2133160957,4.99030381383,10.0840336134,0.0,0.129282482224,3.90433096315,5.92113768584,2.50808015514,6.20555914674,8.71363930187,4.11118293471,0.853264382676,2.01680672269,3.74919198449,4.73173884939,13.8849385908,54.1592706148,0.579746835443,0.0126582278481,0.488607594937,0.494871794872,0.0,0.659388646288,0.488607594937
Hollis Thompson,99,2434,308,645,180,354,128,291,115,170,106,298,404,105,78,43,107,223.0,859.0,783.0,5.6,3.7,9.5,16.734264585,5.75291700904,13.4181183237,9.82576006574,8.33985209532,2.20410846343,2.01396877568,13.4240345111,16.8864420707,117.915735415,99.4870172555,2.80591618735,1.15776499589,3.96368118324,5.06162695152,10.5998356615,2.95809367297,5.8175842235,2.10353327855,4.78225143796,1.88989317995,2.79375513558,1.7419884963,4.89728841413,6.63927691044,1.72555464256,1.28184059162,0.706655710764,1.75842235004,3.66474938373,14.1166803615,59.6693525979,0.263565891473,0.451162790698,0.477519379845,0.508474576271,0.439862542955,0.676470588235,0.576744186047
Ian Clark,133,3818,681,1406,341,606,340,800,218,269,64,316,380,289,162,27,277,283.0,1920.0,1671.0,11.2,6.0,17.2,38.6785751702,3.08889470927,18.1540073337,10.7339706653,26.7479832373,4.56503404924,1.43148245155,27.496018858,42.0522524882,207.824279728,172.046280775,9.66217915139,0.44884756417,10.1110267156,7.13462545836,14.7302252488,3.57255107386,6.34887375589,3.56207438449,8.38135149293,2.28391828182,2.8182294395,0.670508119434,3.31063383971,3.98114195914,3.02776322682,1.69722367732,0.282870612886,2.90204295443,2.96490309062,20.115243583,62.9772494686,0.191322901849,0.568990042674,0.484352773826,0.562706270627,0.425,0.810408921933,0.605263157895
Iman Shumpert,61,1896,281,706,202,444,79,262,195,250,80,211,291,228,143,11,164,155.0,836.0,854.0,3.5,3.9,7.4,19.9168776371,4.60337552743,12.8717299578,8.59746835443,25.1278481013,4.33248945148,0.652320675105,17.3970464135,25.2379746835,103.506329114,93.3244725738,3.29620253165,1.77890295359,5.12742616034,5.92827004219,14.8945147679,4.26160337553,9.36708860759,1.66666666667,5.52742616034,4.11392405063,5.27426160338,1.68776371308,4.45147679325,6.13924050633,4.81012658228,3.01687763713,0.232067510549,3.45991561181,3.27004219409,17.6371308017,51.2254901961,0.354107648725,0.371104815864,0.398016997167,0.454954954955,0.301526717557,0.78,0.453966005666
Isaiah Canaan,132,3876,635,1411,331,686,304,725,476,593,73,293,366,385,157,10,311,241.0,2050.0,1929.0,14.2,6.0,20.4,21.8964654283,2.26589267286,9.14127966976,5.80629514964,20.7356811146,2.44262125903,0.27463880289,15.8988390093,25.882120743,117.705572755,97.7366357069,3.74489164087,-0.910500515996,2.85330237358,6.55314757482,14.5614035088,3.41589267286,7.07946336429,3.13725490196,7.48194014448,4.91228070175,6.11971104231,0.753353973168,3.02373581011,3.77708978328,3.97316821465,1.62022703818,0.103199174407,3.20949432405,2.4871001032,21.1558307534,61.306761089,0.420269312544,0.513819985826,0.450035435861,0.48250728863,0.419310344828,0.802698145025,0.557760453579
Isaiah Taylor,92,2831,412,1019,377,899,35,120,395,499,33,250,283,415,89,12,207,228.0,1254.0,1312.0,5.9,3.6,9.5,31.2729071,2.2610385023,15.2289297068,8.81183327446,53.6975626987,2.92794065701,0.888202048746,21.2831861533,43.0835747086,180.486577181,170.351995761,6.64719180502,2.50628753091,9.15347933592,5.82126457082,14.3977393147,5.32673966796,12.7022253621,0.494524902861,1.69551395267,5.58106676086,7.05051218651,0.466266336983,3.53232073472,3.99858707171,5.86365241964,1.25750618156,0.169551395267,2.92476156835,3.22147651007,17.7181208054,50.6233044826,0.489695780177,0.117762512267,0.404317958783,0.41935483871,0.291666666667,0.791583166333,0.421491658489
Isaiah Thomas,70,2204,374,870,249,499,125,371,307,423,46,214,260,324,84,5,187,142.0,1180.0,1185.0,7.0,3.1,10.2,21.4834845735,2.29764065336,10.7141560799,6.50589836661,26.0221415608,2.09764065336,0.250589836661,14.8293557169,26.6047186933,114.617558984,100.142332123,3.55753176044,0.592921960073,4.15045372051,6.78765880218,15.7894736842,4.51905626134,9.05626134301,2.26860254083,6.7332123412,5.57168784029,7.67695099819,0.834845735027,3.88384754991,4.71869328494,5.88021778584,1.52450090744,0.0907441016334,3.39382940109,2.57713248639,21.4156079855,55.8648638412,0.486206896552,0.426436781609,0.429885057471,0.498997995992,0.33692722372,0.725768321513,0.501724137931
Isaiah Whitehead,56,1710,285,760,168,434,117,326,196,259,40,167,207,251,70,63,192,131.0,883.0,896.0,2.4,2.9,5.3,18.7821052632,2.58736842105,10.4515789474,6.58,31.5684210526,2.42210526316,3.74842105263,17.9747368421,30.7768421053,100.391578947,98.7957894737,3.40526315789,3.04210526316,6.44736842105,6.66666666667,17.7777777778,3.9298245614,10.1520467836,2.73684210526,7.62573099415,4.58479532164,6.05847953216,0.93567251462,3.90643274854,4.84210526316,5.87134502924,1.63742690058,1.47368421053,4.49122807018,3.06432748538,20.6549707602,50.5171861412,0.340789473684,0.428947368421,0.375,0.387096774194,0.358895705521,0.756756756757,0.451973684211
Ivan Johnson,25,301,20,96,15,61,5,35,30,46,7,30,37,17,20,5,22,24.0,75.0,77.0,-0.6,0.6,0.0,5.7,2.5,11.5,6.9,12.6,4.0,1.9,15.7,23.4,70.9,93.2,-7.7,-0.4,-8.1,2.65780730897,12.7574750831,1.99335548173,8.10631229236,0.664451827243,4.6511627907,3.98671096346,6.11295681063,0.93023255814,3.98671096346,4.91694352159,2.25913621262,2.65780730897,0.664451827243,2.92358803987,3.18936877076,9.96677740864,32.2608396421,0.479166666667,0.364583333333,0.208333333333,0.245901639344,0.142857142857,0.652173913043,0.234375
J.J. O'Brien,127,3686,415,882,396,805,19,77,179,298,278,344,622,204,116,37,189,232.0,1028.0,1095.0,4.8,7.0,11.8,22.0753871006,13.8198928642,14.7871155717,14.2483543503,16.7782136323,2.90023107855,1.9903448327,23.2165681731,24.2853128768,154.934139827,139.15262126,2.19020823176,5.24217356363,7.43762736662,4.50352685838,9.57135105806,4.29734129137,8.73575691807,0.20618556701,0.835594139989,1.94248507868,3.23385784048,3.01682040152,3.73304395008,6.7498643516,2.21378187737,1.25881714596,0.401519262073,2.05100379816,2.51763429192,11.1557243625,50.7343651295,0.337868480726,0.0873015873016,0.47052154195,0.491925465839,0.246753246753,0.60067114094,0.481292517007
JaJuan Johnson,69,2296,449,899,434,844,15,55,327,429,164,377,541,59,60,151,119,124.0,1240.0,1118.0,7.3,5.5,12.8,11.1387852322,3.70325526002,8.0288209607,5.87165541882,2.44684398571,0.680468439857,2.99249702263,4.61210797936,11.6204446209,48.9394204049,38.8460103216,0.415680825724,0.550496228662,0.966177054387,7.82229965157,15.6620209059,7.56097560976,14.7038327526,0.261324041812,0.95818815331,5.6968641115,7.47386759582,2.85714285714,6.56794425087,9.42508710801,1.02787456446,1.04529616725,2.63066202091,2.07317073171,2.16027874564,21.6027874564,56.9978671766,0.477196885428,0.0611790878754,0.499443826474,0.514218009479,0.272727272727,0.762237762238,0.507786429366
JaKarr Sampson,66,1997,383,816,382,803,1,13,148,244,140,280,420,74,57,68,118,183.0,915.0,854.0,2.4,3.2,5.5,18.8687030546,7.63545317977,16.0249374061,11.7479218828,8.37921882824,1.71662493741,3.54792188282,11.2562343515,26.670655984,100.102453681,99.0335002504,-0.160390585879,1.73545317977,1.62714071107,7.67150726089,16.3445167752,7.65147721582,16.0841261893,0.0200300450676,0.260390585879,2.96444667001,4.88733099649,2.80420630946,5.60841261893,8.41261892839,1.482223335,1.14171256885,1.3620430646,2.36354531798,3.66549824737,18.3274912369,49.547305493,0.299019607843,0.015931372549,0.469362745098,0.475716064757,0.0769230769231,0.606557377049,0.469975490196
JaMychal Green,91,2545,488,950,485,934,3,16,349,491,255,415,670,128,95,161,244,290.0,1328.0,1271.0,6.6,6.1,12.7,26.5957170923,11.9983104126,18.9584282908,15.5134381139,12.2219646365,2.31544204322,7.05838899804,17.2141453831,29.2160707269,107.833359528,89.642043222,2.16554027505,4.33308447937,6.4657367387,7.6699410609,14.931237721,7.62278978389,14.6797642436,0.0471512770138,0.251473477407,5.48526522593,7.71709233792,4.00785854617,6.52259332024,10.5304518664,2.01178781925,1.4931237721,2.5304518664,3.83497053045,4.557956778,20.8722986248,56.9448732462,0.516842105263,0.0168421052632,0.513684210526,0.519271948608,0.1875,0.710794297352,0.515263157895
Jabari Brown,62,2164,307,696,170,341,137,355,301,385,30,214,244,103,40,6,136,111.0,1052.0,944.0,6.4,1.9,8.4,30.745841385,2.79695009242,17.4232719858,10.4703064298,16.6103297255,1.70549546728,0.450415896488,20.2432609329,38.0652471104,190.98757907,170.007692193,9.20742980038,-0.99832919704,8.20910060334,5.67467652495,12.865064695,3.14232902033,6.30314232902,2.53234750462,6.56192236599,5.56377079482,7.11645101664,0.554528650647,3.95563770795,4.5101663586,1.90388170055,0.739371534196,0.110905730129,2.51386321627,2.05175600739,19.4454713494,60.7811416686,0.55316091954,0.510057471264,0.441091954023,0.49853372434,0.385915492958,0.781818181818,0.539511494253
Jabari Parker,35,1074,236,499,198,393,38,106,160,214,105,201,306,41,37,43,81,83.0,670.0,623.0,3.6,1.9,5.5,28.4,11.4,23.1,17.1,8.6,2.1,4.0,11.9,32.7,115.0,99.3,4.3,2.3,6.6,8.7895716946,18.5847299814,7.37430167598,14.6368715084,1.41527001862,3.947858473,5.95903165736,7.97020484171,3.91061452514,7.48603351955,11.3966480447,1.5270018622,1.37802607076,1.60148975791,3.01675977654,3.09124767225,24.9534450652,56.4771731068,0.428857715431,0.212424849699,0.472945891784,0.503816793893,0.358490566038,0.747663551402,0.511022044088
Jack Cooley,123,2435,394,656,393,654,1,2,228,344,346,446,792,66,54,116,110,250.0,1017.0,1001.0,9.4,4.2,13.7,26.4944147844,17.9595071869,20.2645995893,19.0785626283,6.44550308008,1.41367556468,5.1740862423,11.4270225873,19.4943326489,128.651991786,96.9508418891,5.25363449692,3.44698151951,8.65848049281,6.47227926078,10.7761806982,6.45585215606,10.7433264887,0.0164271047228,0.0328542094456,3.7453798768,5.65092402464,5.68377823409,7.32648870637,13.0102669405,1.0841889117,0.887063655031,1.90554414784,1.80698151951,4.1067761807,16.7063655031,62.9830558859,0.524390243902,0.0030487804878,0.600609756098,0.600917431193,0.5,0.662790697674,0.60137195122
Jae Crowder,72,2174,375,762,272,468,103,294,196,287,153,392,545,131,136,67,74,178.0,1049.0,966.0,7.9,4.8,12.7,26.360349586,8.32589696412,20.531600736,14.4348206072,12.3862465501,3.50446182153,3.20607175713,7.52874885005,21.7028518859,125.063569457,91.999126035,7.84535418583,4.8392824287,12.6846366145,6.89972401104,14.0202391904,5.00459981601,8.61085556578,1.89512419503,5.40938362466,3.60625574977,5.28058877645,2.8150873965,7.21251149954,10.027598896,2.41030358786,2.502299908,1.23275068997,1.36154553818,3.27506899724,19.3008279669,59.0466969874,0.376640419948,0.385826771654,0.492125984252,0.581196581197,0.350340136054,0.682926829268,0.559711286089
Jahlil Okafor,38,1143,279,420,279,420,0,0,99,194,134,188,322,49,29,54,95,81.0,657.0,609.0,4.5,2.2,6.7,30.7,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,119.9,95.4,6.8,4.1,10.9,9.76377952756,14.6981627297,9.76377952756,14.6981627297,0.0,0.0,3.46456692913,6.78915135608,4.68941382327,6.5791776028,11.2685914261,1.71478565179,1.01487314086,1.88976377953,3.32458442695,2.83464566929,22.9921259843,65.0031660598,0.461904761905,0.0,0.664285714286,0.664285714286,0.0,0.510309278351,0.664285714286
Jake Layman,141,3938,482,1083,284,536,198,547,274,361,159,515,674,156,123,113,204,272.0,1436.0,1342.0,7.5,6.8,14.3,17.2650076181,5.02300660234,14.2465210767,9.93331640427,8.21714068055,1.83595733875,3.04941594718,14.0126714068,19.3878872524,112.233367191,98.1901218893,3.50708481463,3.40195530726,6.90904012189,4.89588623667,11.000507872,2.88471305231,5.44438801422,2.01117318436,5.5561198578,2.78313864906,3.66683595734,1.61503301168,5.23108176739,6.84611477908,1.58456069071,1.24936515998,1.14779075673,2.07211782631,2.76282376841,14.5860843068,57.8174321974,0.333333333333,0.505078485688,0.445060018467,0.529850746269,0.36197440585,0.759002770083,0.536472760849
Jakob Poeltl,70,1885,356,541,356,540,0,1,219,361,194,363,557,93,33,119,129,165.0,931.0,902.0,7.0,4.0,11.0,28.4109814324,13.6226525199,21.2176657825,17.736127321,10.8328381963,1.05798408488,6.5125729443,15.5907161804,23.8092838196,123.085835544,94.0883289125,5.41347480106,5.57644562334,10.9899204244,7.55437665782,11.4801061008,7.55437665782,11.4588859416,0.0,0.0212201591512,4.64721485411,7.66047745358,4.11671087533,7.70291777188,11.8196286472,1.97347480106,0.700265251989,2.52519893899,2.7374005305,3.50132625995,19.7559681698,66.5152034751,0.667282809612,0.00184842883549,0.658040665434,0.659259259259,0.0,0.606648199446,0.658040665434
Jamaal Franklin,85,2198,362,849,264,524,98,325,340,436,128,468,596,162,86,51,218,182.0,1162.0,1128.0,5.6,5.3,10.8,24.3317561419,6.97552320291,26.0295268426,16.3460418562,15.632711556,2.30973612375,2.49449499545,17.1035941765,30.03366697,106.613421292,88.8997725205,3.80195632393,3.39226569609,7.25013648772,6.58780709736,15.4504094631,4.80436760692,9.53594176524,1.78343949045,5.91446769791,6.18744313012,7.93448589627,2.32939035487,8.51683348499,10.8462238399,2.94813466788,1.56505914468,0.928116469518,3.96724294813,3.31210191083,21.1464968153,55.8202989893,0.513545347468,0.382803297998,0.426383981154,0.503816793893,0.301538461538,0.779816513761,0.484098939929
Jamal Murray,36,1267,244,538,131,261,113,277,119,152,53,133,186,79,35,11,84,75.0,720.0,649.0,4.4,1.8,6.1,22.7,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.1,120.2,102.6,8.1,1.1,9.1,7.70323599053,16.9850039463,4.13575374901,8.23993685872,3.56748224152,8.74506708761,3.75690607735,4.79873717443,1.67324388319,4.19889502762,5.87213891081,2.49408050513,1.10497237569,0.34727703236,2.65193370166,2.36779794791,22.7308602999,59.5159370454,0.282527881041,0.514869888476,0.453531598513,0.501915708812,0.407942238267,0.782894736842,0.558550185874
James Anderson,33,1124,226,494,152,277,74,217,209,258,64,128,192,80,46,20,78,88.0,735.0,698.0,5.2,1.7,6.9,20.2023255814,4.63546511628,8.925,6.84941860465,11.4156976744,1.66046511628,1.38372093023,7.7488372093,21.7936046512,83.9226744186,68.6325581395,0.0,0.0,0.0,8.04270462633,17.5800711744,5.40925266904,9.85765124555,2.6334519573,7.72241992883,7.43772241993,9.18149466192,2.27758007117,4.55516014235,6.83274021352,2.84697508897,1.63701067616,0.711743772242,2.77580071174,3.13167259786,26.1565836299,60.4918356597,0.522267206478,0.439271255061,0.457489878543,0.548736462094,0.341013824885,0.81007751938,0.532388663968
James Ennis,67,2080,299,606,201,329,98,277,190,241,107,255,362,158,112,69,168,161.0,886.0,861.0,5.7,3.4,8.9,22.4054326923,6.09331730769,14.7223076923,10.3815384615,15.63375,3.19490384615,3.53567307692,19.0592307692,21.5783653846,114.579615385,97.3783653846,5.07802884615,2.85413461538,7.87961538462,5.75,11.6538461538,3.86538461538,6.32692307692,1.88461538462,5.32692307692,3.65384615385,4.63461538462,2.05769230769,4.90384615385,6.96153846154,3.03846153846,2.15384615385,1.32692307692,3.23076923077,3.09615384615,17.0384615385,62.2156058648,0.397689768977,0.457095709571,0.493399339934,0.61094224924,0.353790613718,0.788381742739,0.574257425743
