Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%
Alex Poythress,112,2480,356,646,327,550,29,96,225,328,201,396,597,51,44,76,149,302.0,966.0,902.0,5.8,4.3,10.1,16.8752419355,9.96862903226,15.752983871,12.9862903226,3.96153225806,1.06185483871,4.36241935484,15.6461290323,18.8983870968,110.426370968,95.3059677419,1.80137096774,3.1764516129,5.00733870968,5.74193548387,10.4193548387,5.27419354839,8.87096774194,0.467741935484,1.54838709677,3.62903225806,5.29032258065,3.24193548387,6.38709677419,9.62903225806,0.822580645161,0.709677419355,1.22580645161,2.40322580645,4.87096774194,15.5806451613,61.1144852718,0.50773993808,0.148606811146,0.551083591331,0.594545454545,0.302083333333,0.685975609756,0.573529411765
Alex Stepheson,62,1841,233,450,233,450,0,0,103,204,204,310,514,14,17,83,101,143.0,569.0,572.0,2.3,3.7,6.0,17.3392721347,14.4720260728,19.2494296578,16.8607278653,2.07164584465,0.517816404128,5.62183595872,15.9145573058,20.0149375339,101.259206953,93.0563280826,-0.196360673547,1.02107550244,0.824714828897,5.06246605106,9.7772949484,5.06246605106,9.7772949484,0.0,0.0,2.23791417708,4.43237370994,4.43237370994,6.73546985334,11.1678435633,0.304182509506,0.369364475828,1.80336773493,2.19445953286,3.10700706138,12.3628462792,52.7086112346,0.453333333333,0.0,0.517777777778,0.517777777778,0.0,0.504901960784,0.517777777778
Allen Crabbe,98,3402,533,1195,324,648,209,547,262,320,85,474,559,219,84,57,182,165.0,1537.0,1380.0,8.6,4.9,13.6,19.9045561434,3.05194003527,16.5775720165,10.0009700176,13.4333921223,1.45423280423,1.72545561434,11.7422692534,22.9497942387,113.396413874,99.4397413286,5.26463844797,2.13512639624,7.39867724868,6.26690182246,14.050558495,3.80952380952,7.61904761905,2.45737801293,6.43151087596,3.08054085832,3.76249265138,0.999412110523,5.57319223986,6.57260435038,2.57495590829,0.987654320988,0.670194003527,2.13991769547,1.94003527337,18.0717225162,57.5310675251,0.267782426778,0.457740585774,0.446025104603,0.5,0.382084095064,0.81875,0.533472803347
Andre Dawkins,142,2468,330,763,99,195,231,568,123,160,32,194,226,66,61,13,88,200.0,1014.0,834.0,6.3,3.2,9.5,16.5621150729,1.47042139384,9.10542949757,5.29384116694,5.14902755267,1.54513776337,0.595259319287,9.17609400324,19.8105753647,122.077512156,101.791734198,4.68286061588,-0.354619124797,4.32824149109,5.34846029173,12.3662884927,1.60453808752,3.16045380875,3.74392220421,9.20583468395,1.99351701783,2.59319286872,0.518638573744,3.14424635332,3.66288492707,1.06969205835,0.988654781199,0.210696920583,1.4262560778,3.2414910859,16.4343598055,60.8351331893,0.209698558322,0.744429882045,0.43250327654,0.507692307692,0.406690140845,0.76875,0.583879423329
Andre Drummond,34,967,157,292,157,290,0,2,26,88,114,143,257,15,28,92,52,75.0,340.0,328.0,1.4,1.5,2.9,21.9,14.2,17.0,15.6,3.4,1.8,9.9,13.5,20.9,103.1,97.3,0.7,5.3,6.0,6.4943123061,12.0785935884,6.4943123061,11.9958634953,0.0,0.0827300930714,1.07549120993,3.64012409514,4.71561530507,5.9152016546,10.6308169597,0.620475698035,1.158221303,3.80558428128,2.15098241986,3.10237849018,14.0641158221,51.4029995162,0.301369863014,0.00684931506849,0.537671232877,0.541379310345,0.0,0.295454545455,0.537671232877
Andre Roberson,105,2970,382,741,332,598,50,143,198,340,309,736,1045,119,164,150,183,274.0,1012.0,1058.0,6.2,7.6,13.7,23.5474410774,12.6438383838,29.2027609428,21.0575757576,8.43892255892,3.31013468013,5.44949494949,16.90996633,18.9498653199,111.618114478,87.9055892256,3.052996633,6.49888888889,9.55188552189,5.14478114478,9.9797979798,4.47138047138,8.05387205387,0.673400673401,1.92592592593,2.66666666667,4.57912457912,4.16161616162,9.91245791246,14.0740740741,1.60269360269,2.20875420875,2.0202020202,2.46464646465,3.69023569024,13.6296296296,56.8156299124,0.458839406208,0.19298245614,0.515519568151,0.555183946488,0.34965034965,0.582352941176,0.549257759784
Andrew Goudelock,71,2512,568,1253,340,684,228,569,171,208,50,241,291,288,71,20,187,124.0,1535.0,1472.0,9.2,2.0,11.3,25.0932324841,2.35183121019,10.3664808917,6.55915605096,24.1712579618,1.65549363057,0.759156050955,11.8414012739,31.0791401274,114.581687898,106.736624204,3.13097133758,-1.25238853503,1.92675159236,9.04458598726,19.9522292994,5.41401273885,10.8917197452,3.63057324841,9.06050955414,2.72292993631,3.31210191083,0.796178343949,3.83757961783,4.63375796178,4.58598726115,1.13057324841,0.31847133758,2.97770700637,1.97452229299,24.4426751592,57.0835688573,0.166001596169,0.454110135674,0.453312051077,0.497076023392,0.400702987698,0.822115384615,0.544293695132
Andrew Harrison,79,2261,222,597,153,409,69,188,285,367,45,168,213,298,61,17,173,189.0,798.0,861.0,4.4,3.9,8.3,15.5820433437,2.27151702786,8.1,5.36377708978,25.0328173375,1.84055727554,0.812074303406,17.7222910217,21.3120743034,111.111455108,96.7176470588,3.84489164087,2.73715170279,6.58204334365,3.92746572313,10.5616983636,2.70676691729,7.23573639982,1.22069880584,3.32596196373,5.04201680672,6.4927023441,0.796107916851,2.97213622291,3.76824413976,5.27200353826,1.07916850951,0.300751879699,3.06059265812,3.34365325077,14.1176470588,52.6052104208,0.614740368509,0.314907872697,0.371859296482,0.374083129584,0.367021276596,0.776566757493,0.429648241206
Andrew Nicholson,93,2918,655,1151,626,1075,29,76,388,522,207,500,707,80,44,163,234,272.0,1727.0,1499.0,10.2,4.1,14.4,27.6129198081,9.02796435915,20.4717957505,14.8970527759,7.20520904729,0.883207676491,6.07018505826,14.0304660727,28.7866689513,116.134578478,99.7941398218,2.62515421522,0.989033584647,3.55013708019,8.97875257025,15.7779300891,8.58122001371,14.7361206306,0.397532556546,1.04180945853,5.3187114462,7.15558601782,2.83755997258,6.85400959561,9.6915695682,1.0966415353,0.603152844414,2.23440712817,3.20767649075,3.72858122001,23.6737491432,62.5416461454,0.453518679409,0.0660295395308,0.569070373588,0.582325581395,0.381578947368,0.743295019157,0.581668114683
Andrew Wiggins,35,1148,189,422,146,296,43,126,176,227,76,129,205,54,41,34,80,94.0,597.0,564.0,3.2,1.7,4.9,21.4,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,116.1,102.8,5.4,3.0,8.5,6.58536585366,14.7038327526,5.08710801394,10.3135888502,1.49825783972,4.39024390244,6.13240418118,7.90940766551,2.64808362369,4.49477351916,7.14285714286,1.88153310105,1.42857142857,1.18466898955,2.78745644599,3.27526132404,20.8013937282,57.1970567947,0.537914691943,0.298578199052,0.447867298578,0.493243243243,0.34126984127,0.775330396476,0.498815165877
Andy Rautins,35,1137,130,297,32,56,98,241,66,81,18,100,118,171,69,8,98,76.0,424.0,441.0,2.9,2.1,4.9,18.5,2.0,8.8,5.8,23.9,3.4,0.8,22.6,18.4,116.8,96.0,0.0,0.0,0.0,4.57343887423,10.4485488127,1.12576956904,1.97009674582,3.44766930519,8.47845206684,2.32189973615,2.84960422164,0.633245382586,3.51802990325,4.15127528584,6.01583113456,2.42744063325,0.28144239226,3.44766930519,2.67370272647,14.9164467898,63.7325637326,0.272727272727,0.811447811448,0.43771043771,0.571428571429,0.406639004149,0.814814814815,0.602693602694
Anthony Bennett,35,950,202,379,166,283,36,96,124,177,86,199,285,34,24,43,65,80.0,564.0,488.0,3.5,2.2,5.7,28.3,10.3,24.0,17.1,8.8,1.5,4.6,12.3,27.5,117.6,89.6,5.3,3.2,8.5,8.50526315789,15.9578947368,6.98947368421,11.9157894737,1.51578947368,4.04210526316,5.22105263158,7.45263157895,3.62105263158,8.37894736842,12.0,1.43157894737,1.01052631579,1.81052631579,2.73684210526,3.36842105263,23.7473684211,61.7229907197,0.467018469657,0.253298153034,0.532981530343,0.586572438163,0.375,0.700564971751,0.580474934037
Anthony Brown,144,4200,518,1211,300,670,218,541,308,410,139,552,691,231,99,23,228,257.0,1562.0,1479.0,8.1,5.9,13.9,23.7232857143,5.81404761905,27.0232380952,16.3363809524,18.5331428571,2.44671428571,1.08004761905,28.5763333333,34.3364761905,185.489761905,182.707809524,3.21361904762,3.13728571429,6.3509047619,4.93333333333,11.5333333333,2.85714285714,6.38095238095,2.07619047619,5.15238095238,2.93333333333,3.90476190476,1.32380952381,5.25714285714,6.58095238095,2.2,0.942857142857,0.219047619048,2.17142857143,2.44761904762,14.8761904762,56.130516027,0.338563170933,0.446738232865,0.42774566474,0.44776119403,0.402957486137,0.751219512195,0.517753922378
Anthony Davis,40,1281,210,337,207,317,3,20,144,203,119,296,415,50,54,186,41,78.0,567.0,550.0,5.9,4.1,9.9,35.1,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,139.0,80.7,7.8,10.8,18.7,6.55737704918,10.5230288837,6.46370023419,9.89851678376,0.0936768149883,0.624512099922,4.49648711944,6.33879781421,3.71584699454,9.24277907884,12.9586260734,1.5612802498,1.68618266979,5.80796252927,1.28024980484,2.4355971897,17.7049180328,66.4993432164,0.60237388724,0.0593471810089,0.623145400593,0.652996845426,0.15,0.709359605911,0.627596439169
Archie Goodwin,33,1048,157,357,140,293,17,64,135,212,48,104,152,88,36,15,101,97.0,466.0,467.0,1.6,1.5,3.1,16.9,5.6,11.2,8.5,16.8,2.1,1.4,18.1,27.2,100.1,99.1,1.2,1.2,2.4,5.99236641221,13.6259541985,5.34351145038,11.1832061069,0.648854961832,2.4427480916,5.15267175573,8.09160305344,1.8320610687,3.96946564885,5.80152671756,3.35877862595,1.37404580153,0.572519083969,3.85496183206,3.70229007634,17.786259542,51.7455805277,0.593837535014,0.179271708683,0.439775910364,0.477815699659,0.265625,0.63679245283,0.463585434174
Arinze Onuaku,32,728,153,229,153,229,0,0,30,70,67,97,164,20,29,35,43,85.0,336.0,285.0,1.9,1.5,3.4,22.8,11.5,13.3,12.5,5.1,2.2,5.2,14.1,20.2,117.9,93.9,0.0,0.0,0.0,8.40659340659,12.5824175824,8.40659340659,12.5824175824,0.0,0.0,1.64835164835,3.84615384615,3.68131868132,5.32967032967,9.01098901099,1.0989010989,1.59340659341,1.92307692308,2.36263736264,4.67032967033,18.4615384615,64.6651270208,0.305676855895,0.0,0.668122270742,0.668122270742,0.0,0.428571428571,0.668122270742
Armon Johnson,34,1172,219,442,202,371,17,71,80,118,26,89,115,189,28,12,114,61.0,535.0,574.0,2.5,0.5,3.0,18.8,2.6,8.0,5.5,30.4,1.4,0.9,18.6,25.7,106.3,110.5,0.0,0.0,0.0,7.47440273038,15.0853242321,6.89419795222,12.662116041,0.580204778157,2.42320819113,2.73037542662,4.02730375427,0.887372013652,3.03754266212,3.92491467577,6.45051194539,0.955631399317,0.409556313993,3.89078498294,2.0819112628,18.2593856655,54.1585681892,0.266968325792,0.160633484163,0.495475113122,0.544474393531,0.239436619718,0.677966101695,0.514705882353
Arnett Moultrie,63,2028,311,604,294,546,17,58,178,242,175,359,534,76,70,50,143,139.0,817.0,805.0,4.4,3.7,8.1,20.9618343195,10.2692800789,20.6274654832,15.4867357002,7.51799802761,2.01217948718,2.61799802761,16.6656311637,21.8401873767,108.740581854,95.2671104536,2.11637080868,0.476183431953,2.53964497041,6.13412228797,11.9132149901,5.79881656805,10.7692307692,0.335305719921,1.14398422091,3.51084812623,4.77317554241,3.4516765286,7.0808678501,10.5325443787,1.49901380671,1.38067061144,0.986193293886,2.82051282051,2.741617357,16.1143984221,57.4963405022,0.400662251656,0.0960264900662,0.514900662252,0.538461538462,0.293103448276,0.735537190083,0.528973509934
Austin Rivers,34,1129,174,402,116,243,58,159,121,184,21,94,115,71,33,1,79,76.0,527.0,488.0,2.4,1.0,3.5,16.9,2.2,10.0,6.0,13.0,1.7,0.1,13.9,25.2,107.8,104.7,3.7,0.0,3.7,6.16474756422,14.2426926484,4.10983170948,8.60938883968,2.05491585474,5.63330380868,4.28697962799,6.51904340124,0.74402125775,3.33038086802,4.07440212578,2.51550044287,1.16917626218,0.0354295837024,2.79893711249,2.69264836138,18.6713906112,54.5593837999,0.457711442786,0.39552238806,0.432835820896,0.477366255144,0.364779874214,0.657608695652,0.504975124378
Avery Bradley,34,1003,159,368,117,256,42,112,36,66,33,65,98,71,44,18,52,80.0,396.0,374.0,1.6,1.6,3.2,14.9,3.5,6.6,5.1,12.4,2.4,1.6,11.5,20.4,106.7,98.6,0.0,0.0,0.0,6.34097706879,14.6759720837,4.66600199402,10.2093718843,1.67497507478,4.4666001994,1.43569292124,2.63210368893,1.31605184447,2.59222333001,3.90827517448,2.83150548355,1.75473579262,0.717846460618,2.07377866401,3.19042871386,15.7926221336,49.8690308281,0.179347826087,0.304347826087,0.432065217391,0.45703125,0.375,0.545454545455,0.489130434783
Ben Bentil,69,1928,321,705,260,517,61,188,251,330,173,261,434,61,39,48,107,186.0,954.0,886.0,4.9,2.8,7.7,17.7406639004,11.0718879668,15.1087136929,13.0213692946,6.57085062241,1.02717842324,2.41649377593,13.4010373444,22.2057053942,110.069813278,102.16120332,2.5387966805,1.55145228216,4.09024896266,6.65975103734,14.6265560166,5.39419087137,10.7261410788,1.26556016598,3.90041493776,5.20746887967,6.84647302905,3.58921161826,5.41493775934,9.00414937759,1.26556016598,0.809128630705,0.995850622407,2.21991701245,3.85892116183,19.7925311203,56.1044460127,0.468085106383,0.266666666667,0.455319148936,0.502901353965,0.324468085106,0.760606060606,0.498581560284
Ben Hansbrough,69,2443,323,689,169,327,154,362,244,313,54,213,267,298,78,9,144,170.0,1044.0,1024.0,8.8,2.1,10.8,21.6018829308,2.74760540319,9.79680720426,6.39840360213,24.7335243553,2.00159639787,0.349201801064,14.7396234138,21.4638559149,124.358780188,106.053704462,4.87662709783,0.35558739255,5.23221449038,5.28857961523,11.2812116251,2.76708964388,5.35407286124,2.52148997135,5.92713876381,3.99508800655,5.1248465002,0.884158821122,3.48751534998,4.3716741711,4.87924682767,1.27711829718,0.14735980352,2.35775685632,2.78346295538,17.0937372084,63.1410876718,0.454281567489,0.525399129173,0.468795355588,0.516819571865,0.425414364641,0.779552715655,0.580551523948
Ben McLemore,37,1191,198,400,125,226,73,174,120,138,47,145,192,73,37,25,77,69.0,589.0,530.0,4.2,2.3,6.5,23.2,5.0,13.2,9.4,12.6,1.8,2.2,14.2,23.2,121.4,93.7,7.3,2.9,10.2,6.64987405542,13.4340890008,4.19815281276,7.59026028547,2.45172124265,5.84382871537,4.03022670025,4.63476070529,1.5785054576,4.8698572628,6.4483627204,2.45172124265,1.24265323258,0.839630562552,2.58606213266,2.31738035264,19.7816960537,63.921687793,0.345,0.435,0.495,0.553097345133,0.419540229885,0.869565217391,0.58625
Ben Uzoh,35,1202,184,403,135,260,49,143,117,153,34,129,163,163,34,26,80,60.0,534.0,550.0,3.7,1.8,5.5,22.2,3.4,11.5,7.7,29.8,1.7,2.1,14.4,23.5,116.2,99.6,0.0,0.0,0.0,6.1231281198,13.4109816972,4.4925124792,8.65224625624,1.6306156406,4.75873544093,3.89351081531,5.09151414309,1.13144758735,4.2928452579,5.42429284526,5.42429284526,1.13144758735,0.865224625624,2.6622296173,1.99667221298,17.7703826955,56.7698588195,0.379652605459,0.354838709677,0.456575682382,0.519230769231,0.342657342657,0.764705882353,0.517369727047
Bernard James,69,1698,274,437,274,437,0,0,123,233,181,303,484,24,55,164,123,124.0,671.0,622.0,3.5,4.4,7.9,24.6260895171,12.5621908127,19.6703180212,16.2739104829,2.96578327444,2.00359246172,11.8062426384,18.1504711425,19.5964075383,111.183745583,86.159540636,1.28109540636,8.19905771496,9.49546525324,6.45465253239,10.2944640754,6.45465253239,10.2944640754,0.0,0.0,2.89752650177,5.48881036514,4.26383981154,7.13780918728,11.4016489988,0.565371024735,1.29564193168,3.86336866902,2.89752650177,2.9210836278,15.8068315665,62.1849051008,0.533180778032,0.0,0.62700228833,0.62700228833,0.0,0.527896995708,0.62700228833
Bobby Portis,70,1994,411,782,388,719,23,63,202,274,219,332,551,92,74,104,97,137.0,1047.0,989.0,6.6,3.8,10.5,26.7377131394,11.988665998,18.588665998,15.2807422267,9.7668004012,2.1,5.30641925777,9.63019057172,24.2599799398,120.710932798,96.3935807422,4.64904714142,4.02076228686,8.6777331996,8.24473420261,15.6870611836,7.78335005015,14.4232698094,0.461384152457,1.26379137412,4.05215646941,5.49648946841,4.39317953862,6.65997993982,11.0531594784,1.84553660983,1.48445336008,2.08625877633,1.94583751254,2.7482447342,21.0030090271,58.0016840986,0.350383631714,0.0805626598465,0.52557544757,0.539638386648,0.365079365079,0.737226277372,0.540281329923
Bradley Beal,37,1267,175,393,112,207,63,186,133,173,50,199,249,83,51,31,79,76.0,546.0,522.0,3.6,2.1,5.7,22.0,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,115.4,96.9,5.3,3.3,8.6,5.52486187845,12.407261247,3.53591160221,6.53512233623,1.98895027624,5.87213891081,4.19889502762,5.46172059984,1.57853196527,6.28255722178,7.86108918706,2.62036306235,1.61010260458,0.978689818469,2.49408050513,2.39936858721,17.2375690608,58.1940654843,0.440203562341,0.473282442748,0.445292620865,0.541062801932,0.338709677419,0.768786127168,0.525445292621
Branden Dawson,130,3456,566,1013,566,1004,0,9,177,317,329,573,902,181,163,142,219,212.0,1309.0,1288.0,7.2,7.9,15.0,23.3895543981,12.186255787,19.3515625,15.870775463,11.0767650463,2.83350694444,4.69959490741,15.2795717593,21.0288194444,112.924479167,91.8482060185,3.57083333333,6.37523148148,9.9275462963,6.55092592593,11.724537037,6.55092592593,11.6203703704,0.0,0.104166666667,2.04861111111,3.66898148148,3.80787037037,6.63194444444,10.4398148148,2.09490740741,1.88657407407,1.64351851852,2.53472222222,2.4537037037,15.150462963,56.7905733722,0.312931885489,0.00888450148075,0.558736426456,0.56374501992,0.0,0.558359621451,0.558736426456
Brandon Davies,135,3251,609,1166,603,1148,6,18,456,691,246,594,840,213,132,123,283,406.0,1680.0,1621.0,8.0,6.9,14.9,22.7430021532,8.59713934174,20.522762227,14.4839741618,12.8987696094,2.17576130421,3.89058751153,15.6798523531,25.9036604122,109.483789603,93.0939095663,1.77502306982,3.53746539526,5.29031067364,7.4930790526,14.3463549677,7.41925561366,14.1248846509,0.0738234389419,0.221470316826,5.61058135958,8.5019993848,3.02676099662,7.30852045524,10.3352814519,2.62073208244,1.62411565672,1.51338049831,3.48200553676,4.99538603507,20.6705629037,57.1413022775,0.592624356775,0.0154373927959,0.522298456261,0.525261324042,0.333333333333,0.65991316932,0.52487135506
Brandon Ingram,36,1246,214,484,134,289,80,195,116,170,67,177,244,72,41,49,72,74.0,624.0,591.0,3.4,1.5,4.9,22.5,6.0,15.5,10.8,11.4,1.9,3.6,11.3,25.6,114.7,104.4,4.6,2.9,7.5,6.86998394864,15.5377207063,4.30176565008,9.27768860353,2.56821829856,6.26003210273,3.72391653291,5.45746388443,2.15088282504,5.68218298555,7.83306581059,2.3113964687,1.31621187801,1.57303370787,2.3113964687,2.37560192616,20.0321027287,55.8339298497,0.351239669421,0.402892561983,0.442148760331,0.463667820069,0.410256410256,0.682352941176,0.52479338843
Brandon Knight,38,1363,217,513,130,282,87,231,136,171,25,128,153,159,25,8,120,83.0,657.0,652.0,3.6,1.8,5.3,19.3,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,109.9,101.5,5.4,0.5,5.9,6.3683052091,15.0550256787,3.81511371974,8.27586206897,2.55319148936,6.77916360968,3.99119589142,5.01834189288,0.733675715334,3.75641966251,4.49009537784,4.66617754952,0.733675715334,0.234776228907,3.5216434336,2.43580337491,19.280997799,55.8445532436,0.333333333333,0.450292397661,0.423001949318,0.460992907801,0.376623376623,0.795321637427,0.507797270955
Briante Weber,127,2965,296,695,256,549,40,146,230,299,103,320,423,378,374,26,186,280.0,862.0,977.0,4.6,8.7,13.4,20.9745699831,3.52600337268,13.7888701518,8.19969645868,25.2199325464,7.75365935919,1.02478920742,18.0738617201,17.2772344013,108.474266442,84.902158516,3.20502529511,7.49467116358,10.6996964587,3.99325463744,9.3760539629,3.45362563238,7.40640809444,0.539629005059,1.96964586847,3.10286677909,4.03372681282,1.38954468803,4.31703204047,5.7065767285,5.09949409781,5.0455311973,0.350758853288,2.50927487352,3.77740303541,11.629005059,52.1438250097,0.430215827338,0.210071942446,0.425899280576,0.466302367942,0.27397260274,0.769230769231,0.454676258993
Brice Johnson,148,3102,714,1242,714,1242,0,0,288,407,314,721,1035,133,111,163,187,369.0,1716.0,1536.0,10.4,6.8,17.2,27.5974854932,11.3641521599,24.884622824,18.0696324952,8.55683430045,2.19042553191,5.81363636364,11.2104448743,24.9581882656,118.579754997,92.8539007092,4.01205673759,5.11115409413,9.09290780142,9.20696324952,16.0154738878,9.20696324952,16.0154738878,0.0,0.0,3.71373307544,5.24822695035,4.04900064475,9.2972275951,13.3462282398,1.71502256609,1.43133462282,2.10186976144,2.41134751773,4.7582205029,22.1276595745,60.3766149689,0.32769726248,0.0,0.574879227053,0.574879227053,0.0,0.707616707617,0.574879227053
Bryce Cotton,130,4314,611,1452,345,716,266,736,487,581,70,298,368,384,118,11,193,157.0,1975.0,1836.0,14.1,2.9,17.1,19.716759388,1.79930458971,8.23048215114,4.89972183588,19.4543115438,1.64204914233,0.271488178025,9.92804821511,22.24527121,121.476054706,108.675452017,6.86956420955,-1.22686601762,5.67130273528,5.66527584608,13.4631432545,3.19888734353,6.63885025498,2.46638850255,6.82429299954,4.51553082986,5.38711172925,0.649049605934,2.76309689383,3.41214649977,3.56050069541,1.09411219286,0.101993509504,1.78952248493,1.45572554474,18.3124710246,57.8283478953,0.400137741047,0.506887052342,0.420798898072,0.481843575419,0.361413043478,0.838209982788,0.512396694215
Bryce Dejean-Jones,117,2888,441,1028,321,671,120,357,264,386,116,355,471,272,110,29,212,250.0,1266.0,1240.0,5.0,4.9,9.9,17.9470221606,4.58995844875,13.4020775623,9.08538781163,19.6528393352,2.24058171745,0.989265927978,14.9177285318,25.0492382271,105.058310249,97.7191135734,2.91128808864,2.15090027701,5.03587257618,6.108033241,14.2382271468,4.4459833795,9.29362880886,1.6620498615,4.94459833795,3.65650969529,5.34626038781,1.60664819945,4.91689750693,6.52354570637,3.76731301939,1.52354570637,0.401662049861,2.93628808864,3.46260387812,17.5346260388,52.8451212182,0.375486381323,0.347276264591,0.428988326848,0.478390461997,0.336134453782,0.683937823834,0.487354085603
Bryn Forbes,138,4010,565,1258,241,513,324,745,288,351,67,272,339,182,87,8,164,219.0,1742.0,1469.0,10.9,3.9,14.7,17.5456042945,2.14876429219,8.78517938361,5.3878343996,9.29513695782,1.35503996043,0.212607787114,10.3481803185,21.063523233,121.213694649,106.422524265,4.96680796169,-1.37588057774,3.66344805088,5.63591022444,12.5486284289,2.40399002494,5.11720698254,3.2319201995,7.43142144638,2.87281795511,3.50124688279,0.668329177057,2.71321695761,3.38154613466,1.81546134663,0.86783042394,0.0798004987531,1.63591022444,2.18453865337,17.3765586035,61.6663362692,0.279014308426,0.592209856916,0.449125596184,0.469785575049,0.434899328859,0.820512820513,0.577901430843
Buddy Hield,132,4182,783,1748,434,854,349,894,376,450,209,452,661,254,168,38,285,259.0,2291.0,2092.0,12.2,6.2,18.5,21.4574366332,5.96542324247,11.7051171688,8.92293161167,13.2260401722,2.41506456241,0.953347680536,13.1517455763,25.9141080823,111.970109995,99.8199186992,6.57238163558,1.9637254902,8.53610712578,7.48923959828,16.7192730751,4.15112386418,8.16834050693,3.3381157341,8.55093256815,3.59636537542,4.30416068867,1.99904351985,4.32329029173,6.32233381157,2.42945958871,1.6068866571,0.363462458154,2.72596843615,2.47728359637,21.9129603061,58.8643371017,0.257437070938,0.511441647597,0.447940503432,0.508196721311,0.390380313199,0.835555555556,0.547768878719
C.J. McCollum,111,3657,767,1746,550,1170,217,576,610,739,167,529,696,304,228,51,267,195.0,2361.0,2203.0,13.9,6.7,20.5,30.6139458573,5.07142466503,17.5961717255,11.2553732568,21.3350287121,3.62914957616,1.54960350014,11.5444626743,34.0432048127,114.562346185,95.2044845502,5.51293409899,1.02778233525,6.56948318294,8.38939021056,19.0976210008,6.01585999453,12.7973748975,2.37353021602,6.30024610336,6.6721356303,8.0831282472,1.82663385288,5.78616352201,7.6127973749,3.32512988789,2.49384741591,0.557834290402,2.92042657916,2.13289581624,25.8244462674,56.9970451341,0.423253150057,0.329896907216,0.439289805269,0.470085470085,0.376736111111,0.825439783491,0.501431844215
C.J. Wilcox,131,3735,640,1478,339,705,301,773,299,356,110,331,441,214,112,98,178,250.0,1880.0,1672.0,11.8,3.8,15.4,20.9689156627,3.42406961178,10.4510307898,6.83876840696,11.3832396252,1.6890227577,2.36449799197,9.3760107095,23.4950200803,121.708032129,104.582141901,6.5853815261,0.571111111111,7.12479250335,6.85408299866,15.828647925,3.63052208835,7.55020080321,3.22356091031,8.27844712182,3.20214190094,3.81258366801,1.17804551539,3.54484605087,4.72289156627,2.29183400268,1.19946452477,1.04953145917,1.906291834,2.67737617135,20.1338688086,57.505016395,0.240866035183,0.52300405954,0.43301759134,0.48085106383,0.389391979301,0.839887640449,0.534844384303
Cameron Bairstow,134,2787,418,808,416,802,2,6,401,559,234,403,637,102,62,99,157,282.0,1239.0,1185.0,7.7,5.2,12.9,20.5343738787,10.6856835307,16.0989953355,13.5181916039,8.03674201651,1.32314316469,4.12626480086,14.6569429494,22.4428417653,113.722569071,95.723932544,1.95522066738,3.28299246502,5.2382131324,5.99928238249,11.5966989595,5.9705776821,11.5105848583,0.0287047003947,0.0861141011841,5.75529242914,8.02296376032,3.35844994618,5.78399712953,9.14244707571,1.46393972013,0.889845712235,1.42088266954,2.25331898098,4.04736275565,17.7825618945,58.7783217579,0.691831683168,0.00742574257426,0.517326732673,0.518703241895,0.333333333333,0.717352415027,0.518564356436
Cameron Payne,69,2238,435,1007,279,573,156,434,253,324,31,221,252,394,125,37,197,168.0,1279.0,1315.0,8.0,3.3,11.3,25.2656836461,1.64606791778,10.9525022341,6.44892761394,37.0792672029,3.29785522788,1.65035746202,14.6157283289,30.4424932976,115.449955317,101.417158177,5.37712243074,0.0482126899017,5.42533512064,7.77479892761,17.9982126899,4.98659517426,10.2412868633,2.78820375335,7.75692582663,4.5218945487,5.7908847185,0.554066130474,3.94995531725,4.50402144772,7.04200178731,2.23413762288,0.661304736372,3.52100089366,3.00268096515,22.8596961573,55.6299801663,0.321747765641,0.430983118173,0.431976166832,0.486910994764,0.359447004608,0.780864197531,0.509433962264
Caris LeVert,103,2721,366,843,232,509,134,334,204,265,39,325,364,275,97,22,136,151.0,1070.0,1067.0,6.4,3.7,10.0,21.9493568541,1.96493936053,16.3305769938,9.12116868798,25.5204704153,2.18070562293,0.838184490996,11.7429253951,23.6001102536,115.893972804,101.983792723,6.06482910695,2.51797133407,8.59581036384,5.38037486218,12.3925027563,3.4105108416,7.48254318265,1.96986402058,4.90995957369,2.99889746417,3.89562660786,0.573318632856,4.7776552738,5.35097390665,4.04263138552,1.42594634326,0.323410510842,1.99926497611,2.21977214259,15.7295112091,55.752396832,0.314353499407,0.396204033215,0.434163701068,0.4557956778,0.40119760479,0.769811320755,0.513641755635
