Player,Tm,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,3PAr,FTr
Ian Clark,GSW,0.487297921,0.555555556,0.374233129,0.75862069,0.557736721,6.680738786,13.70976253,4.749340369,8.548812665,1.931398417,5.160949868,1.393139842,1.83641161,0.696569921,3.166226913,3.862796834,2.849604222,1.234828496,0.253298153,1.741424802,2.437994723,16.68601583,57.46750414,0.376443418,0.133949192
Jordan Clarkson,LAL,0.445378151,0.503496503,0.328651685,0.797619048,0.5,7.163954944,16.08510638,5.406758448,10.73842303,1.757196496,5.346683354,2.012515645,2.523153942,0.7359199,2.958698373,3.694618273,3.198998748,1.321652065,0.120150188,2.463078849,2.25281602,18.09762203,52.62376411,0.332399627,0.156862745
Norris Cole,OKC,0.307692308,0.333333333,0.230769231,0.8,0.336538462,4.608,14.976,3.744,11.232,0.864,3.744,2.304,2.88,0,3.168,3.168,4.032,2.304,0,2.016,5.184,12.384,38.12056738,0.25,0.192307692
Darren Collison,SAC,0.476190476,0.495361781,0.417142857,0.859649123,0.527310924,5.933107126,12.45952496,4.659234125,9.405719826,1.273873,3.053805138,2.565196316,2.984003878,0.401357247,2.26854096,2.669898207,5.444498303,1.16917111,0.157052836,1.989335919,2.076587494,15.70528357,57.016877,0.245098039,0.239495798
Nick Collison,OKC,0.608695652,0.636363636,0,0.625,0.608695652,3.9375,6.46875,3.9375,6.1875,0,0.28125,1.40625,2.25,2.53125,5.90625,8.4375,3.375,0.5625,0.5625,1.125,4.78125,9.28125,62.21719457,0.043478261,0.347826087
Mike Conley,MEM,0.459861249,0.496610169,0.408114558,0.858695652,0.544598612,7.287958115,15.84816754,4.602094241,9.267015707,2.685863874,6.581151832,4.963350785,5.780104712,0.486910995,3.314136126,3.80104712,6.80104712,1.445026178,0.298429319,2.45026178,1.979057592,22.22513089,60.4225737,0.415262636,0.364717542
Pat Connaughton,POR,0.513888889,0.512820513,0.515151515,0.777777778,0.631944444,4.215189873,8.202531646,2.278481013,4.443037975,1.936708861,3.759493671,0.797468354,1.025316456,1.139240506,4.784810127,5.924050633,3.189873418,0.683544304,0.227848101,1.936708861,2.620253165,11.16455696,64.5076356,0.458333333,0.125
Quinn Cook,TOT,0.5,0.55,0.423076923,0.4,0.583333333,6.319148936,12.63829787,4.212765957,7.659574468,2.106382979,4.978723404,0.382978723,0.957446809,0.191489362,1.14893617,1.340425532,4.978723404,0.765957447,0,2.489361702,2.489361702,15.12765957,57.91788856,0.393939394,0.075757576
DeMarcus Cousins,TOT,0.451500349,0.482694107,0.35989011,0.771641791,0.497208653,9.449087221,20.92819473,7.535902637,15.61217039,1.913184584,5.316024341,7.550507099,9.784989858,2.234482759,9.405273834,11.63975659,4.848681542,1.460446247,1.343610548,3.928600406,4.060040568,28.36186613,56.1986341,0.254012561,0.467550593
Robert Covington,PHI,0.398907104,0.484375,0.332524272,0.82183908,0.492486339,4.96083058,12.43605474,2.633317603,5.436526664,2.327512978,6.999528079,2.429447853,2.956111373,1.563001416,5.844266163,7.407267579,1.732892874,2.15762152,1.172251062,2.225578103,3.448796602,14.67862199,53.42831701,0.56284153,0.237704918
Allen Crabbe,POR,0.468315301,0.489855072,0.443708609,0.846774194,0.57187017,4.839396628,10.3336291,2.69920142,5.510204082,2.140195209,4.823425022,1.677018634,1.980479148,0.303460515,3.290150843,3.593611358,1.485359361,0.862466726,0.319432121,0.990239574,2.731144632,13.4960071,60.22293175,0.466769706,0.191653787
Jamal Crawford,LAC,0.413118527,0.444241316,0.360248447,0.857142857,0.47986191,5.991655077,14.50347705,4.055632823,9.129346314,1.936022253,5.374130737,2.90403338,3.388038943,0.283727399,1.869262865,2.152990264,3.554937413,0.984700974,0.233657858,2.236439499,1.919332406,16.82336579,52.59203606,0.370540852,0.233601841
Jordan Crawford,NOP,0.481651376,0.552845528,0.389473684,0.769230769,0.566513761,8.552036199,17.75565611,5.538461538,10.01809955,3.013574661,7.737556561,1.628959276,2.117647059,0.325791855,2.443438914,2.769230769,4.642533937,0.895927602,0.162895928,2.036199095,2.443438914,21.74660633,58.18514644,0.435779817,0.119266055
Jae Crowder,BOS,0.4625,0.539877301,0.398477157,0.811059908,0.571527778,5.134047109,11.1006424,2.713490364,5.026124197,2.420556745,6.074518201,2.713490364,3.345610278,0.740042827,5.658244111,6.398286938,2.389721627,1.11006424,0.354603854,1.217987152,2.482226981,15.40214133,61.2522686,0.547222222,0.301388889
Dante Cunningham,NOP,0.484679666,0.578651685,0.392265193,0.592592593,0.58356546,3.798665858,7.837477259,2.248635537,3.88599151,1.550030321,3.951485749,0.349302608,0.58944815,1.222559127,4.824742268,6.047301395,0.785930867,0.851425106,0.611279563,0.611279563,2.183141298,9.496664645,58.64430544,0.504178273,0.075208914
Seth Curry,DAL,0.480796586,0.527559055,0.425465839,0.85,0.578236131,5.997042878,12.47313948,3.566288812,6.759980286,2.430754066,5.713159192,1.508132085,1.774273041,0.44356826,2.714637753,3.158206013,3.335633317,1.401675702,0.124199113,1.632331198,2.235584032,15.93297191,60.10709505,0.458036984,0.142247511
Stephen Curry,GSW,0.467775468,0.536697248,0.410646388,0.897790055,0.58004158,9.211523882,19.69219105,4.789992419,8.924943139,4.421531463,10.76724792,4.435178165,4.940106141,0.832448825,3.984836998,4.817285823,7.137225171,1.951478393,0.231993935,3.261561789,2.497346475,27.27975739,62.3798587,0.546777547,0.250866251
Troy Daniels,MEM,0.373737374,0.335714286,0.388732394,0.796296296,0.513131313,5.629754861,15.06339814,1.430262046,4.26035503,4.199492815,10.80304311,1.308537616,1.643279797,0.639053254,2.404057481,3.043110735,1.399830938,0.639053254,0.121724429,1.369399831,2.738799662,16.76754015,53.10740998,0.717171717,0.109090909
Anthony Davis,NOP,0.504256713,0.524048816,0.298507463,0.802163833,0.517354289,10.23633678,20.29985229,9.704579025,18.51846381,0.531757755,1.781388479,6.899556869,8.601181684,2.313146233,9.465288035,11.77843427,2.087149188,1.249630724,2.220088626,2.40620384,2.23338257,27.90398818,57.92965645,0.087753766,0.423706614
Deyonta Davis,MEM,0.510638298,0.510638298,0,0.555555556,0.510638298,3.630252101,7.109243697,3.630252101,7.109243697,0,0,1.512605042,2.722689076,3.025210084,6.050420168,9.075630252,0.302521008,0.453781513,2.571428571,1.210084034,6.050420168,8.773109244,52.80407866,0,0.382978723
Ed Davis,POR,0.528169014,0.528169014,0,0.617283951,0.528169014,3.422053232,6.479087452,3.422053232,6.479087452,0,0,2.281368821,3.69581749,4.380228137,6.707224335,11.08745247,1.231939164,0.684410646,1.003802281,1.688212928,6.25095057,9.125475285,56.29362756,0,0.570422535
Dewayne Dedmon,SAS,0.621621622,0.621621622,0,0.698924731,0.621621622,4.357894737,7.010526316,4.357894737,7.010526316,0,0,1.759398496,2.517293233,3.491729323,9.906766917,13.39849624,1.190977444,1.001503759,1.65112782,1.65112782,4.872180451,10.47518797,64.51720459,0,0.359073359
Sam Dekker,HOU,0.473193473,0.590909091,0.320855615,0.558823529,0.543123543,5.150105708,10.88372093,3.627906977,6.139534884,1.522198732,4.744186047,0.964059197,1.725158562,2.384778013,4.820295983,7.205073996,1.928118393,0.964059197,0.532769556,1.040169133,2.105708245,12.78646934,54.91153142,0.435897436,0.158508159
Malcolm Delaney,ATL,0.37371134,0.428057554,0.236363636,0.806451613,0.407216495,4.182692308,11.19230769,3.432692308,8.019230769,0.75,3.173076923,2.163461538,2.682692308,0.317307692,3.259615385,3.576923077,5.567307692,1.125,0.028846154,2.740384615,3.230769231,11.27884615,45.57959526,0.283505155,0.239690722
Matthew Dellavedova,MIL,0.389513109,0.404388715,0.36744186,0.854166667,0.463483146,3.770392749,9.679758308,2.33836858,5.782477341,1.432024169,3.897280967,1.486404834,1.740181269,0.435045317,2.229607251,2.664652568,6.471299094,0.960725076,0,2.410876133,2.773413897,10.4592145,50.06594475,0.402621723,0.179775281
Luol Deng,LAL,0.386792453,0.436293436,0.309090909,0.73015873,0.446933962,3.9730821,10.27187079,2.737550471,6.274562584,1.235531629,3.99730821,1.114401077,1.526244953,1.526244953,5.620457604,7.146702557,1.792732167,1.162853297,0.484522207,1.041722746,1.477792732,10.2960969,47.04241566,0.389150943,0.148584906
DeMar DeRozan,TOR,0.466666667,0.48416608,0.266129032,0.842349304,0.477346278,9.906870229,21.22900763,9.453435115,19.52519084,0.453435115,1.703816794,7.488549618,8.890076336,0.961832061,4.341984733,5.303816794,3.984732824,1.071755725,0.178625954,2.473282443,1.841221374,27.75572519,55.20090945,0.0802589,0.418770227
Cheick Diallo,NOP,0.473684211,0.473684211,0,0.714285714,0.473684211,6.512562814,13.74874372,6.512562814,13.74874372,0,0,2.713567839,3.798994975,4.16080402,9.045226131,13.20603015,0.72361809,0.72361809,1.266331658,1.266331658,3.075376884,15.73869347,51.03237916,0,0.276315789
Boris Diaw,UTA,0.44648318,0.512195122,0.24691358,0.742857143,0.47706422,4.09664848,9.175370226,3.535463757,6.902572097,0.561184723,2.272798129,0.72954014,0.982073266,1.290724864,3.142634451,4.433359314,4.770070148,0.505066251,0.252533125,2.441153546,2.328916602,9.484021824,49.35747664,0.247706422,0.107033639
Gorgui Dieng,MIN,0.502269289,0.511326861,0.372093023,0.814371257,0.514372163,4.505088579,8.969468526,4.287975876,8.385978138,0.217112703,0.583490388,1.845457972,2.266113833,2.551074256,6.228420656,8.779494911,2.143987938,1.194119864,1.289106672,1.451941199,3.446664154,11.07274783,55.54950441,0.06505295,0.252647504
Spencer Dinwiddie,BRK,0.443708609,0.47761194,0.376237624,0.79245283,0.506622517,3.616191904,8.149925037,2.590704648,5.424287856,1.025487256,2.725637181,3.40029985,4.290854573,0.728635682,3.697151424,4.425787106,4.992503748,1.187406297,0.620689655,1.781109445,3.211394303,11.65817091,58.0707603,0.334437086,0.526490066
Toney Douglas,MEM,0.367521368,0.48,0.166666667,0.827586207,0.397435897,3.92893401,10.69035533,3.289340102,6.852791878,0.639593909,3.837563452,2.192893401,2.649746193,1.187817259,4.385786802,5.573604061,5.116751269,1.644670051,0.456852792,1.918781726,4.568527919,10.69035533,45.08323058,0.358974359,0.247863248
Goran Dragic,MIA,0.475088968,0.499401198,0.404844291,0.790450928,0.527135231,7.817812119,16.4554697,6.104920699,12.2244815,1.712891419,4.230988207,4.362749085,5.519316795,0.893045954,3.176901179,4.069947133,6.192761285,1.302968686,0.190321269,3.103700691,2.913379423,21.71126474,57.48596769,0.257117438,0.335409253
Andre Drummond,DET,0.530186608,0.532079646,0.285714286,0.385915493,0.531284303,7.217932752,13.6139477,7.188044832,13.50933998,0.02988792,0.104607721,2.04732254,5.305105853,5.155666252,11.52179328,16.67745953,1.330012453,1.853051059,1.330012453,2.271481943,3.541718555,16.51307597,51.77098951,0.007683864,0.389681668
Jared Dudley,PHO,0.453757225,0.559440559,0.379310345,0.661538462,0.565028902,4.149779736,9.145374449,2.114537445,3.779735683,2.035242291,5.365638767,1.136563877,1.718061674,0.81938326,5.127753304,5.947136564,3.198237885,1.110132159,0.422907489,1.9030837,4.070484582,11.47136564,57.92845702,0.586705202,0.187861272
Mike Dunleavy,TOT,0.422727273,0.465116279,0.395522388,0.8,0.543181818,3.98097503,9.417360285,1.712247325,3.681331748,2.268727705,5.736028537,1.541022592,1.92627824,0.770511296,4.152199762,4.922711058,2.140309156,0.642092747,0.299643282,1.198573127,2.868014269,11.77170036,57.33944954,0.609090909,0.204545455
Kris Dunn,MIN,0.376996805,0.404166667,0.287671233,0.610169492,0.410543131,3.186796699,8.453113278,2.619654914,6.481620405,0.567141785,1.971492873,0.972243061,1.59339835,0.648162041,3.83495874,4.48312078,5.077269317,2.106526632,0.972243061,2.4036009,4.8072018,7.912978245,43.22043899,0.233226837,0.188498403
Kevin Durant,GSW,0.537037037,0.607843137,0.375,0.875,0.594054581,9.582608696,17.84347826,7.547826087,12.4173913,2.034782609,5.426086957,5.843478261,6.67826087,0.67826087,8.243478261,8.92173913,5.217391304,1.147826087,1.72173913,2.4,2.034782609,27.04347826,65.06493941,0.304093567,0.374269006
Jarell Eddie,PHO,0.315789474,0.666666667,0.25,0.888888889,0.421052632,3.483870968,11.03225806,1.161290323,1.741935484,2.322580645,9.290322581,4.64516129,5.225806452,0.580645161,3.483870968,4.064516129,0,0.580645161,0,0.580645161,0.580645161,13.93548387,52.26480836,0.842105263,0.473684211
Henry Ellenson,DET,0.359375,0.448275862,0.285714286,0.5,0.4375,5.671232877,15.78082192,3.205479452,7.150684932,2.465753425,8.630136986,0.98630137,1.97260274,1.97260274,8.136986301,10.10958904,1.726027397,0.246575342,0.246575342,3.452054795,1.479452055,14.79452055,44.43127962,0.546875,0.125
Wayne Ellington,MIA,0.416216216,0.50931677,0.378172589,0.860465116,0.55045045,5.544,13.32,1.968,3.864,3.576,9.456,0.888,1.032,0.432,2.76,3.192,1.68,0.84,0.096,0.72,1.68,15.552,56.45386117,0.70990991,0.077477477
Monta Ellis,IND,0.443447038,0.483412322,0.318518519,0.7265625,0.482046679,4.45045045,10.03603604,3.675675676,7.603603604,0.774774775,2.432432432,1.675675676,2.306306306,0.342342342,3.333333333,3.675675676,4.252252252,1.423423423,0.486486486,2.432432432,2.684684685,11.35135135,51.35981217,0.242369838,0.229802513
Joel Embiid,PHI,0.466200466,0.495468278,0.367346939,0.782786885,0.508158508,9.160305344,19.64885496,7.511450382,15.16030534,1.648854962,4.488549618,8.748091603,11.17557252,2.79389313,8.335877863,11.12977099,3.022900763,1.236641221,3.480916031,5.358778626,5.129770992,28.71755725,58.44954881,0.228438228,0.568764569
James Ennis,MEM,0.45482866,0.516304348,0.372262774,0.781818182,0.534267913,3.501665556,7.698867422,2.278481013,4.413057961,1.223184544,3.28580946,2.062624917,2.638241173,1.654896736,4.556962025,6.211858761,1.534976682,1.10326449,0.455696203,1.415056629,3.957361759,10.28914057,58.0671359,0.426791277,0.342679128
Tyler Ennis,TOT,0.432692308,0.456521739,0.385714286,0.84,0.497596154,5.510204082,12.73469388,3.857142857,8.448979592,1.653061224,4.285714286,1.285714286,1.530612245,0.612244898,2.204081633,2.816326531,5.265306122,1.591836735,0.12244898,2.755102041,3.551020408,13.95918367,52.05479452,0.336538462,0.120192308
Tyreke Evans,TOT,0.405405405,0.428571429,0.355932203,0.75,0.462162162,6.852791878,16.9035533,4.934010152,11.51269036,1.918781726,5.390862944,3.152284264,4.203045685,0.593908629,5.664974619,6.258883249,5.664974619,1.598984772,0.411167513,2.78680203,2.741116751,18.77664975,50.06334048,0.318918919,0.248648649
Dante Exum,UTA,0.426997245,0.518691589,0.295302013,0.794520548,0.487603306,4.543973941,10.64169381,3.254071661,6.273615635,1.28990228,4.368078176,1.700325733,2.140065147,0.879478827,2.990228013,3.86970684,3.283387622,0.615635179,0.351791531,2.345276873,4.280130293,12.0781759,52.13605993,0.41046832,0.201101928
Kenneth Faried,DEN,0.548076923,0.556097561,0,0.693121693,0.548076923,6.333333333,11.55555556,6.333333333,11.38888889,0,0.166666667,3.638888889,5.25,5.055555556,7.75,12.80555556,1.527777778,1.194444444,1.111111111,1.611111111,3.444444444,16.30555556,58.79878195,0.014423077,0.454326923
Jordan Farmar,SAC,0.333333333,0,0.444444444,0,0.5,4.114285714,12.34285714,0,3.085714286,4.114285714,9.257142857,0,0,1.028571429,2.057142857,3.085714286,9.257142857,2.057142857,0,3.085714286,1.028571429,12.34285714,50,0.75,0
Derrick Favors,UTA,0.486810552,0.491400491,0.3,0.614678899,0.490407674,6.161888702,12.65767285,6.070826307,12.35413153,0.091062395,0.303541315,2.033726813,3.308600337,2.792580101,6.465430017,9.258010118,1.699831366,1.365935919,1.214165261,1.821247892,3.126475548,14.44856661,51.1871989,0.023980815,0.261390887
Kay Felder,CLE,0.392405063,0.404411765,0.318181818,0.714285714,0.414556962,5.78238342,14.7357513,5.129533679,12.68393782,0.652849741,2.051813472,3.264248705,4.569948187,0.279792746,3.544041451,3.823834197,5.409326425,1.678756477,0.652849741,2.89119171,3.544041451,15.48186529,46.22410336,0.139240506,0.310126582
Cristiano Felicio,CHI,0.576576577,0.576576577,0,0.64516129,0.576576577,4.430769231,7.684615385,4.430769231,7.684615385,0,0,2.076923077,3.219230769,4.292307692,6.473076923,10.76538462,1.384615385,0.865384615,0.553846154,1.142307692,3.807692308,10.93846154,60.09432527,0,0.418918919
Raymond Felton,LAC,0.429961089,0.472972973,0.319444444,0.78125,0.474708171,4.68,10.88470588,3.705882353,7.835294118,0.974117647,3.049411765,1.058823529,1.355294118,0.698823529,3.896470588,4.595294118,4.044705882,1.418823529,0.465882353,1.757647059,2.647058824,11.39294118,49.61634942,0.280155642,0.124513619
Yogi Ferrell,TOT,0.406091371,0.422018349,0.386363636,0.831460674,0.492385787,4.812030075,11.84962406,2.766917293,6.556390977,2.045112782,5.293233083,2.22556391,2.676691729,0.601503759,2.736842105,3.338345865,5.172932331,1.263157895,0.270676692,2.105263158,2.706766917,13.89473684,53.32902392,0.446700508,0.225888325
Dorian Finney-Smith,DAL,0.372372372,0.478873239,0.293193717,0.754098361,0.456456456,2.71863581,7.300852619,1.490864799,3.113276492,1.227771011,4.187576127,1.008526188,1.337393423,1.205846529,3.639464068,4.845310597,1.468940317,1.140073082,0.548112058,0.986601705,2.740560292,7.673568819,48.63272566,0.573573574,0.183183183
Bryn Forbes,SAS,0.363636364,0.413043478,0.320754717,0.833333333,0.449494949,4.547368421,12.50526316,2.4,5.810526316,2.147368421,6.694736842,0.631578947,0.757894737,0.252631579,2.652631579,2.905263158,2.905263158,0.126315789,0,1.389473684,2.526315789,11.87368421,46.24163715,0.535353535,0.060606061
Evan Fournier,ORL,0.438709677,0.49122807,0.355555556,0.805054152,0.507526882,6.574753805,14.98657117,4.512085944,9.185317816,2.06266786,5.801253357,3.593554163,4.463742167,0.709042077,2.658907789,3.367949866,3.255147717,1.063563115,0.064458371,2.272157565,2.900626679,18.80572963,55.47210708,0.387096774,0.297849462
Randy Foye,BRK,0.363076923,0.418032787,0.330049261,0.857142857,0.466153846,3.308411215,9.112149533,1.429906542,3.420560748,1.878504673,5.691588785,1.514018692,1.76635514,0.252336449,4.093457944,4.345794393,3.785046729,0.981308411,0.252336449,2.242990654,2.775700935,10.00934579,50.60671354,0.624615385,0.193846154
Tim Frazier,NOP,0.403465347,0.445652174,0.3125,0.759689922,0.452970297,3.847868852,9.53704918,2.903606557,6.515409836,0.944262295,3.021639344,2.313442623,3.045245902,0.802622951,3.281311475,4.083934426,7.908196721,1.321967213,0.141639344,2.384262295,3.139672131,10.95344262,50.35159302,0.316831683,0.319306931
Channing Frye,CLE,0.457692308,0.545945946,0.408955224,0.851351351,0.589423077,6.128755365,13.39055794,2.600858369,4.763948498,3.527896996,8.626609442,1.622317597,1.905579399,0.9527897,6.515021459,7.467811159,1.158798283,0.849785408,0.9527897,1.364806867,3.553648069,17.40772532,61.16982771,0.644230769,0.142307692
Danilo Gallinari,DEN,0.446666667,0.490610329,0.388888889,0.901808786,0.530666667,5.65135895,12.65229616,3.525773196,7.186504217,2.125585754,5.46579194,5.887535145,6.528584817,0.6579194,4.841611996,5.499531396,2.277413308,0.674789128,0.253045923,1.366447985,1.568884724,19.3158388,62.2093276,0.432,0.516
Langston Galloway,TOT,0.379816514,0.367088608,0.38961039,0.796875,0.489908257,4.984615385,13.12374582,2.094983278,5.707023411,2.889632107,7.416722408,1.228093645,1.541137124,0.650167224,3.106354515,3.756521739,2.239464883,1.107692308,0.144481605,1.107692308,2.311705686,14.08695652,51.0328704,0.565137615,0.117431193
Patricio Garino,ORL,0,0,0,0,0,0,5.860465116,0,1.674418605,0,4.186046512,0,0,0.837209302,5.023255814,5.860465116,0,0,0,2.511627907,3.348837209,0,0,0.714285714,0
Marc Gasol,MEM,0.45862069,0.479820628,0.388059701,0.837349398,0.503448276,7.566969577,16.49940735,6.087712367,12.68747531,1.479257211,3.811932043,3.954168313,4.722244172,0.853417621,5.717898064,6.571315686,4.807585934,0.952983011,1.408139075,2.361122086,2.432240221,20.56736468,55.35648659,0.231034483,0.286206897
Pau Gasol,SAS,0.501655629,0.494,0.538461538,0.706521739,0.548013245,6.70436386,13.36447449,5.46527351,11.0633067,1.23909035,2.301167793,2.876459742,4.071296865,2.367547634,8.717885679,11.08543331,3.31899201,0.531038722,1.548862938,1.792255685,2.433927474,17.52427781,57.81359495,0.17218543,0.304635762
Rudy Gay,SAC,0.454751131,0.483282675,0.371681416,0.855072464,0.502262443,7.143139191,15.70779862,5.650542942,11.69200395,1.492596249,4.015794669,4.193484699,4.904244817,1.243830207,5.508390918,6.752221125,2.914116486,1.563672261,0.923988154,2.629812438,2.807502468,19.97235933,55.89592616,0.255656109,0.312217195
Michael Gbinije,DET,0.1,0.166666667,0,1,0.1,1.125,11.25,1.125,6.75,0,4.5,2.25,2.25,2.25,1.125,3.375,2.25,0,0,0,2.25,4.5,18.38235294,0.4,0.2
Alonzo Gee,DEN,0.214285714,0.272727273,0,0.555555556,0.214285714,1.213483146,5.662921348,1.213483146,4.449438202,0,1.213483146,2.02247191,3.640449438,1.617977528,4.449438202,6.06741573,2.426966292,2.02247191,0.404494382,1.617977528,5.662921348,4.449438202,30.62360802,0.214285714,0.642857143
Paul George,IND,0.461082283,0.500586166,0.393145161,0.898395722,0.533358043,8.327259204,18.06024544,5.71662328,11.41985868,2.610635924,6.640386761,4.498326515,5.007065824,0.776496839,5.810338416,6.586835255,3.36035701,1.566381554,0.361472666,2.918557084,2.757902566,23.76348085,58.63659188,0.367679763,0.277242402
Marcus Georges-Hunt,ORL,0.285714286,0.2,0.5,0.9,0.357142857,1.5,5.25,0.75,3.75,0.75,1.5,6.75,7.5,0.75,6,6.75,2.25,0.75,0,1.5,3.75,10.5,61.40350877,0.285714286,1.428571429
Jonathan Gibson,DAL,0.368421053,0.4,0.333333333,0.724137931,0.447368421,5.454545455,14.80519481,3.116883117,7.792207792,2.337662338,7.012987013,3.272727273,4.519480519,0.155844156,3.272727273,3.428571429,4.051948052,1.246753247,0,3.272727273,3.272727273,16.51948052,49.18337045,0.473684211,0.305263158
Taj Gibson,TOT,0.514809591,0.520114943,0.230769231,0.715189873,0.516925247,6.606334842,12.83257919,6.552036199,12.59728507,0.054298643,0.235294118,2.045248869,2.859728507,2.859728507,5.936651584,8.796380091,1.321266968,0.760180995,1.194570136,1.900452489,2.950226244,15.31221719,54.33386426,0.018335684,0.222849083
Manu Ginobili,SAS,0.38952164,0.386792453,0.392070485,0.803738318,0.490888383,4.768396592,12.24167312,2.286599535,5.911696359,2.481797057,6.329976762,2.398140976,2.98373354,0.780790085,3.597211464,4.378001549,5.103020914,2.286599535,0.446165763,2.676994578,3.318357862,14.41673122,53.18054641,0.517084282,0.243735763
Rudy Gobert,UTA,0.661858974,0.662921348,0,0.653361345,0.661858974,5.418367347,8.186588921,5.418367347,8.173469388,0,0.013119534,4.080174927,6.244897959,4.119533528,9.459183673,13.5787172,1.272594752,0.642857143,2.807580175,1.941690962,3.227405248,14.91690962,68.21126896,0.001602564,0.762820513
Archie Goodwin,TOT,0.545454545,0.607843137,0.333333333,0.785714286,0.583333333,6.056074766,11.10280374,5.214953271,8.579439252,0.841121495,2.523364486,5.551401869,7.065420561,1.177570093,3.53271028,4.710280374,4.037383178,0.672897196,0.841121495,2.355140187,1.345794393,18.5046729,65.10416667,0.227272727,0.636363636
Aaron Gordon,ORL,0.45433526,0.528428094,0.288389513,0.718894009,0.498843931,6.156657963,13.55091384,4.950391645,9.368146214,1.206266319,4.182767624,2.44386423,3.399477807,1.817232376,4.527415144,6.34464752,2.349869452,1.002610966,0.626631854,1.394255875,2.694516971,15.96344648,53.04639347,0.30867052,0.250867052
Eric Gordon,HOU,0.405511811,0.467605634,0.372163389,0.84,0.526574803,6.38484718,15.74515712,2.572535514,5.501506672,3.812311666,10.24365045,2.278088678,2.712010331,0.449418855,2.665518726,3.114937581,2.913473956,0.743865691,0.619888076,1.875161429,2.324580284,18.86009471,55.67246112,0.650590551,0.172244094
Marcin Gortat,WAS,0.578635015,0.580357143,0,0.647798742,0.578635015,5.492957746,9.492957746,5.492957746,9.464788732,0,0.028169014,1.450704225,2.23943662,3.352112676,8.605633803,11.95774648,1.704225352,0.563380282,0.915492958,1.661971831,3,12.43661972,59.34458842,0.002967359,0.235905045
Treveon Graham,CHO,0.475,0.4,0.6,0.666666667,0.5875,3.619047619,7.619047619,1.904761905,4.761904762,1.714285714,2.857142857,1.904761905,2.857142857,0.952380952,3.238095238,4.19047619,1.142857143,1.142857143,0.19047619,0.571428571,3.428571429,10.85714286,61.15879828,0.375,0.375
Jerami Grant,TOT,0.463414634,0.514150943,0.370689655,0.612244898,0.528963415,3.574134553,7.71260614,2.563030699,4.984977139,1.011103854,2.727629001,2.11626388,3.456564337,0.893533638,3.950359242,4.84389288,1.081645983,0.775963423,1.857609406,1.034617897,3.503592423,10.27563684,55.64327188,0.353658537,0.448170732
Jerian Grant,CHI,0.425249169,0.473053892,0.365671642,0.890410959,0.506644518,4.482490272,10.54085603,2.766536965,5.848249027,1.715953307,4.692607004,2.276264591,2.556420233,0.595330739,3.291828794,3.887159533,4.20233463,1.645914397,0.280155642,1.540856031,3.256809339,12.95719844,55.53554275,0.445182724,0.242524917
Danny Green,SAS,0.391982183,0.420289855,0.379421222,0.84375,0.523385301,3.506364139,8.94521306,1.155506364,2.749308246,2.350857775,6.195904815,0.537908135,0.637520753,0.617598229,3.845047039,4.462645268,2.470392916,1.41449917,1.155506364,1.514111787,2.390702822,9.901494189,53.66243414,0.692650334,0.071269488
Draymond Green,GSW,0.418461538,0.493540052,0.307984791,0.708920188,0.480769231,3.96276811,9.469850263,2.782679077,5.638203157,1.180089033,3.831647106,2.199919061,3.103197086,1.42776204,7.299069203,8.726831242,7.765277216,2.243626062,1.544314043,2.680696074,3.161473088,11.30554431,52.17017157,0.404615385,0.327692308
Gerald Green,BOS,0.409482759,0.462809917,0.351351351,0.804878049,0.493534483,6.356877323,15.52416357,3.747211896,8.096654275,2.609665428,7.427509294,2.208178439,2.743494424,1.137546468,4.550185874,5.687732342,2.208178439,0.602230483,0.468401487,1.672862454,3.211895911,17.53159851,52.39161734,0.478448276,0.176724138
JaMychal Green,MEM,0.5,0.549295775,0.379310345,0.80239521,0.555,4.283674441,8.567348881,3.341266064,6.082817706,0.942408377,2.484531176,2.2960495,2.861494526,2.861494526,6.459781057,9.321275583,1.439314612,0.788196097,0.582579724,1.61066159,4.249405045,11.80580676,60.07184209,0.29,0.334
Jeff Green,ORL,0.394265233,0.457534247,0.274611399,0.863095238,0.441756272,5.162972621,13.09517601,3.91916558,8.565840939,1.24380704,4.529335072,3.402868318,3.942633638,0.915254237,4.106910039,5.022164276,1.900912647,0.868318123,0.305084746,1.760104302,2.417209909,14.9726206,50.48107355,0.345878136,0.301075269
Blake Griffin,LAC,0.49330587,0.513986014,0.336283186,0.760095012,0.512873326,8.306358382,16.83815029,7.647398844,14.87861272,0.658959538,1.959537572,5.549132948,7.300578035,1.924855491,6.676300578,8.601156069,5.202312139,1.005780347,0.398843931,2.462427746,2.722543353,22.82080925,56.90860029,0.116374871,0.433573635
Justin Hamilton,BRK,0.459102902,0.601010101,0.303867403,0.75,0.531662269,5.322005098,11.59218352,3.639762107,6.056074766,1.682242991,5.536108751,1.192863212,1.590484282,2.17162277,5.841971113,8.013593883,1.682242991,0.88700085,1.315208156,1.315208156,2.783347494,13.5191164,54.99153976,0.477572559,0.137203166
