Player,Tm,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36,TS%,3PAr,FTr
A.J. Hammons,DAL,0.404761905,0.375,0.5,0.45,0.464285714,3.754601227,9.27607362,2.650306748,7.067484663,1.104294479,2.208588957,1.987730061,4.417177914,1.766871166,6.18404908,7.950920245,0.883435583,0.220858896,2.871165644,2.208588957,4.63803681,10.60122699,47.24409449,0.238095238,0.476190476
Tim Hardaway,ATL,0.45504386,0.537373737,0.357314149,0.76635514,0.536732456,6.935933148,15.24233983,4.445682451,8.272980501,2.490250696,6.969359331,2.740947075,3.576601671,0.584958217,3.158774373,3.743732591,3.04178273,0.919220056,0.250696379,1.771587744,1.721448468,19.10306407,56.80011131,0.457236842,0.234649123
James Harden,HOU,0.439660796,0.53024453,0.346560847,0.84676504,0.525114155,8.233457754,18.72684086,5.032914829,9.491686461,3.200542925,9.235154394,9.112996267,10.76213098,1.160502206,6.889718358,8.050220563,11.0675263,1.465897523,0.45198507,5.668137089,2.626399729,28.7804547,61.33372209,0.493150685,0.57469015
Maurice Harkless,POR,0.503205128,0.572093023,0.350515464,0.620967742,0.557692308,5.085020243,10.10526316,3.983805668,6.963562753,1.101214575,3.141700405,1.246963563,2.008097166,2.024291498,3.497975709,5.522267206,1.441295547,1.376518219,1.133603239,1.376518219,3.465587045,12.51821862,56.95885404,0.310897436,0.198717949
Justin Harper,PHI,0.416666667,0.6,0.285714286,0,0.5,5.806451613,13.93548387,3.483870968,5.806451613,2.322580645,8.129032258,0,0,2.322580645,3.483870968,5.806451613,2.322580645,0,0,4.64516129,2.322580645,13.93548387,50,0.583333333,0
Montrezl Harrell,HOU,0.652173913,0.662721893,0.142857143,0.628099174,0.653623188,7.612781955,11.67293233,7.578947368,11.43609023,0.033834586,0.236842105,2.571428571,4.093984962,2.740601504,4.669172932,7.409774436,2.165413534,0.676691729,1.421052632,1.488721805,4.263157895,17.83082707,66.16613098,0.020289855,0.350724638
Devin Harris,DAL,0.398826979,0.475609756,0.327683616,0.829457364,0.483870968,4.504139834,11.29346826,2.58325667,5.431462741,1.920883165,5.86200552,3.543698252,4.272309108,0.364305428,3.841766329,4.206071757,4.504139834,1.424103036,0.231830727,1.887764489,3.344986201,14.47286109,54.93262269,0.519061584,0.37829912
Gary Harris,DEN,0.502354788,0.557591623,0.419607843,0.776119403,0.586342229,6.464646465,12.86868687,4.303030303,7.717171717,2.161616162,5.151515152,2.101010101,2.707070707,0.96969697,2.626262626,3.595959596,3.313131313,1.434343434,0.161616162,1.535353535,1.858585859,17.19191919,61.13857118,0.400313972,0.210361068
Joe Harris,BRK,0.425414365,0.489361702,0.384615385,0.714285714,0.54281768,4.871704745,11.4516696,2.182776801,4.460456942,2.688927944,6.991212654,1.107205624,1.550087873,0.506151142,4.144112478,4.65026362,1.708260105,0.949033392,0.253075571,1.739894552,3.827768014,13.53954306,55.79309626,0.610497238,0.135359116
Manny Harris,DAL,0.2,0.230769231,0,0.5,0.2,4.32,21.6,4.32,18.72,0,2.88,2.88,5.76,4.32,8.64,12.96,2.88,0,0,2.88,1.44,11.52,23.86634845,0.133333333,0.266666667
Tobias Harris,DET,0.480714958,0.536715621,0.347133758,0.840707965,0.531984948,7.166342034,14.90767433,5.637709388,10.50409038,1.528632645,4.40358395,2.664589014,3.169458512,0.883521621,4.950525906,5.834047526,1.991429684,0.841449162,0.546941956,1.332294507,1.86521231,18.52590573,56.82013695,0.295390405,0.212605833
Aaron Harrison,CHO,0,0,0,0.5,0,0,8.470588235,0,4.235294118,0,4.235294118,2.117647059,4.235294118,0,6.352941176,6.352941176,6.352941176,0,0,0,4.235294118,2.117647059,10.24590164,0.5,0.5
Andrew Harrison,MEM,0.325,0.362745098,0.275641026,0.762886598,0.384722222,2.857530529,8.792401628,1.807327001,4.982360923,1.050203528,3.810040706,3.614654003,4.738127544,0.561736771,2.759837178,3.321573948,4.835820896,1.318860244,0.488466757,2.075983718,4.738127544,10.37991859,47.71420873,0.433333333,0.538888889
Udonis Haslem,MIA,0.47826087,0.55,0,0.6,0.47826087,3.046153846,6.369230769,3.046153846,5.538461538,0,0.830769231,2.492307692,4.153846154,2.215384615,7.753846154,9.969230769,1.661538462,1.384615385,0.276923077,2.215384615,6.092307692,8.584615385,52.36486486,0.130434783,0.652173913
Spencer Hawes,TOT,0.483754513,0.556122449,0.308641975,0.846153846,0.528880866,6.052697616,12.5119197,4.923462986,8.853199498,1.12923463,3.658720201,1.987452949,2.34880803,1.716436637,6.910915935,8.627352572,3.658720201,0.677540778,1.355081556,2.213299875,3.47804266,15.22208281,56.18914232,0.292418773,0.187725632
Gordon Hayward,UTA,0.471453287,0.506393862,0.398395722,0.843822844,0.535899654,7.79809221,16.54054054,5.666136725,11.18918919,2.131955485,5.351351351,5.179650238,6.138314785,0.701112878,4.922098569,5.623211447,3.60572337,1.044515103,0.286168521,2.00317965,1.674085851,22.90779014,59.52735061,0.323529412,0.371107266
Gerald Henderson,PHI,0.423146474,0.455263158,0.352601156,0.806060606,0.478300181,5.053389322,11.94241152,3.736052789,8.206358728,1.317336533,3.736052789,2.872225555,3.563287343,0.734253149,3.26094781,3.99520096,2.418716257,0.885422915,0.323935213,1.338932214,2.785842831,14.29634073,52.90920716,0.31283906,0.298372514
John Henson,MIL,0.514563107,0.516233766,0,0.691588785,0.514563107,5.097061443,9.905609973,5.097061443,9.873552983,0,0.03205699,2.372217275,3.430097952,2.949243099,6.507569012,9.45681211,1.827248442,0.929652716,2.500445236,1.699020481,4.840605521,12.56634016,55.04381038,0.003236246,0.346278317
Juan Hernangomez,DEN,0.450892857,0.495495495,0.407079646,0.75,0.553571429,4.318289786,9.57719715,2.351543943,4.74584323,1.966745843,4.831353919,2.437054632,3.249406176,1.83847981,6.156769596,7.995249406,1.239904988,1.239904988,0.513064133,1.325415677,2.650831354,13.04038005,59.23710379,0.504464286,0.339285714
Willy Hernangomez,NYK,0.529032258,0.537777778,0.266666667,0.728,0.533333333,6.688821752,12.64350453,6.580060423,12.23564955,0.108761329,0.407854985,2.474320242,3.398791541,4.622356495,9.027190332,13.64954683,2.610271903,1.114803625,0.978851964,2.719033233,4.078549849,15.96072508,56.44230769,0.032258065,0.268817204
Mario Hezonja,ORL,0.354545455,0.397849462,0.298611111,0.8,0.41969697,4.3875,12.375,2.775,6.975,1.6125,5.4,1.5,1.875,0.75,4.725,5.475,2.325,1.125,0.525,2.175,2.775,11.8875,45.02840909,0.436363636,0.151515152
Roy Hibbert,TOT,0.544217687,0.544217687,0,0.813333333,0.544217687,4.2228739,7.759530792,4.2228739,7.759530792,0,0,3.219941349,3.958944282,2.850439883,5.278592375,8.129032258,1.108504399,0.42228739,2.428152493,1.68914956,5.278592375,11.66568915,61.38888889,0,0.510204082
Buddy Hield,TOT,0.42578125,0.460154242,0.390501319,0.842105263,0.522135417,6.235169492,14.6440678,3.413135593,7.417372881,2.822033898,7.226694915,1.220338983,1.449152542,0.667372881,4.461864407,5.129237288,2.30720339,0.724576271,0.171610169,1.925847458,2.19279661,16.51271186,54.02775005,0.493489583,0.098958333
Nene Hilario,HOU,0.617128463,0.62371134,0.333333333,0.588832487,0.620906801,7.362270451,11.92988314,7.2721202,11.65943239,0.09015025,0.270450751,3.485809683,5.919866444,2.85475793,5.589315526,8.444073456,1.953255426,1.682804674,1.202003339,2.193656093,4.898163606,18.30050083,62.95484618,0.022670025,0.496221662
George Hill,UTA,0.47689769,0.522788204,0.403433476,0.801020408,0.554455446,6.738341969,14.12953368,4.546632124,8.696891192,2.191709845,5.432642487,3.660621762,4.569948187,0.53626943,3.357512953,3.893782383,4.733160622,1.165803109,0.256476684,1.981865285,2.658031088,19.32901554,59.87807697,0.384488449,0.323432343
Jordan Hill,MIN,0.384615385,0.384615385,0,1,0.384615385,3.829787234,9.957446809,3.829787234,9.957446809,0,0,1.531914894,1.531914894,6.127659574,4.595744681,10.72340426,0,0.765957447,0,3.063829787,6.893617021,9.191489362,43.22766571,0,0.153846154
Solomon Hill,NOP,0.383647799,0.429951691,0.348148148,0.8046875,0.482180294,2.775063185,7.233361415,1.349620893,3.139005897,1.425442291,4.094355518,1.561920809,1.941027801,0.773378265,3.882055602,4.655433867,2.138163437,1.076663858,0.48525695,1.243470935,2.759898905,8.537489469,52.78256956,0.566037736,0.268343816
Darrun Hilliard,DET,0.373015873,0.4375,0.260869565,0.75,0.420634921,4.440944882,11.90551181,3.307086614,7.559055118,1.133858268,4.346456693,1.984251969,2.645669291,0.188976378,2.929133858,3.118110236,3.118110236,1.039370079,0.188976378,2.645669291,3.68503937,12,45.90803933,0.365079365,0.222222222
Jrue Holiday,NOP,0.453020134,0.497553018,0.355871886,0.708333333,0.508948546,6.657534247,14.69589041,5.01369863,10.07671233,1.643835616,4.619178082,1.956164384,2.761643836,0.756164384,3.583561644,4.339726027,8.021917808,1.643835616,0.706849315,3.189041096,2.18630137,16.91506849,53.15521944,0.314317673,0.187919463
Justin Holiday,NYK,0.433085502,0.513207547,0.355311355,0.825,0.523234201,5.117754728,11.81696156,2.987187309,5.820622331,2.130567419,5.996339231,1.44966443,1.757169005,0.593044539,4.348993289,4.942037828,2.240390482,1.427699817,0.68090299,1.44966443,2.39414277,13.81574131,54.86741103,0.507434944,0.148698885
Rondae Hollis-Jefferson,BRK,0.433579336,0.463157895,0.223880597,0.750988142,0.447416974,4.804088586,11.08006814,4.497444634,9.710391823,0.306643952,1.36967632,3.884156729,5.172061329,1.962521295,7.277683135,9.240204429,3.148211244,1.676320273,0.899488927,2.371379898,3.618398637,13.79897785,51.65921754,0.123616236,0.466789668
Richaun Holmes,PHI,0.558252427,0.605970149,0.350649351,0.699029126,0.591019417,6.940486169,12.43252305,6.125733445,10.10896899,0.814752724,2.323554065,2.172673931,3.108130763,2.836546521,6.548197821,9.384744342,1.750209556,1.267393127,1.659681475,1.659681475,4.103939648,16.86839899,61.11694218,0.186893204,0.25
Rodney Hood,UTA,0.408408408,0.440111421,0.371335505,0.782608696,0.493993994,6.146892655,15.05084746,3.570621469,8.11299435,2.576271186,6.937853107,2.033898305,2.598870057,0.361581921,4.203389831,4.564971751,2.169491525,0.858757062,0.248587571,1.468926554,2.983050847,16.9039548,52.19090148,0.460960961,0.172672673
Al Horford,BOS,0.473158552,0.524150268,0.355371901,0.8,0.526841448,6.221614227,13.14911081,4.809849521,9.176470588,1.411764706,3.972640219,1.772913817,2.216142271,1.559507524,6.05745554,7.616963064,5.532147743,0.853625171,1.428180575,1.904240766,2.265389877,15.62790698,55.32310553,0.302122347,0.168539326
Danuel House,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0
Dwight Howard,ATL,0.632952692,0.63502455,0,0.533018868,0.632952692,6.351978172,10.03547067,6.351978172,10.00272851,0,0.032742156,3.699863574,6.941336971,4.845839018,10.54297408,15.3888131,1.702592087,1.047748977,1.506139154,2.78308322,3.323328786,16.40381992,62.6594627,0.003262643,0.691680261
Marcelo Huertas,LAL,0.367647059,0.428571429,0.210526316,0.529411765,0.397058824,3.797468354,10.32911392,3.189873418,7.443037975,0.607594937,2.886075949,1.367088608,2.582278481,0.303797468,3.341772152,3.64556962,7.898734177,1.518987342,0.303797468,2.886075949,2.430379747,9.569620253,41.73290938,0.279411765,0.25
Josh Huestis,OKC,0.545454545,0.571428571,0.5,0,0.636363636,6.967741935,12.77419355,4.64516129,8.129032258,2.322580645,4.64516129,0,1.161290323,4.64516129,5.806451613,10.4516129,3.483870968,0,3.483870968,0,0,16.25806452,61.18881119,0.363636364,0.090909091
Kris Humphries,ATL,0.406542056,0.425,0.351851852,0.780487805,0.450934579,4.545718433,11.18142235,3.552975327,8.359941945,0.992743106,2.821480406,3.343976778,4.284470247,3.134978229,7.628447025,10.76342525,1.515239478,0.783744557,1.09724238,1.46298984,3.605224964,13.42815675,51.38355726,0.252336449,0.38317757
R.J. Hunter,CHI,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,1,0
Serge Ibaka,TOT,0.479633401,0.521804511,0.391167192,0.856,0.542769857,7.000825764,14.59620149,5.157720892,9.884393064,1.843104872,4.711808423,1.59042114,1.857968621,1.917423617,6.079273328,7.996696945,1.114781173,0.609413708,1.843104872,1.560693642,3.195706028,17.43517754,56.55737705,0.322810591,0.127291242
Andre Iguodala,GSW,0.527710843,0.651260504,0.361581921,0.705882353,0.604819277,3.945945946,7.477477477,2.792792793,4.288288288,1.153153153,3.189189189,1.297297297,1.837837838,0.918918919,4.558558559,5.477477477,4.720720721,1.369369369,0.702702703,1.045045045,1.747747748,10.34234234,62.40758459,0.426506024,0.245783133
Ersan Ilyasova,TOT,0.431460674,0.495901639,0.353233831,0.777777778,0.511235955,6.453781513,14.95798319,4.067226891,8.201680672,2.386554622,6.756302521,2.705882353,3.478991597,1.932773109,6.151260504,8.084033613,2.369747899,0.974789916,0.386554622,1.949579832,3.546218487,18,54.58270477,0.451685393,0.23258427
Ersan Ilyasova,ATL,0.411504425,0.455223881,0.347826087,0.8,0.482300885,5.289099526,12.85308057,3.469194313,7.620853081,1.819905213,5.232227488,2.957345972,3.696682464,2.388625592,6.199052133,8.587677725,2.44549763,1.251184834,0.454976303,1.933649289,4.151658768,15.35545024,53.02435192,0.407079646,0.287610619
Joe Ingles,UTA,0.45232816,0.470930233,0.440860215,0.735294118,0.588691796,3.724137931,8.23326572,1.478701826,3.139959432,2.245436105,5.093306288,0.912778905,1.24137931,0.419878296,4.326572008,4.746450304,4.089249493,1.752535497,0.146044625,1.953346856,2.975659229,10.60649087,60.40505697,0.618625277,0.150776053
Brandon Ingram,LAL,0.402332362,0.442885772,0.294117647,0.621495327,0.442419825,4.359806933,10.83633172,3.491004827,7.882404563,0.868802106,2.953927161,2.100921457,3.380430013,0.947784116,4.059675296,5.007459412,2.62220272,0.789820097,0.56867047,1.832382624,2.495831505,11.68933743,47.42616899,0.272594752,0.311953353
Kyrie Irving,CLE,0.472535211,0.504596527,0.401360544,0.905487805,0.534859155,9.566732673,20.24554455,7.043168317,13.9580198,2.523564356,6.287524752,4.234455446,4.676435644,0.741386139,2.537821782,3.279207921,5.95960396,1.183366337,0.356435644,2.566336634,2.238415842,25.89148515,58.04438989,0.31056338,0.230985915
Jarrett Jack,NOP,0.666666667,1,0,1,0.666666667,2.181818182,3.272727273,2.181818182,2.181818182,0,1.090909091,2.181818182,2.181818182,0,0,0,5.454545455,2.181818182,0,3.272727273,4.363636364,6.545454545,77.31958763,0.333333333,0.666666667
Demetrius Jackson,BOS,0.75,0.666666667,1,0.5,0.875,6.352941176,8.470588235,4.235294118,6.352941176,2.117647059,2.117647059,6.352941176,12.70588235,4.235294118,4.235294118,8.470588235,6.352941176,0,0,0,0,21.17647059,75.30120482,0.25,1.5
Pierre Jackson,DAL,0.333333333,0.357142857,0.272727273,0.857142857,0.371794872,5.571428571,16.71428571,4.285714286,12,1.285714286,4.714285714,2.571428571,3,0.428571429,3.428571429,3.857142857,8.142857143,0.857142857,0,1.285714286,2.142857143,15,41.58745247,0.282051282,0.179487179
Reggie Jackson,DET,0.419497784,0.442190669,0.358695652,0.867647059,0.468242245,7.179775281,17.11516854,5.511235955,12.46348315,1.668539326,4.651685393,2.983146067,3.438202247,0.530898876,2.325842697,2.856741573,6.825842697,0.884831461,0.126404494,2.882022472,3.261235955,19.01123596,51.02871722,0.271787297,0.200886263
LeBron James,CLE,0.547619048,0.610778443,0.362573099,0.674199623,0.59375,9.483178239,17.31710809,7.885468862,12.91052255,1.597709377,4.40658554,4.612741589,6.841803865,1.249821045,6.996420902,8.246241947,8.323550465,1.18539728,0.566929134,3.904080172,1.726556908,25.17680744,61.927943,0.254464286,0.395089286
Al Jefferson,IND,0.498938429,0.5,0,0.764705882,0.498938429,9.087003222,18.21267454,9.087003222,18.17400644,0,0.038668099,2.513426423,3.2867884,2.900107411,7.84962406,10.74973147,2.204081633,0.734693878,0.618689581,1.276047261,4.833512352,20.68743287,52.61605035,0.002123142,0.180467091
Richard Jefferson,CLE,0.44606414,0.579617834,0.333333333,0.740740741,0.536443149,3.412639405,7.650557621,2.029739777,3.501858736,1.382899628,4.148698885,1.784386617,2.408921933,0.624535316,3.881040892,4.505576208,1.739776952,0.579925651,0.223048327,1.159851301,3.412639405,9.992565056,57.35941821,0.542274052,0.314868805
John Jenkins,PHO,0.4,0.333333333,0.5,1,0.5,5.538461538,13.84615385,2.769230769,8.307692308,2.769230769,5.538461538,5.538461538,5.538461538,0,2.769230769,2.769230769,2.769230769,0,0,0,0,19.38461538,59.52380952,0.4,0.4
Brandon Jennings,TOT,0.358878505,0.399293286,0.313492063,0.75,0.43271028,3.835738069,10.68812431,2.257491676,5.653718091,1.578246393,5.034406215,2.277469478,3.036625971,0.579356271,3.336293008,3.915649279,7.891231964,1.398446171,0.099889012,2.557158713,2.317425083,11.52719201,47.93314282,0.471028037,0.28411215
Jonas Jerebko,BOS,0.435114504,0.522727273,0.346153846,0.702702703,0.520992366,3.331168831,7.655844156,2.016233766,3.857142857,1.314935065,3.798701299,0.75974026,1.081168831,1.753246753,6.224025974,7.977272727,2.074675325,0.75974026,0.496753247,1.13961039,3.564935065,8.737012987,53.72286905,0.496183206,0.141221374
Amir Johnson,BOS,0.575675676,0.611842105,0.409090909,0.67,0.612162162,4.768656716,8.28358209,4.164179104,6.805970149,0.604477612,1.47761194,1.5,2.23880597,2.619402985,5.552238806,8.171641791,3.134328358,1.164179104,1.388059701,1.723880597,4.723880597,11.64179104,62.80193237,0.178378378,0.27027027
Brice Johnson,LAC,0.285714286,0.285714286,0,0,0.285714286,8,28,8,28,0,0,0,0,4,8,12,4,8,4,4,0,16,28.57142857,0,0
James Johnson,MIA,0.478543563,0.547758285,0.33984375,0.706976744,0.535110533,6.353956835,13.27769784,4.851798561,8.857553957,1.502158273,4.420143885,2.624460432,3.712230216,1.139568345,5.335251799,6.474820144,4.765467626,1.312230216,1.484892086,2.952517986,3.401438849,16.83453237,56.44974525,0.33289987,0.279583875
Joe Johnson,UTA,0.436102236,0.453804348,0.410852713,0.818181818,0.520766773,5.332609875,12.22788931,3.262072708,7.188279978,2.070537168,5.039609333,1.230602279,1.504069452,0.644601194,4.082474227,4.727075421,2.812805209,0.703201302,0.351600651,1.347802496,1.816603364,13.9663592,54.17651694,0.412140575,0.123003195
Stanley Johnson,DET,0.353424658,0.398104265,0.292207792,0.679245283,0.415068493,3.387308534,9.584245077,2.205689278,5.5404814,1.181619256,4.043763676,0.945295405,1.391684902,0.945295405,4.01750547,4.962800875,2.757111597,1.470459519,0.630196937,1.864332604,3.177242888,8.901531729,43.64956737,0.421917808,0.145205479
Tyler Johnson,MIA,0.433252427,0.459930314,0.372,0.767716535,0.489684466,5.900826446,13.61983471,4.363636364,9.487603306,1.537190083,4.132231405,3.223140496,4.198347107,0.826446281,4.016528926,4.842975207,3.851239669,1.388429752,0.727272727,1.487603306,2.909090909,16.56198347,53.53936907,0.303398058,0.308252427
Wesley Johnson,LAC,0.365,0.536585366,0.245762712,0.647058824,0.4375,3.244444444,8.888888889,1.955555556,3.644444444,1.288888889,5.244444444,0.488888889,0.755555556,1.155555556,6.888888889,8.044444444,1.022222222,1.288888889,1.333333333,0.8,3.688888889,8.266666667,44.82359746,0.59,0.085
Nikola Jokic,DEN,0.578454333,0.627972028,0.323741007,0.824561404,0.604800937,8.726202159,15.08537782,7.931305201,12.63002944,0.794896958,2.455348381,3.320902846,4.02747792,3.74484789,8.938174681,12.68302257,6.341511286,1.077526987,0.989205103,3.02060844,3.780176644,21.56820412,63.97225249,0.162763466,0.266978923
Dahntay Jones,CLE,0.375,0.5,0,0.75,0.375,9,24,9,18,0,6,9,12,3,3,6,3,0,0,3,3,27,46.10655738,0.25,0.5
Damian Jones,GSW,0.5,0.5,0,0.3,0.5,3.388235294,6.776470588,3.388235294,6.776470588,0,0,1.270588235,4.235294118,3.811764706,5.929411765,9.741176471,0,0.423529412,1.694117647,2.541176471,6.352941176,8.047058824,46.56862745,0,0.625
Derrick Jones,PHO,0.561983471,0.590909091,0.272727273,0.707317073,0.574380165,4.491743119,7.99266055,4.293577982,7.266055046,0.198165138,0.726605505,1.91559633,2.708256881,2.576146789,2.642201835,5.218348624,0.79266055,0.924770642,0.858715596,0.858715596,4.16146789,11.09724771,60.41426928,0.090909091,0.338842975
James Jones,CLE,0.47826087,0.5,0.46969697,0.65,0.64673913,4.157480315,8.692913386,1.228346457,2.456692913,2.929133858,6.236220472,1.228346457,1.88976378,0.283464567,3.307086614,3.590551181,1.322834646,0.661417323,0.94488189,0.94488189,3.496062992,12.47244094,65.47619048,0.717391304,0.217391304
Terrence Jones,TOT,0.470468432,0.509615385,0.253333333,0.605882353,0.489816701,6.548031496,13.91811024,6.009448819,11.79212598,0.538582677,2.125984252,2.919685039,4.818897638,1.842519685,6.831496063,8.674015748,1.644094488,1.133858268,1.530708661,1.360629921,1.899212598,16.55433071,51.60834217,0.152749491,0.346232179
Tyus Jones,MIN,0.414364641,0.453703704,0.356164384,0.76744186,0.486187845,3.488372093,8.418604651,2.279069767,5.023255814,1.209302326,3.395348837,1.534883721,2,0.465116279,2.651162791,3.11627907,7.255813953,2.186046512,0.23255814,1.76744186,2.325581395,9.720930233,52.27090836,0.403314917,0.237569061
DeAndre Jordan,LAC,0.714038128,0.716521739,0,0.482352941,0.714038128,5.771206226,8.082490272,5.771206226,8.054474708,0,0.028015564,2.871595331,5.953307393,4.160311284,11.44435798,15.60466926,1.344747082,0.728404669,1.891050584,1.624902724,2.969649805,14.41400778,67.34293194,0.003466205,0.736568458
Cory Joseph,TOR,0.452344932,0.477186312,0.355555556,0.770491803,0.488653555,5.373939091,11.88017973,4.51123315,9.453819271,0.862705941,2.426360459,1.689465801,2.192710934,0.916625062,3.307039441,4.223664503,4.762855716,1.186220669,0.233649526,1.941088367,2.516225662,13.30004993,51.77142218,0.204236006,0.184568835
Frank Kaminsky,CHO,0.399002494,0.455357143,0.327683616,0.756410256,0.471321696,5.895598772,14.77584442,3.758444217,8.25383828,2.137154555,6.522006141,2.174002047,2.874104401,1.050153531,5.140225179,6.19037871,2.984646878,0.86591607,0.626407369,1.400204708,2.560900716,16.10235415,50.1929615,0.441396509,0.194513716
Enes Kanter,OKC,0.545454545,0.56795422,0.131578947,0.785964912,0.548846676,9.440313112,17.3072407,9.322896282,16.4148728,0.11741683,0.892367906,5.260273973,6.692759296,4.57925636,6.739726027,11.31898239,1.573385519,0.75146771,0.892367906,2.888454012,3.616438356,24.25831703,59.89100186,0.05156038,0.386702849
Ryan Kelly,ATL,0.285714286,0.222222222,0.4,0.833333333,0.357142857,2.618181818,9.163636364,1.309090909,5.890909091,1.309090909,3.272727273,1.636363636,1.963636364,0.327272727,5.563636364,5.890909091,2.618181818,1.309090909,1.636363636,1.309090909,1.636363636,8.181818182,40.79634465,0.357142857,0.214285714
Michael Kidd-Gilchrist,CHO,0.477346278,0.482758621,0.111111111,0.783505155,0.47815534,4.521072797,9.471264368,4.505747126,9.333333333,0.01532567,0.137931034,2.329501916,2.973180077,2.390804598,6.268199234,8.659003831,1.747126437,1.24137931,1.180076628,0.858237548,2.865900383,11.38697318,52.81790264,0.014563107,0.313915858
Sean Kilpatrick,BRK,0.414965986,0.468384075,0.340909091,0.842975207,0.486394558,6.259977195,15.08551881,4.104903079,8.763968073,2.155074116,6.321550741,4.18700114,4.966932725,0.451539339,5.295324971,5.74686431,3.222348917,0.944127708,0.123147092,2.791334094,2.421892816,18.86202965,54.60617008,0.419047619,0.329251701
Brandon Knight,PHO,0.398095238,0.424870466,0.323741007,0.857142857,0.440952381,6.6,16.57894737,5.178947368,12.18947368,1.421052632,4.389473684,4.168421053,4.863157895,0.789473684,2.936842105,3.726315789,4.105263158,0.852631579,0.157894737,2.810526316,2.747368421,18.78947368,50.18894662,0.264761905,0.293333333
Kyle Korver,TOT,0.46407767,0.493589744,0.451253482,0.904761905,0.621359223,4.908157444,10.57615516,1.581289218,3.203650884,3.326868226,7.372504278,0.780376497,0.862521392,0.164289789,3.675984027,3.840273816,2.258984598,0.698231603,0.431260696,1.41699943,2.197375927,13.92355961,63.54502512,0.697087379,0.081553398
Kosta Koufos,SAC,0.551020408,0.552429668,0,0.612903226,0.551020408,5.479915433,9.945031712,5.479915433,9.919661734,0,0.025369979,0.964059197,1.572938689,2.993657505,7.230443975,10.22410148,1.192389006,0.913319239,1.217758985,1.54756871,4.363636364,11.92389006,56.04846403,0.00255102,0.158163265
Mindaugas Kuzminskas,NYK,0.428184282,0.517412935,0.321428571,0.808823529,0.501355014,5.598425197,13.07480315,3.68503937,7.122047244,1.913385827,5.952755906,1.948818898,2.409448819,1.665354331,2.799212598,4.464566929,2.44488189,1.027559055,0.38976378,1.807086614,2.799212598,15.05905512,53.26882583,0.455284553,0.184281843
Skal Labissiere,SAC,0.536697248,0.542857143,0.375,0.702702703,0.543577982,6.882352941,12.82352941,6.705882353,12.35294118,0.176470588,0.470588235,3.058823529,4.352941176,3,6.529411765,9.529411765,1.588235294,0.941176471,0.764705882,2.176470588,3.764705882,17,57.67081737,0.036697248,0.339449541
Jeremy Lamb,CHO,0.460285132,0.536231884,0.280821918,0.852713178,0.50203666,7.118110236,15.46456693,5.826771654,10.86614173,1.291338583,4.598425197,3.464566929,4.062992126,0.94488189,7.37007874,8.31496063,2.362204724,0.850393701,0.724409449,1.25984252,3.086614173,18.99212598,55.04235432,0.297352342,0.262729124
Nicolas Laprovittola,SAS,0.425531915,0.5,0.37037037,1,0.531914894,4.137931034,9.724137931,2.068965517,4.137931034,2.068965517,5.586206897,1.862068966,1.862068966,0.206896552,1.862068966,2.068965517,5.793103448,0.827586207,0.206896552,3.931034483,3.931034483,12.20689655,57.88854003,0.574468085,0.191489362
Joffrey Lauvergne,TOT,0.44047619,0.483193277,0.336734694,0.630136986,0.489583333,5.436734694,12.34285714,4.224489796,8.742857143,1.212244898,3.6,1.689795918,2.681632653,2.644897959,6.575510204,9.220408163,2.571428571,0.918367347,0.220408163,2.057142857,3.048979592,13.7755102,50.93447789,0.291666667,0.217261905
Zach LaVine,MIN,0.45915493,0.515,0.387096774,0.835714286,0.543661972,6.710120069,14.61406518,4.240137221,8.233276158,2.469982847,6.380789022,2.408233276,2.881646655,0.370497427,2.902229846,3.272727273,2.861063465,0.843910806,0.205831904,1.749571184,2.140651801,18.29845626,57.60756869,0.436619718,0.197183099
Ty Lawson,SAC,0.454022989,0.502475248,0.288135593,0.797235023,0.486590038,4.926096998,10.84988453,4.219399538,8.397228637,0.70669746,2.452655889,3.595842956,4.51039261,0.914549654,2.806004619,3.720554273,6.963048499,1.538106236,0.124711316,2.681293303,2.473441109,14.15473441,55.14348643,0.22605364,0.415708812
Jake Layman,POR,0.292134831,0.342105263,0.254901961,0.764705882,0.365168539,3.759036145,12.86746988,1.879518072,5.493975904,1.879518072,7.373493976,1.879518072,2.457831325,0.86746988,2.602409639,3.469879518,1.590361446,1.301204819,0.43373494,1.590361446,3.180722892,11.27710843,40.42288557,0.573033708,0.191011236
Courtney Lee,NYK,0.455965909,0.489655172,0.401486989,0.867346939,0.532670455,4.69947133,10.30662871,3.118340789,6.368442456,1.581130541,3.938186255,1.244408296,1.434729565,0.775925173,3.030500203,3.806425376,2.620577471,1.185847906,0.336722245,1.010166734,2.064253762,12.2244815,55.88125067,0.382102273,0.139204545
